id,original,lexical,syntactic,contextual,Question_ECS
270,Terry's mom brought home 4 different colored dogs from the shelter. The brown dog weighs 4 pounds. The black dog weighs 1 pound more than the brown dog. The white dog weighs twice as much as the brown dog. The grey dog weighs 2 pounds less than the black dog. What's the average weight of all the dogs?,"Terry’s mom adopted 4 dogs of different colors: brown (4 lbs), black (1 lb heavier than brown), white (twice brown’s weight), and grey (2 lbs lighter than black). What is their average weight?","If the brown dog weighs 4 lbs, the black 1 more, the white twice the brown’s weight, and the grey 2 less than the black, what’s the average weight of the 4 dogs?","At the local shelter, Terry’s mom adopts four dogs—brown, black, white, and grey—with weights as follows: brown 4 lbs, black 1 more, white twice that of brown, and grey 2 less than black. What’s their average weight?",0.8611442148685455
271,"A group of bedbugs infested an old mattress. Every day, the number of bedbugs would triple. After four days, there were 810 bedbugs burrowing into the mattress. How many bedbugs did the group start with?","A colony of bedbugs took over an old mattress. Their population tripled every day. After four days, there were 810 bedbugs in total. How many bedbugs were there at the start?","If a group of bedbugs triples in number each day and there are 810 after 4 days, how many did they begin with?","In an old attic mattress, a group of bedbugs multiplied so that their count tripled daily. By the fourth day, there were 810 of them. How many were there at the beginning?",0.8617136975129446
272,"Wilfred eats 4 carrots on Tuesday and 6 carrots on Wednesday. If Wilfred wants to eat a total of 15 carrots from Tuesday to Thursday, how many carrots does Wilfred need to eat on Thursday?",Wilfred eats 4 carrots on Tuesday and 6 on Wednesday. He wants his total carrot count from Tuesday to Thursday to be 15. How many must he eat on Thursday?,"If Wilfred eats 4 carrots on Tuesday and 6 on Wednesday, and wants to have eaten 15 by Thursday, how many will he eat on Thursday?","During his healthy eating challenge, Wilfred had 4 carrots Tuesday and 6 Wednesday. He wants 15 total by Thursday. How many carrots should he eat that day?",0.9149429102738699
273,Alex was having a cookout Friday night and planned to serve burgers to his guests. He planned to cook 3 burgers for each guest and had invited 10 friends over. 1 of his friends didn't eat meat and said they would bring their own food. Another one of his friends didn't eat bread and would not need the buns. The burger buns came 8 to a pack. How many packs of buns did Alex need to buy?,"Alex hosted a Friday cookout and wanted to serve 3 burgers per guest. Out of his 10 invited friends, one doesn’t eat meat, and another doesn’t need buns. If buns come in packs of 8, how many packs should Alex buy?","If Alex invites 10 friends, cooks 3 burgers per guest, but one brings their own food and one doesn’t use buns, and buns come 8 per pack, how many packs does he need?","At a backyard BBQ, Alex prepares 3 burgers per friend. Of his 10 guests, one avoids meat and one skips buns. Each pack has 8 buns. How many packs should he purchase?",0.9122850398222605
274,"Kenia has three times as many rats as Hunter and Elodie has together. If Elodie has 30 rats, 10 rats more than Hunter, calculate the total number of pets the three have together?","Kenia owns three times the combined number of rats that Hunter and Elodie have. Elodie has 30 rats, which is 10 more than Hunter. How many rats do they have in total?","If Elodie has 30 rats, 10 more than Hunter, and Kenia has 3 times the total number that both of them have, how many pets do all three share together?","At their pet club, Kenia has 3× the number of rats Hunter and Elodie have combined. Elodie owns 30 rats, 10 more than Hunter. What is their combined total?",0.9175026218096415
275,"There are six unicorns in the Enchanted Forest. Everywhere a unicorn steps, four flowers spring into bloom. The six unicorns are going to walk all the way across the forest side-by-side, a journey of 9 kilometers. If each unicorn moves 3 meters forward with each step, how many flowers bloom because of this trip?","In the Enchanted Forest, 6 unicorns walk side by side. Each step makes 4 flowers bloom, and each unicorn steps forward 3 meters at a time on a 9 km journey. How many flowers bloom?","If 6 unicorns each step 3 meters at a time over 9 km and each step creates 4 flowers, how many flowers appear in total?","During a magical parade in the Enchanted Forest, 6 unicorns walk 9 km side by side, each step 3 meters long and creating 4 flowers. How many flowers bloom in total?",0.8824423551559448
276,"On Tuesday, a fruit vendor sold 2.5 dozen lemons and 5 dozens avocados. What is the total number of fruits that the fruit vendor sold?",A fruit seller sold 2.5 dozen lemons and 5 dozen avocados on Tuesday. How many fruits did they sell altogether?,"If a vendor sells 2.5 dozen lemons and 5 dozen avocados, what’s the total fruit count?","At the farmer’s market on Tuesday, a vendor sold 2.5 dozen lemons and 5 dozen avocados. How many fruits were sold in total?",0.9084662199020386
277,"Ray has 95 cents in nickels. If Ray gives 25 cents to Peter, and twice as many cents to Randi as he gave to Peter, how many nickels does Ray have left?",Ray owns 95¢ in nickels. He gives Peter 25¢ and gives Randi double that amount. How many nickels remain with Ray?,"If Ray starts with 95¢ in nickels, gives Peter 25¢, and Randi twice that, how many nickels are left?","After counting 95¢ worth of nickels, Ray decides to share some: 25¢ to Peter and twice as much to Randi. How many nickels does he have remaining?",0.9274384478727976
278,"There are 336 books in a library. On Monday, 124 books are taken out. On Tuesday, 22 books are brought back. How many books are there now?","A library starts with 336 books. 124 are borrowed on Monday, and 22 are returned on Tuesday. How many books remain in the library?","If a library has 336 books, 124 are taken on Monday, and 22 returned Tuesday, what is the new total?","In a small town library, there were 336 books. After 124 were checked out Monday and 22 returned Tuesday, how many books are now available?",0.8571072518825531
279,"Linda makes and sells necklaces at craft fairs. At her most recent fair she sold 4 necklaces and 8 rings for a total of $80. If each necklace costs $12, how much does each ring cost?",Linda sells jewelry at craft fairs. She sold 4 necklaces and 8 rings for $80 total. Each necklace sells for $12. What is the price per ring?,"If Linda sold 4 necklaces at $12 each plus 8 rings for a total of $80, what is the cost of one ring?","At a weekend fair, Linda sells handmade jewelry—4 necklaces and 8 rings—for $80 in total. Each necklace costs $12. What does one ring cost?",0.9100926717122396
280,Kyle bought 2 glass bottles that can hold 15 origami stars each. He then bought another 3 identical glass bottles. How many stars must Kyle make to fill all the glass bottles he bought?,"Kyle purchased 2 glass bottles, each holding 15 origami stars, and later bought 3 more identical ones. How many stars are needed to fill them all?","If each of Kyle’s 5 bottles holds 15 origami stars, and he first bought 2 and then 3 more, how many stars fill them completely?","For his art project, Kyle buys 2 bottles that fit 15 origami stars each, then adds 3 more identical bottles. How many stars must he fold to fill them all?",0.9164343575636545
281,"Nick is asking all his co-workers to chip in for a birthday gift for Sandra that costs $100. The boss agrees to contribute $15, and Todd volunteers to contribute twice as much since he always has to one-up everyone. If the remaining 5 employees (counting Nick) each pay an equal amount, how much do they each pay?","Nick is collecting money from his co-workers for Sandra’s $100 birthday present. The boss gives $15, and Todd chips in twice that amount. If the remaining 5 employees, including Nick, split the rest equally, how much does each pay?","If a $100 gift is being bought for Sandra, with the boss paying $15 and Todd contributing twice that, how much will each of the 5 other employees (including Nick) pay when they divide the remaining cost evenly?","At the office, Nick is organizing a $100 birthday present for Sandra. The boss offers $15, and Todd pays twice as much. The rest, divided equally among 5 employees including Nick, determines how much each of them contributes.",0.8247780700524648
282,"Miranda wants to buy a pair of heels she saw online. She saved money for 3 months. Her sister heard that she was sad and gave her $50 for her to buy the heels. If she paid $260 in total for the heels, how much money did she save per month?","Miranda saw a pair of heels online costing $260. She saved money for 3 months, and her sister gave her $50 to help. How much did Miranda save each month?","If Miranda saved money for 3 months and then received $50 from her sister, paying a total of $260 for heels, what was her monthly savings amount?","During summer, Miranda saved up for 3 months to buy $260 heels. Her sister added $50 to help her out. How much did Miranda save every month?",0.9227518637975057
283,"Michael wants to dig a hole 400 feet less deep than twice the depth of the hole that his father dug. The father dug a hole at a rate of 4 feet per hour. If the father took 400 hours to dig his hole, how many hours will it take for Michael to dig a hole that is 400 feet less than twice as deep as his father's hole working at the same rate?",Michael plans to dig a hole that’s 400 feet shallower than twice the depth of his father’s hole. His father dug at 4 feet per hour for 400 hours. How long will it take Michael to dig at the same rate?,"If Michael digs at the same rate as his father, who dug 4 feet per hour for 400 hours, how many hours will he need to dig a hole that’s 400 feet less than twice his father’s depth?","At their backyard project, Michael digs a hole 400 feet less deep than twice his dad’s hole. His dad dug for 400 hours at 4 feet per hour. How long will Michael dig if he works at the same speed?",0.9281814297040304
284,"Danny has 3 bottles of soda. He drinks 90% of one bottle and gives 70% of the other two bottles to his friends. How much soda does Danny have left, expressed as a percentage of a bottle?",Danny owns 3 bottles of soda. He drinks 90% of one and gives 70% of each of the other two away. What percent of a bottle does he still have?,"If Danny starts with 3 bottles, drinks 90% of one, and gives away 70% of the remaining two bottles, how much soda, as a percent of one bottle, does he retain?","At a picnic, Danny brought 3 soda bottles. After drinking 90% of one and sharing 70% of each of the other two, how much soda remains in total (as a percentage of one bottle)?",0.9170519709587097
285,"Tom and Tim both brought 4, six-sided dice to school. How many total sides are there?","Tom and Tim each have 4 dice, and every die has 6 sides. What is the total number of sides altogether?","If Tom and Tim each bring 4 six-sided dice, what’s the combined total number of sides?","During math class, Tom and Tim compare their dice collections. Each brings 4 six-sided dice. How many sides are there in total?",0.9037027160326639
286,"A Statistics student wants to find out the average daily allowance of the middle school students. According to his survey, 2/3 of the students receive an average of $6 allowance per day while the rest gets an average of $4 a day. If he surveyed 60 students, what is the total amount of money those 60 students get in a day?","A statistics student surveys 60 middle schoolers. Two-thirds earn $6 a day, and the others get $4. How much total money do all 60 receive per day?","If 2/3 of 60 students earn $6 daily and the rest earn $4, how much do they collectively receive each day?","In a school research project, a statistics student finds that among 60 students, two-thirds get $6 daily and the rest $4. What’s the total daily allowance distributed?",0.80963467558225
287,"In ten years, I'll be twice my brother's age. The sum of our ages will then be 45 years old. How old am I now?","In 10 years, I’ll be twice as old as my brother, and by then our combined age will be 45. What is my current age?","If in 10 years your age will be double your brother’s and their total will be 45, how old are you right now?","Talking with my brother, I realize that in 10 years I’ll be twice his age, and together we’ll be 45 years old. How old am I currently?",0.8935546576976776
288,"Lex is picking apples in his apple orchard when he notices some of the apples have bruises and some have worms. He wants to save the bruised apples to make applesauce, throw the wormy apples away, and keep the unbruised apples to eat raw. By his count, a fifth of the apples have worms and nine more than one fifth are bruised. He picked 85 apples. How many apples will he have left to eat raw?","Lex picked 85 apples. One-fifth have worms, and 9 more than that number are bruised. How many apples can he keep to eat raw?","If Lex picks 85 apples, 1/5 have worms and 9 more than that are bruised, how many unbruised, worm-free apples remain to eat raw?","At his family orchard, Lex harvests 85 apples. A fifth have worms, 9 more than that are bruised, and he only keeps clean ones to eat. How many can he eat raw?",0.9103129208087921
289,An amusement park sells tickets for $3. This week it welcomed 100 people per day but on Saturday it was visited by 200 people and on Sunday by 300. How much money did it make overall in a week?,"A theme park charges $3 per ticket. From Monday to Friday it gets 100 visitors daily, 200 on Saturday, and 300 on Sunday. What’s the total revenue for the week?","If a park charges $3 per ticket, gets 100 visitors a day for 5 days, 200 on Saturday, and 300 on Sunday, how much does it earn in total?","Throughout the week, an amusement park with $3 tickets has 100 visitors daily, except weekends when 200 come Saturday and 300 Sunday. How much did it make this week?",0.8390660881996155
290,"Ian is looking to lose some weight. He decides to start jogging around his apartment complex every night to burn some calories. He does 5 laps around the complex every night. Each lap is 100 feet. If it takes 25 feet of jogging to burn a calorie, how many calories does Ian burn after 5 days of jogging like this?","Ian jogs nightly around his apartment complex, doing 5 laps of 100 feet each. If 25 feet burns 1 calorie, how many calories does he burn after 5 days?","If Ian runs 5 laps of 100 feet nightly, burning 1 calorie per 25 feet, how many calories will he burn over 5 days?","Every evening, Ian runs 5 laps around his complex, each 100 feet long. Knowing 25 feet burns a calorie, how many calories will he burn in 5 days?",0.8995741506417593
291,"Tom's rabbit can run at 25 miles per hour. His cat can run 20 miles per hour. The cat gets a 15-minute head start. In hours, how long will it take for the rabbit to catch up?",Tom’s rabbit runs 25 mph while his cat runs 20 mph. The cat starts 15 minutes earlier. How many hours will it take the rabbit to catch up?,"If the cat runs 20 mph and starts 15 minutes before the rabbit, who runs 25 mph, how long in hours until the rabbit catches up?","During Tom’s backyard race, his rabbit runs 25 mph and his cat 20 mph, with the cat leaving 15 minutes earlier. After how many hours will the rabbit reach the cat?",0.9108986854553223
292,James paves a new parking lot. It is 400 feet by 500 feet. Only 80% of that is useable for parking. It takes 10 square feet to park a car. How many cars can be parked?,"James builds a parking lot measuring 400 ft by 500 ft. Since only 80% is suitable for cars, and each car needs 10 square feet, how many cars fit?","If a parking lot is 400 ft by 500 ft and only 80% can be used, and each car takes up 10 sq ft, how many cars can be parked?","At his construction site, James designs a 400-by-500-foot lot. With 80% usable area and each car needing 10 sq ft, how many cars will it hold?",0.8476025561491648
293,"Max fills up water balloons for 30 minutes at a rate of 2 water balloons every minute. Max’s friend Zach fills up water balloons for 40 minutes at a rate of 3 water balloons every minute. In the process, 10 of the water balloons pop on the ground. How many filled water balloons do Max and Zach have in total?","Max fills 2 balloons per minute for 30 minutes, and Zach fills 3 per minute for 40 minutes. If 10 balloons pop, how many remain filled?","If Max makes 2 balloons per minute for 30 minutes and Zach makes 3 per minute for 40 minutes, but 10 pop, how many filled balloons do they have?","At the park, Max and Zach fill water balloons—Max for 30 minutes at 2 per minute, Zach for 40 minutes at 3 per minute. Ten pop on the ground. How many balloons are left filled?",0.9040819704532623
294,Hannah sold 40 pieces of cookies for $0.8 each and 30 cupcakes for $2 each. She used the money to buy 2 sets of measuring spoons for $6.5 each. How much money does she have left?,"Hannah sells 40 cookies at $0.80 each and 30 cupcakes at $2 each. After buying 2 measuring spoon sets for $6.50 each, how much money remains?","If Hannah sells 40 cookies for $0.80 each and 30 cupcakes for $2 each, then buys two $6.50 sets of measuring spoons, how much money is left?","At a bake sale, Hannah earns money selling 40 cookies ($0.80 each) and 30 cupcakes ($2 each). She spends some on two $6.50 spoon sets. How much cash does she still have?",0.9322300056616465
295,A school bus traveled for 42 minutes at a speed of 50 mph. What is the distance the bus traveled in miles?,A bus moves at 50 mph for 42 minutes. How far does it travel in miles?,"If a bus drives at 50 mph for 42 minutes, what distance in miles does it cover?","On a morning route, a school bus goes 50 mph for 42 minutes straight. What total distance did it travel?",0.8755602538585663
296,"A leaf is being blown down a sidewalk by swirling gusts of wind. For every five feet that a gust blows it forward, the wind swirls and blows it back two feet. How many feet has it traveled down the sidewalk after 11 gusts of wind?","Each gust blows a leaf 5 feet forward, but then 2 feet back. After 11 gusts, how far has it gone down the sidewalk?","If a leaf moves 5 feet forward and then 2 feet back with each gust, after 11 gusts, how many feet forward has it traveled?","While walking outside, you notice a leaf blown by 11 gusts—each pushing it 5 feet forward and 2 feet back. How far down the path did it move?",0.8439331650733948
297,"Libby is building an igloo in her backyard using bricks of snow. She builds her igloo in rows, using a total of 10 rows of bricks of snow. The bottom half of the igloo has 12 bricks of snow in each row while the top half of the igloo has 8 bricks of snow in each row. How many bricks of snow did Libby use for her igloo?",Libby builds an igloo with 10 rows of snow bricks—12 bricks per row in the bottom half and 8 per row in the top half. How many total bricks does she use?,If Libby’s igloo has 10 rows—each of the bottom half with 12 bricks and each of the top half with 8—how many snow bricks did she use altogether?,"In her snowy backyard, Libby builds an igloo with 10 rows of bricks—bottom rows have 12 each, top rows 8 each. How many bricks go into her igloo?",0.9299318393071493
298,"The average number of fruits per basket in five baskets is 25. If basket A contains 15 apples, B has 30 mangoes, C has 20 peaches, D has 25 pears and E has some bananas, how many bananas are in basket E?","There are 5 baskets averaging 25 fruits each. Basket A holds 15 apples, B has 30 mangoes, C has 20 peaches, and D has 25 pears. How many bananas are in basket E?","If 5 baskets average 25 fruits and A, B, C, and D contain 15, 30, 20, and 25 fruits respectively, how many are in basket E?","At the farmer’s stall, 5 baskets hold fruits averaging 25 each. Basket A has 15 apples, B 30 mangoes, C 20 peaches, D 25 pears. How many bananas in basket E?",0.9042351146539053
299,"Albert wants a paintbrush that costs $1.50, a set of paints that costs $4.35, and a wooden easel that costs $12.65. Albert already has $6.50. How much more money does Albert need?","Albert plans to buy a $1.50 brush, $4.35 paints, and a $12.65 easel. He already has $6.50. How much additional money does he need?","If Albert has $6.50 but wants to buy items costing $1.50, $4.35, and $12.65, how much more money does he require?","For his art hobby, Albert needs a $1.50 brush, $4.35 paints, and a $12.65 easel. With $6.50 saved up, how much more must he save?",0.839449405670166
300,"Willow’s daughter had a slumber party with 3 of her friends. For breakfast, they wanted pancakes. Willow’s pancake recipe makes 1 serving of 4 pancakes. Each of the girls wanted a serving and a half of pancakes. Willow’s son wanted 3 servings of pancakes. How many single pancakes will Willow make for the girls and her son?","Willow’s daughter and 3 friends each want 1.5 servings of pancakes, with 4 pancakes per serving. Willow’s son wants 3 servings. How many pancakes will she make total?","If Willow’s daughter and her 3 friends each eat 1.5 servings (4 pancakes per serving) and her son eats 3 servings, how many pancakes must Willow cook?","At breakfast after a sleepover, Willow makes pancakes—each serving has 4. The 4 girls each want 1.5 servings, and her son wants 3 servings. How many pancakes is that in total?",0.9241575598716736
301,"Helga works for a newspaper company. She can write 5 articles every 30 minutes, and she usually works 4 hours a day 5 days a week. If Helga worked an extra 2 hours last Thursday, and an extra 3 hours last Friday, how many articles was she able to write this week?","Helga writes 5 articles in 30 minutes and normally works 4 hours per day for 5 days each week. Last Thursday, she added 2 hours, and on Friday, 3 more. How many total articles did she write this week?","If Helga works 4 hours daily for 5 days and writes 5 articles every 30 minutes, but added 2 hours on Thursday and 3 on Friday, how many articles did she complete in total this week?","At her newspaper office, Helga usually works 4 hours daily for 5 days, writing 5 articles per half hour. One week, she stayed 2 hours late on Thursday and 3 hours late on Friday. How many articles did she write in that week?",0.9333499670028687
302,"Jess and her family play Jenga, a game made up of 54 stacked blocks in which each player removes one block in turns until the stack falls. The 5 players, including Jess, play 5 rounds in which each player removes one block. In the sixth round, Jess's father goes first. He removes a block, causing the tower to almost fall. Next, Jess tries to remove another block knocking down the tower. How many blocks did the tower have before Jess's turn?","Jess and 4 family members play a 54-block Jenga game. They play 5 rounds with everyone removing one block per round. In round six, Jess’s father removes a block, nearly toppling it. Before Jess takes her turn and knocks it over, how many blocks were still standing?","If 5 players take turns removing one block per round from a 54-block Jenga tower for 5 full rounds, and in the sixth round Jess’s father removes one more, how many blocks remain before Jess’s move that knocks it down?","At a family game night, Jess plays Jenga with 4 relatives. Starting from 54 blocks, each removes one per turn for 5 rounds. In round six, Jess’s father removes a block first. Before Jess’s move causes it to fall, how many blocks are left?",0.8916319111982981
303,John gets lost on his way home. His normal trip is 150 miles and would take him 3 hours. He ends up driving 50 miles out of the way and has to get back on track. How long did the trip take if he kept the same speed?,"John’s usual 150-mile trip home takes 3 hours. This time he detours 50 miles off course before returning to his route. Keeping the same speed, how long does his trip take?","If John’s normal 150-mile, 3-hour trip includes a 50-mile detour before returning to the route, how long will his total trip take at the same speed?","Driving home one evening, John misses his turn, adding a 50-mile detour to his usual 150-mile, 3-hour route. Assuming he drives at his usual speed, how long does the entire trip take?",0.9011951188246409
304,"A factory produced televisions at a constant rate of 10 per day in a certain year. If they reduced the total production by 10 percent in the second year, calculate the total production of television by the factory in the second year.","A factory made 10 TVs per day for a full year. In the following year, production dropped by 10%. How many TVs did the factory produce that second year?","If a factory produced 10 televisions per day one year and then cut total production by 10% the next year, what was the second year’s total output?","At an electronics plant, 10 TVs are made each day for a year. The next year’s total production decreases by 10%. How many televisions were produced then?",0.8627739946047465
305,"It was reported that 2000 cases of Coronavirus had been confirmed in the state of New York in May 2020. There was half the number of cases in California, which had 400 more cases than the state of Texas. What's the total number of cases that had been confirmed in all of these states?","In May 2020, New York had 2000 confirmed COVID cases. California had half that number, and Texas had 400 fewer than California. What’s the combined total for all three states?","If New York reported 2000 cases, California had half as many, and Texas had 400 fewer than California, how many total cases were confirmed across the three states?","During May 2020, three states tracked COVID infections: New York (2000 cases), California (half that), and Texas (400 fewer than California). What’s their total case count?",0.7683949569861094
306,"If Pete read twice as many books as Matt did last year, and this year he doubles that number while Matt reads only 50% more, how many books does Pete read across both years if Matt read 75 books in his second year?","Pete read twice as many books as Matt last year. This year, Pete doubles that number while Matt reads 50% more. If Matt read 75 books this year, how many books did Pete read in total over both years?","Given that Pete read twice what Matt did last year, doubled that this year, and Matt read 50% more (75 books this year), how many books did Pete read across both years?","At their annual book challenge, Pete read twice as many books as Matt last year. This year, Pete doubles his total, while Matt reads 50% more and finishes 75 books. How many books has Pete read over two years?",0.9145164291063944
307,"For a fundraiser, Nellie needs to sell 45 rolls of gift wrap. So far, she has sold 1 roll to her grandmother, 10 rolls to her uncle, and 6 rolls to a neighbor. How many more rolls of gift wrap does Nellie need to sell?","Nellie’s goal is to sell 45 rolls of wrapping paper. She’s already sold 1 to her grandmother, 10 to her uncle, and 6 to a neighbor. How many more does she need to sell?","If Nellie must sell 45 rolls and has already sold 1, 10, and 6 to her grandmother, uncle, and neighbor respectively, how many rolls remain to sell?","At a charity event, Nellie plans to sell 45 rolls of gift wrap. She’s sold 1 to her grandma, 10 to her uncle, and 6 to her neighbor. How many are left to sell?",0.8837019701798757
308,"Cara has 60 marbles in a bag. 20 of them are yellow, half as many are green, and the remaining marbles are equally divided between red and blue. If Cara picks a marble at random, what are the odds it's blue (expressed as a percentage)?","Cara owns 60 marbles: 20 yellow, half that number green, and the rest split evenly between red and blue. What is the probability, as a percent, that a random marble is blue?","If out of 60 marbles, 20 are yellow, half that many green, and the remaining are divided evenly between red and blue, what percent chance is there to pick a blue marble?","From her marble collection of 60, Cara has 20 yellow and half that green. The rest are split evenly between red and blue. If she draws one, what’s the percent chance it’s blue?",0.8752815226713816
309,"Lola plays basketball on her school team. Her team scored twice at many points at their last home game than their first away game. At the second away game, they scored eighteen points more than the previous away game. At the third away game, they scored two more points than at their second. If Lola’s team scored 62 points at their last home game, how many points do they have to score in their next game to bring their cumulative points up to four times the score from their last home game?","Lola’s team scored twice as many points at their last home game as in their first away game. The next two away games had 18 and then 2 points more than the previous. If their last home game had 62 points, how many points must they score next to make their total four times that?","If Lola’s team scored 62 points at their last home game—twice their first away game’s score—and added 18 and 2 more points in the following away games, how many points must they earn next for their total to equal four times 62?","During basketball season, Lola’s team earned 62 points at their final home game. The away games had scores increasing as described: double, +18, +2. How many must they score next for the total to be 4×62?",0.8844899733861288
310,"Three old cars displayed in an auction event have different manufacture dates. The first car, made in 1970, was made 10 years earlier than the second car. The third car was manufactured 20 years later after the second car was manufactured. Calculate the year that the third car was made.","At an auction, three vintage cars have different production years. The first, from 1970, was built 10 years before the second. The third came 20 years after the second. In what year was the third car built?","If the first car was made in 1970, the second 10 years later, and the third 20 years after the second, what year was the third manufactured?","At a classic car auction, one car from 1970 came 10 years before another, which itself was followed by a third made 20 years later. When was the third car built?",0.8602706094582876
311,John ends up serving on jury duty. Jury selection takes 2 days. The trial itself lasts 4 times as long as jury selection. It is a complicated trial. The number of hours spent in jury deliberation was the equivalent of 6 full days. They spend 16 hours a day in deliberation. How many days does John spend on jury duty?,"John is selected for jury duty. The selection lasts 2 days, and the trial goes on for 4 times longer than that. Jury deliberation took 6 days’ worth of hours, with 16 hours of discussion per day. How many total days does John spend on jury duty?","If jury selection lasts 2 days, the trial lasts 4 times that, and deliberation takes 6 full days at 16 hours per day, how many days in total does John spend on jury duty?","At the city courthouse, John serves on a jury where selection takes 2 days, the trial lasts 4 times longer, and deliberation equals 6 days at 16 hours each. How many total days did John serve?",0.9247722625732422
312,Sara makes cakes during the five weekdays to sell on weekends. She makes 4 cakes a day and sells her cakes for $8. In 4 weeks she managed to sell all the cakes. How much money did she collect during that time?,"Sara bakes 4 cakes each weekday and sells them for $8 apiece on weekends. After 4 weeks of work, she sold them all. How much total money did she make?","If Sara makes 4 cakes per weekday for 5 days each week and sells them all for $8 each after 4 weeks, how much money does she earn in total?","For a local fair, Sara bakes cakes every weekday—4 per day—and sells them on weekends for $8 each. Over 4 weeks, she sells them all. How much does she make?",0.8880355755488077
313,"Pete and Raymond each receive $2.50 from their grandmother. Pete saves his money and only spends 4 nickels. Raymond spends his money at the arcade games but still has 7 dimes left. How much did Pete and Raymond spent altogether, in cents?","Pete and Raymond both get $2.50 from their grandma. Pete spends 4 nickels, while Raymond spends all but 7 dimes at the arcade. How many cents did they spend in total?","If both Pete and Raymond receive $2.50, Pete spends 4 nickels, and Raymond ends up with 7 dimes, how much money did the two of them spend combined, in cents?","After visiting their grandmother, Pete and Raymond each get $2.50. Pete uses 4 nickels, and Raymond spends his money except for 7 dimes. How many cents did they spend together?",0.9384652276833853
314,"On his farm, Mr. Mathews has goats and sheep in the ratio of 5:7. He decides to sell half of the goats at $40 each and 2/3 of the sheep at $30 each. How much money does he make from the sale of the animals if the total number of sheep and goats on the farm is 360?","Mr. Mathews owns goats and sheep in a 5:7 ratio. He sells half his goats for $40 each and two-thirds of his sheep for $30 each. If he has 360 animals total, how much does he earn?","If Mr. Mathews’s 360 animals consist of goats and sheep in a 5:7 ratio, and he sells half the goats for $40 each and 2/3 of the sheep for $30 each, what total amount does he make?","At his countryside farm, Mr. Mathews has goats and sheep (ratio 5:7). He sells half the goats for $40 and two-thirds of the sheep for $30 each. With 360 total animals, how much does he earn?",0.9601322412490845
315,"Maci is planning for the new school year and goes to the store to buy pens. She needs ten blue pens and 15 red pens. If a blue pen costs ten cents each and a red pen costs twice as much as the blue pen, how much money does Maci pay for the pens?","Maci buys 10 blue pens and 15 red pens. Each blue pen costs 10¢, and each red one costs double that. What is the total cost of all the pens?","If blue pens cost 10 cents each, red pens twice as much, and Maci buys 10 blue and 15 red pens, how much does she spend altogether?","During her back-to-school shopping trip, Maci buys 10 blue pens and 15 red ones. Blue pens are 10¢ each and red pens are twice that price. How much does she pay in total?",0.902656763792038
316,"Kylie picks apples for 3 hours. The first hour she picks 66 apples. The second hour she doubles her apple picking rate, and the third hour she picks a third of the apples picked in the first hour. How many apples did Kylie pick total?","Kylie spends 3 hours picking apples. She gathers 66 apples in the first hour, doubles that rate in the second, and collects a third of her first-hour total in the last hour. What’s her total?","If Kylie picks 66 apples in hour one, doubles her rate in hour two, and picks one-third of the first hour’s apples in hour three, how many apples does she gather overall?","At the orchard, Kylie picks apples for 3 hours—66 in the first, twice that in the second, and one-third of 66 in the third. How many apples does she collect total?",0.8984293142954508
317,"With one mighty blow, Maria cracked open the pinata, and candies spilled all over the floor. There were 40 red candies, 20 less than three times as many yellow candies as red candies, and half as many blue candies as yellow candies. If Carlos ate all of the yellow candies, how many candies remained?","Maria breaks the pinata, scattering 40 red candies. There were 20 fewer than three times as many yellow ones, and half as many blue candies as yellow. If Carlos eats all the yellow candies, how many are left?","If a pinata has 40 red candies, yellow candies equal to three times that minus 20, and blue candies half the yellow, how many remain after Carlos eats all the yellow ones?","At a birthday party, Maria smashes a pinata containing 40 red candies, some yellow and blue ones too. There are 20 fewer than thrice the reds in yellow candies, and half as many blues as yellows. After Carlos eats all the yellow candies, how many candies are left?",0.9001910090446472
318,John weighs 220 pounds when he starts exercising. He manages to lose 10% of his body weight. He then gains back 2 pounds. How much does he weigh at the end?,"John starts at 220 pounds, loses 10% of his weight, and later regains 2 pounds. What’s his final weight?","If John’s starting weight is 220 lbs, he loses 10% and gains back 2 lbs, what is his ending weight?","After joining a gym, John weighs 220 pounds initially, drops 10% of his weight, then gains 2 pounds. How much does he weigh now?",0.8889873623847961
319,"Nigel won $45 but gave some away. His mother gave him $80 more. If now Nigel has $10 more than twice the amount he originally had, how much money did he give away?","Nigel wins $45 and gives part of it away. His mom then gives him $80. Now, he has $10 more than double what he started with. How much did he give away?","If Nigel starts with $45, gives some away, then receives $80 from his mom, ending up with $10 more than twice his original amount, how much did he give away?","After winning $45 in a contest, Nigel gives some away. His mom adds $80 to his total. He ends up with $10 more than twice his initial amount. How much did he give away?",0.9389951030413309
320,"Dane’s two daughters need to plant 5 flowers each to grow a garden. As the days passed, the flowers grew into 20 more but 10 of them died. Dane’s daughters harvested the flowers and split them between 5 different baskets. How many flowers ended up in each basket?","Each of Dane’s two daughters plants 5 flowers. They grow into 20 more, but 10 die. After harvesting, the flowers are evenly divided into 5 baskets. How many flowers are in each basket?","If Dane’s two daughters plant 5 flowers each, the flowers grow by 20, then 10 die, and they divide the rest into 5 baskets, how many flowers per basket?","In their backyard garden, Dane’s daughters each plant 5 flowers. Over time, 20 new flowers sprout, but 10 die. They split the harvest into 5 baskets. How many flowers are in each?",0.9370286067326864
