id,orig_correct_letter,orig_lp_neutral,orig_issue_neutral,orig_step_neutral,orig_lp_wrong,orig_issue_wrong,orig_step_wrong,lex_correct_letter,lex_lp_neutral,lex_issue_neutral,lex_step_neutral,lex_lp_wrong,lex_issue_wrong,lex_step_wrong,syn_correct_letter,syn_lp_neutral,syn_issue_neutral,syn_step_neutral,syn_lp_wrong,syn_issue_wrong,syn_step_wrong,ctx_correct_letter,ctx_lp_neutral,ctx_issue_neutral,ctx_step_neutral,ctx_lp_wrong,ctx_issue_wrong,ctx_step_wrong
305,A,-0.0055248165,OK,0,-0.096489355,OK,0,A,-0.0070241587,OK,0,-0.17324539,OK,0,A,-0.10276445,OK,0,-0.66936445,OK,0,A,-0.0075386274,OK,0,-0.1587757,OK,0
307,B,-0.0033856377,OK,0,-0.020607967,OK,0,D,-0.002847532,OK,0,-4.2278943,OK,0,D,-0.00028915418,OK,0,-0.57951224,OK,0,A,-0.026911916,OK,0,-0.4468966,OK,0
308,B,-0.03646862,OK,0,-0.50262505,OK,0,B,-0.08732462,OK,0,-1.9356074,OK,0,A,-2.8816621,OK,0,-0.33435175,OK,0,C,-0.013736125,OK,0,-2.7494442,OK,0
310,C,-0.0017374496,OK,0,-2.5188591,OK,0,C,-0.006567885,OK,0,-0.6839658,OK,0,A,-0.002299299,OK,0,-0.06813591,OK,0,A,-0.017594201,OK,0,-0.5930254,OK,0
312,D,-0.010816526,OK,0,-0.0661525,OK,0,C,-0.0009579936,OK,0,-0.019124879,OK,0,D,-0.0005480855,OK,0,-0.002853951,OK,0,C,-0.00027605076,OK,0,-0.006167655,OK,0
313,A,-3.3876977,OK,0,-0.74309886,OK,0,B,-2.185839,OK,0,-1.0285069,OK,0,C,-1.9714007,OK,0,-5.9567194,OK,0,D,-0.68622285,OK,0,-4.153563,OK,0
314,D,-0.10845031,OK,0,-0.045143902,OK,0,C,-0.05449684,OK,0,-0.03614403,OK,0,C,-0.0007740506,OK,0,-0.7916432,OK,0,B,-0.026366739,OK,0,-0.01736431,OK,0
316,C,-0.052078426,OK,0,-0.29293355,OK,0,A,-0.0644085,OK,0,-0.8131569,OK,0,B,-1.5882255,OK,0,-3.3764355,OK,0,C,-3.4555795,OK,0,-2.3613076,OK,0
317,C,-0.51033753,OK,0,-4.0438986,OK,0,C,-0.26699015,OK,0,-2.6730351,OK,0,A,-0.63387656,OK,0,-0.28814885,OK,0,C,-1.7546325,OK,0,-0.03343706,OK,0
318,A,-1.8414323,OK,0,-0.6748876,OK,0,B,-1.3855042,OK,0,-6.137768,OK,0,D,-0.0030227287,OK,0,-2.5539956,OK,0,C,-0.6048381,OK,0,-3.8813167,OK,0
321,D,-0.00024591564,OK,0,-0.25776246,OK,0,A,-0.72911847,OK,0,-0.22362234,OK,0,A,-1.8754048,OK,0,-0.06401496,OK,0,D,-0.00029451487,OK,0,-0.01409485,OK,0
322,A,-0.059275307,OK,0,-0.65818614,OK,0,C,-0.12697627,OK,0,-0.14193217,OK,0,A,-0.32829642,OK,0,-0.028548805,OK,0,D,-0.15874042,OK,0,-0.082652666,OK,0
323,B,-0.013969443,OK,0,-1.3031455,OK,0,C,-0.0018096749,OK,0,-0.043185078,OK,0,B,-0.00012611414,OK,0,-3.7005637,OK,0,A,-0.004070177,OK,0,-0.021512032,OK,0
324,A,-4.0414267,OK,0,-0.8616549,OK,0,A,-0.9319453,OK,0,-4.288067,OK,0,C,-0.30339316,OK,0,-0.008956257,OK,0,B,-0.1738314,OK,0,-0.12927695,OK,0
325,B,-0.02330586,OK,0,-0.47374445,OK,0,A,-0.00018676059,OK,0,-0.026137978,OK,0,B,-0.0024443578,OK,0,-0.4207963,OK,0,A,-0.00036528718,OK,0,-0.17457315,OK,0
326,D,-0.0121684335,OK,0,-0.23046874,OK,0,C,-0.016489586,OK,0,-2.594833,OK,0,A,-0.73946327,OK,0,-0.5576976,OK,0,B,-0.44807824,OK,0,-1.2308931,OK,0
327,C,-0.002343452,OK,0,-6.9128265,OK,0,A,-0.028198978,OK,0,-1.5633723,OK,0,B,-0.022934275,OK,0,-5.633095,OK,0,B,-0.021369763,OK,0,-0.18927032,OK,0
329,C,-0.0381683,OK,0,-4.073697,OK,0,C,-0.010069935,OK,0,-0.1938316,OK,0,C,-0.124891125,OK,0,-3.0563078,OK,0,B,-0.010435433,OK,0,-1.5709002,OK,0
330,A,-0.05675934,OK,0,-0.044159103,OK,0,A,-0.0689863,OK,0,-3.7418404,OK,0,C,-0.00071853877,OK,0,-4.2362375,OK,0,C,-0.0003726754,OK,0,-2.4601698,OK,0
331,B,-0.00019844182,OK,0,-0.00047529972,OK,0,B,-3.5209877,OK,0,-0.17201684,OK,0,B,-0.00045694094,OK,0,-0.002906849,OK,0,C,-0.15034819,OK,0,-0.15305488,OK,0
332,A,-1.1256186,OK,0,-0.32506838,OK,0,B,-0.16671218,OK,0,-2.8602264,OK,0,C,-0.050330747,OK,0,-6.8151636,OK,0,A,-5.3050838,OK,0,-0.043757755,OK,0
333,B,-0.96649045,OK,0,-0.19908209,OK,0,B,-0.7636217,OK,0,-2.4739254,OK,0,A,-2.88022,OK,0,-1.5311763,OK,0,A,-1.8555833,OK,0,-1.4161472,OK,0
335,D,-0.0012344331,OK,0,-0.52917343,OK,0,A,-9.011424e-05,OK,0,-2.2463949,OK,0,A,-0.03316155,OK,0,-2.2831168,OK,0,D,-0.00039984693,OK,0,-0.0071115,OK,0
336,B,-0.09096961,OK,0,-1.9138278,OK,0,A,-0.343695,OK,0,-0.6373959,OK,0,C,-0.2193464,OK,0,-0.0019788,OK,0,C,-0.00037541625,OK,0,-0.0008790049,OK,0
337,A,-0.678957,OK,0,-4.420483,OK,0,D,-0.6400732,OK,0,-1.2815785,OK,0,D,-0.22177584,OK,0,-0.20610452,OK,0,B,-2.4013052,OK,0,-8.021557,OK,0
338,C,-0.012730193,OK,0,-5.662738,OK,0,A,-0.08667272,OK,0,-0.011811954,OK,0,D,-0.4863402,OK,0,-6.811355,OK,0,B,-0.044601306,OK,0,-1.1655226,OK,0
339,C,-0.18654665,OK,0,-1.7499015,OK,0,B,-1.2619506,OK,0,-4.533493,OK,0,C,-1.0613594,OK,0,-6.6903806,OK,0,B,-0.60797316,OK,0,-3.5713327,OK,0
340,C,-0.40304264,OK,0,-0.31749997,OK,0,D,-0.6454798,OK,0,-0.112698145,OK,0,C,-1.2769516,OK,0,-1.9679415,OK,0,D,-0.13337,OK,0,-0.6640022,OK,0
341,B,-0.00012051904,OK,0,-0.03278772,OK,0,C,-0.00013945524,OK,0,-0.013601621,OK,0,D,-0.0005904885,OK,0,-0.05916732,OK,0,B,-0.0011301253,OK,0,-0.69920284,OK,0
342,C,-0.0036145258,OK,0,-2.9600062,OK,0,C,-0.023376781,OK,0,-1.0148517,OK,0,B,-0.0021347902,OK,0,-0.49885198,OK,0,B,-0.010348518,OK,0,-1.3623979,OK,0
343,A,-0.009113126,OK,0,-1.0317132,OK,0,C,-0.028990125,OK,0,-1.1590649,OK,0,B,-0.005676797,OK,0,-0.005544854,OK,0,B,-0.020250771,OK,0,-1.5011396,OK,0
344,D,-0.012091397,OK,0,-0.28300706,OK,0,C,-0.015434643,OK,0,-0.9693062,OK,0,C,-0.008884602,OK,0,-0.2876035,OK,0,D,-0.0002991609,OK,0,-0.91812426,OK,0
346,C,-0.000536413,OK,0,-0.3470319,OK,0,A,-8.916074e-05,OK,0,-0.25794074,OK,0,B,-0.014141905,OK,0,-0.049120497,OK,0,B,-0.00020940922,OK,0,-0.037349336,OK,0
349,B,-0.00047744563,OK,0,-0.0014503893,OK,0,D,-0.0018388248,OK,0,-0.0018546489,OK,0,D,-0.014688466,OK,0,-0.33614305,OK,0,C,-0.00060835533,OK,0,-0.023627363,OK,0
351,A,-0.19525631,OK,0,-0.32341978,OK,0,D,-0.00636584,OK,0,-0.1044943,OK,0,D,-0.093195066,OK,0,-0.004849235,OK,0,A,-0.47685722,OK,0,-0.41692263,OK,0
352,A,-0.00044716604,OK,0,-0.2274391,OK,0,B,-0.0001878333,OK,0,-0.04238399,OK,0,C,-0.00019355459,OK,0,-0.0024474517,OK,0,A,-0.7029789,OK,0,-0.79647565,OK,0
353,B,-0.031741727,OK,0,-0.07695816,OK,0,C,-0.004884948,OK,0,-0.0138654355,OK,0,A,-0.00302059,OK,0,-0.010106498,OK,0,C,-0.1328753,OK,0,-0.08326065,OK,0
354,A,-0.26825777,OK,0,-0.15681225,OK,0,A,-1.6619868,OK,0,-0.011755282,OK,0,B,-0.0021622917,OK,0,-0.6897009,OK,0,A,-0.0020994288,OK,0,-0.001700323,OK,0
355,A,-1.9356622,OK,0,-0.8367494,OK,0,C,-0.15624855,OK,0,-1.6431231,OK,0,D,-0.042572834,OK,0,-0.19079895,OK,0,C,-0.04922969,OK,0,-0.49865294,OK,0
356,D,-0.5450205,OK,0,-1.6145649,OK,0,A,-0.18355902,OK,0,-0.14346962,OK,0,A,-0.0013115838,OK,0,-6.1650524,OK,0,C,-1.1057105,OK,0,-6.1343827,OK,0
358,A,-0.10851063,OK,0,-0.21651584,OK,0,B,-0.67986095,OK,0,-2.0044365,OK,0,A,-0.01881333,OK,0,-0.2610342,OK,0,B,-0.043657497,OK,0,-1.3916297,OK,0
359,D,-0.057335217,OK,0,-1.157532,OK,0,B,-0.001081777,OK,0,-2.8012948,OK,0,C,-2.211519,OK,0,-2.219068,OK,0,B,-0.03894265,OK,0,-1.3134353,OK,0
360,B,-0.004949727,OK,0,-0.0793113,OK,0,C,-0.21868294,OK,0,-2.0940335,OK,0,D,-0.07474707,OK,0,-0.089326166,OK,0,C,-0.039952226,OK,0,-5.628248,OK,0
361,A,-0.00021513189,OK,0,-0.0883205,OK,0,A,-0.4085903,OK,0,-0.7497815,OK,0,C,-0.003835118,OK,0,-0.9126278,OK,0,D,-0.00040115791,OK,0,-5.39569,OK,0
363,B,-0.0029568889,OK,0,-0.39575312,OK,0,A,-0.04396501,OK,0,-0.15068083,OK,0,C,-1.7761195,OK,0,-3.0854666,OK,0,B,-0.5052017,OK,0,-1.8341305,OK,0
365,A,-0.24794714,OK,0,-1.4514805,OK,0,D,-0.06143599,OK,0,-1.1014094,OK,0,D,-0.488207,OK,0,-0.85356176,OK,0,B,-0.07039489,OK,0,-2.1917167,OK,0
366,C,-0.0014724104,OK,0,-0.45707518,OK,0,B,-0.0014547935,OK,0,-2.4107747,OK,0,C,-0.0198911,OK,0,-8.588845,OK,0,B,-0.31317574,OK,0,-7.6213574,OK,0
368,D,-0.00042618718,OK,0,-0.038023166,OK,0,B,-0.005430436,OK,0,-4.6916394,OK,0,B,-0.14231116,OK,0,-0.9501541,OK,0,B,-0.0033312482,OK,0,-2.193142,OK,0
370,A,-4.8630104,OK,0,-0.30722773,OK,0,A,-0.36781535,OK,0,-2.1217382,OK,0,B,-0.013488409,OK,0,-1.3843253,OK,0,D,-0.011496286,OK,0,-0.121125974,OK,0
372,B,-0.0011214323,OK,0,-0.0015322807,OK,0,B,-7.824651,OK,0,-0.05610684,OK,0,B,-7.764594,OK,0,-0.6194824,OK,0,A,-0.12782398,OK,0,-0.0012466968,OK,0
373,C,-0.002836832,OK,0,-0.036682006,OK,0,D,-0.0010618892,OK,0,-0.1451679,OK,0,B,-0.0003244178,OK,0,-3.4374099,OK,0,A,-0.0016823541,OK,0,-1.2004042,OK,0
375,A,-1.7562488,OK,0,-2.9304245,OK,0,C,-0.37443572,OK,0,-0.5136247,OK,0,D,-3.0294402,OK,0,-0.0062908595,OK,0,D,-1.6845778,OK,0,-1.2884881,OK,0
377,C,-0.04130394,OK,0,-1.9606316,OK,0,B,-1.1712424,OK,0,-3.3351288,OK,0,A,-0.001135603,OK,0,-0.31539807,OK,0,A,-0.24408607,OK,0,-1.720083,OK,0
378,B,-0.61307937,OK,0,-2.135075,OK,0,D,-0.17283422,OK,0,-2.7481608,OK,0,A,-0.1804412,OK,0,-0.5892553,OK,0,B,-0.75210816,OK,0,-0.14319246,OK,0
379,B,-0.003107927,OK,0,-0.11764236,OK,0,C,-0.016280191,OK,0,-0.027969174,OK,0,A,-2.93834,OK,0,-0.5885031,OK,0,D,-0.028206626,OK,0,-0.34843948,OK,0
380,A,-0.0008181281,OK,0,-0.093919605,OK,0,D,-0.006125951,OK,0,-0.01015934,OK,0,A,-0.0005894165,OK,0,-0.053417273,OK,0,A,-0.0016853291,OK,0,-0.38727966,OK,0
381,A,-2.5207174,OK,0,-0.46677595,OK,0,B,-1.199177,OK,0,-3.5493233,OK,0,A,-0.021179374,OK,0,-1.3479874,OK,0,A,-0.05236969,OK,0,-3.5422046,OK,0
382,A,-0.00019176664,OK,0,-0.002905898,OK,0,C,-0.012195174,OK,0,-0.065211095,OK,0,A,-0.029873088,OK,0,-1.0516683,OK,0,C,-0.0071343416,OK,0,-0.5758116,OK,0
383,A,-0.0014547935,OK,0,-5.735755,OK,0,D,-0.0005022297,OK,0,-0.23901784,OK,0,A,-0.020086091,OK,0,-0.5705931,OK,0,C,-0.00066815113,OK,0,-2.4885294,OK,0
384,B,-0.00054236833,OK,0,-1.0982932,OK,0,C,-0.00016066212,OK,0,-0.014727504,OK,0,A,-3.802634e-05,OK,0,-0.10709842,OK,0,A,-0.00013326091,OK,0,-0.0013281322,OK,0
385,B,-0.19402467,OK,0,-0.0013775371,OK,0,B,-0.016921835,OK,0,-0.01753488,OK,0,B,-0.019948509,OK,0,-0.33970284,OK,0,C,-1.5842112,OK,0,-3.1031833,OK,0
386,C,-0.502053,OK,0,-2.9068787,OK,0,B,-0.66359717,OK,0,-0.36999503,OK,0,C,-0.56375045,OK,0,-0.3245176,OK,0,A,-0.17720579,OK,0,-1.4461232,OK,0
387,A,-0.00028474658,OK,0,-0.00023015561,OK,0,C,-0.0032345683,OK,0,-0.23505089,OK,0,B,-1.1762774,OK,0,-2.1196904,OK,0,C,-0.013211582,OK,0,-0.14758712,OK,0
388,D,-0.0099904295,OK,0,-1.9234035,OK,0,B,-4.002055,OK,0,-2.3174539,OK,0,A,-0.15364788,OK,0,-0.8464918,OK,0,B,-0.38471025,OK,0,-1.9930077,OK,0
389,D,-0.00010477721,OK,0,-0.0016054761,OK,0,D,-0.0003096446,OK,0,-0.0030016948,OK,0,A,-0.14075992,OK,0,-0.08931848,OK,0,A,-0.004173846,OK,0,-0.8777835,OK,0
390,B,-0.046115153,OK,0,-1.2588507,OK,0,D,-0.08482173,OK,0,-0.7601372,OK,0,C,-0.061706357,OK,0,-0.46912482,OK,0,A,-0.035749085,OK,0,-0.6783173,OK,0
391,C,-0.19659543,OK,0,-1.5320761,OK,0,D,-0.05402938,OK,0,-0.0061289133,OK,0,D,-0.017670263,OK,0,-0.3357074,OK,0,D,-0.8425089,OK,0,-0.009637328,OK,0
392,A,-0.43528584,OK,0,-3.6608682,OK,0,C,-0.18636714,OK,0,-0.30268788,OK,0,C,-0.6410799,OK,0,-4.43834,OK,0,C,-2.8008206,OK,0,-2.6138537,OK,0
393,D,-0.12726092,OK,0,-0.8797546,OK,0,B,-1.184974,OK,0,-0.92564976,OK,0,D,-0.021542612,OK,0,-0.038591556,OK,0,B,-0.6365672,OK,0,-0.38885826,OK,0
394,D,-0.09534043,OK,0,-1.3624787,OK,0,D,-0.00056642824,OK,0,-0.4386047,OK,0,A,-0.17844458,OK,0,-0.087603934,OK,0,C,-0.81683844,OK,0,-0.0066915085,OK,0
395,A,-0.041298125,OK,0,-0.6301912,OK,0,A,-0.020292258,OK,0,-0.56746477,OK,0,B,-0.9435941,OK,0,-0.067644306,OK,0,D,-0.31553182,OK,0,-1.3916309,OK,0
396,C,-0.0016830681,OK,0,-0.011585843,OK,0,C,-0.00051425927,OK,0,-0.0107844565,OK,0,D,-0.0018835593,OK,0,-0.7214603,OK,0,C,-0.0006739879,OK,0,-0.046827655,OK,0
397,C,-0.036352206,OK,0,-6.048036,OK,0,B,-0.044796456,OK,0,-0.04604275,OK,0,D,-0.0071575376,OK,0,-0.10711292,OK,0,C,-0.037542578,OK,0,-0.8672526,OK,0
398,B,-0.0056503625,OK,0,-8.605888,OK,0,B,-0.015922086,OK,0,-0.84963024,OK,0,A,-9.50013e-05,OK,0,-0.0015905994,OK,0,D,-0.00039853595,OK,0,-1.4483796,OK,0
399,B,-0.045208152,OK,0,-0.31641403,OK,0,C,-0.000109666056,OK,0,-0.0075864163,OK,0,C,-0.0001133629,OK,0,-0.7282772,OK,0,D,-0.06861375,OK,0,-0.15295874,OK,0
400,A,-5.948655e-05,OK,0,-0.0023746307,OK,0,C,-0.0034993822,OK,0,-0.060759325,OK,0,D,-0.00017317414,OK,0,-0.60588706,OK,0,D,-0.00047541896,OK,0,-0.0055743726,OK,0
401,C,-0.43724018,OK,0,-2.0755086,OK,0,C,-0.1911809,OK,0,-0.69725984,OK,0,D,-0.9752491,OK,0,-1.356991,OK,0,A,-4.052204,OK,0,-1.2958635,OK,0
402,C,-0.00075999374,OK,0,-0.94076276,OK,0,A,-0.005118533,OK,0,-7.8815327,OK,0,D,-0.0010670101,OK,0,-2.916438,OK,0,C,-0.0013815847,OK,0,-8.512282,OK,0
403,A,-1.08472495e-05,OK,0,-0.036949817,OK,0,A,-0.00022622057,OK,0,-0.3108476,OK,0,A,-0.00012516127,OK,0,-0.5653339,OK,0,D,-0.052408088,OK,0,-0.076594055,OK,0
404,C,-0.0019003341,OK,0,-0.0026687027,OK,0,D,-0.0040898905,OK,0,-2.2041829,OK,0,A,-4.2462335,OK,0,-0.20157132,OK,0,D,-0.0005015151,OK,0,-0.08448121,OK,0
405,D,-0.056415483,OK,0,-1.2077388,OK,0,A,-3.6171608,OK,0,-3.0997548,OK,0,B,-3.7862778,OK,0,-0.06975866,OK,0,A,-0.7545986,OK,0,-0.30959937,OK,0
406,A,-3.3141804,OK,0,-1.042629,OK,0,A,-2.4137168,OK,0,-0.43682343,OK,0,B,-0.43805957,OK,0,-1.2686713,OK,0,B,-0.7262585,OK,0,-1.7584363,OK,0
407,D,-0.0003940072,OK,0,-0.001578222,OK,0,A,-0.00012111545,OK,0,-0.15328468,OK,0,A,-0.116447024,OK,0,-0.48838732,OK,0,B,-0.08623493,OK,0,-0.29266694,OK,0
408,A,-0.00025127537,OK,0,-0.0077644093,OK,0,B,-0.03603355,OK,0,-0.315194,OK,0,B,-0.0055844504,OK,0,-0.48813516,OK,0,B,-1.7726905,OK,0,-5.230466,OK,0
410,B,-0.0032015445,OK,0,-0.018345226,OK,0,C,-0.19614166,OK,0,-0.56418365,OK,0,B,-0.07554658,OK,0,-0.022595366,OK,0,D,-0.1581591,OK,0,-0.0130936345,OK,0
411,B,-0.00033168562,OK,0,-2.3720303,OK,0,C,-0.0016648609,OK,0,-0.38729435,OK,0,D,-0.0004185589,OK,0,-1.361048,OK,0,C,-0.00042320736,OK,0,-3.8157032,OK,0
412,C,-0.009041246,OK,0,-6.059843,OK,0,D,-0.16030502,OK,0,-4.2021265,OK,0,C,-0.0055047795,OK,0,-3.4254553,OK,0,D,-1.0001749,OK,0,-6.4770293,OK,0
413,C,-0.000342409,OK,0,-0.025197038,OK,0,B,-0.0002521091,OK,0,-0.011832926,OK,0,D,-0.00025615876,OK,0,-0.008917419,OK,0,A,-4.744184e-05,OK,0,-0.006053556,OK,0
414,A,-0.06459736,OK,0,-0.168243,OK,0,B,-0.00018294666,OK,0,-0.05368725,OK,0,A,-0.000722708,OK,0,-0.7813839,OK,0,C,-0.0015422784,OK,0,-3.9390736,OK,0
415,D,-0.013719645,OK,0,-0.75038314,OK,0,D,-0.58014685,OK,0,-5.364274,OK,0,D,-3.565937,OK,0,-0.74933296,OK,0,D,-2.2370079,OK,0,-3.2593355,OK,0
416,A,-0.00012123473,OK,0,-0.0026068578,OK,0,A,-0.00023969577,OK,0,-0.0015750086,OK,0,B,-0.00074689003,OK,0,-0.018874906,OK,0,D,-0.0039382284,OK,0,-0.016255537,OK,0
417,B,-0.030562108,OK,0,-0.5356619,OK,0,D,-0.78394186,OK,0,-0.006975749,OK,0,D,-0.04219688,OK,0,-0.016159978,OK,0,D,-0.0024901633,OK,0,-0.02442076,OK,0
418,A,-0.62656325,OK,0,-0.034969084,OK,0,C,-0.000520691,OK,0,-0.04191856,OK,0,C,-0.9309048,OK,0,-0.6829699,OK,0,B,-2.5195906,OK,0,-0.038302656,OK,0
419,C,-0.00045515283,OK,0,-0.037153214,OK,0,A,-0.0008778135,OK,0,-0.06758844,OK,0,A,-0.020780709,OK,0,-0.8318379,OK,0,B,-0.00040258808,OK,0,-2.9572573,OK,0
420,A,-0.22652313,OK,0,-0.0034319458,OK,0,D,-0.046542622,OK,0,-0.016573843,OK,0,B,-0.687856,OK,0,-7.149046,OK,0,C,-0.06812022,OK,0,-1.8047047,OK,0
421,B,-0.41717833,OK,0,-3.0862548,OK,0,C,-0.08369117,OK,0,-2.488736,OK,0,D,-2.4095473,OK,0,-2.9510841,OK,0,B,-1.4791905,OK,0,-2.109839,OK,0
422,D,-0.024934571,OK,0,-0.39849117,OK,0,C,-0.04524196,OK,0,-0.95807457,OK,0,B,-0.0006292002,OK,0,-0.04144175,OK,0,C,-0.000901879,OK,0,-0.012072431,OK,0
423,C,-0.6173463,OK,0,-2.7814958,OK,0,A,-0.22837864,OK,0,-1.8999623,OK,0,B,-3.7254634,OK,0,-1.0776749,OK,0,B,-3.0407882,OK,0,-2.0708883,OK,0
424,B,-0.19389416,OK,0,-0.5626031,OK,0,D,-1.861697,OK,0,-2.2513702,OK,0,A,-4.1535096,OK,0,-1.078779,OK,0,B,-1.8883046,OK,0,-1.7914902,OK,0
425,A,-0.9481617,OK,0,-1.6375451,OK,0,C,-0.059304412,OK,0,-0.013843198,OK,0,D,-0.45639437,OK,0,-0.7735857,OK,0,C,-0.016274437,OK,0,-6.5889263,OK,0
426,A,-1.1340187,OK,0,-0.95632374,OK,0,C,-0.25079593,OK,0,-2.5049515,OK,0,C,-0.71352935,OK,0,-0.002045727,OK,0,D,-0.2611052,OK,0,-0.989746,OK,0
427,C,-0.00019510416,OK,0,-0.14794312,OK,0,D,-0.0014340816,OK,0,-1.2780567,OK,0,C,-0.0021103828,OK,0,-1.3974211,OK,0,A,-0.009639452,OK,0,-0.28692004,OK,0
428,C,-0.0006084744,OK,0,-2.70943,OK,0,C,-0.002416635,OK,0,-0.11491762,OK,0,A,-0.008966644,OK,0,-0.47297668,OK,0,A,-0.016221376,OK,0,-1.8769364,OK,0
429,A,-0.0002650921,OK,0,-0.3356656,OK,0,B,-0.00012837721,OK,0,-3.2648425,OK,0,A,-0.03236345,OK,0,-0.7650328,OK,0,D,-0.00048269134,OK,0,-2.8670464,OK,0
430,A,-0.22409756,OK,0,-1.0481086,OK,0,C,-1.0855366,OK,0,-1.7242239,OK,0,D,-0.03681436,OK,0,-0.91808546,OK,0,A,-0.008208979,OK,0,-0.021024903,OK,0
431,B,-0.1694909,OK,0,-6.6319876,OK,0,B,-0.6349411,OK,0,-2.9472394,OK,0,D,-0.11130672,OK,0,-0.4249477,OK,0,A,-0.15139945,OK,0,-3.3468714,OK,0
432,B,-0.014741965,OK,0,-1.4479225,OK,0,D,-2.6269052,OK,0,-2.5504115,OK,0,C,-0.05574291,OK,0,-0.041140914,OK,0,B,-2.2689412,OK,0,-2.075708,OK,0
433,A,-0.00018974036,OK,0,-2.8001275,OK,0,B,-0.00033228134,OK,0,-0.6381905,OK,0,A,-0.071248874,OK,0,-0.056784134,OK,0,D,-0.00034157495,OK,0,-1.9186612,OK,0
434,A,-0.00047065027,OK,0,-0.036124844,OK,0,A,-0.01638583,OK,0,-0.17099077,OK,0,C,-7.726203,OK,0,-0.1105571,OK,0,D,-0.0014347958,OK,0,-0.07919767,OK,0
435,C,-0.0001476753,OK,0,-0.13994016,OK,0,A,-0.00046433197,OK,0,-1.9859622,OK,0,D,-0.00026842728,OK,0,-0.042122353,OK,0,C,-8.9637484e-05,OK,0,-0.41082677,OK,0
436,C,-0.00089068006,OK,0,-4.8474994,OK,0,C,-0.0030637258,OK,0,-2.453839,OK,0,C,-0.00087733695,OK,0,-0.68542624,OK,0,A,-0.3148063,OK,0,-0.06516031,OK,0
437,D,-0.003623427,OK,0,-0.24406321,OK,0,B,-0.09083868,OK,0,-0.012279625,OK,0,A,-2.4132872,OK,0,-0.00531316,OK,0,A,-0.10860943,OK,0,-0.00524141,OK,0
438,B,-0.0001648326,OK,0,-6.531657,OK,0,C,-0.00022538591,OK,0,-1.8998971,OK,0,A,-0.00015077289,OK,0,-0.20236282,OK,0,D,-0.00016161536,OK,0,-0.0016618859,OK,0
439,B,-0.5434074,OK,0,-3.3491971,OK,0,B,-1.0110381,OK,0,-3.9055045,OK,0,A,-1.0565295,OK,0,-1.7959257,OK,0,B,-0.8690147,OK,0,-0.08627434,OK,0
440,A,-6.254219,OK,0,-1.0063229,OK,0,A,-0.1615502,OK,0,-0.56973445,OK,0,C,-0.004002483,OK,0,-2.4125507,OK,0,A,-0.20837569,OK,0,-0.45560867,OK,0
441,D,-0.0012711044,OK,0,-0.00676752,OK,0,A,-0.0012908682,OK,0,-0.1891774,OK,0,C,-0.0022857313,OK,0,-0.27667207,OK,0,C,-0.0008748351,OK,0,-0.0023344073,OK,0
442,A,-4.4530997,OK,0,-0.46001813,OK,0,C,-0.7486683,OK,0,-3.2702396,OK,0,A,-2.8699713,OK,0,-2.789123,OK,0,B,-1.8129252,OK,0,-1.5056038,OK,0
443,B,-0.00315759,OK,0,-1.1015954,OK,0,D,-0.00025568233,OK,0,-0.11109114,OK,0,A,-0.039942008,OK,0,-0.2588781,OK,0,A,-0.25674373,OK,0,-0.39545998,OK,0
444,C,-0.008789689,OK,0,-0.12015623,OK,0,B,-0.0002650921,OK,0,-0.15537,OK,0,D,-0.06839308,OK,0,-0.0035050807,OK,0,D,-0.00048400275,OK,0,-0.45573524,OK,0
445,B,-0.015858553,OK,0,-2.4957485,OK,0,D,-0.043337703,OK,0,-2.1833978,OK,0,A,-0.013580792,OK,0,-1.4679699,OK,0,C,-0.008679302,OK,0,-1.2949609,OK,0
446,B,-0.00031512487,OK,0,-0.000106327265,OK,0,B,-0.00031321865,OK,0,-2.3102634,OK,0,C,-0.002547384,OK,0,-4.9164796,OK,0,C,-0.0012421723,OK,0,-5.397237,OK,0
447,B,-0.0006143109,OK,0,-0.014436088,OK,0,D,-0.00038888262,OK,0,-3.9075038,OK,0,A,-0.0038294236,OK,0,-0.010598165,OK,0,C,-0.00031452917,OK,0,-0.012060531,OK,0
448,B,-0.8451434,OK,0,-2.171928,OK,0,A,-1.1668835,OK,0,-0.96453893,OK,0,A,-2.2748504,OK,0,-0.7868566,OK,0,B,-0.24856272,OK,0,-4.2216372,OK,0
449,A,-0.0016399889,OK,0,-3.1136413,OK,0,B,-0.00040056198,OK,0,-0.27027184,OK,0,D,-0.09768491,OK,0,-2.0837288,OK,0,B,-0.0044232896,OK,0,-1.2868018,OK,0
450,D,-1.6938574,OK,0,-0.32864174,OK,0,C,-2.2863472,OK,0,-4.6529303,OK,0,A,-4.7522635,OK,0,-2.395814,OK,0,D,-0.19056109,OK,0,-1.5451291,OK,0
451,B,-1.7377505,OK,0,-0.008275941,OK,0,B,-1.4586067,OK,0,-0.0030617055,OK,0,A,-1.1439869,OK,0,-3.17499,OK,0,B,-0.6438502,OK,0,-2.6868088,OK,0
452,B,-6.5250325,OK,0,-2.1051126,OK,0,A,-4.9155054,OK,0,-5.6003346,OK,0,C,-0.00034669848,OK,0,-0.5049936,OK,0,A,-0.00046063645,OK,0,-1.2314408,OK,0
453,D,-0.0013605137,OK,0,-3.0078716,OK,0,B,-0.05410901,OK,0,-1.9128993,OK,0,A,-1.2898543,OK,0,-0.6046187,OK,0,A,-3.3552368,OK,0,-2.3499975,OK,0
