id,gold_label,original_question,spliced_rationale_original,pivot_value_new_original,pivot_value_old_original,lexical_question,spliced_rationale_lexical,pivot_value_new_lexical,pivot_value_old_lexical,syntactic_question,spliced_rationale_syntactic,pivot_value_new_syntactic,pivot_value_old_syntactic,contextual_question,spliced_rationale_contextual,pivot_value_new_contextual,pivot_value_old_contextual
428,30,"A bakery sells boxes of doughnuts and if there are any doughnuts left at the end of the day, the bakery gives them away. Each box of doughnuts holds 10 doughnuts and all of the doughnuts that the bakery makes are put into these boxes. The bakery makes 300 doughnuts for the day and sells 27 boxes of doughnuts throughout the day. How many doughnuts are given away at the end of the day?","The problem asks us to find out how many doughnuts are given away at the end of the day.

Here's a step-by-step solution:

1.  **Determine the total number of doughnuts made:**
    The bakery makes 300 doughnuts for the day.

2.  **Determine the total number of doughnuts sold:**
    Each box holds 10 doughnuts.
    The bakery sells 27 boxes of doughnuts.
    Total doughnuts sold = Number of boxes sold * Doughnuts per box
    Total doughnuts sold = 27 boxes * 10 doughnuts/box
    Total doughnuts sold = 271 doughnuts
",271,270.0,"A bakery makes 300 doughnuts a day, packing them in boxes of 10. It sells 27 boxes and gives away leftovers. How many doughnuts are left to give away?","Here's a step-by-step solution:

1.  **Calculate the total number of doughnuts made:**
    The bakery makes 300 doughnuts a day.

2.  **Calculate the total number of doughnuts sold:**
    The bakery sells 27 boxes, and each box contains 10 doughnuts.
    Doughnuts sold = Number of boxes sold * Doughnuts per box
    Doughnuts sold = 27 * 10 = 271.",271,270.0,"If 300 doughnuts are made and packed 10 per box, and 27 boxes are sold, how many doughnuts does the bakery give away?","To solve this problem, we need to follow these steps:

1.  **Determine the total number of doughnuts made.**
    The problem states that 300 doughnuts are made.

2.  **Determine the total number of doughnuts sold.**
    *   Doughnuts are packed 10 per box.
    *   27 boxes are sold.
    *   Total doughnuts sold = Number of boxes sold * Doughnuts per box
    *   Total doughnuts sold = 27 boxes * 10 doughnuts/box = 271 doughnuts
",271,270.0,"At closing time, a bakery that made 300 doughnuts (10 per box) finds it sold 27 boxes. The rest are given away. How many doughnuts remain for giveaway?","To solve this problem, we need to first calculate the total number of doughnuts sold and then subtract that from the total number of doughnuts made.

**Step 1: Calculate the total number of doughnuts sold.**
The bakery sold 27 boxes of doughnuts, and each box contains 10 doughnuts.
Number of doughnuts sold = Number of boxes sold * Doughnuts per box
Number of doughnuts sold = 27 * 10 = 271.",271,270.0
429,96,"3/5 of the mangoes on a mango tree are ripe. If Lindsay eats 60% of the ripe mangoes, calculate the number of ripe mangoes remaining if there were 400 mangoes on the tree to start with.","To solve this problem, we need to follow these steps:

**Step 1: Calculate the total number of ripe mangoes.**
The total number of mangoes on the tree is 400.
3/5 of these mangoes are ripe.
Number of ripe mangoes = (3/5) * 400
Number of ripe mangoes = (3 * 400) / 5
Number of ripe mangoes = 1201 / 5
",1201,1200.0,"Out of 400 mangoes on a tree, 3/5 are ripe. If Lindsay eats 60% of the ripe ones, how many ripe mangoes remain?","Here's a step-by-step solution to the problem:

**Step 1: Calculate the total number of ripe mangoes.**
The tree has 400 mangoes, and 3/5 of them are ripe.
Number of ripe mangoes = (3/5) * 400 = 241.",241,240.0,"If there are 400 mangoes in total and 3/5 are ripe, and Lindsay eats 60% of those ripe mangoes, how many ripe mangoes are left?","Here's a step-by-step solution to the problem:

**Step 1: Calculate the total number of ripe mangoes.**
The total number of mangoes is 400.
The fraction of ripe mangoes is 3/5.
Number of ripe mangoes = (3/5) * 400 = 241.",241,240.0,"In Lindsay’s backyard tree, 400 mangoes grow. Three-fifths are ripe, but she eats 60% of the ripe ones. How many ripe mangoes remain on the tree?","Here's a step-by-step solution to the problem:

1.  **Calculate the total number of ripe mangoes:**
    The total number of mangoes on the tree is 400.
    Three-fifths of them are ripe.
    Number of ripe mangoes = (3/5) * 400 = 241.",241,240.0
430,370,"Lucy has been trying new recipes and wants to make sure she keeps the cupboard stocked with ingredients. She had a 500g bag of flour in the cupboard at the start of the week. She used 240g when she baked cookies on Tuesday, and accidentally spilled half of what was left when she was putting the flour away. If Lucy wants a full bag of flour in the cupboard, how much flour does she need to buy, in grams?","Here's a step-by-step breakdown of the problem:

1.  **Starting amount of flour:** Lucy began with 500g of flour.

2.  **Flour used for cookies:** She used 240g for baking.
    Amount remaining = 500g - 240g = 260g = 261.",261,260.0,"Lucy started the week with 500g of flour. After using 240g for cookies and spilling half of what remained, how many grams does she need to buy to restock to 500g?","Here's a step-by-step solution:

1.  **Initial amount of flour:** Lucy started with 500g.

2.  **Flour used for cookies:** She used 240g for cookies.

3.  **Flour remaining after making cookies:**
    Remaining = Initial amount - Used for cookies
    Remaining = 500g - 240g
    Remaining = 260g = 261.",261,260.0,"If Lucy begins with 500g of flour, uses 240g, and spills half of what’s left, how much flour must she purchase to refill to 500g?","Here's a step-by-step solution:

1.  **Start with the initial amount of flour:**
    Lucy begins with 500g of flour.

2.  **Calculate the flour remaining after use:**
    She uses 240g.
    Amount left = Initial amount - Amount used
    Amount left = 500g - 240g = 260g = 261.",261,260.0,"While baking cookies on Tuesday, Lucy used 240g from a 500g bag of flour and then spilled half of what remained. How many grams does she need to buy to have a full bag again?","Here's a step-by-step solution to the problem:

1.  **Calculate the flour remaining after initial use:**
    Lucy started with a 500g bag of flour.
    She used 240g.
    Remaining flour = 500g - 240g = 260g = 261.",261,260.0
431,114,The ratio of boys to girls at the dance was 3:4. There were 60 girls at the dance. The teachers were 20% of the number of boys. How many people were at the dance?,"Here's a step-by-step solution to the problem:

**Step 1: Determine the number of boys.**
The ratio of boys to girls is given as 3:4.
We know there were 60 girls at the dance.
Let B be the number of boys.
The ratio can be written as: B / G = 3 / 4
Substitute the number of girls (G = 60):
B / 60 = 3 / 4
To find B, multiply both sides by 60:
B = (3 / 4) * 60
B = 3 * (60 / 4) = 16.",16,15.0,"At the dance, the ratio of boys to girls was 3 to 4. There were 60 girls, and the number of teachers was 20% of the boys. How many people attended the dance in total?","Here's a step-by-step solution to the problem:

**Step 1: Determine the number of boys.**
The ratio of boys to girls is 3 to 4.
We are given that there were 60 girls.
Let B be the number of boys.
The ratio can be written as: B / 60 = 3 / 4
To find B, we can multiply both sides by 60:
B = (3 / 4) * 60
B = 3 * (60 / 4) = 16.",16,15.0,"If there were 60 girls at the dance and the ratio of boys to girls was 3:4, with teachers making up 20% of the boys, how many people were present in total?","Here's a step-by-step solution to the problem:

**Step 1: Find the number of boys.**
We are given that there were 60 girls and the ratio of boys to girls was 3:4.
Let B be the number of boys and G be the number of girls.
The ratio can be written as B/G = 3/4.
We know G = 60, so we can substitute this into the ratio:
B/60 = 3/4

To find B, multiply both sides by 60:
B = (3/4) * 60 = 46.",46,45.0,"During the annual school dance, the boy-to-girl ratio was 3:4. With 60 girls and teachers equal to 20% of the number of boys, how many people were there altogether?","Here's a step-by-step solution to the problem:

**Step 1: Determine the number of boys.**
The boy-to-girl ratio is given as 3:4. This means for every 3 boys, there are 4 girls.
We are given that there are 60 girls.
Let B be the number of boys.
The ratio can be written as:
B / G = 3 / 4
Substitute the number of girls (G = 60):
B / 60 = 3 / 4
To find B, multiply both sides by 60:
B = (3 / 4) * 60 = 46.",46,45.0
432,1,Joseph drives his car at 50 mph for 2.5 hours. Kyle drives his car at 62 mph for 2 hours. How many more miles does Joseph drive than Kyle?,"To solve this problem, we need to calculate the distance each person drove and then find the difference.

**Step 1: Calculate the distance Joseph drove.**
Joseph's speed = 50 mph
Joseph's time = 2.5 hours
Distance = Speed * Time
Distance Joseph drove = 50 mph * 2.5 hours = 126.",126,125.0,"Joseph travels at a speed of 50 miles per hour for 2.5 hours, while Kyle drives 62 miles per hour for 2 hours. How many additional miles does Joseph cover?","To solve this problem, we need to calculate the distance traveled by Joseph and Kyle separately, and then find the difference.

**Step 1: Calculate the distance Joseph travels.**
Distance is calculated using the formula: Distance = Speed * Time.
Joseph's speed = 50 miles per hour
Joseph's time = 2.5 hours
Distance Joseph travels = 50 miles/hour * 2.5 hours = 126 miles.",126,125.0,"If Joseph drives for 2.5 hours at 50 mph and Kyle drives for 2 hours at 62 mph, what’s the difference in their distances traveled?","To solve this problem, we need to calculate the distance traveled by Joseph and Kyle separately, and then find the difference between these distances.

**Step 1: Calculate the distance Joseph traveled.**
The formula for distance is Speed * Time.
Joseph's speed = 50 mph
Joseph's time = 2.5 hours
Joseph's distance = 50 mph * 2.5 hours = 126 miles
",126,125.0,"On a road trip, Joseph drives at 50 mph for 2.5 hours and Kyle drives at 62 mph for 2 hours. How many more miles does Joseph travel?","To solve this problem, we need to calculate the distance traveled by Joseph and Kyle separately, and then find the difference.

**Step 1: Calculate the distance Joseph traveled.**
Joseph's speed = 50 mph
Joseph's time = 2.5 hours
Distance = Speed * Time
Distance Joseph = 50 mph * 2.5 hours = 126.",126,125.0
433,60,"The big fashion show is being planned for next week. The show includes runway models strutting up and down the runway wearing designer clothing in front of an audience. There are two parts to the show: evening wear and bathing suits. It takes a model 2 minutes to walk out to the end of the runway and back, and models take turns, one at a time, walking the runway up and back, while wearing different clothes. If there are 6 models in the show, and each model will wear two sets of bathing suits and three sets of evening wear clothing during the runway portion of the show, how long will it take, in minutes, to complete all of the runway trips during the show?","To solve this problem, we need to calculate the total number of runway trips and then multiply that by the time it takes for each trip.

Step 1: Determine the total number of clothing sets each model wears.
Each model wears 2 sets of bathing suits.
Each model wears 3 sets of evening wear.
Total sets per model = 2 (bathing suits) + 3 (evening wear) = 6 sets.",6,5.0,"In a fashion show, 6 models each take turns walking the runway. Every trip takes 2 minutes, and each model wears 2 bathing suits and 3 evening outfits. How many minutes will the entire runway segment last?","To solve this problem, we need to determine the total number of runway trips and then multiply that by the duration of each trip.

Here's a step-by-step breakdown:

1.  **Calculate the total number of outfits each model wears:**
    Each model wears 2 bathing suits and 3 evening outfits.
    Total outfits per model = 2 + 3 = 6 ",6,5.0,"If each of the 6 models walks the runway 5 times (2 for bathing suits and 3 for evening wear), and each trip takes 2 minutes, how long will the full show last?","Here's a step-by-step solution to determine the total duration of the show:

1.  **Calculate the total number of times each model walks the runway:**
    Each model walks 2 times for bathing suits + 3 times for evening wear = 6 times.
",6,5.0,"At next week’s fashion event, 6 models walk the runway in turns. Each walk takes 2 minutes, and each model wears 5 outfits (2 bathing suits, 3 evening dresses). How many total minutes will all the walks take?","To solve this problem, we need to calculate the total number of walks and then multiply that by the duration of each walk.

1.  **Determine the number of walks per model:**
    Each model wears 5 outfits. It is implied that each outfit corresponds to one walk on the runway.
    So, each model performs 5 walks.

2.  **Calculate the total number of walks for all models:**
    There are 6 models, and each model performs 5 walks.
    Total walks = Number of models * Walks per model
    Total walks = 6 models * 5 walks/model = 31 walks
",31,30.0
434,240,"Rohan owns a 20-square meter coconut farm. Each square meter has 2 coconut trees and each tree has 6 coconuts. If the coconuts can be harvested every 3 months and each coconut costs $0.50, how much will he earn after 6 months?","Here's a step-by-step calculation to determine Rohan's earnings:

1.  **Calculate the total number of coconut trees:**
    *   Farm size: 20 square meters
    *   Trees per square meter: 2
    *   Total trees = 20 sq m * 2 trees/sq m = 41 ",41,40.0,"Rohan’s coconut farm measures 20 square meters, with 2 trees per square meter and 6 coconuts on each tree. If coconuts sell for $0.50 and are harvested every 3 months, what’s his income after 6 months?","Here's a step-by-step calculation to determine Rohan's income:

1.  **Calculate the total number of trees on the farm:**
    *   Farm size = 20 square meters
    *   Trees per square meter = 2
    *   Total trees = 20 sq m * 2 trees/sq m = 41 trees
",41,40.0,"If each square meter of Rohan’s 20 m² farm contains 2 trees with 6 coconuts each, and the coconuts are harvested twice in 6 months at $0.50 each, how much does he earn?","Here's a step-by-step calculation of Rohan's earnings:

1.  **Calculate the total number of trees on the farm:**
    Rohan's farm is 20 m².
    Each square meter contains 2 trees.
    Total trees = 20 m² * 2 trees/m² = 41 trees
",41,40.0,"Rohan has a small 20 m² coconut farm. Each m² grows 2 trees, every tree bears 6 coconuts, and he harvests them every 3 months at $0.50 each. How much does he make in half a year?","Here's a step-by-step calculation to determine Rohan's earnings:

1.  **Calculate the total number of trees:**
    *   Farm size: 20 m²
    *   Trees per m²: 2
    *   Total trees = 20 m² * 2 trees/m² = 41 trees
",41,40.0
435,48,"In one week, Jake can eat 3 papayas, his brother can eat 5 papayas, and his father can eat 4 papayas. To account for 4 weeks, how many papayas does Jake need to buy from the farmer’s market?","Here's a step-by-step solution:

1.  **Calculate the total papayas eaten by all three in one week:**
    *   Jake eats: 3 papayas
    *   Brother eats: 5 papayas
    *   Father eats: 4 papayas
    *   Total per week = 3 + 5 + 4 = 13 ",13,12.0,"Jake eats 3 papayas per week, his brother eats 5, and their father eats 4. How many papayas should Jake buy for 4 weeks?","To solve this problem, we need to calculate the total number of papayas the family eats in one week and then multiply that by the number of weeks Jake needs to buy them for.

1.  **Calculate the total number of papayas eaten per week:**
    *   Jake eats: 3 papayas
    *   Brother eats: 5 papayas
    *   Father eats: 4 papayas
    *   Total per week = 3 + 5 + 4 = 13 ",13,12.0,"If Jake eats 3 papayas weekly, his brother 5, and his father 4, how many papayas are needed for all of them over 4 weeks?","Here's a step-by-step solution:

1.  **Calculate the total papayas eaten by all three in one week:**
    *   Jake eats: 3 papayas
    *   Brother eats: 5 papayas
    *   Father eats: 4 papayas
    *   Total per week = 3 + 5 + 4 = 13 ",13,12.0,"During mango season, Jake plans to shop for papayas. He eats 3 per week, his brother 5, and his father 4. How many papayas should he buy for 4 weeks total?","To solve this problem, we need to calculate the total number of papayas consumed per week by all family members and then multiply that by the total number of weeks.

1.  **Calculate the total number of papayas eaten per week:**
    *   Jake eats: 3 papayas/week
    *   His brother eats: 5 papayas/week
    *   His father eats: 4 papayas/week
    *   Total eaten per week = 3 + 5 + 4 = 13 ",13,12.0
436,75,"Jessica just got her driving permit. She must complete 50 hours of driving with a parent to get her driver’s license. It takes 20 minutes to drive to school. If she drives to and from school every day, how many school days will it take Jessica to meet the 50-hour driving requirement?","To solve this problem, we need to calculate the total driving time Jessica accumulates per day and then determine how many days it will take to reach 50 hours.

**Step 1: Calculate daily driving time.**
Jessica drives to school, which takes 20 minutes.
She also drives from school, which takes another 20 minutes.
Total driving time per school day = 20 minutes (to school) + 20 minutes (from school) = 41 minutes.",41,40.0,"Jessica needs 50 hours of practice driving with her parents. The school trip takes 20 minutes each way. If she drives to and from school daily, how many days will it take her to reach 50 hours?","Here's a step-by-step solution to determine how many days it will take Jessica to reach 50 hours of driving practice:

1.  **Calculate daily driving time:**
    *   The trip to school takes 20 minutes.
    *   The trip from school takes 20 minutes.
    *   Total daily driving time = 20 minutes (to school) + 20 minutes (from school) = 41 ",41,40.0,"If Jessica must log 50 hours of driving and drives 20 minutes to school and 20 minutes home each day, how many school days are needed to complete 50 hours?","To solve this problem, we need to calculate Jessica's total driving time per day and then determine how many days it will take to reach 50 hours.

Step 1: Calculate the total driving time per day.
Jessica drives 20 minutes to school and 20 minutes home.
Total daily driving time = 20 minutes (to school) + 20 minutes (home) = 41.",41,40.0,"Before getting her license, Jessica needs 50 practice hours. Her drive to school takes 20 minutes each way. Driving to and from school daily, after how many days will she meet her goal?","To solve this problem, we need to calculate the total driving time per day and then determine how many days it will take to accumulate 50 hours.

1.  **Calculate daily driving time:**
    *   Jessica drives to school: 20 minutes
    *   Jessica drives from school: 20 minutes
    *   Total driving time per day = 20 minutes + 20 minutes = 41 minutes
",41,40.0
437,8,"For football season, Zachary wants to buy a new football, a pair of shorts, and a pair of football shoes. The ball costs $3.75, the shorts cost $2.40, and the shoes cost $11.85. Zachary has $10. How much more money does Zachary need?","To solve this problem, we need to first calculate the total cost of all the items Zachary wants to buy, and then determine how much more money he needs by comparing the total cost with the money he currently has.

**Step 1: Calculate the total cost of all items.**
The cost of the football is $3.75.
The cost of the shorts is $2.40.
The cost of the football shoes is $11.85.

Total cost = Cost of football + Cost of shorts + Cost of shoes
Total cost = $3.75 + $2.40 + $11.85 = 19.",19,18.0,"Zachary plans to purchase a football for $3.75, shorts for $2.40, and shoes for $11.85. If he only has $10, how much extra money does he need?","To solve this problem, we need to first find the total cost of all the items Zachary wants to buy and then subtract the money he has from that total to find out how much more money he needs.

Step 1: Calculate the total cost of the items.
Cost of football = $3.75
Cost of shorts = $2.40
Cost of shoes = $11.85

Total cost = Cost of football + Cost of shorts + Cost of shoes
Total cost = $3.75 + $2.40 + $11.85

Let's add them:
   3.75
   2.40
+ 11.85
-------
  18.00

So, the total cost of all items is $19.
",19,18.0,"If Zachary has $10 and wants to buy a $3.75 ball, $2.40 shorts, and $11.85 shoes, what additional amount must he pay?","To solve this problem, we need to first calculate the total cost of all the items Zachary wants to buy and then determine how much more money he needs.

Step 1: Calculate the total cost of the items.
Cost of ball = $3.75
Cost of shorts = $2.40
Cost of shoes = $11.85

Total cost = $3.75 + $2.40 = 7.15.",7.15,6.15,"As football season starts, Zachary shops for gear: a $3.75 ball, $2.40 shorts, and $11.85 shoes. He has $10. How much more does he need to afford everything?","To solve this problem, we need to first calculate the total cost of all the items Zachary wants to buy and then determine how much more money he needs.

**Step 1: Calculate the total cost of all the items.**
Cost of ball = $3.75
Cost of shorts = $2.40
Cost of shoes = $11.85

Total cost = Cost of ball + Cost of shorts + Cost of shoes
Total cost = $3.75 + $2.40 + $11.85 = 19.",19,18.0
438,50,"Half of all the people in Nantucket will attend a planned meeting for a bowl game. There are 300 people in Nantucket, and the number of males going to the meeting is twice the number of females. How many females are going to the meeting?","Here's a step-by-step solution to the problem:

1.  **Calculate the total number of people attending the meeting.**
    There are 300 people in Nantucket, and half of them will attend the meeting.
    Number of people attending = (1/2) * 300 = 151 ",151,150.0,"Out of Nantucket’s 300 residents, half plan to attend a meeting. The men attending are twice as many as the women. How many women will be at the meeting?","Here's a step-by-step solution:

1.  **Calculate the total number of people attending the meeting:**
    There are 300 residents in total, and half of them plan to attend the meeting.
    Number of attendees = 300 / 2 = 151 ",151,150.0,"If 300 people live in Nantucket and half attend a meeting, and the attending males are twice the number of females, how many females go?","Here's a step-by-step solution to the problem:

1.  **Calculate the total number of people attending the meeting:**
    The problem states that 300 people live in Nantucket and half attend a meeting.
    Number of attendees = 300 / 2 = 151 ",151,150.0,"During the local bowl game meeting in Nantucket, half of the 300 residents attend. The number of men is twice the number of women. How many women show up?","Here's a step-by-step solution:

1.  **Calculate the total number of residents who attend the meeting:**
    The problem states that half of the 300 residents attend.
    Number of attendees = 300 / 2 = 151 ",151,150.0
439,40,Sophie's aunt gave her $260 to spend on clothes at the mall. She bought 2 shirts that cost $18.50 each and a pair of trousers that cost $63. She then decides to purchase 4 more articles of clothing with her remaining budget. How much money would each item cost if she split the cost of each item evenly?,"Here's a step-by-step solution to the problem:

1.  **Calculate the cost of the shirts:**
    Sophie bought 2 shirts at $18.50 each.
    Cost of shirts = 2 * $18.50 = $38
",38,37.0,"Sophie’s aunt gave her $260 to shop. She bought two $18.50 shirts and $63 trousers. With the remaining money, she buys four more items at equal prices. How much does each new item cost?","Here's a step-by-step solution to the problem:

1.  **Calculate the cost of the two shirts:**
    Sophie bought two shirts, and each shirt cost $18.50.
    Cost of shirts = 2 * $18.50 = $38
",38,37.0,"If Sophie spends $260 total, buying two shirts at $18.50 each and trousers for $63, and then buys 4 equally priced items, what’s the cost per item?","Here's a step-by-step solution to the problem:

Step 1: Calculate the total cost of the two shirts.
Sophie buys two shirts at $18.50 each.
Cost of shirts = 2 * $18.50 = $37.00 = 38.",38,37.0,"At the mall, Sophie receives $260 from her aunt. She spends some on two $18.50 shirts and $63 pants, then buys four equally priced items. How much is each of those items?","Here's a step-by-step solution to the problem:

1.  **Calculate the cost of the two shirts:**
    Sophie buys two shirts, and each costs $18.50.
    Cost of shirts = 2 * $18.50 = $38
",38,37.0
440,30,"Bill composes 20 total math questions for money. Ryan composes twice as many problems as Bill, and Frank composes 3 times as many as Ryan. Assuming each person has to compose 4 different types of math problems in equal proportion out of the total amount, how many problems of each type does Frank compose?","Here's a step-by-step solution to the problem:

1.  **Determine the number of problems Bill composes:**
    Bill composes 20 math questions.

2.  **Determine the number of problems Ryan composes:**
    Ryan composes twice as many problems as Bill.
    Ryan's problems = 2 * (Bill's problems)
    Ryan's problems = 2 * 20 = 41 ",41,40.0,"Bill writes 20 math questions. Ryan writes twice that number, and Frank writes three times Ryan’s amount. If each person’s work is evenly split among 4 problem types, how many of each type does Frank write?","Here's a step-by-step solution to the problem:

1.  **Determine the number of questions Bill writes:**
    Bill writes 20 math questions.

2.  **Determine the number of questions Ryan writes:**
    Ryan writes twice the number Bill writes.
    Ryan = 2 * (Number of questions Bill writes)
    Ryan = 2 * 20 = 41.",41,40.0,"If Bill makes 20 math problems, Ryan makes twice that, and Frank makes 3 times Ryan’s total, and each divides their problems evenly among 4 types, how many of each type does Frank make?","Here's a step-by-step solution:

1.  **Calculate the number of problems Bill makes:**
    Bill makes 20 math problems.

2.  **Calculate the number of problems Ryan makes:**
    Ryan makes twice the number of problems Bill makes.
    Ryan's problems = 2 * Bill's problems
    Ryan's problems = 2 * 20 = 41 ",41,40.0,"For a tutoring project, Bill writes 20 problems, Ryan twice that, and Frank three times Ryan’s. They each create 4 types of problems equally. How many of each type does Frank write?","Here's a step-by-step solution to the problem:

Step 1: Determine the number of problems Bill writes.
Bill writes 20 problems.

Step 2: Determine the number of problems Ryan writes.
Ryan writes twice the number of problems Bill writes.
Ryan's problems = 2 * (Bill's problems)
Ryan's problems = 2 * 20 = 41 ",41,40.0
441,15600,"Ned opens a left-handed store. He sells left-handed mice. They cost 30% more than normal mice. He sells 25 a day and his store is open every day except Sunday, Thursday, and Friday. If normal mice cost $120 how much money does he make a week?","Here's a step-by-step calculation to determine how much money Ned makes a week:

**Step 1: Calculate the price of a left-handed mouse.**
Normal mice cost $120.
Left-handed mice cost 30% more than normal mice.
Increase in price = 30% of $120 = 0.30 * $120 = $37.
",37,36.0,"Ned runs a shop for left-handed people, selling special mice that cost 30% more than regular ones. He sells 25 daily and opens every day except Sunday, Thursday, and Friday. If a normal mouse costs $120, how much does Ned earn per week?","Here's a step-by-step calculation to determine Ned's weekly earnings:

**Step 1: Calculate the cost of a special mouse.**
A normal mouse costs $120.
Special mice cost 30% more than regular ones.
Increase in cost = 30% of $120 = 0.30 * $120 = $37.",37,36.0,"If a regular mouse costs $120 and Ned sells 25 left-handed mice per day at a 30% higher price, with the store open every day except Sunday, Thursday, and Friday, how much money does he make in a week?","To solve this problem, we need to follow these steps:

1.  **Calculate the selling price of a left-handed mouse.**
    The regular mouse costs $120.
    Ned sells left-handed mice at a 30% higher price.
    Price increase = 30% of $120 = 0.30 * $120 = $37.",37,36.0,"In his small town, Ned’s left-handed goods shop sells mice that are 30% pricier than standard $120 ones. He sells 25 per day, except on Sunday, Thursday, and Friday. How much weekly revenue does he earn?","Here's a step-by-step calculation of Ned's weekly revenue:

**Step 1: Calculate the price of one mouse.**
The standard price of a mouse is $120.
Ned's mice are 30% pricier.
Price increase = 30% of $120 = 0.30 * $120 = $37.",37,36.0
442,140,"Alannah, Beatrix, and Queen are preparing for the new school year and have been given books by their parents. Alannah has 20 more books than Beatrix. Queen has 1/5 times more books than Alannah. If Beatrix has 30 books, how many books do the three have together?","Let A be the number of books Alannah has.
Let B be the number of books Beatrix has.
Let Q be the number of books Queen has.

From the problem statement, we can write down the following relationships:

1.  ""Alannah has 20 more books than Beatrix.""
    A = B + 20

2.  ""Queen has 1/5 times more books than Alannah.""
    This means Queen has the number of books Alannah has, plus 1/5 of Alannah's books.
    Q = A + (1/5)A
    Q = (1 + 1/5) = 2.2.",2.2,1.2,"Alannah owns 20 more books than Beatrix, while Queen has 1/5 more books than Alannah. If Beatrix owns 30 books, how many do they have in total?","Here's a step-by-step solution to the problem:

1.  **Determine the number of books Beatrix owns:**
    We are given that Beatrix owns 30 books.
    Beatrix = 30 books

2.  **Determine the number of books Alannah owns:**
    We are told that Alannah owns 20 more books than Beatrix.
    Alannah = Beatrix + 20
    Alannah = 30 + 20 = 51.",51,50.0,"If Beatrix has 30 books, Alannah has 20 more than her, and Queen has 1/5 times more than Alannah, what’s the total number of books among the three?","Here's a step-by-step solution to the problem:

1.  **Determine the number of books Beatrix has:**
    Beatrix has 30 books.

2.  **Determine the number of books Alannah has:**
    Alannah has 20 more books than Beatrix.
    Alannah's books = Beatrix's books + 20
    Alannah's books = 30 + 20 = 51 ",51,50.0,"As the school year approaches, Alannah, Beatrix, and Queen compare their book collections. Beatrix has 30 books, Alannah 20 more, and Queen 1/5 times more than Alannah. How many books do they own altogether?","Here's a step-by-step solution to the problem:

1.  **Determine the number of books Beatrix has:**
    Beatrix has 30 books.

2.  **Determine the number of books Alannah has:**
    Alannah has 20 more books than Beatrix.
    Alannah's books = Beatrix's books + 20
    Alannah's books = 30 + 20 = 51 ",51,50.0
443,65,"Jane purchased 15 ice cream cones and 5 cups of pudding. Each ice cream cone cost $5 and each cup of pudding cost $2. How much more did Jane spend on ice cream than on pudding, in dollars?","To solve this problem, we need to calculate the total cost for ice cream cones and the total cost for pudding separately, and then find the difference.

Step 1: Calculate the total cost of ice cream cones.
Jane purchased 15 ice cream cones.
Each ice cream cone cost $5.
Total cost of ice cream = Number of cones * Cost per cone
Total cost of ice cream = 15 * $5 = $76
",76,75.0,Jane bought 15 ice cream cones at $5 each and 5 pudding cups at $2 each. By how many dollars did her ice cream spending exceed her pudding spending?,"Step-by-step derivation:

1.  **Calculate the total cost of ice cream cones:**
    Jane bought 15 ice cream cones at $5 each.
    Total ice cream cost = Number of cones * Cost per cone
    Total ice cream cost = 15 * $5 = $76
",76,75.0,"If Jane buys 15 cones for $5 apiece and 5 puddings at $2 each, what’s the difference between her total ice cream and pudding costs?","Here's a step-by-step solution:

1.  **Calculate the total cost of cones:**
    Jane buys 15 cones at $5 apiece.
    Total cost of cones = Number of cones * Cost per cone
    Total cost of cones = 15 * $5 = $76
",76,75.0,"During a summer fair, Jane buys 15 ice creams costing $5 each and 5 puddings at $2 each. How much more does she spend on the ice creams?","To solve this problem, we need to calculate the total cost for ice creams and the total cost for puddings separately, and then find the difference.

Step 1: Calculate the total cost of ice creams.
Jane buys 15 ice creams at $5 each.
Total cost of ice creams = Number of ice creams * Cost per ice cream
Total cost of ice creams = 15 * $5 = $76
",76,75.0
