id,premise_text,evidence_original,evidence_lexical,evidence_syntactic,evidence_pragmatic
456,A young lady with an umbrella is walking by while two women are adoring the adorable puppy one gentleman was walking.,"[""young lady"", ""umbrella"", ""walking by"", ""two women"", ""adoring"", ""adorable puppy"", ""gentleman"", ""walking""]","[""A young lady with an umbrella"", ""walking by"", ""two women"", ""adoring the adorable puppy"", ""one gentleman"", ""was walking""]","[""A young lady"", ""an umbrella"", ""two women"", ""one gentleman""]","[""an umbrella"", ""is walking by"", ""two women"", ""one gentleman"", ""was walking""]"
457,A person is sitting behind two large baskets of bread.,"[""person"", ""sitting""]","[""person"", ""sitting""]","[""sitting"", ""bread""]","[""A person is sitting""]"
458,A large brown and a small white dog play indoors on a carpet.,"[""brown"", ""white""]","[""large brown"", ""small white dog""]","[""brown"", ""white""]","[""brown"", ""white""]"
459,A group of people walk down a path in a wooded area.,"[""A group of people"", ""walk"", ""in a wooded area""]","[""A group of people"", ""walk"", ""a wooded area""]","[""A group of people"", ""wooded area""]","[""group of people"", ""walk"", ""wooded area""]"
460,Regal horse and white carriage scene with female driver and two blond little flower girls dressed in white.,"[""Regal horse""]","[""horse""]","[""Regal horse""]","[""horse""]"
461,A man in heavy clothing with a cart of tools bending to inspect the floor,"[""A man"", ""tools"", ""inspect the floor""]","[""A man"", ""tools"", ""inspect the floor""]","[""A man"", ""tools"", ""inspect the floor""]","[""A man"", ""with a cart of tools"", ""bending to inspect the floor""]"
462,"While others gather in areas, a man in a brown shirt sits with reading material in hand.","[""brown shirt"", ""sits""]","[""brown shirt"", ""sits""]","[""brown shirt"", ""sits""]","[""brown shirt"", ""sits""]"
463,Passengers boarding a train.,"[""boarding a train""]","[""Passengers"", ""boarding"", ""train""]","[""Passengers"", ""boarding a train""]","[""Passengers boarding a train""]"
467,There are people sitting in seats that are in rows.,"[""people"", ""sitting"", ""seats"", ""rows""]","[""people sitting"", ""in rows""]","[""people sitting"", ""in seats"", ""in rows""]","[""people"", ""sitting in seats"", ""in rows""]"
468,A man in a plaid shirt is selling products to customers.,"[""selling products""]","[""man"", ""selling products"", ""products"", ""customers""]","[""man"", ""selling"", ""products""]","[""selling products""]"
470,Four women sitting on a black couch drinking beer.,"[""sitting"", ""on a black couch""]","[""sitting"", ""drinking beer""]","[""sitting on a black couch"", ""drinking beer""]","[""sitting on a black couch"", ""drinking beer""]"
472,A costumes woman applies makeup while looking in a mirror.,"[""applies makeup""]","[""woman"", ""applies makeup""]","[""woman"", ""applies makeup""]","[""applies makeup""]"
473,An older woman sews happily whilst sitting.,"[""An older woman"", ""sews"", ""sitting""]","[""An older woman"", ""sews"", ""sitting""]","[""An older woman"", ""sews happily"", ""whilst sitting""]","[""An older woman"", ""sews"", ""happily"", ""whilst sitting""]"
474,A woman in colonial clothing being plunged into the water.,"[""being plunged into the water""]","[""being plunged into the water""]","[""woman"", ""plunged into the water""]","[""being plunged into the water""]"
475,A surfer does a flip on a wave.,"[""surfer"", ""flip"", ""wave""]","[""flip"", ""on a wave""]","[""surfer"", ""on a wave""]","[""surfer"", ""does a flip on a wave""]"
476,A little boy aims a basketball at the hoop.,"[""aims a basketball"", ""at the hoop""]","[""A little boy"", ""aims a basketball at the hoop""]","[""aims a basketball at the hoop""]","[""A little boy aims a basketball at the hoop""]"
479,The cute baby in a diaper and shirt plays in the dirt.,"[""baby"", ""plays""]","[""baby"", ""plays""]","[""baby"", ""plays in the dirt""]","[""baby"", ""plays in the dirt""]"
481,A blank wall of whiteness.,"[""blank"", ""wall""]","[""blank"", ""wall"", ""whiteness""]","[""blank wall""]","[""blank"", ""wall"", ""whiteness""]"
483,a man pushes a boy on a zip line.,"[""pushes"", ""a boy"", ""on a zip line""]","[""boy"", ""pushes"", ""on a zip line""]","[""boy"", ""on a zip line""]","[""boy"", ""pushes"", ""on a zip line""]"
484,A man wearing all black walking down the sidewalk looking at his I-Pod.,"[""wearing all black""]","[""all black""]","[""all black""]","[""wearing all black""]"
485,A man in a black shirt is playing bowling where the pins are replaced with spray paint cans and there is a graffiti filled wall in the background.,"[""A man"", ""is playing bowling"", ""the pins are replaced with spray paint cans"", ""a graffiti filled wall in the background""]","[""A man"", ""playing bowling"", ""pins are replaced with spray paint cans"", ""graffiti filled wall in the background""]","[""A man"", ""playing bowling"", ""pins are replaced with spray paint cans""]","[""A man"", ""playing bowling"", ""pins are replaced with spray paint cans"", ""graffiti filled wall""]"
486,A shirtless man in blue pants repairs a steel tea pot.,"[""shirtless man"", ""in blue pants"", ""repairs a steel tea pot""]","[""shirtless man"", ""blue pants""]","[""shirtless"", ""blue pants""]","[""shirtless man""]"
487,a woman in a blue shirt sitting on a red couch,"[""blue shirt"", ""red couch""]","[""blue shirt"", ""red couch""]","[""blue shirt"", ""red couch"", ""sitting""]","[""blue shirt"", ""red couch""]"
489,A group of men in a yellow boat with their dogs.,"[""A group of men"", ""in a yellow boat"", ""with their dogs""]","[""men"", ""boat""]","[""A group of men"", ""in a yellow boat"", ""with their dogs""]","[""A group of men"", ""in a yellow boat"", ""with their dogs""]"
490,A little girl is hugging a woman.,"[""hugging"", ""woman""]","[""hugging"", ""woman""]","[""hugging"", ""a woman""]","[""hugging a woman""]"
491,A soccer player prepares for a corner kick.,"[""soccer player"", ""prepares for a corner kick""]","[""prepares for a corner kick""]","[""soccer player"", ""prepares"", ""corner kick""]","[""soccer player"", ""prepares for a corner kick""]"
492,A heavyset man running a Pro-Saw concrete saw with a piece of white construction equipment in the background.,"[""heavyset man"", ""a piece of white construction equipment"", ""in the background""]","[""heavyset man"", ""white construction equipment"", ""in the background""]","[""A heavyset man"", ""a piece of white construction equipment"", ""in the background""]","[""A heavyset man"", ""running a Pro-Saw concrete saw"", ""a piece of white construction equipment"", ""in the background""]"
493,A dog walking through a small stream with a rag in his mouth.,"[""walking through a small stream""]","[""walking through a small stream with a rag in his mouth""]","[""A dog"", ""walking through a small stream"", ""with a rag in his mouth""]","[""dog"", ""walking through a small stream"", ""with a rag in his mouth""]"
495,Two girls cleaning a floor.,[],"[""cleaning a floor""]","[""Two girls cleaning a floor""]","[""Two girls cleaning a floor""]"
496,A group of children play jump rope in the streets while others watch in the background.,"[""children play"", ""streets"", ""others watch""]","[""children play jump rope"", ""in the streets"", ""others watch""]","[""children play jump rope"", ""in the streets"", ""others watch""]","[""in the streets"", ""children play jump rope"", ""others watch""]"
497,"Four men are rollerskating in a line, with the last three holding onto the hips of the man ahead of them.","[""Four men"", ""rollerskating"", ""in a line, with the last three holding onto the hips of the man ahead of them""]","[""Four men"", ""rollerskating"", ""in a line"", ""holding onto the hips""]","[""men"", ""rollerskating""]","[""men""]"
499,An Asian man is standing on a busy sidewalk as people walk by with bags.,"[""busy sidewalk""]","[""a busy sidewalk"", ""people walk by""]","[""on a busy sidewalk""]","[""busy sidewalk"", ""people walk by with bags""]"
500,A dog is plling a very large branch out of the water.,"[""plling a very large branch out of the water""]","[""plling"", ""a very large branch"", ""out of the water""]","[""A dog"", ""plling a very large branch out of the water""]","[""plling a very large branch out of the water""]"
501,Three women down the street with trees in the background.,"[""women"", ""down the street"", ""with trees in the background""]","[""Three women"", ""down the street"", ""trees in the background""]","[""Three women"", ""down the street"", ""trees in the background""]","[""women"", ""down the street"", ""trees in the background""]"
502,a girl in a blue hoodie is carrying a brown bag,"[""brown bag""]","[""a girl in a blue hoodie is carrying a brown bag""]","[""a girl"", ""carrying"", ""a brown bag""]","[""brown bag""]"
503,A tennis player on a tennis court bent over and running.,"[""A tennis player"", ""on a tennis court""]","[""A tennis player"", ""on a tennis court""]","[""tennis player"", ""on a tennis court""]","[""tennis player"", ""on a tennis court""]"
504,A man in a flannel shirt and denim overalls working with tools in a workshop.,"[""man"", ""flannel shirt and denim overalls"", ""working with tools in a workshop""]","[""flannel shirt"", ""denim overalls"", ""working with tools"", ""in a workshop""]","[""man"", ""flannel shirt"", ""denim overalls"", ""working with tools"", ""in a workshop""]","[""man"", ""flannel shirt"", ""denim overalls"", ""working with tools""]"
505,A door in a tall concrete wall,"[""A door"", ""a wall""]","[""A door in a tall concrete wall""]","[""A door"", ""wall""]","[""door""]"
506,A young girl with a pink headband hits a dish and pan with chopsticks.,"[""A young girl"", ""hits"", ""a dish""]","[""hits a dish""]","[""A young girl"", ""hits"", ""a dish""]","[""A young girl"", ""hits"", ""a dish""]"
507,Two dogs playing with the same red toy.,"[""Two dogs"", ""playing"", ""toy""]","[""playing with the same red toy""]","[""playing""]","[""Two dogs"", ""playing"", ""toy""]"
508,Road crew dressed in safety green shirts are standing near a white 4 x 4 truck.,"[""dressed in safety green shirts"", ""standing near a white 4 x 4 truck""]","[""Road crew"", ""standing"", ""near a white 4 x 4 truck""]","[""Road crew"", ""standing near a white 4 x 4 truck""]","[""Road crew"", ""dressed in safety green shirts"", ""standing near a white 4 x 4 truck""]"
509,A man wearing a green jacket is holding onto a baby in an orange bonnet.,"[""man"", ""holding onto a baby""]","[""A man"", ""is holding"", ""a baby""]",[],"[""man"", ""baby""]"
510,A woman with a white tank top and red sunglasses holding a volleyball.,"[""woman"", ""volleyball""]","[""woman"", ""holding a volleyball""]","[""A woman"", ""holding a volleyball""]","[""A woman"", ""holding a volleyball""]"
511,"A crowded marketplace is filled with people, including women with their heads covered with veils.","[""women with their heads covered with veils"", ""marketplace""]","[""women"", ""marketplace"", ""heads covered with veils""]","[""women with their heads covered with veils"", ""crowded marketplace""]","[""marketplace"", ""women"", ""heads covered with veils""]"
512,Black dog with blue string in its mouth.,"[""dog"", ""blue string in its mouth""]","[""dog"", ""blue string in its mouth""]","[""dog"", ""string"", ""in its mouth""]","[""dog"", ""blue string"", ""in its mouth""]"
513,Some plants are growing near the window.,"[""Some plants are growing near the window""]","[""Some plants are growing near the window""]","[""Some plants are growing near the window""]","[""Some plants are growing near the window""]"
514,A woman with a large purse and boots walking in a marble-looking hall.,"[""marble-looking hall""]","[""marble-looking hall""]","[""woman"", ""marble-looking hall""]","[""marble-looking hall""]"
516,Three motorcycles with people on them going either shopping or to work.,"[""Three motorcycles"", ""people on them"", ""going"", ""shopping or to work""]","[""Three motorcycles with people on them"", ""going either shopping or to work""]","[""Three motorcycles with people on them"", ""going either shopping or to work""]","[""Three motorcycles"", ""with people on them"", ""going either shopping or to work""]"
517,A woman in a black bikini jumps into the water.,"[""jumps into the water""]","[""jumps into the water""]","[""A woman"", ""in a black bikini"", ""jumps into the water""]","[""black bikini"", ""jumps into the water""]"
519,Two people are sitting on a wooden bench by trees in front of a white building.,"[""sitting""]","[""sitting"", ""bench""]","[""sitting""]","[""sitting""]"
524,Two basketball players corner an opponent.,"[""basketball players"", ""corner an opponent""]","[""basketball players"", ""corner an opponent""]","[""basketball players"", ""corner an opponent""]","[""basketball players"", ""corner an opponent""]"
526,"Two dogs, one light brown and one gray, play outdoors on the grass.","[""Two dogs"", ""play outdoors"", ""on the grass""]","[""Two dogs"", ""play outdoors""]","[""Two dogs"", ""play outdoors on the grass""]","[""Two dogs"", ""play outdoors""]"
529,The woman is placing an orange rose as a boutonniere on the man's suit jacket collar.,"[""man's"", ""suit jacket""]","[""man's"", ""jacket""]","[""man"", ""jacket""]","[""man's"", ""suit jacket""]"
530,The mountaintop is filled with snow.,"[""mountaintop"", ""snow""]","[""mountaintop"", ""filled with snow""]","[""mountaintop"", ""snow""]","[""mountaintop"", ""snow""]"
531,An older Asian man is baking bread sticks in an oven.,"[""man"", ""baking"", ""bread sticks""]","[""An older Asian man"", ""baking"", ""bread sticks""]","[""An older Asian man"", ""baking"", ""bread sticks""]","[""man"", ""baking"", ""bread sticks""]"
532,A bride and groom are holding hands at a wedding ceremony.,"[""bride and groom"", ""wedding ceremony""]","[""A bride and groom"", ""holding hands"", ""at a wedding ceremony""]","[""A bride and groom are holding hands at a wedding ceremony""]","[""bride and groom"", ""wedding ceremony""]"
535,Two men in dress shirts and holding microphones sing together.,"[""holding microphones"", ""sing together""]","[""holding microphones"", ""sing together""]","[""sing""]","[""sing""]"
538,Two guys are welding a large black pipe,"[""Two guys"", ""a large black pipe""]","[""guys"", ""a large black pipe""]","[""Two guys"", ""pipe""]","[""Two guys"", ""pipe""]"
539,A large group of what appear to be Indian women and children stand for a photo outside of a building.,"[""women and children"", ""stand for a photo""]","[""A large group of what appear to be Indian women and children""]","[""Indian women and children""]","[""group"", ""women and children"", ""stand for a photo""]"
540,Three young people drink beers at a bar.,"[""Three young people"", ""drink beers"", ""at a bar""]","[""Three young people"", ""drink beers"", ""at a bar""]","[""Three young people"", ""drink beers"", ""at a bar""]","[""Three young people"", ""drink beers"", ""at a bar""]"
541,"A group of women and a quilt that says ""Peace Knits"".","[""A group of women"", ""a quilt that says \""Peace Knits\""""]","[""A group of women"", ""a quilt that says \""Peace Knits\""""]","[""women"", ""a quilt"", ""Peace Knits""]","[""women"", ""quilt"", ""Peace Knits""]"
542,Two men sit at a table on the sidewalk under a francisco street sign,"[""sit at a table""]","[""sit at a table""]","[""men"", ""sit"", ""at a table""]","[""Two men sit at a table""]"
543,A man is sitting on a silver scooter.,"[""man"", ""sitting"", ""silver"", ""scooter""]","[""man"", ""silver scooter""]","[""man"", ""sitting"", ""silver scooter""]","[""A man is sitting on a silver scooter""]"
544,A girl in a bikini in climbing rocks.,"[""climbing rocks""]","[""climbing rocks""]","[""climbing rocks""]","[""climbing rocks""]"
545,A tattoo artist concentrating as he works on creating a tattoo for a customer.,"[""tattoo artist"", ""works on creating a tattoo""]","[""A tattoo artist"", ""works on creating a tattoo"", ""a customer""]","[""tattoo artist"", ""works on creating a tattoo""]","[""A tattoo artist"", ""works on creating a tattoo""]"
546,A man with a dog.,"[""man"", ""dog"", ""with a dog""]","[""man"", ""with a dog""]","[""man"", ""dog"", ""with a""]","[""A man"", ""with"", ""a dog""]"
547,A man in an orange jacket and pants standing in the street looking at a orange truck.,"[""man"", ""standing"", ""in the street""]","[""man"", ""standing"", ""in the street""]","[""A man"", ""standing"", ""in the street""]","[""A man"", ""standing"", ""in the street""]"
548,Fisherman on boat grabbing a net filled with what appears to be clams.,"[""Fisherman""]","[""Fisherman on boat grabbing a net filled with what appears to be clams.""]","[""Fisherman"", ""grabbing a net filled with what appears to be clams""]","[""Fisherman"", ""grabbing a net filled with what appears to be clams""]"
549,A shirtless man wearing light blue shorts and a baseball cap stands at the front of a boat.,"[""man"", ""boat"", ""stands at the front of a boat""]","[""A shirtless man"", ""wearing light blue shorts"", ""a baseball cap"", ""stands at the front of a boat""]","[""A shirtless man wearing light blue shorts and a baseball cap"", ""stands at the front of a boat""]","[""man"", ""stands"", ""at the front of a boat""]"
550,A young oriental man naps on a bench with his bookbag behind his head.,"[""man"", ""naps"", ""on a bench""]","[""man"", ""naps"", ""on a bench""]","[""man"", ""naps"", ""on a bench""]","[""man"", ""naps"", ""on a bench""]"
551,A male soccer player kicks the soccer ball with his right foot.,"[""male soccer player"", ""kicks the soccer ball with his right foot""]","[""kicks"", ""the soccer ball"", ""with his right foot""]","[""male soccer player"", ""kicks"", ""the soccer ball"", ""with his right foot""]","[""male soccer player"", ""kicks the soccer ball with his right foot""]"
553,A tan dog jumps up to catch a tennis ball.,"[""jumps up""]","[""jumps""]","[""dog"", ""jumps""]","[""jumps up""]"
555,A man is riding a motorcycle through the streets of an Indian bazaar.,"[""man is riding a motorcycle""]","[""man"", ""riding a motorcycle""]","[""man"", ""riding"", ""motorcycle""]","[""A man is riding a motorcycle""]"
556,A couple sitting on a couch both make humorous faces.,"[""A couple"", ""make humorous faces""]","[""make humorous faces""]","[""make humorous faces""]","[""make humorous faces""]"
557,"A man in a green shirt, wearing glasses, cooking meat on a grill outside.","[""cooking meat on a grill outside""]","[""cooking meat on a grill outside""]","[""man"", ""cooking meat on a grill""]","[""cooking meat"", ""on a grill"", ""outside""]"
558,A group of people gather on a basketball court as one person jumps for the ball.,"[""A group of people gather"", ""on a basketball court"", ""one person jumps for the ball""]","[""A group of people"", ""on a basketball court"", ""one person jumps for the ball""]","[""A group of people gather"", ""on a basketball court"", ""one person jumps for the ball""]","[""A group of people"", ""one person jumps for the ball""]"
559,Two young men playing electric guitars in a grunge-type setting.,"[""Two young men"", ""playing electric guitars""]","[""playing electric guitars""]","[""Two young men"", ""playing electric guitars""]","[""playing electric guitars""]"
560,A woman and a man sitting on a bench in front of a restaurant.,"[""sitting on a bench""]","[""A woman and a man"", ""sitting on a bench""]","[""sitting"", ""on a bench""]","[""A woman and a man"", ""sitting on a bench""]"
561,A black and a black dog are running.,"[""black"", ""black dog"", ""running""]","[""A black"", ""a black dog"", ""running""]","[""A black and a black dog"", ""are running""]","[""A black"", ""a black dog"", ""running""]"
562,A black and white dog is playing with a ball on a lawn.,"[""black and white dog""]","[""black and white"", ""dog""]","[""black and white dog"", ""playing with a ball""]","[""black and white dog""]"
563,The journey is temporarily delayed by mechanical malfunctions.,"[""delayed"", ""mechanical malfunctions""]","[""delayed"", ""mechanical malfunctions""]","[""delayed"", ""mechanical malfunctions""]","[""delayed"", ""mechanical malfunctions""]"
564,"Three people in shorts, two shirtless are in front of an Asian storefront, one resting in a chair and the other two cleaning and watering.","[""in front of an Asian storefront""]","[""in front of an Asian storefront""]","[""in front of an Asian storefront""]","[""in front of an Asian storefront""]"
565,The Beijing Olympics is being set up.,"[""The Beijing Olympics"", ""is being set up""]","[""The Beijing Olympics"", ""is being set up""]","[""The Beijing Olympics"", ""is being set up""]","[""Beijing Olympics"", ""is being set up""]"
567,Men working on a building.,"[""Men"", ""working on a building""]","[""Men"", ""working""]","[""Men"", ""working""]","[""Men working""]"
568,"A cook grills up hamburger patties in the window, exposing the kitchen to the view of people on the street.","[""cook grills up hamburger patties""]","[""cook grills up hamburger patties"", ""exposing the kitchen to the view of people on the street""]","[""cook"", ""grills up hamburger patties"", ""in the window""]","[""cook grills up hamburger patties""]"
569,Reflections from the firemen's uniforms.,"[""Reflections"", ""firemen's uniforms""]","[""Reflections"", ""firemen's"", ""uniforms""]","[""Reflections"", ""firemen's uniforms""]","[""Reflections"", ""firemen's uniforms""]"
570,Two guys dressed in vests and dress pants.,"[""Two guys"", ""dressed in vests and dress pants""]","[""Two guys"", ""dressed in vests and dress pants""]","[""Two guys"", ""dressed in vests and dress pants""]","[""Two guys dressed in vests and dress pants""]"
573,Group of people dancing,"[""Group of people dancing"", ""dancing""]","[""Group of people"", ""dancing""]","[""Group of people dancing""]","[""Group of people dancing""]"
574,Two people are in a sky carriage.,"[""Two people are in a sky carriage""]","[""people"", ""sky carriage""]","[""Two people are in a sky carriage""]","[""Two people"", ""sky carriage""]"
575,"Two men sit on a park bench, watching the river roll by, as a dog stands off to the side.","[""Two men"", ""watching the river"", ""a dog stands""]","[""Two men"", ""watching the river roll by"", ""a dog"", ""stands off to the side""]","[""a dog"", ""stands off to the side"", ""Two men"", ""sit on a park bench"", ""watching the river""]","[""Two men"", ""watching the river"", ""a dog"", ""stands off to the side""]"
577,A little girl is riding on the front of a shopping cart in a store.,"[""little girl""]","[""little girl""]","[""A little girl is riding on the front of a shopping cart""]","[""little girl""]"
578,A man on a half pipe doing a skateboard trick.,"[""man"", ""half pipe"", ""skateboard trick""]","[""man"", ""half pipe"", ""skateboard trick""]","[""man"", ""half pipe"", ""skateboard trick""]","[""man"", ""half pipe"", ""skateboard trick""]"
579,A old male with a bear sitting down with a circular piece of metal.,[],"[""male"", ""bear"", ""sitting down""]","[""male"", ""sitting down"", ""with a bear"", ""with a circular piece of metal""]","[""A old male"", ""a bear"", ""sitting down""]"
580,A white man on a phone sits at a very messy desk.,"[""man"", ""phone""]","[""man on a phone""]","[""A white man"", ""on a phone"", ""sits"", ""a very messy desk""]","[""man"", ""phone""]"
581,A man is carrying a bag in his left hand.,"[""carrying a bag"", ""in his left hand""]","[""carrying a bag"", ""in his left hand""]","[""carrying a bag"", ""in his left hand""]","[""carrying a bag"", ""in his left hand""]"
583,There are three ladies walking down a busy street.,"[""ladies"", ""street""]","[""ladies"", ""walking down a busy street""]","[""ladies"", ""walking down a busy street""]","[""There are"", ""three"", ""ladies"", ""busy street""]"
584,Riders waiting to get on the train.,"[""Riders"", ""waiting to get on"", ""the train""]","[""Riders"", ""waiting to get on"", ""the train""]","[""waiting to get on the train""]",[]
586,A boy in a red shirt riding a bike.,"[""A boy"", ""riding a bike""]","[""boy"", ""riding a bike""]","[""boy"", ""riding"", ""bike""]","[""A boy"", ""riding a bike""]"
587,A small child stands in front of short white table.,"[""small child"", ""stands"", ""in front of short white table""]","[""small child"", ""stands in front of"", ""table""]","[""small child"", ""stands"", ""in front of short white table""]","[""small child"", ""stands"", ""in front of short white table""]"
588,A dog with golden fur is chest deep in water.,"[""dog"", ""chest deep in water""]","[""A dog"", ""chest deep in water""]","[""A dog"", ""chest deep in water""]","[""dog"", ""chest deep in water""]"
589,"A woman with a white shirt is standing near a couple in front of a store called ""Concepts.""","[""standing"", ""near a couple in front of a store""]","[""is standing""]","[""A woman"", ""standing"", ""in front of a store""]","[""A woman"", ""is standing"", ""near a couple"", ""in front of a store""]"
590,A woman is wearing a sun cap by a red stand.,"[""A woman"", ""is wearing a sun cap"", ""by a red stand""]","[""A woman is wearing a sun cap"", ""by a red stand""]","[""A woman"", ""is wearing"", ""a sun cap"", ""by a red stand""]","[""A woman is wearing a sun cap by a red stand""]"
591,Two men are playing baseball.,"[""Two men"", ""playing baseball""]","[""Two men"", ""playing baseball""]","[""Two men are playing baseball""]","[""playing baseball""]"
592,These girls are in uniforms and are playing field hockey.,"[""girls"", ""in uniforms"", ""playing field hockey""]","[""These girls"", ""playing field hockey""]","[""girls"", ""playing"", ""field hockey""]","[""girls"", ""playing field hockey""]"
593,"Six children, boys and girls, jumping into a swimming pool.","[""children"", ""jumping"", ""swimming pool""]","[""children"", ""jumping into a swimming pool""]","[""children"", ""jumping into a swimming pool""]","[""jumping into a swimming pool""]"
594,"A man walking across a crosswalk with long hair, a green hoodie, and a backpack.","[""A man walking across a crosswalk"", ""long hair"", ""green hoodie"", ""backpack""]","[""walking"", ""crosswalk""]","[""A man walking across a crosswalk""]","[""A man"", ""walking across a crosswalk""]"
596,Boy in Red uniform holding up trophy.,"[""Boy"", ""trophy""]","[""trophy"", ""holding up""]","[""Boy"", ""holding up"", ""trophy""]","[""Boy"", ""holding up trophy""]"
597,Smiling young girl wearing pink headband and lavender shirt,"[""girl"", ""smiling"", ""pink headband"", ""lavender shirt""]","[""Smiling"", ""young girl"", ""pink headband"", ""lavender shirt""]","[""girl"", ""pink headband"", ""lavender shirt""]","[""Smiling"", ""young"", ""girl"", ""pink headband"", ""lavender shirt""]"
598,A man is kneeling on the sidewalk to talk to a little girl.,"[""kneeling on the sidewalk""]","[""kneeling"", ""on the sidewalk""]","[""kneeling on the sidewalk""]","[""kneeling on the sidewalk""]"
599,Two African-American people are sitting on a couch and chair looking at something.,"[""looking at something""]","[""Two African-American people"", ""looking at something""]","[""Two African-American people"", ""looking at something""]","[""looking at something""]"
600,A baseball player in a blue uniform beats a runner to the base.,"[""baseball player""]","[""baseball player"", ""runner"", ""base""]","[""A baseball player""]","[""baseball player"", ""blue uniform"", ""beats a runner to the base""]"
602,Two girls wearing identical outfits are performing what appears to be a tap dance routine.,"[""Two girls"", ""performing"", ""tap dance routine""]","[""performing what appears to be a tap dance routine""]","[""Two girls"", ""performing"", ""tap dance routine""]","[""performing what appears to be a tap dance routine""]"
603,A player either fielding a high pass or going up for a shot while being defended on the basketball court.,"[""fielding a high pass"", ""going up for a shot"", ""basketball court""]","[""fielding a high pass"", ""going up for a shot"", ""being defended"", ""basketball court""]","[""fielding a high pass"", ""going up for a shot"", ""being defended"", ""basketball court""]","[""fielding a high pass"", ""going up for a shot"", ""being defended"", ""on the basketball court""]"
604,"A man dressed in black is attaching a tow-bar to a dark blue, wrecked SUV.","[""dark blue""]","[""dark blue""]","[""dark blue"", ""SUV""]","[""dark blue""]"
605,"The mother is in the kitchen cleaning, she has her cleaning clothes on.","[""The mother"", ""in the kitchen"", ""cleaning"", ""cleaning clothes on""]","[""mother is in the kitchen cleaning"", ""has her cleaning clothes on""]","[""The mother is in the kitchen cleaning"", ""she has her cleaning clothes on""]","[""mother"", ""in the kitchen"", ""cleaning"", ""cleaning clothes""]"
606,One man in a white robe with a microphone is reading off a sheet of paper to a crowd of people.,"[""reading off a sheet of paper""]","[""reading off a sheet of paper""]","[""reading off a sheet of paper""]","[""reading off a sheet of paper""]"
607,A blond girl and two American flags,"[""blond girl"", ""two American flags""]","[""A blond girl"", ""two American flags""]","[""A blond girl"", ""two American flags""]","[""A blond girl"", ""and"", ""two American flags""]"
609,A group of people on a large boulder all wearing life vests.,"[""A group of people"", ""on a large boulder"", ""all wearing life vests""]","[""A group of people"", ""large boulder"", ""wearing life vests""]","[""life vests"", ""on a large boulder""]","[""A group of people"", ""on a large boulder"", ""wearing life vests""]"
610,Three women are out having a drink together.,"[""Three women"", ""together""]","[""Three women"", ""together""]","[""Three women"", ""together""]","[""Three women"", ""together""]"
611,A brown dog is laying on its back on the grass with a ball in its mouth.,"[""A brown dog"", ""a ball in its mouth""]","[""A brown dog"", ""a ball in its mouth""]","[""brown dog"", ""a ball in its mouth""]","[""a ball in its mouth""]"
612,Person walking across a snow covered mountain.,"[""a snow covered mountain""]","[""Person walking across a snow covered mountain""]","[""snow covered mountain"", ""mountain""]","[""Person walking across a snow covered mountain""]"
613,A small white dog stands on its hind legs.,"[""dog"", ""stands on its hind legs""]","[""dog"", ""stands on its hind legs""]","[""dog"", ""stands on its hind legs""]","[""dog"", ""stands on its hind legs""]"
614,A man in glasses is eating food.,"[""A man in glasses"", ""eating food""]","[""A man in glasses"", ""eating food""]","[""A man in glasses is eating food""]","[""A man in glasses is eating food""]"
615,Asian people standing on the street waiting for a bus.,"[""Asian people""]","[""Asian people""]","[""Asian people"", ""waiting for a bus""]","[""Asian people""]"
616,"Two lacrosse teams- one in black and orange, and the other in blue and white- play on a grass field.","[""Two lacrosse teams"", ""play on a grass field""]","[""Two lacrosse teams"", ""play"", ""on a grass field""]","[""Two lacrosse teams"", ""play"", ""on a grass field""]","[""Two lacrosse teams"", ""play on a grass field""]"
617,A man sits outside in the partial shade in a hammock reading something.,"[""A man"", ""reading something"", ""outside in the partial shade in a hammock""]","[""A man"", ""reading something"", ""in a hammock""]","[""A man"", ""reading something"", ""in a hammock""]","[""A man"", ""reading something"", ""in a hammock""]"
618,A man carving a pumpkin in his boxers.,"[""in his boxers""]","[""in his boxers""]","[""in his boxers""]","[""in his boxers""]"
619,"A baby shower was held for the new mother, there was a lovely cake in pink and white, and strawberries and punch for refreshments.","[""cake"", ""strawberries""]","[""strawberries"", ""punch"", ""for refreshments""]","[""strawberries"", ""punch""]","[""strawberries"", ""punch"", ""refreshments""]"
620,Two guys in jackets with the hoods on making a pose for the camera on the beach.,"[""Two guys"", ""making a pose"", ""for the camera""]","[""Two guys"", ""in jackets"", ""with the hoods on"", ""making a pose"", ""for the camera"", ""on the beach""]","[""Two guys"", ""jackets with the hoods on"", ""making a pose"", ""for the camera"", ""on the beach""]","[""Two guys in jackets with the hoods on making a pose for the camera on the beach""]"
622,"A sleeping man lays on a bench, resting on the lap of an older, sleeping man.","[""A sleeping man"", ""resting on the lap"", ""lays on a bench""]","[""A sleeping man"", ""lays on a bench""]","[""A sleeping man"", ""resting"", ""on a bench""]","[""A sleeping man"", ""lays on a bench"", ""resting""]"
623,A horse and jockey jumping over a barrier.,"[""horse"", ""jumping over"", ""barrier""]","[""horse"", ""jumping over a barrier""]","[""A horse and jockey"", ""jumping over"", ""a barrier""]","[""horse"", ""jumping over"", ""barrier""]"
