id,premise_text,evidence_original,evidence_lexical,evidence_syntactic,evidence_pragmatic
356,Two people sit in shadow in the open back of a vehicle followed by another vehicle.,"[""Two people"", ""sit"", ""in the open back of a vehicle""]","[""Two people"", ""sit"", ""in the open back of a vehicle""]","[""Two people"", ""sit"", ""in the open back of a vehicle""]","[""Two people sit in the open back of a vehicle""]"
357,Three men in suits hold hands and celebrate.,"[""celebrate""]","[""celebrate""]","[""celebrate""]","[""celebrate""]"
358,A man with a dog.,"[""A man with a dog""]","[""man"", ""dog""]","[""man"", ""dog""]","[""man"", ""with a"", ""dog""]"
360,When struggling to work on scaffolding in humid weather.,"[""humid weather""]","[""humid weather""]","[""work"", ""humid weather""]","[""humid weather""]"
361,A woman looking at pants in a colorful store.,"[""looking""]","[""looking at""]","[""A woman"", ""looking""]","[""looking""]"
362,Eight people meditating on the beach.,"[""Eight people"", ""meditating""]","[""Eight people"", ""meditating""]","[""Eight people"", ""meditating""]","[""meditating""]"
365,A man in the crowd records two people covered in aluminum foil.,"[""in the crowd""]","[""in the crowd""]","[""in the crowd""]","[""in the crowd""]"
366,A family having a good time eating.,"[""A family"", ""having a good time eating""]","[""eating""]","[""family"", ""eating""]","[""A family"", ""eating""]"
367,A couple with sunglasses are laying on the beach.,"[""sunglasses"", ""on the beach""]","[""laying on the beach""]","[""with sunglasses"", ""laying on the beach""]","[""laying on the beach"", ""sunglasses""]"
368,The dogs are playing with a tennis ball in the yard.,"[""dogs"", ""yard""]","[""dogs"", ""in the yard""]","[""dogs"", ""yard""]","[""dogs"", ""in the yard""]"
369,A man is working on his wooden boat.,"[""working on his wooden boat""]","[""working on his wooden boat""]","[""working on his wooden boat""]","[""working on his wooden boat""]"
370,Five young men are playing music in the street.,"[""are playing music""]","[""are playing music""]","[""are playing music""]","[""are playing music""]"
371,A woman in a striped skirt rolls a black ball.,"[""woman"", ""striped skirt"", ""rolls a black ball""]","[""A woman"", ""striped skirt"", ""rolls"", ""a black ball""]","[""woman"", ""in a striped skirt"", ""rolls"", ""black ball""]","[""woman"", ""striped skirt"", ""rolls a black ball""]"
372,A man and woman both wearing hats and carrying backpacks.,"[""A man and woman"", ""wearing hats and carrying backpacks""]","[""A man and woman"", ""wearing hats"", ""carrying backpacks""]","[""A man and woman"", ""wearing hats"", ""carrying backpacks""]","[""A man and woman"", ""wearing hats"", ""carrying backpacks""]"
373,A man juggling in front of a group of kids.,"[""juggling""]","[""juggling""]","[""juggling""]","[""juggling""]"
374,a skateboarder in a green shirt is taking a jump of a step in front of a pink building.,"[""taking a jump""]","[""a skateboarder in a green shirt"", ""taking a jump of a step""]","[""a skateboarder in a green shirt"", ""taking a jump""]","[""is taking a jump""]"
375,"In the middle of a shopping center, there are two statues of men on bicycles with skeletons by them.","[""two statues of men on bicycles"", ""skeletons""]","[""statues of men on bicycles with skeletons by them""]","[""shopping center"", ""two statues of men on bicycles with skeletons by them""]","[""two statues of men on bicycles"", ""skeletons""]"
376,"A woman wearing a short skirt, yellow top, and denim jacket stands in front of a brick building covered with worn out signs.","[""A woman"", ""short skirt"", ""denim jacket"", ""stands in front of"", ""brick building""]","[""woman"", ""short skirt"", ""denim jacket"", ""stands in front of a brick building""]","[""A woman"", ""short skirt"", ""denim jacket"", ""in front of a brick building""]","[""short skirt"", ""stands in front of a brick building"", ""denim jacket""]"
377,Two children are sitting at a desk.,"[""sitting at a desk""]","[""sitting at a desk""]","[""sitting""]","[""children"", ""sitting at a desk""]"
378,The woman stands near a dangerously cracked window.,"[""The woman stands""]","[""woman"", ""stands""]","[""The woman stands""]","[""woman"", ""stands""]"
379,A man in jeans is lying on a wooden floor.,"[""lying""]","[""lying""]","[""man"", ""lying""]","[""lying""]"
381,"A city sidewalk scene consisting of two men with dreadlocks sitting on the ground, a punk rocker holding books, a woman with a camera walking away, and a man wearing a long coat, scarf, hat, and sunglasses looking away from the picture.","[""city sidewalk scene"", ""two men"", ""a punk rocker"", ""a woman""]","[""city"", ""two men"", ""a punk rocker"", ""a woman"", ""a man""]","[""city"", ""two men with dreadlocks"", ""a punk rocker"", ""a woman with a camera"", ""a man wearing a long coat, scarf, hat, and sunglasses""]","[""city sidewalk scene"", ""men"", ""punk rocker"", ""woman"", ""man""]"
382,"A man with a green hat in a small boat named ""Texas Mooring"", in the water.","[""A man"", ""in a small boat""]","[""man"", ""in"", ""boat""]","[""man"", ""boat"", ""in a small boat""]","[""A man"", ""in a small boat""]"
383,A religious gathering reading a book.,"[""reading a book""]","[""reading a book""]","[""reading""]","[""reading a book""]"
384,A football player prepares to throw the ball.,"[""football player"", ""prepares to throw the ball""]","[""football player"", ""prepares""]","[""football player"", ""prepares""]","[""A football player"", ""prepares to throw the ball""]"
385,A man with two dogs plays ball in a field of grass.,"[""in a field of grass""]","[""in a field of grass""]","[""in a field of grass""]","[""in a field of grass""]"
386,"A man in a business suit is walking down the street, pulling luggage.","[""A man in a business suit"", ""is walking down the street"", ""pulling luggage""]","[""A man"", ""in a business suit"", ""is walking down the street"", ""pulling luggage""]","[""business suit"", ""walking down the street"", ""pulling luggage""]","[""A man in a business suit"", ""is walking down the street"", ""pulling luggage""]"
387,A man excitedly pushing in lawn mower in the backyard of a house.,"[""in the backyard of a house""]","[""in the backyard""]","[""in the backyard of a house""]","[""in the backyard of a house""]"
388,A man is playing tug-of-war with his dog.,"[""A man"", ""playing tug-of-war"", ""with his dog""]","[""man"", ""playing tug-of-war"", ""dog""]","[""man"", ""playing tug-of-war"", ""dog""]","[""playing tug-of-war with his dog""]"
389,A fluffy white dog is coming out of a blue striped obstacle shute.,"[""fluffy""]","[""fluffy""]","[""fluffy"", ""dog""]","[""fluffy""]"
390,Young woman trying to keep the Jenga tower stable.,"[""trying to keep the Jenga tower stable""]","[""Young woman"", ""trying to keep the Jenga tower stable""]","[""trying to keep the Jenga tower stable""]","[""trying to keep the Jenga tower stable""]"
393,A shirtless man is rock climbing on a vertical rock face.,"[""shirtless""]","[""shirtless""]","[""shirtless man""]","[""A shirtless man"", ""rock climbing"", ""vertical rock face""]"
394,A person in a hard hat is doing some work on a train track.,"[""person"", ""hard hat""]","[""person"", ""hard hat""]","[""A person"", ""in a hard hat""]","[""person"", ""hard hat""]"
395,A goalie is catching a soccer ball.,"[""goalie"", ""catching"", ""soccer ball""]","[""goalie"", ""catching a soccer ball""]","[""goalie"", ""catching a soccer ball""]","[""goalie"", ""catching a soccer ball""]"
397,Two female members of team USA performing a jump high-five surrounded by two other female members.,"[""female""]","[""female""]","[""female""]","[""female""]"
399,A shirtless man with a race placard on his butt is posing like a body-builder.,"[""race placard"", ""posing like a body-builder""]","[""like a body-builder""]","[""posing like a body-builder"", ""race placard""]","[""race placard"", ""posing like a body-builder""]"
400,A person with a variety of different wares standing amongst several others on a dirt road.,"[""person with a variety of different wares""]","[""wares""]","[""A person with a variety of different wares""]","[""wares"", ""standing"", ""amongst several others on a dirt road""]"
401,A man in a heavy coat makes repairs at a train station.,"[""heavy coat"", ""makes repairs""]","[""A man"", ""heavy coat"", ""makes repairs"", ""at a train station""]","[""A man"", ""heavy coat"", ""makes repairs"", ""at a train station""]","[""heavy coat"", ""makes repairs""]"
402,A ceremonial parade being held is passing over a street corner by the bay.,"[""by the bay""]","[""ceremonial parade"", ""by the bay""]","[""ceremonial parade"", ""by the bay""]","[""by the bay""]"
403,Three people in a group of cars in what appears to be a city scene; two of them carrying a large bottle and one is a female dressed in high heels.,"[""Three people"", ""group of cars""]","[""Three people"", ""group of cars"", ""in a group of cars""]","[""Three people"", ""in a group of cars""]","[""Three people"", ""in a group of cars""]"
404,Asian girls line up near some flags.,"[""Asian girls"", ""line up"", ""near some flags""]","[""Asian girls"", ""line up"", ""some flags""]","[""Asian girls"", ""line up"", ""near some flags""]","[""girls"", ""line up near"", ""flags""]"
405,Men working with hoses and a large blue and white truck.,"[""working with hoses""]","[""Men"", ""working with hoses"", ""truck""]","[""working with hoses and a large blue and white truck""]","[""working with"", ""hoses"", ""a large blue and white truck""]"
407,A boy wearing a blue shirt riding a gray horse on a gravel path through the green overgrown field.,"[""riding a gray horse"", ""on a gravel path"", ""through the green overgrown field""]","[""A boy"", ""riding a gray horse"", ""on a gravel path"", ""through the green overgrown field""]","[""riding a gray horse"", ""field""]","[""riding a gray horse"", ""on a gravel path"", ""through the green overgrown field""]"
409,A crowd of people gathered in a public place outdoors sitting at picnic tables.,"[""outdoors""]","[""outdoors""]","[""outdoors"", ""picnic tables""]","[""outdoors""]"
410,A couple sharing in an embrace,"[""sharing in an embrace""]","[""A couple"", ""embrace""]","[""sharing in an embrace""]","[""embrace""]"
411,"At the corner of an intersection, a black vehicle waits as a woman in black holding a bag is crossing the street.","[""a woman"", ""is crossing the street""]","[""woman"", ""crossing the street""]","[""woman"", ""crossing the street""]","[""is crossing the street""]"
412,A young man is shooting pool.,"[""shooting pool""]","[""shooting pool""]","[""shooting pool""]","[""shooting pool""]"
413,A group of men stand in line in a dimly-lit restaurant bar.,"[""restaurant bar""]","[""stand in line"", ""restaurant bar""]","[""men stand in line"", ""restaurant bar""]","[""men"", ""stand in line"", ""restaurant bar""]"
414,"Two men, one in yellow, are on a wooden boat.","[""Two men"", ""on a wooden boat""]","[""Two men"", ""on a wooden boat""]","[""Two men"", ""one in yellow"", ""on a wooden boat""]","[""Two men"", ""one in yellow"", ""are on a wooden boat""]"
415,Five men stand outside and look like they are about to work.,"[""Five men"", ""look like they are about to work""]","[""men"", ""look like they are about to work""]","[""Five men"", ""look like they are about to work""]","[""Five men"", ""look like they are about to work""]"
416,a man in scrubs stands next to a computer,"[""scrubs"", ""computer""]","[""scrubs"", ""computer""]","[""scrubs"", ""computer""]","[""scrubs"", ""computer""]"
417,The women is washing the newborn baby.,"[""washing"", ""newborn baby""]","[""washing"", ""newborn baby""]","[""washing""]","[""washing""]"
420,"Man grilling hotdogs, buns, peppers and other foods while another man stands behind him posing.","[""grilling"", ""posing""]","[""grilling hotdogs, buns, peppers and other foods"", ""posing""]","[""grilling hotdogs, buns, peppers and other foods"", ""behind him"", ""posing""]","[""grilling"", ""posing""]"
421,"Two men who appear to be in good spirits, one in a red shirt and another in a blue shirt are climbing on a crosswalk signal pole.","[""climbing on a crosswalk signal pole""]","[""good spirits"", ""climbing on a crosswalk signal pole""]","[""appear to be in good spirits"", ""climbing on a crosswalk signal pole""]","[""appear to be in good spirits"", ""climbing on a crosswalk signal pole""]"
422,A man in a white shirt is walking a dog on the side of a street.,"[""walking a dog"", ""on the side of a street""]","[""walking a dog"", ""the side of a street""]","[""A man"", ""walking a dog"", ""on the side of a street""]","[""walking a dog"", ""on the side of a street""]"
424,A mid sized mixed gender choir sings while the director motions to keep beat.,"[""sings"", ""motions to keep beat""]","[""choir"", ""sings"", ""director"", ""motions to keep beat""]","[""sings"", ""motions to keep beat""]","[""sings"", ""motions to keep beat""]"
425,A large amount of people at an outdoor festival.,"[""A large amount of people"", ""at an outdoor festival""]","[""people"", ""outdoor festival""]","[""people""]","[""large amount of people"", ""outdoor festival""]"
429,En exotic young lady looks perplexed while speaking with an older gentleman.,"[""perplexed"", ""speaking with an older gentleman""]","[""looks perplexed"", ""speaking with an older gentleman""]","[""perplexed"", ""speaking with an older gentleman""]","[""perplexed"", ""young lady"", ""speaking with an older gentleman""]"
430,A man is sitting on top of a mountain.,"[""man"", ""sitting"", ""on top of a mountain""]","[""sitting"", ""on top of a mountain""]","[""A man"", ""is sitting"", ""on top of a mountain""]","[""A man"", ""is sitting"", ""on top of a mountain""]"
431,a firefighter standing proud in front of his truck.,"[""standing""]","[""standing""]","[""standing"", ""proud""]","[""standing proud""]"
432,Two children and a man are looking at the grass beside a lake.,"[""Two children"", ""a man"", ""looking at the grass""]","[""Two children"", ""a man"", ""looking at the grass""]","[""Two children and a man"", ""are looking at the grass beside a lake""]","[""Two children and a man"", ""looking at the grass beside a lake""]"
433,A man wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while crossing a busy street.,"[""man""]","[""A man""]","[""A man""]","[""A man"", ""wearing headphones and a checkered shirt with tan jacket"", ""reaches inside his jacket"", ""crossing a busy street""]"
434,waiting for someone on the street.,"[""waiting"", ""on the street""]","[""waiting for"", ""someone"", ""on the street""]","[""waiting"", ""someone"", ""street""]","[""waiting for someone on the street""]"
435,a young girl in red riding a unicycle,"[""riding a unicycle""]","[""riding a unicycle""]","[""riding a unicycle""]","[""riding a unicycle""]"
437,"A middle-aged man with a white beard and glasses holds up a small, wooden handmade cabinet.","[""holds up"", ""a small, wooden handmade cabinet""]","[""holds up a small, wooden handmade cabinet""]","[""holds up"", ""a small, wooden handmade cabinet""]","[""holds up"", ""a small, wooden handmade cabinet""]"
442,Four runners race down the street.,"[""race down the street""]","[""race down the street""]","[""race"", ""runners""]","[""runners"", ""race down the street""]"
443,A man working on something alone in an industrial setting.,"[""man"", ""working on something"", ""alone""]","[""man"", ""working on something"", ""alone""]","[""man"", ""working on something"", ""alone""]","[""A man"", ""working on something"", ""alone""]"
444,A group of professionally dressed people are sitting near each other is a downtown area of a city.,"[""professionally dressed"", ""sitting near each other"", ""downtown area""]","[""professionally dressed people"", ""sitting near each other"", ""downtown area of a city""]","[""professionally dressed"", ""downtown area"", ""sitting""]","[""people"", ""professionally dressed"", ""sitting near each other"", ""downtown area of a city""]"
445,Two scientists are examining a petri dish.,"[""Two scientists"", ""examining"", ""a petri dish""]","[""Two scientists"", ""examining""]","[""scientists"", ""examining"", ""a petri dish""]","[""are"", ""examining""]"
446,Four children are smiling as they pose together with a bicycle that is much too big for them.,"[""smiling"", ""pose together with a bicycle"", ""much too big""]","[""children are smiling"", ""pose together with a bicycle"", ""that is much too big for them""]","[""Four children"", ""smiling"", ""pose together with a bicycle"", ""much too big for them""]","[""much too big for them""]"
447,A white man in the background watches a black man in the foreground playing with a soccer ball on a beach.,"[""man"", ""man"", ""beach""]","[""man"", ""man"", ""on a beach""]","[""a white man"", ""a black man"", ""on a beach""]","[""man"", ""man"", ""beach""]"
448,Three kids and one adult walking on a path.,"[""on a path""]","[""on a path""]","[""path""]","[""on a path""]"
449,Three adults wearing lab coats pose for a picture with alcohol.,"[""lab coats""]","[""lab coats""]","[""lab coats""]","[""lab coats""]"
450,A young blond girl with a pink shirt on jumps high into the air while kicking her foot out and sticking her tongue out.,"[""jumps high"", ""kicking""]","[""jumps high into the air""]","[""jumps high into the air"", ""kicking her foot out""]","[""jumps high"", ""kicking her foot out""]"
452,A large group of swimmers entering the water.,"[""swimmers"", ""entering the water""]","[""entering the water""]","[""entering the water""]","[""entering the water""]"
453,Woman in green tops is watching the dark clouds.,"[""Woman in green tops"", ""watching the dark clouds""]","[""green tops"", ""dark clouds""]","[""Woman"", ""green tops"", ""watching"", ""dark clouds""]","[""green tops"", ""dark clouds""]"
454,A black man is sitting on a bench in front of a public transit map.,"[""black man""]","[""black"", ""man""]","[""A black man"", ""sitting on a bench in front of a public transit map""]","[""A black man""]"
456,A young lady with an umbrella is walking by while two women are adoring the adorable puppy one gentleman was walking.,"[""A young lady"", ""is walking by"", ""two women"", ""one gentleman"", ""was walking""]","[""A young lady"", ""is walking by"", ""two women"", ""one gentleman"", ""was walking""]","[""A young lady"", ""is walking by"", ""two women"", ""are adoring"", ""one gentleman"", ""was walking""]","[""A young lady"", ""is walking by"", ""two women"", ""are adoring"", ""one gentleman"", ""was walking""]"
457,A person is sitting behind two large baskets of bread.,"[""A person"", ""is sitting"", ""behind two large baskets of bread""]","[""person"", ""sitting""]","[""sitting behind two large baskets of bread""]","[""A person"", ""is sitting"", ""behind two large baskets of bread""]"
458,A large brown and a small white dog play indoors on a carpet.,"[""brown"", ""white""]","[""brown"", ""white""]","[""brown"", ""white""]","[""brown"", ""white""]"
459,A group of people walk down a path in a wooded area.,"[""A group of people"", ""walk"", ""a path in a wooded area""]","[""A group of people"", ""walk down a path"", ""in a wooded area""]","[""A group of people"", ""walk down"", ""a path in a wooded area""]","[""A group of people"", ""walk down a path"", ""in a wooded area""]"
460,Regal horse and white carriage scene with female driver and two blond little flower girls dressed in white.,"[""horse""]","[""horse""]","[""horse""]","[""horse""]"
461,A man in heavy clothing with a cart of tools bending to inspect the floor,[],"[""heavy clothing"", ""cart of tools"", ""inspect the floor""]","[""heavy clothing"", ""cart of tools"", ""bending to inspect the floor""]",[]
462,"While others gather in areas, a man in a brown shirt sits with reading material in hand.","[""brown shirt"", ""sits""]","[""brown shirt"", ""sits""]",[],"[""brown shirt"", ""sits""]"
463,Passengers boarding a train.,"[""boarding""]","[""boarding""]",[],[]
467,There are people sitting in seats that are in rows.,"[""people sitting in seats that are in rows""]","[""people sitting in seats that are in rows""]",[],"[""people sitting in seats that are in rows""]"
468,A man in a plaid shirt is selling products to customers.,"[""selling products""]","[""man"", ""products""]","[""products""]","[""products""]"
470,Four women sitting on a black couch drinking beer.,"[""sitting on a couch""]",[],"[""sitting"", ""drinking beer""]","[""sitting on a black couch""]"
472,A costumes woman applies makeup while looking in a mirror.,[],[],[],"[""costumes woman"", ""applies makeup""]"
473,An older woman sews happily whilst sitting.,"[""woman"", ""sews"", ""sitting""]","[""An older woman"", ""sews"", ""sitting""]","[""sews""]","[""woman"", ""sews"", ""sitting""]"
474,A woman in colonial clothing being plunged into the water.,"[""being plunged into the water""]","[""being plunged into the water""]","[""plunged into the water""]","[""being plunged into the water""]"
475,A surfer does a flip on a wave.,"[""on a wave""]","[""on a wave""]","[""surfer"", ""on a wave""]","[""on a wave""]"
476,A little boy aims a basketball at the hoop.,"[""aims a basketball at the hoop""]","[""A little boy"", ""aims a basketball at the hoop""]","[""aims a basketball at the hoop""]","[""A little boy"", ""aims a basketball at the hoop""]"
479,The cute baby in a diaper and shirt plays in the dirt.,"[""baby"", ""plays in the dirt""]","[""baby"", ""plays in the dirt""]","[""baby"", ""plays in the dirt""]","[""baby"", ""plays in the dirt""]"
481,A blank wall of whiteness.,"[""blank wall""]","[""blank""]","[""blank wall""]","[""blank"", ""wall""]"
483,a man pushes a boy on a zip line.,"[""pushes a boy on a zip line""]","[""pushes a boy on a zip line""]","[""boy"", ""pushed"", ""on a zip line""]","[""pushes"", ""boy"", ""on a zip line""]"
484,A man wearing all black walking down the sidewalk looking at his I-Pod.,"[""wearing all black""]","[""all black""]","[""wearing all black""]","[""wearing all black""]"
485,A man in a black shirt is playing bowling where the pins are replaced with spray paint cans and there is a graffiti filled wall in the background.,"[""spray paint cans"", ""graffiti filled wall""]","[""playing bowling"", ""pins are replaced with spray paint cans"", ""graffiti filled wall""]","[""is playing bowling"", ""spray paint cans"", ""graffiti filled wall""]","[""A man"", ""is playing bowling"", ""spray paint cans"", ""a graffiti filled wall""]"
486,A shirtless man in blue pants repairs a steel tea pot.,"[""shirtless""]","[""shirtless""]","[""shirtless""]","[""shirtless""]"
487,a woman in a blue shirt sitting on a red couch,"[""blue shirt"", ""red couch""]","[""blue"", ""red""]","[""woman"", ""blue shirt"", ""sitting"", ""red couch""]","[""blue shirt"", ""red couch""]"
489,A group of men in a yellow boat with their dogs.,"[""in a yellow boat""]","[""A group of men"", ""in a yellow boat"", ""with their dogs""]","[""A group of men"", ""in a yellow boat"", ""with their dogs""]","[""men"", ""boat"", ""dogs""]"
490,A little girl is hugging a woman.,"[""hugging a woman""]","[""hugging"", ""a woman""]","[""hugging"", ""woman""]","[""hugging"", ""A little girl"", ""a woman""]"
491,A soccer player prepares for a corner kick.,"[""soccer"", ""prepares for a corner kick""]","[""prepares for a corner kick""]","[""prepares for a corner kick""]","[""soccer player"", ""prepares for a corner kick""]"
492,A heavyset man running a Pro-Saw concrete saw with a piece of white construction equipment in the background.,"[""heavyset man"", ""a piece of white construction equipment"", ""in the background""]","[""heavyset"", ""construction equipment"", ""in the background""]","[""man"", ""a piece of white construction equipment"", ""in the background""]","[""heavyset man"", ""a piece of white construction equipment"", ""in the background""]"
493,A dog walking through a small stream with a rag in his mouth.,"[""A dog"", ""walking"", ""through a small stream""]","[""walking through a small stream""]","[""dog"", ""through a small stream""]","[""A dog"", ""walking through a small stream"", ""with a rag in his mouth""]"
495,Two girls cleaning a floor.,"[""Two girls"", ""cleaning""]","[""cleaning a floor""]","[""Two girls"", ""cleaning""]","[""cleaning a floor""]"
496,A group of children play jump rope in the streets while others watch in the background.,"[""play jump rope"", ""in the streets""]","[""play jump rope"", ""in the streets"", ""watch"", ""in the background""]","[""children"", ""streets""]","[""children"", ""play jump rope"", ""in the streets""]"
497,"Four men are rollerskating in a line, with the last three holding onto the hips of the man ahead of them.","[""men"", ""rollerskating""]","[""men"", ""rollerskating""]","[""men"", ""rollerskating""]","[""Four men are rollerskating""]"
499,An Asian man is standing on a busy sidewalk as people walk by with bags.,"[""standing on a busy sidewalk""]","[""on a busy sidewalk""]","[""sidewalk""]","[""busy sidewalk""]"
500,A dog is plling a very large branch out of the water.,"[""A dog"", ""pulling""]","[""plling a very large branch""]","[""dog"", ""pulling a very large branch out of the water""]","[""plling a very large branch""]"
501,Three women down the street with trees in the background.,"[""Three women"", ""street with trees in the background""]","[""Three"", ""down the street"", ""trees in the background""]","[""down the street""]","[""down the street""]"
502,a girl in a blue hoodie is carrying a brown bag,"[""carrying"", ""a brown bag""]","[""carrying"", ""bag""]","[""carrying a brown bag""]","[""carrying"", ""a brown bag""]"
503,A tennis player on a tennis court bent over and running.,"[""on a tennis court""]","[""on a tennis court""]","[""on a tennis court""]","[""on a tennis court""]"
504,A man in a flannel shirt and denim overalls working with tools in a workshop.,"[""working with tools""]","[""working with tools in a workshop""]","[""working with tools""]","[""working with tools in a workshop""]"
505,A door in a tall concrete wall,"[""door"", ""wall""]","[""A door""]","[""door"", ""wall""]","[""door"", ""wall""]"
506,A young girl with a pink headband hits a dish and pan with chopsticks.,"[""hits"", ""a dish and pan""]","[""A young girl"", ""hits a dish""]","[""young girl"", ""hits"", ""a dish""]","[""girl"", ""hits"", ""a dish""]"
507,Two dogs playing with the same red toy.,"[""dogs"", ""playing""]","[""playing""]","[""playing""]","[""playing""]"
508,Road crew dressed in safety green shirts are standing near a white 4 x 4 truck.,"[""Road crew"", ""standing near"", ""4 x 4 truck""]","[""Road crew"", ""dressed in safety green shirts"", ""standing near a white 4 x 4 truck""]","[""Road crew"", ""dressed in safety green shirts"", ""standing near a white 4 x 4 truck""]","[""Road crew"", ""standing near a white 4 x 4 truck""]"
509,A man wearing a green jacket is holding onto a baby in an orange bonnet.,"[""holding onto a baby""]","[""A man"", ""holding onto a baby""]","[""A man"", ""holding onto a baby""]","[""A man"", ""is holding onto"", ""a baby""]"
510,A woman with a white tank top and red sunglasses holding a volleyball.,"[""holding a volleyball"", ""white tank top"", ""red sunglasses""]","[""A woman"", ""white tank top"", ""red sunglasses"", ""holding a volleyball""]","[""holding a volleyball""]","[""holding a volleyball""]"
511,"A crowded marketplace is filled with people, including women with their heads covered with veils.","[""marketplace"", ""women with their heads covered with veils""]","[""marketplace"", ""women"", ""heads covered with veils""]","[""marketplace"", ""women"", ""heads covered with veils""]","[""marketplace"", ""women with their heads covered with veils""]"
512,Black dog with blue string in its mouth.,"[""dog"", ""blue string"", ""in its mouth""]","[""blue string"", ""in its mouth""]","[""blue string"", ""in its mouth""]","[""blue string"", ""in its mouth""]"
513,Some plants are growing near the window.,"[""Some plants"", ""growing near the window""]","[""Some plants"", ""growing"", ""near the window""]","[""Some plants are growing near the window""]","[""plants are growing""]"
514,A woman with a large purse and boots walking in a marble-looking hall.,"[""marble-looking hall""]","[""woman"", ""large purse"", ""boots"", ""walking"", ""marble-looking hall""]","[""marble-looking hall""]","[""marble-looking hall""]"
516,Three motorcycles with people on them going either shopping or to work.,"[""people on them"", ""going"", ""shopping or to work""]","[""motorcycles with people on them"", ""going"", ""shopping or to work""]","[""people on them"", ""going either shopping or to work""]","[""people on them"", ""going"", ""shopping or to work""]"
517,A woman in a black bikini jumps into the water.,"[""woman"", ""jumps into the water""]","[""jumps into the water""]","[""A woman"", ""jumps into the water""]","[""jumps into the water""]"
519,Two people are sitting on a wooden bench by trees in front of a white building.,"[""Two people"", ""are sitting""]","[""sitting""]","[""sitting""]","[""sitting""]"
524,Two basketball players corner an opponent.,"[""basketball players"", ""corner an opponent""]","[""basketball players"", ""corner an opponent""]","[""basketball players"", ""corner an opponent""]","[""basketball players"", ""corner an opponent""]"
526,"Two dogs, one light brown and one gray, play outdoors on the grass.","[""Two dogs"", ""play"", ""outdoors on the grass""]","[""dogs"", ""play"", ""outdoors"", ""on the grass""]","[""dogs"", ""play"", ""on the grass""]","[""Two dogs"", ""outdoors on the grass""]"
529,The woman is placing an orange rose as a boutonniere on the man's suit jacket collar.,"[""man"", ""suit jacket""]","[""man"", ""suit jacket""]","[""man"", ""suit jacket""]","[""man"", ""suit jacket""]"
530,The mountaintop is filled with snow.,"[""mountaintop is filled with snow""]","[""mountaintop"", ""is filled with snow""]","[""mountaintop is filled with snow""]","[""mountaintop"", ""filled with snow""]"
531,An older Asian man is baking bread sticks in an oven.,"[""An older Asian man"", ""baking bread sticks""]","[""An older Asian man"", ""baking bread sticks""]","[""An older Asian man"", ""baking bread sticks""]","[""older Asian man"", ""baking bread sticks""]"
532,A bride and groom are holding hands at a wedding ceremony.,"[""bride and groom"", ""at a wedding ceremony""]","[""bride and groom"", ""at a wedding ceremony""]","[""bride and groom"", ""wedding ceremony""]","[""bride and groom"", ""at a wedding ceremony""]"
535,Two men in dress shirts and holding microphones sing together.,"[""sing together""]","[""sing together""]","[""sing together"", ""holding microphones""]","[""microphones"", ""sing""]"
538,Two guys are welding a large black pipe,"[""guys"", ""welding"", ""pipe""]","[""guys"", ""welding a pipe""]","[""guys"", ""welding"", ""pipe""]","[""guys"", ""welding"", ""pipe""]"
539,A large group of what appear to be Indian women and children stand for a photo outside of a building.,"[""group""]","[""women""]","[""A large group of what appear to be Indian women and children"", ""stand for a photo outside of a building""]","[""A large group of what appear to be Indian women and children stand for a photo outside of a building.""]"
540,Three young people drink beers at a bar.,"[""Three young people drink beers at a bar""]","[""Three young people"", ""drink beers"", ""at a bar""]","[""Three young people"", ""drink beers"", ""at a bar""]","[""Three young people"", ""drink beers""]"
541,"A group of women and a quilt that says ""Peace Knits"".","[""women"", ""quilt that says \""Peace Knits\""""]","[""A group of women"", ""a quilt that says \""Peace Knits\""""]","[""women"", ""quilt that says \""Peace Knits\""""]","[""quilt"", ""Peace Knits""]"
542,Two men sit at a table on the sidewalk under a francisco street sign,"[""sit""]","[""sit""]","[""sit""]","[""sit""]"
543,A man is sitting on a silver scooter.,"[""A man"", ""is sitting"", ""silver scooter""]","[""A man"", ""is sitting"", ""a silver scooter""]","[""A man"", ""is sitting on"", ""silver scooter""]","[""man"", ""sitting"", ""silver scooter""]"
544,A girl in a bikini in climbing rocks.,"[""bikini"", ""climbing rocks""]","[""bikini"", ""climbing rocks""]","[""climbing rocks""]","[""bikini"", ""climbing rocks""]"
545,A tattoo artist concentrating as he works on creating a tattoo for a customer.,"[""A tattoo artist"", ""creating a tattoo"", ""a customer""]","[""tattoo artist"", ""creating a tattoo""]","[""creating a tattoo""]","[""tattoo artist"", ""creating a tattoo"", ""customer""]"
546,A man with a dog.,"[""with a dog""]","[""with a dog""]","[""A man with a dog""]","[""with a dog""]"
547,A man in an orange jacket and pants standing in the street looking at a orange truck.,"[""in the street""]","[""in the street""]","[""standing"", ""in the street""]","[""in the street""]"
548,Fisherman on boat grabbing a net filled with what appears to be clams.,"[""Fisherman"", ""grabbing a net""]","[""Fisherman"", ""on boat grabbing a net filled with what appears to be clams""]","[""Fisherman"", ""grabbing a net filled with what appears to be clams""]","[""Fisherman"", ""grabbing a net""]"
