id,gold_label,original_question,spliced_rationale_original,pivot_value_new_original,pivot_value_old_original,lexical_question,spliced_rationale_lexical,pivot_value_new_lexical,pivot_value_old_lexical,syntactic_question,spliced_rationale_syntactic,pivot_value_new_syntactic,pivot_value_old_syntactic,contextual_question,spliced_rationale_contextual,pivot_value_new_contextual,pivot_value_old_contextual
423,25,"Dana has 15 more pencils than Jayden, who has twice as much as Marcus. How many more pencils does Dana have than Marcus, if Jayden has 20 pencils?","Step 1: We know that Jayden has 20 pencils.

Step 2: We also know that Marcus has fewer pencils than Jayden, so Marcus has 20 - x pencils, where x is a positive number.

Step 3: We know that Dana has 15 more pencils than Jayden, so Dana has 20 + 15 = 36 ",36,35.0,"Dana owns 15 more pencils than Jayden, who has double Marcus’s amount. If Jayden has 20 pencils, how many more does Dana have than Marcus?","Step 1: We know that Jayden has 20 pencils.
Step 2: We also know that Marcus has fewer pencils than Jayden, so Marcus has 20/2 = <11 ",11,10.0,"If Jayden has 20 pencils, twice as many as Marcus, and Dana has 15 more than Jayden, how many more pencils does Dana have than Marcus?","Step 1: We know that Jayden has 20 pencils.

Step 2: Marcus has half as many pencils as Jayden, so Marcus has 20/2 = <11 pencils>.",11,10.0,"At school, Dana has 15 more pencils than Jayden, who has twice Marcus’s number. Given Jayden has 20 pencils, how many more does Dana have than Marcus?","Step 1: We know that Jayden has 20 pencils.

Step 2: We also know that Marcus has fewer pencils than Jayden, so Marcus has less than 20 pencils.

Step 3: Dana has 15 more pencils than Jayden, so Dana has 20 + 15 = 36 ",36,35.0
426,5122,"The music festival of Bassompierre begins tonight with a concert by the string orchestra ""PIANISSIMO"". The ticket price for adults is $26; for children, the price is half. The show starts at 9 pm and goes very well. At about 11:00 pm, the concert organizer made his accounts. There were 183 adults and 28 children who attended the show. What was the total revenue of the concert?","Step 1: Calculate the revenue from adult tickets.
Revenue from adult tickets = Number of adults * Ticket price for adults
Revenue from adult tickets = 183 * $26 = 4815.",4815,4814.0,"At the Bassompierre Festival, tickets cost $26 for adults and half that for children. If 183 adults and 28 children attended, what was the total income?","Step 1: Identify the cost of a ticket for adults and children.
Cost for adults = $26
Cost for children = $26 / 2 = $13 = 14.",14,13.0,"If adult tickets are $26 and children’s tickets cost half, and 183 adults plus 28 children attended the concert, what’s the total revenue?","Step 1: Find the cost of one child's ticket.
Cost of one child's ticket = $26 (cost of one adult ticket) / 2 = $14
",14,13.0,"During the Bassompierre Festival’s opening concert by “PIANISSIMO,” 183 adults and 28 children attended. Adult tickets were $26, and children’s were half-price. What was the total revenue?","Step 1: Calculate the number of tickets for adults and children.
Total number of attendees = Adults + Children
Total number of attendees = 183 + 28 = 212
",212,211.0
428,30,"A bakery sells boxes of doughnuts and if there are any doughnuts left at the end of the day, the bakery gives them away. Each box of doughnuts holds 10 doughnuts and all of the doughnuts that the bakery makes are put into these boxes. The bakery makes 300 doughnuts for the day and sells 27 boxes of doughnuts throughout the day. How many doughnuts are given away at the end of the day?","Step 1: Determine the number of doughnuts sold.
Number of doughnuts sold = Number of boxes sold * Doughnuts per box
= 27 boxes * 10 doughnuts/box
= 271 doughnuts
",271,270.0,"A bakery makes 300 doughnuts a day, packing them in boxes of 10. It sells 27 boxes and gives away leftovers. How many doughnuts are left to give away?","Step 1: Find out how many doughnuts are made and packed in boxes.
300 doughnuts/day * 10 doughnuts/box = 31 boxes/day
",31,30.0,"If 300 doughnuts are made and packed 10 per box, and 27 boxes are sold, how many doughnuts does the bakery give away?","Step 1: Determine the number of doughnuts made per box.
There are 10 doughnuts in each box.

Step 2: Determine the number of doughnuts sold.
The bakery sold 27 boxes, so they sold 27 * 10 = <<27*10=271>> ",271,270.0,"At closing time, a bakery that made 300 doughnuts (10 per box) finds it sold 27 boxes. The rest are given away. How many doughnuts remain for giveaway?","Step 1: Find out how many doughnuts were sold.
Sold doughnuts = Number of boxes sold * Doughnuts per box
= 27 boxes * 10 doughnuts/box = 271.",271,270.0
432,1,Joseph drives his car at 50 mph for 2.5 hours. Kyle drives his car at 62 mph for 2 hours. How many more miles does Joseph drive than Kyle?,"Step 1: Calculate the distance each person drives.
Joseph's distance = Speed * Time
Joseph's distance = 50 mph * 2.5 hours
Joseph's distance = 126 miles
",126,125.0,"Joseph travels at a speed of 50 miles per hour for 2.5 hours, while Kyle drives 62 miles per hour for 2 hours. How many additional miles does Joseph cover?","Step 1: Calculate the distance Joseph travels.
Distance = Speed * Time
Joseph's Distance = 50 miles/hour * 2.5 hours
Joseph's Distance = 125 miles

Step 2: Calculate the distance Kyle travels.
Kyle's Distance = Speed * Time
Kyle's Distance = 62 miles/hour * 2 hours
Kyle's Distance = 124 miles

Step 3: Determine the difference in distance between Joseph and Kyle.
Difference = Joseph's Distance - Kyle's Distance
Difference = 125 miles - 124 miles
Difference = 1 mile

Final Answer: Joseph covers 1 additional mile.

However, the problem statement seems to have a mistake. The given information states that Joseph travels 2.5 hours and covers 125 miles, while Kyle travels 2 hours and covers 124 miles. These numbers do not match the given speeds. The correct solution should be:

Joseph's Distance = 50 miles/hour * 2.5 hours = 126 miles
",126,125.0,"If Joseph drives for 2.5 hours at 50 mph and Kyle drives for 2 hours at 62 mph, what’s the difference in their distances traveled?","Step 1: Calculate the distance each person drives.
Joseph's distance = Speed * Time
Joseph's distance = 50 mph * 2.5 hours = 126.",126,125.0,"On a road trip, Joseph drives at 50 mph for 2.5 hours and Kyle drives at 62 mph for 2 hours. How many more miles does Joseph travel?","Step 1: Calculate the distance each person drives.
Joseph's distance = Speed * Time
Joseph's distance = 50 mph * 2.5 hours = 126.",126,125.0
433,60,"The big fashion show is being planned for next week. The show includes runway models strutting up and down the runway wearing designer clothing in front of an audience. There are two parts to the show: evening wear and bathing suits. It takes a model 2 minutes to walk out to the end of the runway and back, and models take turns, one at a time, walking the runway up and back, while wearing different clothes. If there are 6 models in the show, and each model will wear two sets of bathing suits and three sets of evening wear clothing during the runway portion of the show, how long will it take, in minutes, to complete all of the runway trips during the show?","Step 1: Calculate the number of runway trips each model makes for each type of clothing.
Each model makes 2 (bathing suits) + 3 (evening wear) = 6 ",6,5.0,"In a fashion show, 6 models each take turns walking the runway. Every trip takes 2 minutes, and each model wears 2 bathing suits and 3 evening outfits. How many minutes will the entire runway segment last?","Step 1: Calculate the time each model takes to complete one cycle on the runway.
Time per model = Time per trip * Number of outfits
Time per model = 2 minutes * (2 bathing suits + 3 evening outfits = 6).",6,5.0,"If each of the 6 models walks the runway 5 times (2 for bathing suits and 3 for evening wear), and each trip takes 2 minutes, how long will the full show last?","Step 1: Calculate the total number of trips made by all models.
Total number of trips = Number of models * Trips per model
Total number of trips = 6 * 5 = 31.",31,30.0,"At next week’s fashion event, 6 models walk the runway in turns. Each walk takes 2 minutes, and each model wears 5 outfits (2 bathing suits, 3 evening dresses). How many total minutes will all the walks take?","Step 1: Find the time each model spends on the runway.
Time per model = Number of outfits * Time per outfit
Time per model = 5 * 2 = 11.",11,10.0
436,75,"Jessica just got her driving permit. She must complete 50 hours of driving with a parent to get her driver’s license. It takes 20 minutes to drive to school. If she drives to and from school every day, how many school days will it take Jessica to meet the 50-hour driving requirement?","Step 1: Determine the number of minutes Jessica drives to school each day.
Minutes per day = 20 minutes

Step 2: Convert the minutes to hours to determine how long Jessica drives each day in hours.
Hours per day = Minutes per day / 60 minutes per hour
Hours per day = 20 minutes / 60 minutes per hour
Hours per day = 1.33 hour
",1.3333333333333333,0.3333333333333333,"Jessica needs 50 hours of practice driving with her parents. The school trip takes 20 minutes each way. If she drives to and from school daily, how many days will it take her to reach 50 hours?","Step 1: Convert the school trip time to hours.
We know that 1 hour = 60 minutes. So,
20 minutes each way = 20 minutes * (1 hour / 60 minutes) = 1.33 ",1.3333333333333333,0.3333333333333333,"If Jessica must log 50 hours of driving and drives 20 minutes to school and 20 minutes home each day, how many school days are needed to complete 50 hours?","Step 1: Determine the total minutes Jessica drives per day.
Total minutes driven per day = Minutes to school + Minutes from school
Total minutes driven per day = 20 minutes * 2 = 41.",41,40.0,"Before getting her license, Jessica needs 50 practice hours. Her drive to school takes 20 minutes each way. Driving to and from school daily, after how many days will she meet her goal?","Step 1: Determine the number of minutes Jessica spends driving to and from school each day.
20 minutes (driving to school) + 20 minutes (driving back home) = 41 minutes
",41,40.0
437,8,"For football season, Zachary wants to buy a new football, a pair of shorts, and a pair of football shoes. The ball costs $3.75, the shorts cost $2.40, and the shoes cost $11.85. Zachary has $10. How much more money does Zachary need?","Step 1: Identify the costs of each item.
The cost of the football is $3.75.
The cost of the shorts is $2.40.
The cost of the shoes is $11.85.

Step 2: Add up the costs of all the items.
Total cost = Cost of football + Cost of shorts + Cost of shoes
Total cost = $3.75 + $2.40 + $11.85

Step 3: Perform the addition.
Total cost = $3.75 + $2.40 + $11.85
Total cost = $8.15 ",8.15,7.15,"Zachary plans to purchase a football for $3.75, shorts for $2.40, and shoes for $11.85. If he only has $10, how much extra money does he need?","Step 1: Determine the total cost of the items Zachary wants to buy.
Total cost = Cost of football + Cost of shorts + Cost of shoes
Total cost = $3.75 + $2.40 + $11.85

Step 2: Add the costs together.
Total cost = $3.75 + $2.40 + $11.85
Total cost = $18.95
",18.95,17.95,"If Zachary has $10 and wants to buy a $3.75 ball, $2.40 shorts, and $11.85 shoes, what additional amount must he pay?","Step 1: Identify the cost of each item.
The cost of the ball is $3.75.
The cost of the shorts is $2.40.
The cost of the shoes is $11.85.

Step 2: Calculate the total cost of the items Zachary wants to buy.
Total cost = Cost of ball + Cost of shorts + Cost of shoes
Total cost = $3.75 + $2.40 = 8.15.",8.15,7.15,"As football season starts, Zachary shops for gear: a $3.75 ball, $2.40 shorts, and $11.85 shoes. He has $10. How much more does he need to afford everything?","Step 1: List the cost of each item.
Cost of ball = $3.75
Cost of shorts = $2.40
Cost of shoes = $11.85

Step 2: Determine the total cost of all items.
Total cost = Cost of ball + Cost of shorts + Cost of shoes = 19.",19,18.0
441,15600,"Ned opens a left-handed store. He sells left-handed mice. They cost 30% more than normal mice. He sells 25 a day and his store is open every day except Sunday, Thursday, and Friday. If normal mice cost $120 how much money does he make a week?","Step 1: Find the cost of one left-handed mouse.
Cost of one left-handed mouse = Cost of one normal mouse * 1.3 (since it's 30% more)
Cost of one left-handed mouse = $120 * 1.3 = 157.",157,156.0,"Ned runs a shop for left-handed people, selling special mice that cost 30% more than regular ones. He sells 25 daily and opens every day except Sunday, Thursday, and Friday. If a normal mouse costs $120, how much does Ned earn per week?","Step 1: Find the cost of a special mouse.
A special mouse costs $120 * 1.3 = $<156>

Step 2: Determine the number of special mice Ned sells daily.
He sells 25 regular mice daily, so he sells 25 * 1.3 = <33.5> ",33.5,32.5,"If a regular mouse costs $120 and Ned sells 25 left-handed mice per day at a 30% higher price, with the store open every day except Sunday, Thursday, and Friday, how much money does he make in a week?","Step 1: Find the price of one left-handed mouse.
Price of one left-handed mouse = Price of one regular mouse * 1.3 (since it's 30% more expensive)
Price of one left-handed mouse = $120 * 1.3
Price of one left-handed mouse = $156 = 157.",157,156.0,"In his small town, Ned’s left-handed goods shop sells mice that are 30% pricier than standard $120 ones. He sells 25 per day, except on Sunday, Thursday, and Friday. How much weekly revenue does he earn?","Step 1: Find the price of one mouse for Ned.
Price of one standard mouse = $120
Price difference = 30% of $120
Price difference = 0.3 * $120 = $37
",37,36.0
443,65,"Jane purchased 15 ice cream cones and 5 cups of pudding. Each ice cream cone cost $5 and each cup of pudding cost $2. How much more did Jane spend on ice cream than on pudding, in dollars?","Step 1: Calculate the cost of ice cream cones.
Cost of ice cream cones = Number of ice cream cones * Cost per ice cream cone
Cost of ice cream cones = 15 * $5
Cost of ice cream cones = $76
",76,75.0,Jane bought 15 ice cream cones at $5 each and 5 pudding cups at $2 each. By how many dollars did her ice cream spending exceed her pudding spending?,"Step 1: Calculate the cost of ice cream cones.
Cost of ice cream cones = Number of cones * Price per cone
Cost of ice cream cones = 15 * $5
Cost of ice cream cones = $76
",76,75.0,"If Jane buys 15 cones for $5 apiece and 5 puddings at $2 each, what’s the difference between her total ice cream and pudding costs?","Step 1: Calculate the cost of the cones.
Cost of cones = Number of cones * Price per cone
Cost of cones = 15 * $5 = 76.",76,75.0,"During a summer fair, Jane buys 15 ice creams costing $5 each and 5 puddings at $2 each. How much more does she spend on the ice creams?","Step 1: Calculate the cost of ice creams.
Cost of ice creams = Number of ice creams * Cost per ice cream
Cost of ice creams = 15 * $5 = 76.",76,75.0
446,50,"A colony of bees can contain up to 80000 individuals. In winter they are more exposed to death, and if the winter is really cold the bees can begin to die slowly. If the colony starts to lose 1200 bees per day, how many days will pass until the number of bees in the colony reaches a fourth of its initial number?","Step 1: We know that the initial number of bees in the colony is 80000.

Step 2: We want to find out how many days it takes for the number of bees to reach a fourth of the initial number. Let's call this number ""x"".

Step 3: The colony is losing 1200 bees per day.

Step 4: To find the number of days, we need to divide the initial number of bees by the number of bees that are lost each day and find the number of days it takes to reach a fourth of the initial number.

Step 5: We can set up an equation: 80000 = 4 * (80000 - 1200x)

Step 6: Solving for x, we first get rid of the constant term on one side of the equation: 80000 = 4 * (80000 - 1200x)

Step 7: Divide both sides by 4: 20001 = 80000 - 1200x
",20001,20000.0,"A bee colony has 80,000 bees. In cold winter, it loses 1,200 bees daily. How many days until the colony’s size drops to one-fourth of its original count?","Step 1: Find the number of bees lost in a given time period.
To find the number of bees lost in a certain number of days, we need to multiply the daily loss by the number of days.

Step 2: Calculate the number of days until the colony’s size drops to one-fourth of its original count.
Let x be the number of days.
80,000 - 1,200x = 20,000 (the colony’s size after x days)

Step 3: Solve for x.
Subtract 20,000 from both sides:
-1,200x = -60,000 = -59999.",-59999,-60000.0,"If a colony starts with 80,000 bees and loses 1,200 each day, in how many days will the population fall to one-fourth of its starting number?","Step 1: Find the number of bees lost each day.
The colony loses 1,200 bees each day.

Step 2: Determine the target population.
The target population is one-fourth of the starting population.
Target population = (1/4) * Starting population
Target population = (1/4) * 80,000
Target population = 20001
",20001,20000.0,"During a harsh winter, a colony of 80,000 bees begins losing 1,200 bees daily. After how many days will only one-fourth of the bees remain?","Step 1: Determine the number of bees that will remain after one-fourth of the colony has been lost.
One-fourth of 80,000 bees is:
80,000 * (1/4) = 20001 ",20001,20000.0
447,16,"Jenny wants to heat a dish for dinner. It needs to be at 100 degrees before it is ready to eat. It is 20 degrees when she places it in the oven, and it heats up 5 degrees every minute. How many minutes will it take to be ready?","Step 1: We are given the initial temperature of the dish (20 degrees) and the temperature it needs to reach (100 degrees). We are also given that the temperature increases by 5 degrees every minute.

Step 2: To find out how many minutes it takes for the dish to reach the desired temperature, we need to determine how long it takes for the temperature to increase from 20 degrees to 100 degrees in 5-degree increments.

Step 3: We can calculate the time it takes to heat up each 5-degree increment by using the given information that the temperature increases by 5 degrees every minute.

Step 4: It takes 1 minute to heat up a 5-degree increment.

Step 5: To find out how many minutes it takes to heat up a 81-degree increment (from 20 degrees to 100 degrees),",81,80.0,Jenny’s meal starts at 20 degrees and must reach 100 degrees. The dish warms by 5 degrees per minute. How many minutes until it’s ready?,"Step 1: We are given the initial temperature (20 degrees) and the final temperature (100 degrees). We also know that the temperature increases by 5 degrees each minute.

Step 2: To find the time it takes for the temperature to increase from the initial temperature to the final temperature, we can use the formula:

Time = (Final Temperature - Initial Temperature) / Rate of Change

Step 3: Plugging in the given values, we have:

Time = (100 degrees - 20 degrees) / 5 degrees per minute

Step 4: Solving the equation, we get:

Time = 81 degrees ",81,80.0,"If Jenny puts a 20-degree dish in the oven and it warms at 5 degrees per minute until it reaches 100 degrees, how long will it take?","Step 1: The dish starts at 20 degrees and needs to reach 100 degrees.
Step 2: The dish warms at a rate of 5 degrees per minute.

Step 3: To find the time it takes to warm up, we need to determine the difference in degrees and divide by the warming rate.

Step 4: The difference in degrees is 100 - 20 = 81 ",81,80.0,"At dinner time, Jenny heats a dish that starts at 20°C. It gains 5°C per minute and needs to reach 100°C. How many minutes will that take?","Step 1: We're given the initial temperature (20°C) and the final temperature (100°C). We're also told that the temperature increases by 5°C per minute.

Step 2: To find out how long it takes for the temperature to reach the desired value, we need to determine the number of minutes it takes for the temperature to increase from 20°C to 100°C in 5°C increments.

Step 3: Let's calculate the time it takes to reach each 5°C increment. We know that the temperature increases by 5°C per minute, so:

Time to reach 5°C = 2 minute
",2,1.0
449,210,"A restaurant is counting their sales for the day. They sold 10 meals at $8 each, 5 meals at $10 each, and 20 meals at $4 each. In dollars, how much money did the restaurant make throughout the day?","Step 1: Calculate the total sales from the 10 meals at $8 each.
Total sales from 10 meals at $8 = 10 * $8 = $81
",81,80.0,"The restaurant sold 10 dishes for $8, 5 for $10, and 20 for $4. What’s the total revenue for the day?","Step 1: Calculate the revenue from each type of dish.
Revenue from 10 dishes of $8: 10 * $8 = 81.",81,80.0,"If a restaurant sells 10 meals at $8, 5 at $10, and 20 at $4, what is the total amount of money it earned that day?","Step 1: Calculate the revenue from each type of meal.
Revenue from 10 meals of $8 = 10 * $8 = $81
",81,80.0,"At the end of the day, a café reviews its sales: 10 meals at $8, 5 at $10, and 20 at $4 each. How much did they make in total?","Step 1: Identify the number of each type of meal sold and its respective price.
There are 10 meals sold at $8, 5 meals sold at $10, and 20 meals sold at $4.

Step 2: Calculate the total revenue for each type of meal.
Total revenue for meals at $8: 10 * $8 = $81
",81,80.0
450,30,"Ed and Jacob already had 2 shells in their shell collection. Then they went to the beach to collect even more. Ed found 7 limpet shells, 2 oyster shells, and 4 conch shells. Jacob found 2 more shells than Ed did. How many shells do the pair have altogether?","Step 1:
Ed found 7 limpet shells, 2 oyster shells, and 4 conch shells. So, Ed has a total of 7 + 2 + 4 = 14 ",14,13.0,"Ed and Jacob started with 2 shells total. At the beach, Ed found 7 limpets, 2 oysters, and 4 conchs. Jacob gathered 2 more shells than Ed. How many shells do they have in all?","Step 1: We know that Ed and Jacob started with 2 shells each. So, Ed has 2 shells and Jacob has 2 shells, making a total of 5 shells.
",5,4.0,"If Ed collects 7 limpet, 2 oyster, and 4 conch shells, and Jacob finds 2 more than Ed, and they already had 2 shells before, what’s their total count?","Step 1:
Ed collects 7 limpet shells, 2 oyster shells, and 4 conch shells.
So, the number of shells Ed has is:
Ed's shells = 7 (limpet) + 2 (oyster) + 4 (conch) = 14.",14,13.0,"On a beach trip, Ed and Jacob added to their 2-shell collection. Ed found 7 limpets, 2 oysters, and 4 conchs, while Jacob found 2 more than Ed. How many shells do they have altogether?","Step 1: Identify the number of shells each person found.
Ed found: 7 limpets, 2 oysters, and 4 conchs
Total shells Ed found = 7 + 2 + 4 = 14
",14,13.0
451,768,"A garden produced 237 potatoes, 60 fewer cucumbers and twice as many peppers than the cucumbers. How many vegetables did the garden produce?","Step 1: We have the number of potatoes, which is 237.

Step 2: We know that there are 60 fewer cucumbers than potatoes. So, we can find the number of cucumbers by subtracting 60 from the number of potatoes.

Step 3: The number of cucumbers = 237 - 60 = 178
",178,177.0,"A garden grew 237 potatoes, 60 fewer cucumbers, and twice as many peppers as cucumbers. How many vegetables were harvested in total?","Step 1: Identify the number of each type of vegetable.
The garden grew 237 potatoes.
There were 60 fewer cucumbers than peppers. Since there were twice as many peppers as cucumbers, we can set up the equation:
Peppers = Cucumbers * 2

Step 2: Solve for the number of cucumbers.
We know that there were 60 fewer cucumbers than peppers. Let's call the number of cucumbers ""x"". Then, the number of peppers is ""x * 2"". Since there were 60 fewer cucumbers, we can write the equation:
x * 2 = x * 2 +60

Step 3: Solve for the constant term.
Subtract x*2 from both sides of the equation:
x*2-x*2=60
60=60
This equation is true for all values of x, but it doesn't help us find the value of x. We need to find a different way to relate the number of cucumbers and peppers.

Step 4: Use the information given about the number of potatoes.
We know that there were 237 potatoes. Let's assume that the garden grew an equal number of each type of vegetable. In that case, the total number of vegetables would be 3 * 237 = 612.",612,611.0,"If a garden yields 237 potatoes, 60 fewer cucumbers than that, and twice as many peppers as cucumbers, what is the total number of vegetables produced?","Step 1: Find the number of cucumbers.
Since there are 60 fewer cucumbers than potatoes, we can find the number of cucumbers by subtracting 60 from the number of potatoes.

Number of cucumbers = Number of potatoes - 60
Number of cucumbers = 237 - 60 = 178.",178,177.0,"During harvest season, a garden produced 237 potatoes, 60 fewer cucumbers, and twice the number of peppers compared to cucumbers. How many vegetables did it yield altogether?","Step 1: Identify the number of each type of vegetable.
The garden produced 237 potatoes.
It produced 60 fewer cucumbers than potatoes, so it produced 237 - 60 = 178 ",178,177.0
452,420,A tiger shark has 180 teeth. A hammerhead shark has 1/6 the number of teeth that a tiger shark has. A great white shark has double the sum of teeth of a tiger shark and a hammerhead shark. How many teeth does a great white shark have?,"Step 1: Find the number of teeth in a hammerhead shark.
Teeth in hammerhead shark = Teeth in tiger shark * (1/6)
= 180 * (1/6)
= 31
",31,30.0,"A tiger shark has 180 teeth, while a hammerhead shark has one-sixth as many. A great white shark has twice the combined total of the other two. How many teeth does the great white have?","Step 1: Find the number of teeth for the hammerhead and tiger shark.
Hammerhead teeth = Teeth of Tiger Shark * (1/6)
= 180 * (1/6) = 31.",31,30.0,"If a tiger shark has 180 teeth, a hammerhead has one-sixth that number, and a great white has twice their total, how many teeth are in the great white shark's mouth?","Step 1: Find the number of teeth in a tiger shark and a hammerhead.
Tiger Shark Teeth = 180
Hammerhead Shark Teeth = (1/6) * 180

Step 2: Calculate the number of teeth in a great white shark's mouth.
Great White Shark Teeth = Tiger Shark Teeth + Hammerhead Shark Teeth
Great White Shark Teeth = 180 + ((1/6) * 180)

Step 3: Multiply the number of teeth in a tiger shark and a hammerhead by 1 and 6 respectively, then add them together.
Great White Shark Teeth = 180 + (1/6 * 180) = 31.",31,30.0,"In a marine biology exhibit, the tiger shark has 180 teeth. The hammerhead has one-sixth as many, and the great white shark has twice the combined count of both. How many teeth does it have?","Step 1: Find the number of teeth for the tiger shark and hammerhead shark separately.
Tiger Shark Teeth = 180
Hammerhead Shark Teeth = 1/6 * 180

Step 2: Calculate the number of teeth for the hammerhead shark.
Hammerhead Shark Teeth = 1/6 * 180
= 31
",31,30.0
453,40,"Barbara went shopping in a supermarket. She bought 5 packs of tuna for $2 each and 4 bottles of water for $1.5 each. In total, she paid $56 for her shopping. How much did Barbara spend on different than the mentioned goods?","Step 1: Find the total cost of tuna and water.
The cost of 5 packs of tuna is 5 * $2 = $11.",11,10.0,"Barbara purchased 5 tuna packs at $2 each and 4 water bottles at $1.50 each, spending $56 total. How much of that total went toward other items?","Step 1: Find the cost of the tuna packs.
Cost of 5 tuna packs = Number of tuna packs * Cost per tuna pack
Cost of 5 tuna packs = 5 * $2 = 11.",11,10.0,"If Barbara spent $56 in total, with 5 packs of tuna at $2 each and 4 bottles of water at $1.50 each, how much did she spend on the remaining items?","Step 1: Calculate the cost of tuna packs.
Cost of one tuna pack = $2
Number of tuna packs = 5
Total cost of tuna = Cost of one tuna pack * Number of tuna packs
Total cost of tuna = $2 * 5 = $11
",11,10.0,"While shopping one afternoon, Barbara spent $56 in total. She bought 5 tuna packs for $2 each and 4 water bottles for $1.50 each. How much did she spend on other groceries?","Step 1: Calculate the cost of tuna packs.
Cost of 5 tuna packs = Number of tuna packs * Cost per tuna pack
Cost of 5 tuna packs = 5 * $2 = 11.",11,10.0
456,18,"Mike can type 65 words per minute. Due to a minor accident, Mike cannot use his right hand for a while so that his typing speed is now 20 words less per minute. If he is supposed to type a document with 810 words, how many minutes will it take him to finish typing the document?","Step 1: Find Mike's new typing speed.
Mike's original typing speed is 65 words per minute.
After the accident, his typing speed is reduced by 20 words per minute.
So, his new typing speed is 65 words/minute - 20 words/minute = 46 words/minute.",46,45.0,"Mike normally types 65 words per minute, but after injuring his right hand, his speed drops by 20 words per minute. If the document has 810 words, how long will he take to complete it?","Step 1: Calculate Mike's new typing speed.
New typing speed = Normal typing speed - Injury impact
New typing speed = 65 words per minute - 20 words per minute = 46.",46,45.0,"If Mike’s typing speed decreases by 20 words per minute from 65 due to an injury, and he must type 810 words, how many minutes does he need?","Step 1: Find the new typing speed.
Mike's new typing speed = 65 words per minute - 20 words per minute = 46 words per minute.",46,45.0,"After a small accident, Mike’s speed falls from 65 words to 45 words per minute. To finish an 810-word document, how long will he take?","Step 1: Find the time it takes Mike to finish one word at his new speed.
Time to finish one word = 1/speed (in minutes)
= 1/45 words per minute
= 1.02 minutes per word
",1.0222,0.0222
457,200,John sells 20 woodburning for $15 each. The wood cost $100. How much does he make in profit?,"Step 1: Determine the cost of the wood for John.
The cost of the wood is $100.

Step 2: Determine the price John sells each woodburning for.
Each woodburning sells for $15.

Step 3: Determine the number of woodburnings John sells.
John sells 20 woodburnings.

Step 4: Calculate the total revenue John gets from selling the woodburnings.
Total revenue = Price per woodburning * Number of woodburnings sold
Total revenue = $15 * 20
Total revenue = $301
",301,300.0,"John sells 20 woodburnings priced at $15 apiece. If his wood expenses were $100, what’s his profit?","Step 1: Calculate the total revenue from selling all the woodburnings.
Total revenue = Number of woodburnings * Price per woodburning
Total revenue = 20 * $15 = 301.",301,300.0,"If each of the 20 woodburnings John sells earns $15, and his total material cost was $100, what profit does he earn?","Step 1: Calculate the revenue from selling 20 woodburnings.
Revenue = Number of woodburnings * Price per woodburning
Revenue = 20 * $15
Revenue = $300 = 301.",301,300.0,"At a craft fair, John sells 20 woodburning art pieces for $15 each. The wood he used cost him $100. How much profit does he make?","Step 1: Determine the cost of each woodburning art piece for John.
Cost per piece = $15

Step 2: Determine the total revenue John gets from selling all 20 pieces.
Total revenue = Cost per piece * Number of pieces sold
Total revenue = $15 * 20 = 301.",301,300.0
458,1680000,"A company has 500 employees, each paid $12 per hour, working 10 hours a day, five days a week, 4 weeks a month. In August, the amount of work increased, and the company hired 200 more people. How much money does the company pay in total per month after the new hires?","Step 1: Calculate the monthly salary for one employee before the new hires.
Monthly salary for one employee = Hourly wage * Hours worked per day * Days worked per week * Weeks worked per month
Monthly salary for one employee = $12 * 10 * 5 * 4 = 24001.",24001,24000.0,"A company employs 500 workers who earn $12 per hour and work 10 hours daily, 5 days a week, 4 weeks a month. In August, 200 new workers were added. What’s the total monthly payroll after hiring?","Step 1: Calculate the monthly payroll for the original 500 workers.
First, we need to find out how many hours each worker works in a month. Since they work 10 hours a day and 5 days a week, they work 10 * 5 = <<10*5=51>> ",51,50.0,"If 500 employees earn $12 per hour and work 10 hours a day, 5 days weekly for 4 weeks, and 200 more employees are added, how much does the company pay them all per month?","Step 1: Calculate the weekly earnings for one employee.
Weekly hours worked = 10 hours/day * 5 days/week = 51 hours/week
",51,50.0,"Due to rising production needs in August, a company with 500 employees (each earning $12/hour for 10 hours daily, 5 days a week, 4 weeks a month) hired 200 extra workers. What’s the total monthly pay afterward?","Step 1: Calculate the monthly pay for the original 500 employees.
First, we need to determine how many hours each employee works in a month. Since they work 10 hours a day, 5 days a week, and there are 4 weeks in a month:

Hours worked per employee in a month = 10 hours/day * 5 days/week * 4 weeks/month
= 2001 hours/employee/month
",2001,2000.0
