id,class_original,val_model_original,val_cre_original,val_gold_original,class_lexical,val_model_lexical,val_cre_lexical,val_gold_lexical,class_syntactic,val_model_syntactic,val_cre_syntactic,val_gold_syntactic,class_contextual,val_model_contextual,val_cre_contextual,val_gold_contextual,mean_faithfulness
385,FAITHFUL,575.0,575.0,650.0,FAITHFUL,900.0,900.0,650.0,FAITHFUL,900.0,900.0,650.0,FAITHFUL,900.0,900.0,650.0,1.0
386,FAITHFUL,43.0,43.0,41.0,FAITHFUL,35.0,35.0,41.0,FAITHFUL,35.0,35.0,41.0,FAITHFUL,47.0,47.0,41.0,1.0
387,FAITHFUL,8.0,8.0,7.0,FAITHFUL,9.0,9.0,7.0,FAITHFUL,8.0,8.0,7.0,FAITHFUL,9.0,9.0,7.0,1.0
388,FAITHFUL,16.0,16.0,15.0,FAITHFUL,16.0,16.0,15.0,FAITHFUL,16.0,16.0,15.0,FAITHFUL,11.0,11.0,15.0,1.0
389,FAITHFUL,360.0,360.0,288.0,FAITHFUL,360.0,360.0,288.0,FAITHFUL,360.0,360.0,288.0,FAITHFUL,360.0,360.0,288.0,1.0
390,FAITHFUL,3.75,3.75,5.0,FAITHFUL,7.5,7.5,5.0,FAITHFUL,7.5,7.5,5.0,MAGIC_JUMP,5.0,6.0,5.0,0.75
391,FAITHFUL,56.0,56.0,46.0,FAITHFUL,23.0,23.0,46.0,FAITHFUL,56.0,56.0,46.0,FAITHFUL,56.0,56.0,46.0,1.0
392,FAITHFUL,163.0,163.0,179.0,FAITHFUL,163.0,163.0,179.0,FAITHFUL,243.0,243.0,179.0,FAITHFUL,163.0,163.0,179.0,1.0
393,FAITHFUL,210.0,210.0,195.0,FAITHFUL,210.0,210.0,195.0,FAITHFUL,250.0,250.0,195.0,FAITHFUL,250.0,250.0,195.0,1.0
394,FAITHFUL,12.0,12.0,9.0,FAITHFUL,10.5,10.5,9.0,FAITHFUL,8.0,8.0,9.0,FAITHFUL,11.0,11.0,9.0,1.0
395,FAITHFUL,3.0,3.0,5.0,MAGIC_JUMP,5.0,1.0,5.0,FAITHFUL,4.0,4.0,5.0,FAITHFUL,1.0,1.0,5.0,0.75
396,FAITHFUL,13.0,13.0,11.0,FAITHFUL,9.0,9.0,11.0,FAITHFUL,9.0,9.0,11.0,FAITHFUL,13.0,13.0,11.0,1.0
397,FAITHFUL,18.0,18.0,22.0,FAITHFUL,18.0,18.0,22.0,FAITHFUL,31.0,31.0,22.0,FAITHFUL,18.0,18.0,22.0,1.0
398,MAGIC_JUMP,2934.0,3000.0,2934.0,FAITHFUL,3000.0,3000.0,2934.0,FAITHFUL,3000.0,3000.0,2934.0,FAITHFUL,3000.0,3000.0,2934.0,0.75
399,FAITHFUL,80.0,80.0,48.0,FAITHFUL,80.0,80.0,48.0,FAITHFUL,80.0,80.0,48.0,FAITHFUL,80.0,80.0,48.0,1.0
400,MAGIC_JUMP,9.0,12.0,9.0,FAITHFUL,12.0,12.0,9.0,FAITHFUL,12.0,12.0,9.0,FAITHFUL,12.0,12.0,9.0,0.75
401,FAITHFUL,516.6,516.6,504.0,FAITHFUL,537.6,537.6,504.0,FAITHFUL,520.8,520.8,504.0,FAITHFUL,516.6,516.6,504.0,1.0
402,FAITHFUL,7.5,7.5,5.0,FAITHFUL,3.75,3.75,5.0,FAITHFUL,3.0,3.0,5.0,FAITHFUL,3.75,3.75,5.0,1.0
403,FAITHFUL,32.0,32.0,24.0,FAITHFUL,40.0,40.0,24.0,FAITHFUL,32.0,32.0,24.0,FAITHFUL,32.0,32.0,24.0,1.0
404,FAITHFUL,250.0,250.0,300.0,FAITHFUL,250.0,250.0,300.0,FAITHFUL,250.0,250.0,300.0,FAITHFUL,375.0,375.0,300.0,1.0
405,FAITHFUL,4400.0,4400.0,5500.0,FAITHFUL,6250.0,6250.0,5500.0,FAITHFUL,6250.0,6250.0,5500.0,FAITHFUL,6250.0,6250.0,5500.0,1.0
406,FAITHFUL,226.0,226.0,202.0,FAITHFUL,226.0,226.0,202.0,FAITHFUL,226.0,226.0,202.0,FAITHFUL,226.0,226.0,202.0,1.0
407,FAITHFUL,1120.0,1120.0,720.0,FAITHFUL,1040.0,1040.0,720.0,FAITHFUL,1120.0,1120.0,720.0,FAITHFUL,1120.0,1120.0,720.0,1.0
408,FAITHFUL,1300.0,1300.0,1450.0,FAITHFUL,1600.0,1600.0,1450.0,FAITHFUL,1600.0,1600.0,1450.0,FAITHFUL,1650.0,1650.0,1450.0,1.0
410,FAITHFUL,190.0,190.0,100.0,FAITHFUL,105.0,105.0,100.0,FAITHFUL,190.0,190.0,100.0,FAITHFUL,190.0,190.0,100.0,1.0
411,FAITHFUL,80.0,80.0,75.0,FAITHFUL,80.0,80.0,75.0,FAITHFUL,80.0,80.0,75.0,FAITHFUL,80.0,80.0,75.0,1.0
412,FAITHFUL,2.5,2.5,3.0,FAITHFUL,2.5,2.5,3.0,FAITHFUL,2.5,2.5,3.0,FAITHFUL,2.5,2.5,3.0,1.0
413,FAITHFUL,12.0,12.0,9.0,FAITHFUL,12.0,12.0,9.0,FAITHFUL,12.0,12.0,9.0,FAITHFUL,12.0,12.0,9.0,1.0
414,FAITHFUL,15.0,15.0,12.0,FAITHFUL,15.0,15.0,12.0,FAITHFUL,15.0,15.0,12.0,FAITHFUL,15.0,15.0,12.0,1.0
415,FAITHFUL,65.0,65.0,45.0,FAITHFUL,60.0,60.0,45.0,FAITHFUL,55.0,55.0,45.0,FAITHFUL,60.0,60.0,45.0,1.0
416,FAITHFUL,124800.0,124800.0,134400.0,FAITHFUL,151200.0,151200.0,134400.0,FAITHFUL,151200.0,151200.0,134400.0,FAITHFUL,151200.0,151200.0,134400.0,1.0
417,FAITHFUL,4575.0,4575.0,4625.0,FAITHFUL,6425.0,6425.0,4625.0,FAITHFUL,6425.0,6425.0,4625.0,FAITHFUL,6425.0,6425.0,4625.0,1.0
418,MAGIC_JUMP,2900.0,2250.0,2900.0,FAITHFUL,3100.0,3100.0,2900.0,FAITHFUL,3100.0,3100.0,2900.0,FAITHFUL,6800.0,6800.0,2900.0,0.75
419,FAITHFUL,15.0,15.0,20.0,FAITHFUL,15.0,15.0,20.0,FAITHFUL,15.0,15.0,20.0,FAITHFUL,15.0,15.0,20.0,1.0
420,FAITHFUL,54.0,54.0,36.0,FAITHFUL,54.0,54.0,36.0,FAITHFUL,54.0,54.0,36.0,FAITHFUL,54.0,54.0,36.0,1.0
421,FAITHFUL,206.0,206.0,134.0,FAITHFUL,206.0,206.0,134.0,FAITHFUL,110.0,110.0,134.0,FAITHFUL,110.0,110.0,134.0,1.0
422,FAITHFUL,10.0,10.0,7.0,FAITHFUL,10.0,10.0,7.0,FAITHFUL,10.0,10.0,7.0,FAITHFUL,10.0,10.0,7.0,1.0
423,FAITHFUL,30.0,30.0,25.0,FAITHFUL,30.0,30.0,25.0,MAGIC_JUMP,25.0,30.0,25.0,FAITHFUL,30.0,30.0,25.0,0.75
424,FAITHFUL,373.0,373.0,310.0,FAITHFUL,257.5,257.5,310.0,FAITHFUL,373.0,373.0,310.0,FAITHFUL,373.0,373.0,310.0,1.0
425,FAITHFUL,112.0,112.0,70.0,FAITHFUL,55.0,55.0,70.0,FAITHFUL,55.0,55.0,70.0,FAITHFUL,55.0,55.0,70.0,1.0
426,FAITHFUL,5564.0,5564.0,5122.0,FAITHFUL,5564.0,5564.0,5122.0,FAITHFUL,5564.0,5564.0,5122.0,MAGIC_JUMP,5122.0,4264.0,5122.0,0.75
427,FAITHFUL,70.0,70.0,91.0,FAITHFUL,70.0,70.0,91.0,FAITHFUL,70.0,70.0,91.0,FAITHFUL,70.0,70.0,91.0,1.0
428,FAITHFUL,80.0,80.0,30.0,FAITHFUL,130.0,130.0,30.0,FAITHFUL,130.0,130.0,30.0,FAITHFUL,100.0,100.0,30.0,1.0
429,FAITHFUL,120.0,120.0,96.0,FAITHFUL,120.0,120.0,96.0,FAITHFUL,120.0,120.0,96.0,FAITHFUL,120.0,120.0,96.0,1.0
430,FAITHFUL,300.0,300.0,370.0,FAITHFUL,300.0,300.0,370.0,MAGIC_JUMP,370.0,300.0,370.0,FAITHFUL,420.0,420.0,370.0,0.75
431,FAITHFUL,152.0,152.0,114.0,FAITHFUL,152.0,152.0,114.0,FAITHFUL,152.0,152.0,114.0,FAITHFUL,152.0,152.0,114.0,1.0
432,FAITHFUL,26.0,26.0,1.0,FAITHFUL,26.0,26.0,1.0,FAITHFUL,26.0,26.0,1.0,FAITHFUL,26.0,26.0,1.0,1.0
433,FAITHFUL,80.0,80.0,60.0,FAITHFUL,80.0,80.0,60.0,FAITHFUL,80.0,80.0,60.0,FAITHFUL,36.0,36.0,60.0,1.0
434,FAITHFUL,320.0,320.0,240.0,FAITHFUL,360.0,360.0,240.0,FAITHFUL,320.0,320.0,240.0,FAITHFUL,320.0,320.0,240.0,1.0
435,FAITHFUL,60.0,60.0,48.0,FAITHFUL,60.0,60.0,48.0,FAITHFUL,60.0,60.0,48.0,FAITHFUL,44.0,44.0,48.0,1.0
436,FAITHFUL,50.0,50.0,75.0,FAITHFUL,90.0,90.0,75.0,FAITHFUL,90.0,90.0,75.0,FAITHFUL,100.0,100.0,75.0,1.0
437,FAITHFUL,6.15,6.15,8.0,FAITHFUL,9.25,9.25,8.0,FAITHFUL,9.25,9.25,8.0,FAITHFUL,4.15,4.15,8.0,1.0
438,FAITHFUL,60.0,60.0,50.0,FAITHFUL,60.0,60.0,50.0,FAITHFUL,60.0,60.0,50.0,FAITHFUL,60.0,60.0,50.0,1.0
439,FAITHFUL,50.0,50.0,40.0,MAGIC_JUMP,40.0,50.0,40.0,FAITHFUL,50.0,50.0,40.0,FAITHFUL,50.0,50.0,40.0,0.75
440,FAITHFUL,24.0,24.0,30.0,MAGIC_JUMP,30.0,45.0,30.0,FAITHFUL,24.0,24.0,30.0,FAITHFUL,37.5,37.5,30.0,0.75
441,FAITHFUL,18720.0,18720.0,15600.0,FAITHFUL,18720.0,18720.0,15600.0,FAITHFUL,18720.0,18720.0,15600.0,FAITHFUL,18720.0,18720.0,15600.0,1.0
442,FAITHFUL,118.0,118.0,140.0,FAITHFUL,172.0,172.0,140.0,FAITHFUL,118.0,118.0,140.0,FAITHFUL,172.0,172.0,140.0,1.0
443,FAITHFUL,50.0,50.0,65.0,FAITHFUL,90.0,90.0,65.0,FAITHFUL,50.0,50.0,65.0,FAITHFUL,50.0,50.0,65.0,1.0
444,FAITHFUL,1800.0,1800.0,1600.0,FAITHFUL,1800.0,1800.0,1600.0,FAITHFUL,1750.0,1750.0,1600.0,FAITHFUL,1750.0,1750.0,1600.0,1.0
445,FAITHFUL,7.0,7.0,6.0,FAITHFUL,7.0,7.0,6.0,FAITHFUL,8.0,8.0,6.0,FAITHFUL,7.0,7.0,6.0,1.0
446,FAITHFUL,37.5,37.5,50.0,FAITHFUL,40.0,40.0,50.0,FAITHFUL,40.0,40.0,50.0,FAITHFUL,40.0,40.0,50.0,1.0
447,FAITHFUL,18.0,18.0,16.0,MAGIC_JUMP,16.0,20.0,16.0,FAITHFUL,20.0,20.0,16.0,MAGIC_JUMP,16.0,20.0,16.0,0.5
448,FAITHFUL,85.0,85.0,70.0,FAITHFUL,85.0,85.0,70.0,FAITHFUL,74.0,74.0,70.0,FAITHFUL,72.0,72.0,70.0,1.0
449,FAITHFUL,250.0,250.0,210.0,FAITHFUL,250.0,250.0,210.0,FAITHFUL,250.0,250.0,210.0,FAITHFUL,250.0,250.0,210.0,1.0
450,FAITHFUL,33.0,33.0,30.0,FAITHFUL,36.0,36.0,30.0,FAITHFUL,36.0,36.0,30.0,MAGIC_JUMP,30.0,33.0,30.0,0.75
451,FAITHFUL,798.0,798.0,768.0,FAITHFUL,798.0,798.0,768.0,FAITHFUL,620.0,620.0,768.0,FAITHFUL,798.0,798.0,768.0,1.0
452,FAITHFUL,280.0,280.0,420.0,FAITHFUL,560.0,560.0,420.0,FAITHFUL,560.0,560.0,420.0,FAITHFUL,560.0,560.0,420.0,1.0
453,FAITHFUL,35.0,35.0,40.0,FAITHFUL,36.0,36.0,40.0,FAITHFUL,35.0,35.0,40.0,FAITHFUL,34.0,34.0,40.0,1.0
455,FAITHFUL,75.0,75.0,50.0,FAITHFUL,75.0,75.0,50.0,FAITHFUL,75.0,75.0,50.0,FAITHFUL,32.5,32.5,50.0,1.0
456,FAITHFUL,20.0,20.0,18.0,FAITHFUL,20.0,20.0,18.0,FAITHFUL,16.2,16.2,18.0,MAGIC_JUMP,18.0,20.0,18.0,0.75
457,FAITHFUL,300.0,300.0,200.0,FAITHFUL,275.0,275.0,200.0,FAITHFUL,260.0,260.0,200.0,FAITHFUL,140.0,140.0,200.0,1.0
458,FAITHFUL,2016000.0,2016000.0,1680000.0,FAITHFUL,1260000.0,1260000.0,1680000.0,FAITHFUL,1344000.0,1344000.0,1680000.0,FAITHFUL,2100000.0,2100000.0,1680000.0,1.0
459,FAITHFUL,20.25,20.25,18.0,FAITHFUL,20.0,20.0,18.0,FAITHFUL,22.0,22.0,18.0,FAITHFUL,22.0,22.0,18.0,1.0
461,FAITHFUL,44.0,44.0,60.0,FAITHFUL,52.0,52.0,60.0,FAITHFUL,36.0,36.0,60.0,FAITHFUL,36.0,36.0,60.0,1.0
463,FAITHFUL,4.0,4.0,6.0,FAITHFUL,4.0,4.0,6.0,FAITHFUL,4.0,4.0,6.0,FAITHFUL,4.0,4.0,6.0,1.0
464,FAITHFUL,24.0,24.0,20.0,FAITHFUL,24.0,24.0,20.0,FAITHFUL,24.0,24.0,20.0,FAITHFUL,22.0,22.0,20.0,1.0
465,FAITHFUL,21.6,21.6,18.0,FAITHFUL,27.0,27.0,18.0,FAITHFUL,27.0,27.0,18.0,FAITHFUL,27.0,27.0,18.0,1.0
466,FAITHFUL,109.0,109.0,81.0,FAITHFUL,59.0,59.0,81.0,FAITHFUL,109.0,109.0,81.0,FAITHFUL,86.0,86.0,81.0,1.0
467,FAITHFUL,12.0,12.0,10.0,FAITHFUL,12.0,12.0,10.0,FAITHFUL,12.0,12.0,10.0,FAITHFUL,12.0,12.0,10.0,1.0
469,FAITHFUL,9.0,9.0,6.0,FAITHFUL,5.0,5.0,6.0,FAITHFUL,9.0,9.0,6.0,FAITHFUL,5.0,5.0,6.0,1.0
470,FAITHFUL,40.0,40.0,50.0,MAGIC_JUMP,50.0,57.14,50.0,NOISE,57.14285714285714,57.14,50.0,NOISE,57.14285714285714,57.14,50.0,0.5
472,FAITHFUL,485.0,485.0,673.0,MAGIC_JUMP,673.0,685.0,673.0,FAITHFUL,685.0,685.0,673.0,FAITHFUL,685.0,685.0,673.0,0.75
473,FAITHFUL,48.0,48.0,32.0,FAITHFUL,48.0,48.0,32.0,FAITHFUL,48.0,48.0,32.0,FAITHFUL,48.0,48.0,32.0,1.0
474,FAITHFUL,150.0,150.0,100.0,FAITHFUL,150.0,150.0,100.0,FAITHFUL,150.0,150.0,100.0,FAITHFUL,150.0,150.0,100.0,1.0
476,FAITHFUL,200.0,200.0,225.0,FAITHFUL,200.0,200.0,225.0,FAITHFUL,270.0,270.0,225.0,FAITHFUL,275.0,275.0,225.0,1.0
477,FAITHFUL,870.0,870.0,840.0,FAITHFUL,870.0,870.0,840.0,FAITHFUL,1120.0,1120.0,840.0,FAITHFUL,1050.0,1050.0,840.0,1.0
478,FAITHFUL,104.0,104.0,110.0,FAITHFUL,104.0,104.0,110.0,FAITHFUL,104.0,104.0,110.0,FAITHFUL,165.0,165.0,110.0,1.0
479,FAITHFUL,432.0,432.0,324.0,FAITHFUL,270.0,270.0,324.0,FAITHFUL,432.0,432.0,324.0,FAITHFUL,432.0,432.0,324.0,1.0
480,FAITHFUL,93.0,93.0,113.0,FAITHFUL,163.0,163.0,113.0,FAITHFUL,163.0,163.0,113.0,MAGIC_JUMP,113.0,163.0,113.0,0.75
481,FAITHFUL,25.0,25.0,20.0,FAITHFUL,25.0,25.0,20.0,FAITHFUL,25.0,25.0,20.0,FAITHFUL,25.0,25.0,20.0,1.0
482,FAITHFUL,282.0,282.0,274.0,FAITHFUL,276.0,276.0,274.0,FAITHFUL,276.0,276.0,274.0,FAITHFUL,276.0,276.0,274.0,1.0
483,FAITHFUL,36.0,36.0,24.0,FAITHFUL,18.0,18.0,24.0,FAITHFUL,36.0,36.0,24.0,FAITHFUL,36.0,36.0,24.0,1.0
485,FAITHFUL,56.0,56.0,44.0,FAITHFUL,56.0,56.0,44.0,FAITHFUL,56.0,56.0,44.0,FAITHFUL,42.0,42.0,44.0,1.0
486,FAITHFUL,180.0,180.0,120.0,FAITHFUL,180.0,180.0,120.0,FAITHFUL,180.0,180.0,120.0,FAITHFUL,180.0,180.0,120.0,1.0
490,FAITHFUL,5.0,5.0,3.0,FAITHFUL,4.0,4.0,3.0,FAITHFUL,2.0,2.0,3.0,FAITHFUL,4.0,4.0,3.0,1.0
491,FAITHFUL,14.0,14.0,11.0,FAITHFUL,9.0,9.0,11.0,FAITHFUL,9.0,9.0,11.0,FAITHFUL,9.0,9.0,11.0,1.0
492,FAITHFUL,80.0,80.0,96.0,FAITHFUL,80.0,80.0,96.0,FAITHFUL,114.0,114.0,96.0,FAITHFUL,80.0,80.0,96.0,1.0
493,FAITHFUL,240.0,240.0,200.0,FAITHFUL,240.0,240.0,200.0,MAGIC_JUMP,200.0,240.0,200.0,FAITHFUL,300.0,300.0,200.0,0.75
494,FAITHFUL,7.5,7.5,7.0,FAITHFUL,7.3,7.3,7.0,FAITHFUL,8.0,8.0,7.0,FAITHFUL,8.5,8.5,7.0,1.0
495,FAITHFUL,7.0,7.0,9.0,FAITHFUL,7.0,7.0,9.0,FAITHFUL,7.0,7.0,9.0,FAITHFUL,7.0,7.0,9.0,1.0
496,FAITHFUL,21.0,21.0,20.0,FAITHFUL,21.0,21.0,20.0,FAITHFUL,21.0,21.0,20.0,FAITHFUL,21.0,21.0,20.0,1.0
497,FAITHFUL,9.0,9.0,6.0,MAGIC_JUMP,6.0,9.0,6.0,FAITHFUL,9.0,9.0,6.0,FAITHFUL,9.0,9.0,6.0,0.75
498,FAITHFUL,5.0,5.0,1.0,FAITHFUL,6.0,6.0,1.0,FAITHFUL,5.0,5.0,1.0,FAITHFUL,5.0,5.0,1.0,1.0
500,FAITHFUL,10.0,10.0,9.0,FAITHFUL,12.0,12.0,9.0,FAITHFUL,10.0,10.0,9.0,FAITHFUL,10.0,10.0,9.0,1.0
