id,premise_text,evidence_original,evidence_lexical,evidence_syntactic,evidence_pragmatic
312,Kids riding on their bicycles near a mound of dirt with a hovel from a backhoe in front of the mound.,"[""mound of dirt"", ""hovel from a backhoe""]","[""mound of dirt"", ""hovel from a backhoe""]","[""mound of dirt"", ""hovel from a backhoe""]","[""mound of dirt"", ""hovel from a backhoe""]"
314,A team of surgeons dressed in blue operate on a patient.,"[""operate on a patient"", ""team of surgeons"", ""dressed in blue""]","[""operate on a patient"", ""team of surgeons"", ""dressed in blue""]","[""surgeons"", ""operate on a patient""]","[""operate on a patient"", ""dressed in blue""]"
315,Three football players in navy blue and yellow uniforms are running down a football field; one is kicking a football as he runs.,"[""football players"", ""navy blue"", ""yellow uniforms"", ""running down a football field"", ""kicking a football""]","[""football players"", ""navy blue"", ""yellow uniforms"", ""running down a football field"", ""kicking a football""]","[""football players"", ""navy blue"", ""yellow uniforms"", ""football field"", ""kicking a football""]","[""football players"", ""navy blue"", ""yellow uniforms"", ""running down a football field"", ""kicking a football""]"
316,A man in a purple and white shirt is assisting a man in a wife beater with his workout.,"[""assisting"", ""with his workout""]","[""assisting a man in a wife beater with his workout""]","[""assisting"", ""workout"", ""purple and white shirt"", ""wife beater""]","[""assisting"", ""workout""]"
318,A man in a blue t-shirt eats a meal.,"[""eats a meal""]","[""A man in a blue t-shirt eats a meal.""]","[""eats a meal""]","[""man"", ""eats a meal""]"
319,People are waiting for a train at the subway.,"[""train"", ""subway""]","[""waiting for a train""]","[""waiting for a train""]","[""train""]"
320,Little boy playing with his toy truck.,"[""Little boy"", ""playing with his toy truck""]","[""toy truck""]","[""playing with his toy truck""]","[""playing"", ""toy truck""]"
321,An elderly lady with a cane and handbag walks along the sidewalk.,"[""elderly lady"", ""walks""]","[""elderly lady"", ""with a cane"", ""handbag"", ""walks""]","[""elderly lady"", ""walks"", ""cane"", ""handbag""]","[""elderly lady"", ""cane"", ""handbag"", ""walks""]"
322,A basketball player slam dunks the basketball.,"[""slam dunks""]","[""slam dunks""]","[""slam dunks""]","[""slam dunks""]"
323,People are riding an escalator up and down a subway station tunnel.,"[""riding an escalator""]","[""riding an escalator"", ""subway station""]","[""People"", ""riding an escalator"", ""up and down""]","[""People"", ""riding an escalator"", ""subway station tunnel""]"
324,A dog on a leash walks on the sidewalk while another dog follows.,"[""walks on the sidewalk"", ""another dog follows""]","[""walks on the sidewalk"", ""on a leash"", ""another dog follows""]","[""on a leash"", ""walks on the sidewalk"", ""another dog follows""]","[""on a leash"", ""walks on the sidewalk"", ""another dog follows""]"
326,A man in a brown-red suit holds a stringed instrument and looks off to the left in front of a purple-pink background.,"[""man"", ""holds a stringed instrument""]","[""holds"", ""stringed instrument""]","[""holds"", ""stringed instrument""]","[""holds"", ""stringed instrument""]"
327,A man wearing black shorts with white stripes is diving into some water.,"[""black shorts with white stripes""]","[""black shorts with white stripes""]","[""man"", ""black shorts with white stripes""]","[""black shorts with white stripes""]"
328,A woman helping another woman out with a website on a computer.,"[""A woman"", ""helping"", ""another woman"", ""computer""]","[""A woman"", ""helping"", ""another woman"", ""on a computer""]","[""A woman"", ""helping"", ""another woman"", ""on a computer""]","[""A woman"", ""another woman"", ""helping"", ""website"", ""on a computer""]"
329,People search for their seats in a stadium.,"[""search for their seats"", ""stadium""]","[""search for their seats"", ""stadium""]","[""search for their seats"", ""stadium""]","[""search for their seats"", ""stadium""]"
330,"A woman with a brown coat and a woman with a black top stand along displays of oranges, apples, and other fruits.","[""A woman"", ""woman"", ""stand"", ""displays of oranges, apples, and other fruits""]","[""stand along displays"", ""oranges, apples, and other fruits""]","[""A woman"", ""A woman"", ""stand"", ""along displays of"", ""oranges"", ""apples"", ""other fruits""]","[""displays of oranges, apples, and other fruits"", ""stand along displays""]"
332,A man riding a BMX bike is attempting a bicycle trick in a skate park.,"[""BMX bike"", ""attempting a bicycle trick"", ""skate park""]","[""BMX bike"", ""attempting a bicycle trick"", ""skate park""]","[""attempting a bicycle trick""]","[""BMX bike"", ""attempting a bicycle trick""]"
333,A white dog is running along a path outside.,"[""dog"", ""running"", ""path"", ""outside""]","[""dog"", ""running along a path outside""]","[""white dog"", ""running"", ""along a path"", ""outside""]","[""dog"", ""running along a path""]"
334,a man in black clothes is watching a child making a splash in a pool.,"[""a man in black clothes"", ""is watching"", ""a child making a splash in a pool""]","[""a man in black clothes"", ""watching a child"", ""making a splash"", ""in a pool""]","[""in a pool"", ""making a splash""]","[""a child"", ""in a pool""]"
335,Telephone wires are visible.,"[""Telephone wires"", ""visible""]","[""Telephone wires"", ""visible""]","[""Telephone wires""]","[""Telephone wires""]"
337,A man tucks in a sheet on the bed.,"[""man"", ""tucks in a sheet"", ""bed""]","[""man"", ""tucks in a sheet""]","[""man"", ""tucks in a sheet"", ""bed""]","[""man"", ""tucks in a sheet""]"
339,A man is holding a bride's dress up to prevent it from getting dirty on a rain soaked boardwalk.,"[""holding a bride's dress"", ""to prevent it from getting dirty""]","[""holding a bride's dress"", ""prevent it from getting dirty"", ""rain soaked boardwalk""]","[""man is holding a bride's dress up"", ""to prevent it from getting dirty""]","[""holding a bride's dress up"", ""to prevent it from getting dirty"", ""rain soaked boardwalk""]"
340,A woman balancing on pews and dancing.,"[""balancing"", ""dancing""]","[""balancing on pews"", ""dancing""]","[""balancing"", ""dancing""]","[""balancing on pews"", ""dancing""]"
341,A rock climber clings to a steep overhanging rock high above a mesa.,"[""clings""]","[""clings""]","[""clings"", ""a steep overhanging rock high above a mesa""]","[""clings""]"
342,The man and woman at the window are turned around to the man and woman behind them.,"[""The man and woman at the window"", ""turned around to"", ""the man and woman behind them""]","[""The man and woman"", ""at the window"", ""are turned around to"", ""the man and woman"", ""behind them""]","[""man and woman"", ""at the window"", ""turned around to"", ""behind them""]","[""man and woman"", ""at the window"", ""turned around to"", ""behind them""]"
343,Three police officers on motorcycles on the street with pedestrians walking on the sidewalk in the background.,"[""police officers"", ""street"", ""pedestrians""]","[""police officers"", ""motorcycles"", ""pedestrians"", ""street"", ""sidewalk""]","[""police officers on motorcycles"", ""on the street"", ""pedestrians walking on the sidewalk""]","[""police officers"", ""street"", ""pedestrians"", ""sidewalk""]"
345,A group of children walk together on a bright day.,"[""walk""]","[""walk""]","[""walk""]","[""walk""]"
346,Group of people dance with smiles at their faces.,"[""dance with smiles"", ""Group of people""]","[""people"", ""dance with smiles""]","[""dance with smiles"", ""people""]","[""Group of people"", ""dance"", ""smiles at their faces""]"
347,Outside a theater at night.,"[""Outside a theater""]","[""Outside a theater at night""]","[""Outside a theater at night""]","[""Outside a theater at night""]"
348,Some people and their bicycles lined up at a waterfront dock.,"[""at a waterfront dock""]","[""waterfront dock""]","[""at a waterfront dock""]","[""at a waterfront dock""]"
349,A man is grinding his skateboard on a guard rail.,"[""grinding"", ""skateboard""]","[""grinding"", ""skateboard""]","[""grinding"", ""skateboard""]","[""grinding"", ""skateboard""]"
351,"A man in a black shirt, and black shorts is walking down the street, holding hands with a woman in a black sundress.","[""man"", ""woman"", ""holding hands""]","[""man"", ""holding hands"", ""woman""]","[""A man"", ""a woman"", ""holding hands""]","[""man"", ""woman"", ""holding hands""]"
352,A girl in a black shirt is looking to the side while sitting on a wooden bench.,"[""girl"", ""black shirt"", ""sitting"", ""wooden bench""]","[""A girl in a black shirt"", ""on a wooden bench""]","[""A girl"", ""black shirt"", ""looking to the side"", ""sitting""]","[""A girl in a black shirt"", ""looking to the side"", ""sitting on a wooden bench""]"
353,A woman in a green skirt and pink underskirt leans back as she kneels.,"[""green skirt"", ""pink underskirt""]","[""woman"", ""green skirt"", ""pink underskirt""]","[""green skirt"", ""pink underskirt""]","[""green skirt"", ""pink underskirt""]"
355,A man with one leg is playing volleyball.,"[""man"", ""with one leg"", ""playing volleyball""]","[""man with one leg"", ""playing volleyball""]","[""man"", ""one leg"", ""playing volleyball""]","[""man with one leg"", ""playing volleyball""]"
356,Two people sit in shadow in the open back of a vehicle followed by another vehicle.,"[""Two people"", ""sit"", ""in the open back of a vehicle""]","[""Two people"", ""sit"", ""in the open back of a vehicle""]","[""Two people"", ""sit"", ""in the open back of a vehicle""]","[""Two people"", ""sit"", ""in the open back of a vehicle""]"
357,Three men in suits hold hands and celebrate.,"[""celebrate"", ""suits"", ""hold hands""]","[""celebrate"", ""suits"", ""hold hands""]","[""celebrate"", ""men in suits"", ""hold hands""]","[""celebrate"", ""suits"", ""hold hands""]"
358,A man with a dog.,"[""A man with a dog""]","[""man"", ""dog""]","[""dog""]","[""man"", ""dog""]"
360,When struggling to work on scaffolding in humid weather.,"[""struggling to work on scaffolding"", ""humid weather""]","[""struggling to work on scaffolding"", ""humid weather""]","[""struggling to work on scaffolding"", ""humid weather""]","[""struggling to work on scaffolding"", ""humid weather""]"
361,A woman looking at pants in a colorful store.,"[""looking at pants""]","[""looking at pants""]","[""woman"", ""looking""]","[""looking at pants""]"
362,Eight people meditating on the beach.,"[""Eight people meditating""]","[""people meditating""]","[""Eight people"", ""meditating""]","[""Eight people meditating""]"
365,A man in the crowd records two people covered in aluminum foil.,"[""A man"", ""in the crowd""]","[""in the crowd""]","[""A man"", ""in the crowd"", ""the crowd""]","[""in the crowd""]"
366,A family having a good time eating.,"[""having a good time"", ""eating""]","[""eating""]","[""family"", ""eating""]","[""having a good time"", ""eating""]"
367,A couple with sunglasses are laying on the beach.,"[""laying on the beach""]","[""laying on the beach""]","[""sunglasses"", ""laying on the beach""]","[""laying on the beach"", ""with sunglasses""]"
368,The dogs are playing with a tennis ball in the yard.,"[""dogs"", ""in the yard""]","[""dogs"", ""in the yard""]","[""dogs"", ""in the yard""]","[""dogs"", ""playing with a tennis ball"", ""in the yard""]"
369,A man is working on his wooden boat.,"[""working on"", ""wooden boat""]","[""working on his wooden boat""]","[""working on his wooden boat""]","[""working on his wooden boat""]"
370,Five young men are playing music in the street.,[],"[""playing music""]","[""playing music""]","[""playing music""]"
371,A woman in a striped skirt rolls a black ball.,"[""woman"", ""in a striped skirt"", ""rolls a black ball""]","[""A woman"", ""a striped skirt"", ""rolls a black ball""]","[""A woman"", ""striped skirt"", ""rolls a black ball""]","[""A woman"", ""in a striped skirt"", ""rolls a black ball""]"
372,A man and woman both wearing hats and carrying backpacks.,"[""man"", ""woman"", ""wearing hats"", ""carrying backpacks""]","[""man"", ""woman"", ""wearing hats"", ""carrying backpacks""]","[""man and woman"", ""wearing hats"", ""carrying backpacks""]","[""man"", ""woman"", ""wearing hats"", ""carrying backpacks""]"
373,A man juggling in front of a group of kids.,"[""juggling""]","[""juggling""]","[""juggling""]","[""juggling""]"
374,a skateboarder in a green shirt is taking a jump of a step in front of a pink building.,"[""taking a jump""]","[""taking a jump""]","[""skateboarder"", ""green shirt"", ""taking a jump""]","[""taking a jump""]"
375,"In the middle of a shopping center, there are two statues of men on bicycles with skeletons by them.","[""statues"", ""men on bicycles"", ""skeletons""]","[""statues""]","[""statues of men on bicycles with skeletons""]","[""statues of men on bicycles with skeletons""]"
376,"A woman wearing a short skirt, yellow top, and denim jacket stands in front of a brick building covered with worn out signs.","[""short skirt"", ""yellow top"", ""denim jacket"", ""in front of a brick building""]","[""short skirt"", ""yellow top"", ""denim jacket"", ""stands in front of"", ""brick building covered with worn out signs""]","[""short skirt"", ""denim jacket"", ""brick building""]","[""A woman"", ""short skirt"", ""denim jacket"", ""in front of a brick building""]"
377,Two children are sitting at a desk.,"[""sitting at a desk""]","[""sitting at a desk""]","[""sitting at a desk""]","[""sitting at a desk""]"
378,The woman stands near a dangerously cracked window.,"[""woman"", ""stands""]","[""woman"", ""stands""]","[""woman"", ""stands""]","[""woman"", ""stands""]"
379,A man in jeans is lying on a wooden floor.,"[""man"", ""lying""]","[""man in jeans"", ""lying on a wooden floor""]","[""man in jeans"", ""lying on a wooden floor""]","[""man in jeans"", ""lying on a wooden floor""]"
381,"A city sidewalk scene consisting of two men with dreadlocks sitting on the ground, a punk rocker holding books, a woman with a camera walking away, and a man wearing a long coat, scarf, hat, and sunglasses looking away from the picture.","[""city"", ""two men"", ""a punk rocker"", ""a woman"", ""a man""]","[""city sidewalk scene"", ""two men with dreadlocks"", ""a punk rocker"", ""a woman with a camera"", ""a man wearing a long coat, scarf, hat, and sunglasses""]","[""two men with dreadlocks"", ""a punk rocker"", ""a woman with a camera"", ""a man wearing a long coat, scarf, hat, and sunglasses""]","[""city sidewalk scene"", ""two men"", ""a punk rocker"", ""a woman"", ""a man""]"
382,"A man with a green hat in a small boat named ""Texas Mooring"", in the water.","[""A man"", ""in a small boat""]","[""man"", ""in"", ""small boat""]","[""man"", ""boat"", ""in a""]","[""man"", ""in a small boat"", ""in the water""]"
383,A religious gathering reading a book.,"[""A religious gathering"", ""reading a book""]","[""A religious gathering"", ""reading a book""]","[""religious gathering"", ""reading a book""]","[""religious gathering"", ""reading a book""]"
384,A football player prepares to throw the ball.,"[""football player"", ""prepares""]","[""football player"", ""prepares"", ""to throw the ball""]","[""football player"", ""prepares""]","[""football player"", ""prepares to throw the ball""]"
385,A man with two dogs plays ball in a field of grass.,"[""field of grass""]","[""field of grass""]","[""plays ball"", ""field of grass""]","[""field of grass""]"
386,"A man in a business suit is walking down the street, pulling luggage.","[""man in a business suit"", ""walking down the street"", ""pulling luggage""]","[""man in a business suit"", ""walking down the street"", ""pulling luggage""]","[""walking down the street"", ""pulling luggage""]","[""man in a business suit"", ""walking down the street"", ""pulling luggage""]"
387,A man excitedly pushing in lawn mower in the backyard of a house.,"[""pushing in lawn mower"", ""backyard""]","[""pushing in lawn mower"", ""backyard of a house""]","[""in the backyard of a house""]","[""pushing in lawn mower"", ""in the backyard of a house""]"
388,A man is playing tug-of-war with his dog.,"[""man"", ""playing tug-of-war"", ""dog""]","[""man"", ""playing tug-of-war"", ""dog""]","[""man"", ""playing tug-of-war"", ""dog""]","[""A man"", ""is playing"", ""dog""]"
389,A fluffy white dog is coming out of a blue striped obstacle shute.,"[""fluffy""]","[""fluffy""]","[""fluffy"", ""dog""]","[""fluffy""]"
390,Young woman trying to keep the Jenga tower stable.,"[""trying to keep the Jenga tower stable""]","[""trying to keep the Jenga tower stable""]","[""trying to keep the Jenga tower stable""]","[""Young woman"", ""trying to keep the Jenga tower stable""]"
393,A shirtless man is rock climbing on a vertical rock face.,"[""shirtless man""]","[""shirtless man"", ""rock climbing""]","[""shirtless man""]","[""shirtless man"", ""rock climbing""]"
394,A person in a hard hat is doing some work on a train track.,"[""A person"", ""in a hard hat"", ""doing some work on a train track""]","[""person"", ""hard hat""]","[""person"", ""hard hat""]","[""person"", ""hard hat""]"
395,A goalie is catching a soccer ball.,"[""goalie"", ""catching a soccer ball""]","[""goalie"", ""catching"", ""soccer ball""]","[""goalie"", ""catching"", ""soccer ball""]","[""goalie"", ""catching a soccer ball""]"
397,Two female members of team USA performing a jump high-five surrounded by two other female members.,"[""female members"", ""female members""]","[""female members""]","[""female members""]","[""female members"", ""performing a jump high-five""]"
399,A shirtless man with a race placard on his butt is posing like a body-builder.,"[""man"", ""race placard"", ""posing like a body-builder""]","[""man"", ""posing like a body-builder"", ""race placard on his butt""]","[""man"", ""shirtless"", ""race placard on his butt"", ""posing like a body-builder""]","[""man"", ""posing like a body-builder""]"
400,A person with a variety of different wares standing amongst several others on a dirt road.,"[""wares"", ""standing amongst several others on a dirt road""]","[""A person with a variety of different wares"", ""standing amongst several others""]","[""A person with a variety of different wares""]","[""A person with a variety of different wares"", ""standing amongst several others"", ""a dirt road""]"
401,A man in a heavy coat makes repairs at a train station.,"[""A man"", ""heavy coat"", ""makes repairs"", ""at a train station""]","[""A man in a heavy coat"", ""makes repairs"", ""at a train station""]","[""A man"", ""in a heavy coat"", ""makes repairs"", ""at a train station""]","[""man"", ""heavy coat"", ""makes repairs"", ""at a train station""]"
402,A ceremonial parade being held is passing over a street corner by the bay.,"[""parade"", ""passing over"", ""street corner"", ""by the bay""]","[""ceremonial parade"", ""by the bay""]","[""A ceremonial parade being held"", ""passing over a street corner by the bay""]","[""parade"", ""passing over"", ""street corner"", ""by the bay""]"
403,Three people in a group of cars in what appears to be a city scene; two of them carrying a large bottle and one is a female dressed in high heels.,"[""Three people"", ""city scene"", ""cars"", ""carrying a large bottle"", ""female dressed in high heels""]","[""Three people"", ""in a group of cars"", ""carrying a large bottle""]","[""Three people"", ""group of cars"", ""city scene""]","[""Three people"", ""group"", ""cars"", ""city scene"", ""two of them carrying a large bottle"", ""one is a female dressed in high heels""]"
404,Asian girls line up near some flags.,"[""Asian girls"", ""line up"", ""near some flags""]","[""Asian girls"", ""flags""]","[""flags"", ""Asian girls""]","[""Asian girls"", ""near some flags""]"
405,Men working with hoses and a large blue and white truck.,"[""Men working with hoses"", ""a large blue and white truck""]","[""Men"", ""working with hoses"", ""a large blue and white truck""]","[""Men working with hoses"", ""a large blue and white truck""]","[""Men working with hoses"", ""a large blue and white truck""]"
407,A boy wearing a blue shirt riding a gray horse on a gravel path through the green overgrown field.,"[""riding a gray horse"", ""gravel path"", ""green overgrown field""]","[""riding a gray horse"", ""a gravel path through the green overgrown field"", ""a blue shirt""]","[""riding a gray horse"", ""gravel path through the green overgrown field""]","[""boy"", ""wearing a blue shirt"", ""riding a gray horse"", ""on a gravel path"", ""green overgrown field""]"
409,A crowd of people gathered in a public place outdoors sitting at picnic tables.,"[""outdoors"", ""picnic tables""]","[""gathered in a public place outdoors"", ""sitting at picnic tables""]","[""outdoors"", ""sitting at picnic tables""]","[""public place outdoors"", ""picnic tables""]"
410,A couple sharing in an embrace,"[""sharing in an embrace""]","[""sharing in an embrace""]","[""sharing in an embrace""]","[""sharing in an embrace""]"
411,"At the corner of an intersection, a black vehicle waits as a woman in black holding a bag is crossing the street.","[""a woman"", ""crossing the street""]","[""woman"", ""crossing the street""]","[""intersection"", ""street"", ""woman"", ""crossing the street""]","[""a woman"", ""is crossing the street""]"
412,A young man is shooting pool.,"[""shooting pool""]","[""shooting pool""]","[""shooting pool""]","[""shooting pool""]"
413,A group of men stand in line in a dimly-lit restaurant bar.,"[""restaurant bar""]","[""restaurant bar"", ""line"", ""stand in line"", ""restaurant"", ""bar""]","[""restaurant"", ""stand in line""]","[""restaurant bar"", ""stand in line""]"
414,"Two men, one in yellow, are on a wooden boat.","[""men"", ""on a wooden boat""]","[""Two men"", ""on a wooden boat""]","[""Two men"", ""on a wooden boat""]","[""Two men"", ""on a wooden boat""]"
415,Five men stand outside and look like they are about to work.,"[""stand outside"", ""look like they are about to work"", ""Five men""]","[""men"", ""work"", ""look like they are about to work""]","[""Five men"", ""stand outside"", ""about to work""]","[""stand outside"", ""look like they are about to work"", ""about to work""]"
416,a man in scrubs stands next to a computer,"[""man in scrubs""]","[""man in scrubs"", ""stands next to a computer""]","[""man in scrubs""]","[""man in scrubs""]"
417,The women is washing the newborn baby.,"[""washing"", ""baby""]","[""washing"", ""newborn baby""]","[""washing""]","[""washing"", ""baby""]"
420,"Man grilling hotdogs, buns, peppers and other foods while another man stands behind him posing.","[""another man"", ""posing""]","[""another man stands behind him"", ""posing""]","[""posing"", ""another man stands behind him""]","[""posing"", ""stands behind""]"
421,"Two men who appear to be in good spirits, one in a red shirt and another in a blue shirt are climbing on a crosswalk signal pole.","[""climbing on a crosswalk signal pole"", ""good spirits""]","[""in good spirits"", ""red shirt"", ""blue shirt"", ""climbing on a crosswalk signal pole""]","[""good spirits"", ""red shirt"", ""blue shirt"", ""climbing on a crosswalk signal pole""]","[""climbing on a crosswalk signal pole"", ""in good spirits""]"
422,A man in a white shirt is walking a dog on the side of a street.,"[""walking a dog"", ""on the side of a street""]","[""walking a dog"", ""side of a street""]","[""man"", ""dog"", ""walking a dog"", ""on the side of a street""]","[""walking a dog"", ""on the side of a street""]"
424,A mid sized mixed gender choir sings while the director motions to keep beat.,"[""sings"", ""motions to keep beat"", ""mixed gender""]","[""sings"", ""mixed gender choir"", ""director motions to keep beat""]","[""sings""]","[""sings"", ""director motions to keep beat"", ""mixed gender""]"
425,A large amount of people at an outdoor festival.,"[""people"", ""outdoor festival""]","[""people at an outdoor festival""]","[""people"", ""outdoor festival""]","[""large amount of people"", ""outdoor festival""]"
429,En exotic young lady looks perplexed while speaking with an older gentleman.,"[""En exotic young lady"", ""perplexed"", ""an older gentleman""]","[""exotic"", ""perplexed"", ""older gentleman""]","[""perplexed"", ""speaking"", ""older gentleman"", ""young lady""]","[""perplexed"", ""speaking"", ""young lady"", ""older gentleman""]"
430,A man is sitting on top of a mountain.,"[""on top of a mountain""]","[""sitting"", ""top of a mountain""]","[""man"", ""sitting"", ""mountain""]","[""sitting"", ""on top of a mountain""]"
431,a firefighter standing proud in front of his truck.,"[""standing""]","[""standing""]","[""standing""]","[""standing""]"
432,Two children and a man are looking at the grass beside a lake.,"[""Two children"", ""a man"", ""looking at the grass""]","[""Two children"", ""a man"", ""looking at the grass""]","[""Two children"", ""a man"", ""looking at the grass beside a lake""]","[""looking at the grass"", ""a lake""]"
433,A man wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while crossing a busy street.,"[""man""]","[""man"", ""crossing a busy street""]","[""A man wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while crossing a busy street.""]","[""A man"", ""headphones"", ""checkered shirt"", ""tan jacket"", ""reaches inside his jacket"", ""crossing a busy street""]"
434,waiting for someone on the street.,"[""waiting for someone""]","[""waiting for someone"", ""on the street""]","[""waiting for someone"", ""street""]","[""waiting for someone"", ""on the street""]"
435,a young girl in red riding a unicycle,"[""riding a unicycle""]","[""riding"", ""unicycle""]","[""riding a unicycle""]","[""riding a unicycle""]"
437,"A middle-aged man with a white beard and glasses holds up a small, wooden handmade cabinet.","[""holds up"", ""a small, wooden handmade cabinet""]","[""A middle-aged man with a white beard and glasses"", ""holds up"", ""a small, wooden handmade cabinet""]","[""holds up"", ""a small, wooden handmade cabinet""]","[""holds up"", ""a small, wooden handmade cabinet""]"
442,Four runners race down the street.,"[""runners"", ""race""]","[""race""]","[""Four runners"", ""race""]","[""race""]"
443,A man working on something alone in an industrial setting.,"[""man"", ""working on something"", ""alone""]","[""man"", ""working on something"", ""alone""]","[""man working on something"", ""alone""]","[""man"", ""working on something"", ""alone""]"
444,A group of professionally dressed people are sitting near each other is a downtown area of a city.,"[""professionally dressed"", ""sitting near each other"", ""downtown area of a city""]","[""professionally dressed people"", ""sitting near each other"", ""downtown area of a city""]","[""professionally dressed"", ""sitting near each other"", ""downtown area of a city""]","[""professionally dressed people"", ""sitting near each other"", ""downtown area of a city""]"
445,Two scientists are examining a petri dish.,"[""scientists"", ""examining a petri dish""]","[""scientists"", ""examining""]","[""scientists"", ""examining"", ""a petri dish""]","[""scientists"", ""examining"", ""a petri dish""]"
446,Four children are smiling as they pose together with a bicycle that is much too big for them.,"[""children"", ""smiling"", ""with a bicycle"", ""much too big for them""]","[""children"", ""smiling"", ""bicycle"", ""much too big for them""]","[""Four children"", ""smiling"", ""pose together with a bicycle"", ""bicycle""]","[""children"", ""smiling"", ""posing together with"", ""bicycle"", ""much too big for them""]"
447,A white man in the background watches a black man in the foreground playing with a soccer ball on a beach.,"[""white man"", ""black man"", ""beach"", ""watches"", ""playing with a soccer ball""]","[""white man"", ""black man"", ""on a beach""]","[""white man"", ""black man"", ""beach""]","[""A white man"", ""a black man"", ""on a beach""]"
448,Three kids and one adult walking on a path.,"[""on a path""]","[""kids"", ""adult"", ""walking on a path""]","[""walking on a path""]","[""Three kids and one adult"", ""walking"", ""on a path""]"
449,Three adults wearing lab coats pose for a picture with alcohol.,"[""lab coats"", ""alcohol"", ""adults""]","[""lab coats"", ""alcohol"", ""Three adults"", ""pose for a picture""]","[""lab coats""]","[""lab coats""]"
450,A young blond girl with a pink shirt on jumps high into the air while kicking her foot out and sticking her tongue out.,"[""jumps high"", ""kicking her foot out"", ""sticking her tongue out""]","[""jumps high into the air"", ""kicking her foot out"", ""sticking her tongue out""]","[""jumps high"", ""pink shirt""]","[""jumps high"", ""kicking her foot out"", ""sticking her tongue out""]"
452,A large group of swimmers entering the water.,"[""swimmers"", ""entering the water"", ""large group""]","[""swimmers"", ""entering the water""]","[""swimmers"", ""entering the water""]","[""swimmers"", ""entering the water"", ""large group""]"
453,Woman in green tops is watching the dark clouds.,"[""Woman"", ""green tops""]","[""Woman in green tops""]","[""Woman in green tops""]","[""woman in green tops""]"
454,A black man is sitting on a bench in front of a public transit map.,"[""black man"", ""sitting on a bench"", ""in front of a public transit map""]","[""A black man"", ""a bench"", ""a public transit map""]","[""A black man"", ""in front of a public transit map""]","[""black man"", ""sitting on a bench"", ""in front of a public transit map""]"
456,A young lady with an umbrella is walking by while two women are adoring the adorable puppy one gentleman was walking.,"[""umbrella"", ""walking""]","[""umbrella"", ""young lady"", ""walking by"", ""two women"", ""are adoring"", ""gentleman"", ""was walking"", ""puppy""]","[""umbrella"", ""two women"", ""adoring the adorable puppy"", ""one gentleman was walking""]","[""umbrella"", ""young lady"", ""walking by"", ""two women"", ""are adoring"", ""gentleman"", ""was walking""]"
457,A person is sitting behind two large baskets of bread.,"[""sitting"", ""behind"", ""baskets of bread""]","[""sitting"", ""behind two large baskets of bread""]","[""person"", ""sitting"", ""behind"", ""baskets of bread""]","[""A person is sitting behind two large baskets of bread""]"
458,A large brown and a small white dog play indoors on a carpet.,"[""brown"", ""white""]","[""brown"", ""white"", ""A large brown and a small white dog""]","[""brown"", ""white""]","[""brown"", ""white""]"
459,A group of people walk down a path in a wooded area.,"[""people"", ""walk down a path"", ""wooded area""]","[""people"", ""walk down a path"", ""wooded area""]","[""A group of people"", ""walk down a path"", ""in a wooded area""]","[""walk down a path"", ""a wooded area""]"
460,Regal horse and white carriage scene with female driver and two blond little flower girls dressed in white.,"[""Regal horse"", ""white carriage"", ""female driver"", ""two blond little flower girls dressed in white""]","[""Regal horse"", ""white carriage"", ""female driver"", ""two blond little flower girls dressed in white""]","[""regal horse"", ""white carriage"", ""female driver"", ""two blond little flower girls dressed in white""]","[""regal horse"", ""two blond little flower girls dressed in white"", ""female driver""]"
461,A man in heavy clothing with a cart of tools bending to inspect the floor,"[""cart of tools"", ""inspect the floor""]","[""cart of tools"", ""inspect the floor""]","[""tools"", ""inspect the floor""]","[""man"", ""tools"", ""inspect the floor""]"
462,"While others gather in areas, a man in a brown shirt sits with reading material in hand.","[""sits"", ""with reading material in hand"", ""While others gather in areas""]","[""brown shirt""]","[""sits with reading material"", ""brown shirt""]","[""sits"", ""reading material in hand"", ""brown shirt""]"
463,Passengers boarding a train.,"[""Passengers"", ""boarding"", ""a train""]","[""boarding""]","[""Passengers"", ""boarding a train""]","[""Passengers"", ""boarding"", ""train""]"
467,There are people sitting in seats that are in rows.,"[""people sitting in seats"", ""seats that are in rows""]","[""seats"", ""rows""]","[""people sitting in seats"", ""seats"", ""rows""]","[""people"", ""sitting"", ""in seats"", ""in rows""]"
468,A man in a plaid shirt is selling products to customers.,"[""A man in a plaid shirt"", ""selling products"", ""products""]","[""man"", ""selling products"", ""selling""]","[""man in a plaid shirt"", ""products""]","[""man"", ""selling products""]"
470,Four women sitting on a black couch drinking beer.,"[""women"", ""sitting on a black couch drinking beer""]","[""sitting on a black couch drinking beer""]","[""women"", ""sitting on a black couch"", ""drinking beer""]","[""sitting"", ""drinking beer""]"
472,A costumes woman applies makeup while looking in a mirror.,"[""costumes woman"", ""applies makeup""]","[""woman"", ""applies makeup""]","[""costumes woman"", ""applies makeup""]","[""costumes woman"", ""applies makeup""]"
473,An older woman sews happily whilst sitting.,"[""sews"", ""older""]","[""older woman"", ""sews"", ""happily"", ""sitting""]","[""sews""]","[""sews happily""]"
474,A woman in colonial clothing being plunged into the water.,"[""being plunged into the water""]","[""A woman"", ""being plunged into the water""]","[""being plunged into the water""]","[""being plunged into the water""]"
