id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic
404,Asian girls line up near some flags.,_____ _____ _____ _____ _____ _____ _____,Asian girls line up near some flags.,Asian girls line up near some flags.,1.0000,_____ _____ line up near some _____,Asian girls _____ _____ _____ _____ flags.,Asian girls _____ _____ _____ some flags.,0.4286,_____ _____ line up near some _____,Asian girls _____ _____ _____ _____ flags.,Asian girls _____ _____ near _____ flags.,0.4286,_____ _____ line up _____ _____ _____,Asian girls _____ _____ near some flags.,Asian girls _____ _____ near some flags.,0.7143
405,Men working with hoses and a large blue and white truck.,_____ _____ _____ _____ and _____ _____ _____ _____ _____ _____,Men working with hoses _____ a large blue and white truck.,Men working with hoses _____ a large blue and white truck.,0.9091,_____ _____ _____ _____ and _____ _____ _____ _____ _____ _____,Men working with hoses _____ a large blue and white truck.,Men working with hoses _____ a large blue and white truck.,0.9091,_____ _____ _____ _____ and _____ _____ _____ _____ _____ _____,Men working with hoses _____ a large blue and white truck.,Men working with hoses _____ a large blue and white truck.,0.9091,_____ _____ _____ _____ and _____ _____ _____ _____ _____ _____,Men working with hoses _____ a large blue and white truck.,Men working with hoses _____ a large blue and white truck.,0.9091
407,A boy wearing a blue shirt riding a gray horse on a gravel path through the green overgrown field.,A boy wearing a blue shirt _____ _____ _____ _____ on a _____ _____ through the _____ _____ _____,_____ _____ _____ _____ _____ _____ riding a gray horse _____ _____ gravel path _____ _____ green overgrown field.,_____ boy _____ _____ _____ _____ riding a gray horse _____ _____ gravel path _____ _____ green overgrown field.,0.4737,A boy wearing _____ _____ _____ _____ _____ _____ _____ on _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ a blue shirt riding a gray horse _____ a gravel path through the green overgrown field.,_____ _____ _____ a blue shirt riding a gray horse _____ a gravel path through the green overgrown field.,0.7895,A boy wearing a blue shirt _____ _____ _____ _____ on a _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ riding a gray horse _____ _____ gravel path through the green overgrown field.,_____ _____ _____ _____ _____ _____ riding a gray horse _____ _____ gravel path through the green overgrown field.,0.5789,A _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ through the _____ _____ _____,_____ boy wearing a blue shirt riding a gray horse on a gravel path _____ _____ green overgrown field.,_____ boy wearing a blue shirt riding a gray horse on a gravel path _____ _____ green overgrown field.,0.8421
409,A crowd of people gathered in a public place outdoors sitting at picnic tables.,A crowd of people gathered in a public place _____ sitting at _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ outdoors _____ _____ picnic tables.,A crowd of people gathered _____ a _____ place outdoors sitting _____ picnic tables.,0.2143,A crowd of people _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ gathered in a public place outdoors sitting at picnic tables.,_____ _____ _____ _____ gathered in a public place outdoors sitting at picnic tables.,0.7143,A crowd of people gathered in a public place _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ outdoors sitting at picnic tables.,_____ crowd _____ people _____ in _____ _____ place outdoors sitting at picnic tables.,0.3571,A crowd of people gathered in a _____ _____ _____ sitting at _____ _____,_____ _____ _____ _____ _____ _____ _____ public place outdoors _____ _____ picnic tables.,_____ _____ _____ people gathered _____ a public place outdoors sitting _____ picnic tables.,0.3571
410,A couple sharing in an embrace,A couple _____ _____ _____ _____,_____ _____ sharing in an embrace,_____ _____ sharing in an embrace,0.6667,A couple _____ _____ _____ _____,_____ _____ sharing in an embrace,_____ _____ sharing in an embrace,0.6667,A couple _____ _____ _____ _____,_____ _____ sharing in an embrace,_____ _____ sharing in an embrace,0.6667,A couple _____ _____ _____ _____,_____ _____ sharing in an embrace,_____ _____ sharing in an embrace,0.6667
411,"At the corner of an intersection, a black vehicle waits as a woman in black holding a bag is crossing the street.","At the corner of an intersection, a black vehicle waits as _____ _____ in black holding a bag is _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ a woman _____ _____ _____ _____ _____ _____ crossing the street.,At the _____ _____ an _____ a black vehicle waits as a woman _____ black holding a _____ is crossing the street.,0.2273,"At the corner of an intersection, a black vehicle waits as a _____ in black holding a bag is _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ woman _____ _____ _____ _____ _____ _____ crossing the street.,"At the corner of an intersection, a black vehicle _____ as a woman _____ _____ holding a _____ is crossing the street.",0.1818,At the corner of an _____ a black vehicle waits as a _____ in black holding a bag is _____ _____ _____,"_____ _____ _____ _____ _____ intersection, _____ _____ _____ _____ _____ _____ woman _____ _____ _____ _____ _____ _____ crossing the street.","At the _____ of _____ intersection, a _____ _____ waits as a woman in _____ holding a bag is crossing the street.",0.2273,"At the corner of an intersection, a black vehicle waits as _____ _____ in black holding a bag _____ _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ a woman _____ _____ _____ _____ _____ is crossing the street.,At the _____ of _____ _____ a _____ _____ waits as a woman in black _____ a bag is crossing the street.,0.2727
412,A young man is shooting pool.,A young man is _____ _____,_____ _____ _____ _____ shooting pool.,A _____ man _____ shooting pool.,0.3333,A young man is _____ _____,_____ _____ _____ _____ shooting pool.,A young _____ _____ shooting pool.,0.3333,A young man is _____ _____,_____ _____ _____ _____ shooting pool.,_____ _____ man is shooting pool.,0.3333,A young man is _____ _____,_____ _____ _____ _____ shooting pool.,_____ _____ man is shooting pool.,0.3333
413,A group of men stand in line in a dimly-lit restaurant bar.,A group of men stand in line in a dimly-lit _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ restaurant bar.,A group _____ _____ stand in line in a dimly-lit restaurant bar.,0.1667,A group of men _____ _____ _____ in a dimly-lit _____ _____,_____ _____ _____ _____ stand in line _____ _____ _____ restaurant bar.,A _____ of _____ stand in line _____ _____ _____ restaurant bar.,0.4167,A group of men _____ _____ _____ in a dimly-lit _____ bar.,_____ _____ _____ _____ stand in line _____ _____ _____ restaurant _____,A group of _____ stand in line in _____ _____ restaurant _____,0.3333,A group of men _____ _____ _____ in a dimly-lit _____ _____,_____ _____ _____ _____ stand in line _____ _____ _____ restaurant bar.,_____ _____ of _____ stand in line _____ a _____ restaurant bar.,0.4167
414,"Two men, one in yellow, are on a wooden boat.","Two _____ one in yellow, are _____ _____ _____ _____","_____ men, _____ _____ _____ _____ on a wooden boat.","_____ men, _____ _____ _____ _____ on a wooden boat.",0.5000,"_____ _____ one in yellow, are _____ _____ _____ _____","Two men, _____ _____ _____ _____ on a wooden boat.","Two men, _____ _____ _____ _____ on a wooden boat.",0.6000,"_____ _____ one in yellow, are _____ _____ _____ _____","Two men, _____ _____ _____ _____ on a wooden boat.","Two men, _____ _____ _____ _____ on a wooden boat.",0.6000,"_____ _____ one in yellow, are _____ _____ _____ _____","Two men, _____ _____ _____ _____ on a wooden boat.","Two men, _____ _____ _____ _____ on a wooden boat.",0.6000
415,Five men stand outside and look like they are about to work.,_____ _____ _____ _____ and _____ _____ _____ _____ _____ _____ _____,Five men stand outside _____ look like they are about to work.,Five men stand outside _____ look like they are about to work.,0.9167,Five _____ stand outside and _____ _____ _____ _____ _____ _____ _____,_____ men _____ _____ _____ look like they are about to work.,_____ men _____ _____ _____ look like they are about to work.,0.6667,_____ _____ _____ _____ and look like they are _____ _____ _____,Five men stand outside _____ _____ _____ _____ _____ about to work.,Five men stand outside _____ _____ _____ _____ _____ about to work.,0.5833,Five men _____ _____ and _____ _____ _____ _____ _____ _____ _____,_____ _____ stand outside _____ look like they are about to work.,_____ _____ stand outside _____ look like they are about to work.,0.7500
416,a man in scrubs stands next to a computer,a _____ _____ _____ stands next to a computer,_____ man in scrubs _____ _____ _____ _____ _____,a man in scrubs _____ next _____ _____ computer,0.3333,a _____ _____ _____ _____ _____ _____ _____ _____,_____ man in scrubs stands next to a computer,_____ man in scrubs stands next to a computer,0.8889,a _____ _____ _____ stands next to a computer,_____ man in scrubs _____ _____ _____ _____ _____,_____ man in scrubs stands next to _____ _____,0.3333,a _____ _____ _____ stands next to a computer,_____ man in scrubs _____ _____ _____ _____ _____,_____ man in scrubs stands _____ to _____ computer,0.3333
417,The women is washing the newborn baby.,The women is _____ the newborn _____,_____ _____ _____ washing _____ _____ baby.,The women _____ washing the _____ baby.,0.2857,The women is _____ the _____ _____,_____ _____ _____ washing _____ newborn baby.,_____ _____ _____ washing the newborn baby.,0.4286,The women is _____ the newborn baby.,_____ _____ _____ washing _____ _____ _____,The women is washing the _____ baby.,0.1429,The women is _____ the newborn _____,_____ _____ _____ washing _____ _____ baby.,The _____ is washing _____ newborn baby.,0.2857
420,"Man grilling hotdogs, buns, peppers and other foods while another man stands behind him posing.","Man grilling hotdogs, buns, peppers and other foods while _____ _____ stands behind him _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ another man _____ _____ _____ posing.,"Man _____ hotdogs, _____ peppers and other foods while another man stands _____ him posing.",0.2000,"Man grilling hotdogs, buns, peppers and other foods while _____ _____ _____ _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ another man stands behind him posing.,_____ grilling _____ _____ _____ _____ other _____ while another man stands behind him posing.,0.4000,"Man grilling hotdogs, buns, peppers and other foods while _____ _____ _____ _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ another man stands behind him posing.,"Man _____ _____ buns, peppers _____ _____ _____ _____ another man stands behind him posing.",0.4000,"Man grilling hotdogs, buns, peppers and other foods while another man _____ _____ him _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ stands behind _____ posing.,"Man grilling hotdogs, buns, peppers and _____ foods while _____ man stands behind _____ posing.",0.2000
421,"Two men who appear to be in good spirits, one in a red shirt and another in a blue shirt are climbing on a crosswalk signal pole.",Two men who appear to be in _____ _____ one in a red shirt and another in a blue shirt are _____ _____ _____ _____ _____ _____,"_____ _____ _____ _____ _____ _____ _____ good spirits, _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ climbing on a crosswalk signal pole.","_____ men who appear _____ _____ _____ good spirits, one in _____ red shirt _____ another in a _____ shirt _____ climbing on a crosswalk signal pole.",0.2963,Two men who appear to be _____ _____ _____ one in a _____ _____ and another in a _____ _____ are _____ _____ _____ _____ _____ _____,"_____ _____ _____ _____ _____ _____ in good spirits, _____ _____ _____ red shirt _____ _____ _____ _____ blue shirt _____ climbing on a crosswalk signal pole.","_____ _____ _____ _____ _____ _____ in good spirits, _____ _____ _____ red shirt _____ another _____ _____ blue shirt _____ climbing on a crosswalk signal pole.",0.4815,Two men who appear to be in _____ _____ one in a _____ _____ and another in a _____ _____ are _____ _____ _____ _____ _____ _____,"_____ _____ _____ _____ _____ _____ _____ good spirits, _____ _____ _____ red shirt _____ _____ _____ _____ blue shirt _____ climbing on a crosswalk signal pole.","_____ _____ _____ _____ _____ _____ in good spirits, _____ _____ _____ red shirt _____ _____ in a blue shirt _____ climbing on a crosswalk signal pole.",0.4444,Two men who appear to be _____ _____ _____ one in a red shirt and another in a blue shirt are _____ _____ _____ _____ _____ _____,"_____ _____ _____ _____ _____ _____ in good spirits, _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ climbing on a crosswalk signal pole.","Two _____ who appear _____ be in good spirits, _____ _____ _____ red _____ and another _____ _____ _____ shirt are climbing on a crosswalk signal pole.",0.3333
422,A man in a white shirt is walking a dog on the side of a street.,A man in a white shirt is _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ walking a dog on the side of a street.,_____ _____ _____ _____ _____ _____ _____ walking a dog on the side of a street.,0.5625,A man in a white shirt is _____ _____ _____ on the _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ walking a dog _____ _____ side of a street.,A _____ _____ _____ _____ _____ _____ walking a dog _____ the side of a street.,0.4375,A _____ in a white shirt is _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ man _____ _____ _____ _____ _____ walking a dog on the side of a street.,_____ man _____ _____ _____ _____ _____ walking a dog on the side of a street.,0.6250,A man in a white shirt is _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ walking a dog on the side of a street.,_____ _____ _____ _____ _____ _____ _____ walking a dog on the side of a street.,0.5625
424,A mid sized mixed gender choir sings while the director motions to keep beat.,A mid sized _____ _____ choir _____ while the director _____ _____ _____ _____,_____ _____ _____ mixed gender _____ sings _____ _____ _____ motions to keep beat.,_____ _____ _____ mixed gender _____ sings _____ _____ _____ motions to keep beat.,0.5000,A mid sized _____ _____ _____ _____ while the _____ _____ _____ _____ _____,_____ _____ _____ mixed gender choir sings _____ _____ director motions to keep beat.,_____ _____ _____ mixed gender choir sings _____ _____ director motions to keep beat.,0.6429,A mid sized mixed gender choir _____ while the director motions to keep beat.,_____ _____ _____ _____ _____ _____ sings _____ _____ _____ _____ _____ _____ _____,A mid sized mixed gender choir sings while the director motions to keep _____,0.0714,A mid sized _____ _____ choir _____ while the _____ _____ _____ _____ _____,_____ _____ _____ mixed gender _____ sings _____ _____ director motions to keep beat.,_____ _____ _____ mixed gender _____ sings _____ _____ director motions to keep beat.,0.5714
425,A large amount of people at an outdoor festival.,A large amount of _____ at an _____ _____,_____ _____ _____ _____ people _____ _____ outdoor festival.,A _____ amount _____ people _____ an outdoor festival.,0.3333,A large amount of _____ _____ _____ _____ _____,_____ _____ _____ _____ people at an outdoor festival.,_____ _____ _____ _____ people at an outdoor festival.,0.5556,A large amount of _____ at an _____ _____,_____ _____ _____ _____ people _____ _____ outdoor festival.,A _____ amount _____ people at _____ outdoor festival.,0.3333,A _____ _____ _____ _____ at an _____ _____,_____ large amount of people _____ _____ outdoor festival.,_____ large amount of people _____ _____ outdoor festival.,0.6667
429,En exotic young lady looks perplexed while speaking with an older gentleman.,_____ _____ _____ _____ looks _____ while speaking with _____ _____ _____,En exotic young lady _____ perplexed _____ _____ _____ an older gentleman.,En exotic young lady _____ perplexed _____ _____ _____ an older gentleman.,0.6667,En _____ young lady looks _____ while speaking with an _____ _____,_____ exotic _____ _____ _____ perplexed _____ _____ _____ _____ older gentleman.,En exotic young _____ looks perplexed _____ _____ _____ an older gentleman.,0.3333,En exotic _____ _____ looks _____ while _____ with an _____ _____,_____ _____ young lady _____ perplexed _____ speaking _____ _____ older gentleman.,_____ _____ young lady _____ perplexed _____ speaking _____ _____ older gentleman.,0.5000,En exotic _____ _____ looks _____ while _____ with an _____ _____,_____ _____ young lady _____ perplexed _____ speaking _____ _____ older gentleman.,_____ _____ young lady _____ perplexed _____ speaking _____ _____ older gentleman.,0.5000
430,A man is sitting on top of a mountain.,A man is sitting _____ _____ _____ _____ _____,_____ _____ _____ _____ on top of a mountain.,_____ _____ _____ _____ on top of a mountain.,0.5556,A man is _____ on _____ _____ _____ _____,_____ _____ _____ sitting _____ top of a mountain.,_____ _____ _____ sitting _____ top of a mountain.,0.5556,A _____ is _____ on top of a _____,_____ man _____ sitting _____ _____ _____ _____ mountain.,_____ man _____ sitting on _____ of a mountain.,0.3333,A man is _____ _____ _____ _____ _____ _____,_____ _____ _____ sitting on top of a mountain.,_____ _____ _____ sitting on top of a mountain.,0.6667
431,a firefighter standing proud in front of his truck.,a firefighter _____ proud in front of his truck.,_____ _____ standing _____ _____ _____ _____ _____ _____,a firefighter standing proud in front of his _____,0.1111,a firefighter _____ proud in front of his truck.,_____ _____ standing _____ _____ _____ _____ _____ _____,_____ firefighter standing proud in front of his truck.,0.1111,a firefighter _____ proud in front of his truck.,_____ _____ standing _____ _____ _____ _____ _____ _____,a firefighter standing proud in front of _____ truck.,0.1111,a firefighter _____ proud in front of his truck.,_____ _____ standing _____ _____ _____ _____ _____ _____,a firefighter standing proud _____ front of his truck.,0.1111
432,Two children and a man are looking at the grass beside a lake.,_____ _____ and _____ _____ are _____ _____ _____ _____ beside a lake.,Two children _____ a man _____ looking at the grass _____ _____ _____,Two children _____ a man _____ looking at the grass _____ _____ _____,0.6154,_____ _____ and _____ _____ are _____ _____ _____ _____ beside a lake.,Two children _____ a man _____ looking at the grass _____ _____ _____,Two children _____ a man _____ looking at the grass _____ _____ _____,0.6154,_____ _____ and _____ _____ are _____ _____ _____ _____ _____ _____ _____,Two children _____ a man _____ looking at the grass beside a lake.,Two children _____ a man _____ looking at the grass beside a lake.,0.8462,Two children and a man are _____ _____ _____ _____ beside _____ _____,_____ _____ _____ _____ _____ _____ looking at the grass _____ a lake.,_____ _____ _____ _____ man _____ looking at the grass _____ a lake.,0.4615
433,A man wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while crossing a busy street.,A _____ wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while crossing a busy street.,_____ man _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man wearing headphones and a checkered shirt with tan jacket reaches _____ his jacket while crossing a busy street.,0.0500,A _____ wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while _____ _____ _____ _____,_____ man _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ crossing a busy street.,A man _____ headphones and _____ _____ shirt with tan jacket _____ _____ his jacket while crossing a busy street.,0.2500,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while crossing a busy street.,A man wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while crossing a busy street.,1.0000,_____ _____ wearing _____ and a _____ _____ with _____ _____ _____ _____ _____ _____ while _____ _____ _____ _____,A man _____ headphones _____ _____ checkered shirt _____ tan jacket reaches inside his jacket _____ crossing a busy street.,A man _____ headphones _____ _____ checkered shirt _____ tan jacket reaches inside his jacket _____ crossing a busy street.,0.7500
434,waiting for someone on the street.,_____ _____ _____ on the street.,waiting for someone _____ _____ _____,waiting for someone _____ _____ _____,0.5000,_____ _____ _____ _____ _____ _____,waiting for someone on the street.,waiting for someone on the street.,1.0000,_____ _____ _____ on the _____,waiting for someone _____ _____ street.,waiting for someone _____ _____ street.,0.6667,_____ _____ _____ _____ _____ _____,waiting for someone on the street.,waiting for someone on the street.,1.0000
435,a young girl in red riding a unicycle,a young girl in red _____ _____ _____,_____ _____ _____ _____ _____ riding a unicycle,a _____ _____ _____ red riding a unicycle,0.3750,a young girl in red _____ a _____,_____ _____ _____ _____ _____ riding _____ unicycle,_____ young girl in red riding _____ unicycle,0.2500,a young girl in red _____ _____ _____,_____ _____ _____ _____ _____ riding a unicycle,_____ young girl _____ _____ riding a unicycle,0.3750,a young girl in red _____ _____ _____,_____ _____ _____ _____ _____ riding a unicycle,_____ young girl _____ _____ riding a unicycle,0.3750
437,"A middle-aged man with a white beard and glasses holds up a small, wooden handmade cabinet.",A middle-aged man with a white beard and glasses _____ _____ _____ _____ _____ _____ _____,"_____ _____ _____ _____ _____ _____ _____ _____ _____ holds up a small, wooden handmade cabinet.","_____ _____ _____ _____ a _____ _____ _____ glasses holds up a small, wooden handmade cabinet.",0.4375,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,"A middle-aged man with a white beard and glasses holds up a small, wooden handmade cabinet.","A middle-aged man with a white beard and glasses holds up a small, wooden handmade cabinet.",1.0000,A middle-aged man with a white beard and glasses _____ _____ _____ _____ _____ _____ _____,"_____ _____ _____ _____ _____ _____ _____ _____ _____ holds up a small, wooden handmade cabinet.","_____ _____ _____ _____ a white _____ _____ _____ holds up a small, wooden handmade cabinet.",0.4375,A middle-aged man with a white beard and glasses _____ _____ _____ _____ _____ _____ _____,"_____ _____ _____ _____ _____ _____ _____ _____ _____ holds up a small, wooden handmade cabinet.","A _____ _____ _____ a _____ _____ _____ _____ holds up a small, wooden handmade cabinet.",0.4375
442,Four runners race down the street.,Four _____ _____ down the street.,_____ runners race _____ _____ _____,Four runners race _____ _____ street.,0.3333,Four runners _____ down the street.,_____ _____ race _____ _____ _____,Four _____ race down the street.,0.1667,_____ _____ _____ down the street.,Four runners race _____ _____ _____,Four runners race _____ _____ _____,0.5000,Four runners _____ down the street.,_____ _____ race _____ _____ _____,Four runners race down _____ street.,0.1667
443,A man working on something alone in an industrial setting.,A _____ _____ _____ _____ _____ in an industrial setting.,_____ man working on something alone _____ _____ _____ _____,_____ man working on something alone _____ _____ _____ _____,0.5000,A _____ _____ _____ _____ _____ in an industrial setting.,_____ man working on something alone _____ _____ _____ _____,_____ man working on something alone _____ _____ _____ _____,0.5000,A _____ _____ _____ _____ _____ in an industrial setting.,_____ man working on something alone _____ _____ _____ _____,_____ man working on something alone _____ _____ _____ _____,0.5000,A _____ _____ _____ _____ _____ in an industrial setting.,_____ man working on something alone _____ _____ _____ _____,_____ man working on something alone _____ _____ _____ _____,0.5000
444,A group of professionally dressed people are sitting near each other is a downtown area of a city.,A group of _____ _____ people are _____ _____ _____ _____ is a _____ _____ _____ _____ _____,_____ _____ _____ professionally dressed _____ _____ sitting near each other _____ _____ downtown area of a city.,_____ _____ _____ professionally dressed _____ _____ sitting near each other _____ _____ downtown area of a city.,0.6111,A group of _____ _____ _____ are _____ _____ _____ _____ is a _____ _____ _____ _____ _____,_____ _____ _____ professionally dressed people _____ sitting near each other _____ _____ downtown area of a city.,_____ _____ _____ professionally dressed people _____ sitting near each other _____ _____ downtown area of a city.,0.6667,A group of _____ _____ people are _____ _____ _____ _____ is a _____ _____ _____ _____ _____,_____ _____ _____ professionally dressed _____ _____ sitting near each other _____ _____ downtown area of a city.,_____ _____ _____ professionally dressed _____ _____ sitting near each other _____ _____ downtown area of a city.,0.6111,A group of _____ _____ _____ are _____ _____ _____ _____ is a _____ _____ _____ _____ _____,_____ _____ _____ professionally dressed people _____ sitting near each other _____ _____ downtown area of a city.,_____ _____ _____ professionally dressed people _____ sitting near each other _____ _____ downtown area of a city.,0.6667
445,Two scientists are examining a petri dish.,Two _____ are _____ _____ _____ _____,_____ scientists _____ examining a petri dish.,_____ scientists _____ examining a petri dish.,0.7143,Two _____ are _____ a petri dish.,_____ scientists _____ examining _____ _____ _____,_____ scientists _____ examining a petri dish.,0.2857,Two _____ are _____ _____ _____ _____,_____ scientists _____ examining a petri dish.,_____ scientists _____ examining a petri dish.,0.7143,Two _____ are _____ _____ _____ _____,_____ scientists _____ examining a petri dish.,_____ scientists _____ examining a petri dish.,0.7143
446,Four children are smiling as they pose together with a bicycle that is much too big for them.,Four _____ are _____ as they pose together _____ _____ _____ that is _____ _____ _____ _____ _____,_____ children _____ smiling _____ _____ _____ _____ with a bicycle _____ _____ much too big for them.,_____ children _____ smiling _____ _____ _____ _____ with a bicycle _____ _____ much too big for them.,0.5556,Four _____ are _____ as they pose together with a _____ that is _____ _____ _____ _____ _____,_____ children _____ smiling _____ _____ _____ _____ _____ _____ bicycle _____ _____ much too big for them.,_____ children _____ smiling _____ they _____ _____ _____ a bicycle _____ _____ much too big for them.,0.4444,_____ _____ are _____ as they _____ _____ _____ _____ _____ that is much too big for them.,Four children _____ smiling _____ _____ pose together with a bicycle _____ _____ _____ _____ _____ _____ _____,Four children _____ smiling as _____ pose together with a bicycle _____ is _____ _____ _____ _____ _____,0.4444,Four _____ are _____ as they pose _____ _____ a _____ that is _____ _____ _____ _____ _____,_____ children _____ smiling _____ _____ _____ together with _____ bicycle _____ _____ much too big for them.,_____ children _____ smiling _____ _____ _____ together with _____ bicycle _____ _____ much too big for them.,0.5556
447,A white man in the background watches a black man in the foreground playing with a soccer ball on a beach.,A _____ _____ in the background _____ a _____ _____ in the foreground _____ _____ _____ _____ _____ on a _____,_____ white man _____ _____ _____ watches _____ black man _____ _____ _____ playing with a soccer ball _____ _____ beach.,_____ white man _____ _____ _____ watches _____ black man _____ _____ _____ playing with a soccer ball _____ _____ beach.,0.5238,A _____ _____ in the background watches a _____ _____ in the foreground playing with a soccer ball _____ _____ _____,_____ white man _____ _____ _____ _____ _____ black man _____ _____ _____ _____ _____ _____ _____ _____ on a beach.,_____ white man _____ the _____ watches a black man _____ _____ foreground playing with _____ soccer _____ on a beach.,0.3333,A _____ _____ in the background watches a _____ _____ in the foreground playing with a soccer ball on a _____,_____ white man _____ _____ _____ _____ _____ black man _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ beach.,A white man in _____ background watches _____ black man _____ the foreground playing with _____ soccer ball _____ a beach.,0.2381,_____ _____ _____ in the background watches _____ _____ _____ in the foreground playing with a soccer ball _____ _____ _____,A white man _____ _____ _____ _____ a black man _____ _____ _____ _____ _____ _____ _____ _____ on a beach.,A white man _____ the _____ _____ a black man _____ _____ _____ playing _____ _____ _____ ball on a beach.,0.4286
448,Three kids and one adult walking on a path.,Three kids and one adult walking _____ _____ _____,_____ _____ _____ _____ _____ _____ on a path.,_____ kids and one _____ _____ on a path.,0.3333,Three _____ and one _____ _____ _____ _____ _____,_____ kids _____ _____ adult walking on a path.,_____ kids _____ _____ adult walking on a path.,0.6667,Three kids and one adult _____ _____ _____ _____,_____ _____ _____ _____ _____ walking on a path.,_____ _____ _____ one _____ walking on a path.,0.4444,_____ _____ _____ _____ _____ _____ _____ _____ _____,Three kids and one adult walking on a path.,Three kids and one adult walking on a path.,1.0000
449,Three adults wearing lab coats pose for a picture with alcohol.,Three _____ wearing _____ _____ pose for a picture with _____,_____ adults _____ lab coats _____ _____ _____ _____ _____ alcohol.,Three adults wearing lab coats _____ _____ _____ picture _____ alcohol.,0.3636,_____ _____ wearing _____ _____ _____ _____ _____ _____ with _____,Three adults _____ lab coats pose for a picture _____ alcohol.,Three adults _____ lab coats pose for a picture _____ alcohol.,0.8182,Three adults wearing _____ _____ pose for a picture with alcohol.,_____ _____ _____ lab coats _____ _____ _____ _____ _____ _____,Three adults wearing lab coats pose for a _____ with _____,0.1818,Three adults wearing _____ _____ pose for a picture with alcohol.,_____ _____ _____ lab coats _____ _____ _____ _____ _____ _____,Three adults wearing lab coats pose for a _____ with _____,0.1818
450,A young blond girl with a pink shirt on jumps high into the air while kicking her foot out and sticking her tongue out.,A young blond girl with a pink shirt on _____ _____ into the air while _____ _____ _____ _____ and _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ jumps high _____ _____ _____ _____ kicking her foot out _____ sticking her tongue out.,_____ _____ _____ girl _____ a _____ shirt _____ jumps high _____ _____ _____ _____ kicking her foot out and sticking her tongue out.,0.4167,A young blond girl with a pink shirt on _____ _____ _____ _____ _____ while _____ _____ _____ _____ and _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ jumps high into the air _____ kicking her foot out _____ sticking her tongue out.,_____ _____ _____ _____ _____ _____ _____ _____ _____ jumps high into the air _____ kicking her foot out _____ sticking her tongue out.,0.5417,A young blond girl with a _____ _____ on _____ _____ into the air while kicking her foot out and sticking her tongue out.,_____ _____ _____ _____ _____ _____ pink shirt _____ jumps high _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A young blond girl _____ a pink shirt _____ jumps high into the air _____ kicking her foot out and _____ her tongue out.,0.1667,A young blond girl with a pink shirt on _____ _____ into the air while _____ _____ _____ _____ and _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ jumps high _____ _____ _____ _____ kicking her foot out _____ sticking her tongue out.,_____ _____ blond girl _____ _____ _____ shirt on jumps high _____ _____ _____ _____ kicking her foot out _____ sticking her tongue out.,0.4167
