id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic
382,"A man with a green hat in a small boat named ""Texas Mooring"", in the water.","_____ _____ with a green hat _____ _____ _____ _____ named ""Texas Mooring"", in the water.",A man _____ _____ _____ _____ in a small boat _____ _____ _____ _____ _____ _____,"A man with _____ green hat in a small boat _____ ""Texas _____ _____ _____ _____",0.3750,"A _____ _____ _____ _____ _____ _____ _____ _____ _____ named ""Texas Mooring"", in the water.",_____ man with a green hat in a small boat _____ _____ _____ _____ _____ _____,_____ man with a green hat in a small boat _____ _____ _____ _____ _____ _____,0.5625,"_____ _____ with a green hat _____ _____ _____ _____ named ""Texas Mooring"", in the water.",A man _____ _____ _____ _____ in a small boat _____ _____ _____ _____ _____ _____,"A man _____ a _____ _____ in a small boat named _____ Mooring"", _____ the _____",0.3750,"_____ _____ with a green hat _____ _____ _____ _____ named ""Texas Mooring"", in the water.",A man _____ _____ _____ _____ in a small boat _____ _____ _____ _____ _____ _____,A man with a green _____ in a small boat _____ _____ _____ _____ _____ water.,0.3750
383,A religious gathering reading a book.,A religious gathering _____ _____ _____,_____ _____ _____ reading a book.,_____ _____ _____ reading a book.,0.5000,A religious gathering _____ _____ _____,_____ _____ _____ reading a book.,_____ _____ _____ reading a book.,0.5000,A religious gathering _____ _____ _____,_____ _____ _____ reading a book.,_____ _____ _____ reading a book.,0.5000,A religious gathering _____ _____ _____,_____ _____ _____ reading a book.,_____ _____ _____ reading a book.,0.5000
384,A football player prepares to throw the ball.,A _____ _____ _____ _____ _____ _____ _____,_____ football player prepares to throw the ball.,_____ football player prepares to throw the ball.,0.8750,A _____ _____ _____ _____ _____ _____ _____,_____ football player prepares to throw the ball.,_____ football player prepares to throw the ball.,0.8750,A _____ _____ _____ _____ _____ _____ _____,_____ football player prepares to throw the ball.,_____ football player prepares to throw the ball.,0.8750,A _____ _____ _____ _____ _____ _____ _____,_____ football player prepares to throw the ball.,_____ football player prepares to throw the ball.,0.8750
385,A man with two dogs plays ball in a field of grass.,A man with two dogs plays ball in a _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ field of grass.,A _____ _____ _____ dogs plays ball in a field of grass.,0.2500,A man with two dogs _____ _____ in a _____ _____ _____,_____ _____ _____ _____ _____ plays ball _____ _____ field of grass.,_____ _____ _____ two _____ plays ball _____ a field of grass.,0.4167,A man with two dogs _____ _____ in a _____ _____ _____,_____ _____ _____ _____ _____ plays ball _____ _____ field of grass.,A _____ _____ _____ _____ plays ball in _____ field of grass.,0.4167,A man with two dogs plays ball _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ in a field of grass.,A _____ _____ _____ dogs _____ _____ in a field of grass.,0.4167
386,"A man in a business suit is walking down the street, pulling luggage.",_____ _____ in a business suit _____ _____ _____ _____ _____ _____ _____,"A man _____ _____ _____ _____ is walking down the street, pulling luggage.","A man _____ _____ _____ _____ is walking down the street, pulling luggage.",0.6923,"A _____ in a business suit _____ _____ down the street, _____ _____",_____ man _____ _____ _____ _____ is walking _____ _____ _____ pulling luggage.,A man _____ _____ _____ _____ is walking down the _____ pulling luggage.,0.3846,_____ _____ in a business suit _____ _____ _____ _____ _____ _____ _____,"A man _____ _____ _____ _____ is walking down the street, pulling luggage.","A man _____ _____ _____ _____ is walking down the street, pulling luggage.",0.6923,"_____ _____ in a business suit _____ _____ down the street, _____ _____",A man _____ _____ _____ _____ is walking _____ _____ _____ pulling luggage.,A man _____ _____ _____ _____ is walking _____ the _____ pulling luggage.,0.4615
387,A man excitedly pushing in lawn mower in the backyard of a house.,A man excitedly _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ pushing in lawn mower in the backyard of a house.,_____ _____ _____ pushing in lawn mower in the backyard of a house.,0.7692,A man excitedly _____ _____ _____ _____ in the _____ of a house.,_____ _____ _____ pushing in lawn mower _____ _____ backyard _____ _____ _____,_____ _____ excitedly pushing in lawn mower _____ _____ backyard _____ a house.,0.3846,A man excitedly pushing in lawn mower in the _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ backyard of a house.,A man excitedly _____ in _____ _____ _____ the backyard of a house.,0.3077,A _____ excitedly pushing in lawn mower _____ _____ _____ _____ _____ _____,_____ man _____ _____ _____ _____ _____ in the backyard of a house.,_____ man _____ _____ _____ _____ _____ in the backyard of a house.,0.5385
388,A man is playing tug-of-war with his dog.,A _____ is _____ _____ with his _____,_____ man _____ playing tug-of-war _____ _____ dog.,_____ man _____ playing tug-of-war _____ _____ dog.,0.5000,A _____ is _____ _____ with his _____,_____ man _____ playing tug-of-war _____ _____ dog.,_____ man _____ playing tug-of-war _____ _____ dog.,0.5000,A _____ is _____ _____ with his _____,_____ man _____ playing tug-of-war _____ _____ dog.,_____ man _____ playing tug-of-war _____ _____ dog.,0.5000,_____ _____ is _____ tug-of-war with _____ _____,A man _____ playing _____ _____ his dog.,A man _____ playing _____ _____ his dog.,0.6250
389,A fluffy white dog is coming out of a blue striped obstacle shute.,A _____ _____ dog is coming out of a blue striped obstacle shute.,_____ fluffy white _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A fluffy white dog is coming _____ of a blue _____ obstacle shute.,0.1538,A _____ white dog is coming out of a blue striped obstacle shute.,_____ fluffy _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A fluffy white _____ is coming out of a blue striped obstacle shute.,0.0769,A _____ white dog is coming out of a blue striped obstacle shute.,_____ fluffy _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A fluffy white dog is coming out of _____ blue striped obstacle shute.,0.0769,A _____ white dog is coming out of a blue striped obstacle shute.,_____ fluffy _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A fluffy white dog is coming out of a blue _____ obstacle shute.,0.0769
390,Young woman trying to keep the Jenga tower stable.,Young woman _____ _____ _____ _____ _____ _____ _____,_____ _____ trying to keep the Jenga tower stable.,_____ _____ trying to keep the Jenga tower stable.,0.7778,Young woman _____ _____ _____ _____ _____ _____ _____,_____ _____ trying to keep the Jenga tower stable.,_____ _____ trying to keep the Jenga tower stable.,0.7778,Young woman _____ _____ _____ _____ _____ _____ _____,_____ _____ trying to keep the Jenga tower stable.,_____ _____ trying to keep the Jenga tower stable.,0.7778,Young woman _____ _____ _____ _____ _____ _____ _____,_____ _____ trying to keep the Jenga tower stable.,_____ _____ trying to keep the Jenga tower stable.,0.7778
393,A shirtless man is rock climbing on a vertical rock face.,A _____ man is rock climbing on a vertical rock face.,_____ shirtless _____ _____ _____ _____ _____ _____ _____ _____ _____,A shirtless man is rock climbing on a _____ rock face.,0.0909,A _____ man is rock climbing on a vertical rock face.,_____ shirtless _____ _____ _____ _____ _____ _____ _____ _____ _____,A shirtless man is rock climbing on a vertical _____ face.,0.0909,A _____ man is _____ _____ on a vertical rock face.,_____ shirtless _____ _____ rock climbing _____ _____ _____ _____ _____,_____ shirtless _____ is rock climbing on _____ vertical rock face.,0.2727,_____ _____ _____ is rock climbing on a vertical rock face.,A shirtless man _____ _____ _____ _____ _____ _____ _____ _____,A shirtless man is rock climbing on _____ vertical _____ _____,0.2727
394,A person in a hard hat is doing some work on a train track.,_____ _____ _____ _____ _____ _____ is doing some work on a train track.,A person in a hard hat _____ _____ _____ _____ _____ _____ _____ _____,A person in a hard hat _____ _____ some _____ _____ _____ _____ track.,0.4286,_____ _____ _____ _____ _____ _____ is doing some work on a train track.,A person in a hard hat _____ _____ _____ _____ _____ _____ _____ _____,A person in a hard hat _____ _____ _____ work on _____ _____ _____,0.4286,A _____ _____ _____ _____ _____ is doing some work on a train track.,_____ person in a hard hat _____ _____ _____ _____ _____ _____ _____ _____,_____ person in a hard hat is _____ _____ _____ on a _____ track.,0.3571,_____ _____ _____ _____ _____ _____ is doing some work on a train track.,A person in a hard hat _____ _____ _____ _____ _____ _____ _____ _____,A person in a hard hat is _____ _____ _____ on _____ _____ _____,0.4286
395,A goalie is catching a soccer ball.,A _____ is _____ _____ _____ _____,_____ goalie _____ catching a soccer ball.,_____ goalie _____ catching a soccer ball.,0.7143,A _____ is _____ _____ _____ _____,_____ goalie _____ catching a soccer ball.,_____ goalie _____ catching a soccer ball.,0.7143,_____ _____ is _____ _____ _____ _____,A goalie _____ catching a soccer ball.,A goalie _____ catching a soccer ball.,0.8571,A _____ is _____ _____ _____ _____,_____ goalie _____ catching a soccer ball.,_____ goalie _____ catching a soccer ball.,0.7143
397,Two female members of team USA performing a jump high-five surrounded by two other female members.,Two _____ members of team USA performing a jump high-five surrounded by two other _____ members.,_____ female _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ female _____,Two female members of team USA performing a jump high-five _____ _____ two other female members.,0.1250,Two _____ members of team USA performing a jump high-five surrounded by two other _____ members.,_____ female _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ female _____,Two female members _____ team USA performing _____ jump high-five surrounded by two other female members.,0.1250,Two _____ members of team USA performing a jump high-five surrounded by two other _____ members.,_____ female _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ female _____,Two female members _____ team USA performing a jump high-five _____ by two other female members.,0.1250,Two _____ members of team USA performing a jump high-five surrounded by two other _____ members.,_____ female _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ female _____,Two female members of _____ USA performing a jump high-five surrounded by two _____ female members.,0.1250
399,A shirtless man with a race placard on his butt is posing like a body-builder.,_____ _____ _____ with a race placard on his butt is _____ _____ _____ _____,A shirtless man _____ _____ _____ _____ _____ _____ _____ _____ posing like a body-builder.,A shirtless man _____ _____ _____ _____ _____ his _____ _____ posing like a body-builder.,0.4667,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ is _____ _____ _____ _____,A shirtless man with a race placard on his butt _____ posing like a body-builder.,A shirtless man with a race placard on his butt _____ posing like a body-builder.,0.9333,_____ _____ _____ with a race placard on his butt is _____ _____ _____ _____,A shirtless man _____ _____ _____ _____ _____ _____ _____ _____ posing like a body-builder.,A shirtless man with _____ _____ _____ _____ _____ _____ _____ posing like a body-builder.,0.4667,A _____ _____ _____ _____ _____ _____ _____ _____ _____ is _____ _____ _____ _____,_____ shirtless man with a race placard on his butt _____ posing like a body-builder.,_____ shirtless man with a race placard on his butt _____ posing like a body-builder.,0.8667
400,A person with a variety of different wares standing amongst several others on a dirt road.,A person with _____ _____ _____ _____ _____ standing amongst _____ _____ _____ _____ _____ _____,_____ _____ _____ a variety of different wares _____ _____ several others on a dirt road.,_____ _____ _____ a variety of different wares _____ _____ several others on a dirt road.,0.6875,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A person with a variety of different wares standing amongst several others on a dirt road.,A person with a variety of different wares standing amongst several others on a dirt road.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A person with a variety of different wares standing amongst several others on a dirt road.,A person with a variety of different wares standing amongst several others on a dirt road.,1.0000,A person with a variety of different _____ standing amongst _____ _____ on a _____ _____,_____ _____ _____ _____ _____ _____ _____ wares _____ _____ several others _____ _____ dirt road.,_____ _____ _____ a variety of _____ wares standing _____ several others on a dirt road.,0.3125
401,A man in a heavy coat makes repairs at a train station.,_____ _____ in _____ _____ _____ _____ _____ _____ _____ _____ _____,A man _____ a heavy coat makes repairs at a train station.,A man _____ a heavy coat makes repairs at a train station.,0.9167,A _____ in a _____ _____ _____ _____ at a _____ _____,_____ man _____ _____ heavy coat makes repairs _____ _____ train station.,_____ man _____ _____ heavy coat makes repairs _____ _____ train station.,0.5833,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man in a heavy coat makes repairs at a train station.,A man in a heavy coat makes repairs at a train station.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man in a heavy coat makes repairs at a train station.,A man in a heavy coat makes repairs at a train station.,1.0000
402,A ceremonial parade being held is passing over a street corner by the bay.,A ceremonial _____ being held is passing over a street corner _____ _____ _____,_____ _____ parade _____ _____ _____ _____ _____ _____ _____ _____ by the bay.,A _____ parade _____ held _____ passing over a _____ corner by the bay.,0.2857,A ceremonial _____ being held is passing over a street corner _____ _____ _____,_____ _____ parade _____ _____ _____ _____ _____ _____ _____ _____ by the bay.,A ceremonial parade _____ _____ is _____ _____ a street corner by the bay.,0.2857,A ceremonial _____ being held is passing over a street corner _____ _____ _____,_____ _____ parade _____ _____ _____ _____ _____ _____ _____ _____ by the bay.,A ceremonial parade _____ held _____ passing _____ _____ street corner by the bay.,0.2857,A ceremonial _____ being held is passing over a street corner _____ _____ _____,_____ _____ parade _____ _____ _____ _____ _____ _____ _____ _____ by the bay.,A ceremonial parade being _____ _____ passing _____ a _____ corner by the bay.,0.2857
403,Three people in a group of cars in what appears to be a city scene; two of them carrying a large bottle and one is a female dressed in high heels.,_____ _____ _____ _____ _____ _____ _____ in what appears to be a city scene; two of them _____ _____ _____ _____ and one is a female _____ _____ _____ _____,Three people in a group of cars _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ carrying a large bottle _____ _____ _____ _____ _____ dressed in high heels.,Three people in a group of cars _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ carrying a large bottle and _____ _____ _____ _____ dressed in high heels.,0.4839,_____ _____ in _____ _____ _____ _____ in what appears to be _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ and one is a female dressed in high heels.,Three people _____ a group of cars _____ _____ _____ _____ _____ a city scene; two of them carrying a large bottle _____ _____ _____ _____ _____ _____ _____ _____ _____,Three people _____ a group of cars _____ _____ _____ _____ _____ a city scene; two of them carrying a large bottle _____ _____ _____ _____ _____ _____ _____ _____ _____,0.5161,_____ _____ in a _____ _____ _____ in what appears to be a _____ _____ two of them carrying a large bottle and one is a female dressed in high heels.,Three people _____ _____ group of cars _____ _____ _____ _____ _____ _____ city scene; _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Three people in a group of cars _____ what appears to be a city scene; two of them _____ _____ large _____ and one _____ a female _____ in high _____,0.2258,_____ _____ _____ _____ _____ _____ _____ in what appears to be a city scene; two of them carrying a large bottle and one is a female dressed in high heels.,Three people in a group of cars _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Three people in a group of cars in what appears to be a _____ scene; _____ _____ _____ carrying a _____ bottle _____ one is a female dressed in high _____,0.2258
404,Asian girls line up near some flags.,_____ _____ _____ _____ _____ _____ _____,Asian girls line up near some flags.,Asian girls line up near some flags.,1.0000,_____ _____ _____ _____ _____ _____ _____,Asian girls line up near some flags.,Asian girls line up near some flags.,1.0000,_____ _____ _____ _____ near some _____,Asian girls line up _____ _____ flags.,Asian girls line up _____ _____ flags.,0.7143,Asian _____ _____ _____ near some _____,_____ girls line up _____ _____ flags.,_____ girls line up _____ _____ flags.,0.5714
405,Men working with hoses and a large blue and white truck.,_____ working with _____ and a large _____ _____ _____ _____,Men _____ _____ hoses _____ _____ _____ blue and white truck.,Men _____ _____ hoses _____ _____ _____ blue and white truck.,0.5455,_____ working with _____ and a large _____ _____ _____ _____,Men _____ _____ hoses _____ _____ _____ blue and white truck.,Men _____ _____ hoses _____ _____ _____ blue and white truck.,0.5455,_____ _____ _____ _____ and _____ _____ _____ _____ _____ _____,Men working with hoses _____ a large blue and white truck.,Men working with hoses _____ a large blue and white truck.,0.9091,_____ _____ _____ _____ and _____ _____ _____ _____ _____ _____,Men working with hoses _____ a large blue and white truck.,Men working with hoses _____ a large blue and white truck.,0.9091
407,A boy wearing a blue shirt riding a gray horse on a gravel path through the green overgrown field.,A boy wearing a blue shirt riding a gray horse on a _____ _____ through the _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ gravel path _____ _____ green overgrown field.,A boy _____ a blue _____ riding a _____ _____ on _____ gravel path through the green overgrown field.,0.2632,A _____ wearing a blue shirt _____ a gray _____ on a _____ _____ through the green overgrown _____,_____ boy _____ _____ _____ _____ riding _____ _____ horse _____ _____ gravel path _____ _____ _____ _____ field.,_____ boy _____ a blue shirt riding _____ gray horse _____ a gravel path _____ _____ green overgrown field.,0.3158,A boy wearing a blue shirt riding a gray horse on a _____ _____ through the _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ gravel path _____ _____ green overgrown field.,_____ _____ wearing a blue shirt riding _____ gray horse _____ a gravel path _____ the green overgrown field.,0.2632,A boy wearing a blue shirt riding a gray horse on a _____ _____ through the _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ gravel path _____ _____ green overgrown field.,_____ boy _____ a blue shirt riding _____ gray horse on _____ gravel path through _____ green overgrown field.,0.2632
409,A crowd of people gathered in a public place outdoors sitting at picnic tables.,A crowd of people gathered in a _____ _____ _____ sitting at _____ _____,_____ _____ _____ _____ _____ _____ _____ public place outdoors _____ _____ picnic tables.,A _____ _____ _____ gathered _____ _____ public place outdoors sitting at picnic tables.,0.3571,A crowd of people gathered in a _____ _____ _____ sitting at picnic tables.,_____ _____ _____ _____ _____ _____ _____ public place outdoors _____ _____ _____ _____,A _____ _____ people _____ in a public place outdoors sitting at picnic tables.,0.2143,A crowd of people gathered in a _____ _____ _____ sitting at _____ _____,_____ _____ _____ _____ _____ _____ _____ public place outdoors _____ _____ picnic tables.,_____ _____ _____ people _____ _____ a public place outdoors sitting at picnic tables.,0.3571,A crowd of people gathered in a _____ _____ _____ sitting at _____ _____,_____ _____ _____ _____ _____ _____ _____ public place outdoors _____ _____ picnic tables.,_____ _____ _____ people gathered _____ _____ public place outdoors sitting at picnic tables.,0.3571
410,A couple sharing in an embrace,A couple _____ _____ _____ _____,_____ _____ sharing in an embrace,_____ _____ sharing in an embrace,0.6667,A couple _____ _____ _____ _____,_____ _____ sharing in an embrace,_____ _____ sharing in an embrace,0.6667,A couple _____ _____ _____ _____,_____ _____ sharing in an embrace,_____ _____ sharing in an embrace,0.6667,A couple _____ _____ _____ _____,_____ _____ sharing in an embrace,_____ _____ sharing in an embrace,0.6667
411,"At the corner of an intersection, a black vehicle waits as a woman in black holding a bag is crossing the street.","At the corner of an intersection, a black vehicle waits as _____ _____ in black holding a bag _____ _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ a woman _____ _____ _____ _____ _____ is crossing the street.,"_____ _____ corner of an intersection, a black vehicle waits _____ a woman _____ black _____ a _____ is crossing the street.",0.2727,"At the corner of an intersection, a black vehicle waits as _____ _____ in black holding a bag is _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ a woman _____ _____ _____ _____ _____ _____ crossing the street.,"At _____ _____ of an intersection, _____ black vehicle _____ as a woman in black holding a _____ is crossing the street.",0.2273,"At the corner of an intersection, a black vehicle waits as _____ _____ in black holding a bag _____ _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ a woman _____ _____ _____ _____ _____ is crossing the street.,"_____ the corner of an intersection, a _____ _____ waits _____ a woman _____ black holding a _____ is crossing the street.",0.2727,"At the corner of an intersection, a black vehicle waits as _____ _____ in black holding a bag _____ _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ a woman _____ _____ _____ _____ _____ is crossing the street.,"At _____ _____ of an intersection, _____ black vehicle waits _____ a woman _____ black _____ a bag is crossing the street.",0.2727
412,A young man is shooting pool.,A young man is _____ _____,_____ _____ _____ _____ shooting pool.,_____ young man _____ shooting pool.,0.3333,A young man is _____ _____,_____ _____ _____ _____ shooting pool.,A _____ man _____ shooting pool.,0.3333,A young man is _____ _____,_____ _____ _____ _____ shooting pool.,_____ young _____ is shooting pool.,0.3333,A young man is _____ _____,_____ _____ _____ _____ shooting pool.,_____ young man _____ shooting pool.,0.3333
413,A group of men stand in line in a dimly-lit restaurant bar.,A group of _____ _____ _____ _____ in a dimly-lit _____ _____,_____ _____ _____ men stand in line _____ _____ _____ restaurant bar.,_____ _____ _____ men stand in line _____ _____ _____ restaurant bar.,0.5000,A group of men _____ _____ _____ in a dimly-lit restaurant bar.,_____ _____ _____ _____ stand in line _____ _____ _____ _____ _____,A _____ _____ men stand in line _____ a dimly-lit restaurant bar.,0.2500,A group of _____ _____ _____ _____ in a dimly-lit _____ _____,_____ _____ _____ men stand in line _____ _____ _____ restaurant bar.,_____ _____ _____ men stand in line _____ _____ _____ restaurant bar.,0.5000,A group of _____ _____ _____ _____ in a dimly-lit _____ _____,_____ _____ _____ men stand in line _____ _____ _____ restaurant bar.,_____ _____ _____ men stand in line _____ _____ _____ restaurant bar.,0.5000
414,"Two men, one in yellow, are on a wooden boat.","_____ _____ one in yellow, are on a _____ _____","Two men, _____ _____ _____ _____ _____ _____ wooden boat.","Two men, _____ _____ yellow, are _____ _____ wooden boat.",0.4000,"_____ _____ one in yellow, are _____ _____ _____ _____","Two men, _____ _____ _____ _____ on a wooden boat.","Two men, _____ _____ _____ _____ on a wooden boat.",0.6000,"_____ _____ one in yellow, are _____ _____ _____ _____","Two men, _____ _____ _____ _____ on a wooden boat.","Two men, _____ _____ _____ _____ on a wooden boat.",0.6000,"_____ _____ one in yellow, are _____ _____ _____ _____","Two men, _____ _____ _____ _____ on a wooden boat.","Two men, _____ _____ _____ _____ on a wooden boat.",0.6000
415,Five men stand outside and look like they are about to work.,_____ _____ stand outside and _____ _____ _____ _____ _____ _____ _____,Five men _____ _____ _____ look like they are about to work.,Five men _____ _____ _____ look like they are about to work.,0.7500,Five men stand outside and _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ look like they are about to work.,_____ _____ _____ _____ _____ look like they are about to work.,0.5833,Five men stand outside and _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ look like they are about to work.,_____ _____ _____ _____ _____ look like they are about to work.,0.5833,_____ _____ stand outside and _____ _____ _____ _____ _____ _____ _____,Five men _____ _____ _____ look like they are about to work.,Five men _____ _____ _____ look like they are about to work.,0.7500
416,a man in scrubs stands next to a computer,a man in scrubs stands next to a _____,_____ _____ _____ _____ _____ _____ _____ _____ computer,a man in scrubs stands next _____ a computer,0.1111,a man in _____ stands next to a _____,_____ _____ _____ scrubs _____ _____ _____ _____ computer,a man _____ scrubs _____ next to a computer,0.2222,a man in _____ stands next to a _____,_____ _____ _____ scrubs _____ _____ _____ _____ computer,a _____ _____ scrubs stands next to a computer,0.2222,a man in scrubs stands next to a _____,_____ _____ _____ _____ _____ _____ _____ _____ computer,a man in _____ stands next to a computer,0.1111
417,The women is washing the newborn baby.,The women is _____ _____ _____ _____,_____ _____ _____ washing the newborn baby.,_____ _____ _____ washing the newborn baby.,0.5714,The women is _____ the _____ _____,_____ _____ _____ washing _____ newborn baby.,_____ women _____ washing _____ newborn baby.,0.4286,The women is _____ _____ _____ _____,_____ _____ _____ washing the newborn baby.,_____ _____ _____ washing the newborn baby.,0.5714,The women is _____ the _____ _____,_____ _____ _____ washing _____ newborn baby.,The _____ _____ washing _____ newborn baby.,0.4286
420,"Man grilling hotdogs, buns, peppers and other foods while another man stands behind him posing.",Man _____ _____ _____ _____ _____ _____ _____ while _____ _____ _____ _____ _____ _____,"_____ grilling hotdogs, buns, peppers and other foods _____ another man stands behind him posing.","_____ grilling hotdogs, buns, peppers and other foods _____ another man stands behind him posing.",0.8667,_____ _____ _____ _____ _____ _____ _____ _____ while _____ _____ _____ _____ _____ _____,"Man grilling hotdogs, buns, peppers and other foods _____ another man stands behind him posing.","Man grilling hotdogs, buns, peppers and other foods _____ another man stands behind him posing.",0.9333,"_____ _____ hotdogs, buns, peppers and other foods while _____ _____ _____ _____ _____ _____",Man grilling _____ _____ _____ _____ _____ _____ _____ another man stands behind him posing.,Man grilling _____ _____ _____ _____ _____ _____ _____ another man stands behind him posing.,0.5333,"_____ _____ hotdogs, buns, peppers and other foods while _____ _____ _____ _____ _____ _____",Man grilling _____ _____ _____ _____ _____ _____ _____ another man stands behind him posing.,Man grilling _____ _____ _____ _____ _____ _____ _____ another man stands behind him posing.,0.5333
421,"Two men who appear to be in good spirits, one in a red shirt and another in a blue shirt are climbing on a crosswalk signal pole.","Two men who appear to be in good spirits, one in a red shirt and another in a blue shirt are _____ _____ _____ _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ climbing on a crosswalk signal pole.,"_____ men who appear to be _____ good spirits, _____ in a red shirt and another _____ _____ _____ shirt are climbing on a crosswalk signal pole.",0.2222,"Two men who appear to be in good spirits, one in a red shirt and another in a blue shirt are _____ _____ _____ _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ climbing on a crosswalk signal pole.,"Two _____ who appear to be in _____ spirits, _____ in a _____ shirt and _____ in a blue shirt _____ climbing on a crosswalk signal pole.",0.2222,"Two men who appear to be in good spirits, one in a red shirt and another in a blue shirt are _____ _____ _____ _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ climbing on a crosswalk signal pole.,"_____ men _____ _____ to be in _____ spirits, one in a red shirt and _____ _____ a blue shirt are climbing on a crosswalk signal pole.",0.2222,Two men who _____ _____ _____ _____ _____ _____ one in a red shirt and another in a blue shirt are _____ _____ _____ _____ _____ _____,"_____ _____ _____ appear to be in good spirits, _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ climbing on a crosswalk signal pole.","_____ men _____ appear to be in good spirits, _____ _____ _____ _____ shirt and _____ _____ _____ _____ _____ _____ climbing on a crosswalk signal pole.",0.4444
422,A man in a white shirt is walking a dog on the side of a street.,_____ _____ in a white shirt is _____ _____ _____ on the side of a street.,A man _____ _____ _____ _____ _____ walking a dog _____ _____ _____ _____ _____ _____,A man _____ _____ white shirt _____ walking a dog on the side of _____ _____,0.3125,A man in a white shirt is _____ _____ _____ on the side of a street.,_____ _____ _____ _____ _____ _____ _____ walking a dog _____ _____ _____ _____ _____ _____,_____ man in a white shirt _____ walking a dog on the side of a _____,0.1875,A man in a white shirt is _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ walking a dog on the side of a street.,_____ _____ _____ _____ _____ _____ _____ walking a dog on the side of a street.,0.5625,_____ _____ in a white shirt is _____ _____ _____ on the side of a street.,A man _____ _____ _____ _____ _____ walking a dog _____ _____ _____ _____ _____ _____,A man in a white _____ _____ walking a dog on _____ side _____ a _____,0.3125
