id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic
358,A man with a dog.,_____ _____ _____ _____ _____,A man with a dog.,A man with a dog.,1.0000,_____ _____ _____ _____ _____,A man with a dog.,A man with a dog.,1.0000,A _____ with a _____,_____ man _____ _____ dog.,_____ man _____ a dog.,0.4000,_____ _____ _____ _____ _____,A man with a dog.,A man with a dog.,1.0000
360,When struggling to work on scaffolding in humid weather.,When struggling to work on scaffolding in _____ _____,_____ _____ _____ _____ _____ _____ _____ humid weather.,When _____ to work on scaffolding _____ humid weather.,0.2222,When struggling to work on scaffolding in _____ _____,_____ _____ _____ _____ _____ _____ _____ humid weather.,When struggling to work _____ _____ in humid weather.,0.2222,When struggling to work on scaffolding in _____ _____,_____ _____ _____ _____ _____ _____ _____ humid weather.,When _____ to _____ on scaffolding in humid weather.,0.2222,When struggling to work on scaffolding in _____ _____,_____ _____ _____ _____ _____ _____ _____ humid weather.,When struggling to work _____ _____ in humid weather.,0.2222
361,A woman looking at pants in a colorful store.,A woman _____ _____ _____ in a colorful store.,_____ _____ looking at pants _____ _____ _____ _____,_____ woman looking at pants in a _____ _____,0.3333,A woman _____ _____ _____ in a colorful store.,_____ _____ looking at pants _____ _____ _____ _____,_____ woman looking at pants in a _____ _____,0.3333,_____ _____ _____ at pants in a colorful store.,A woman looking _____ _____ _____ _____ _____ _____,A woman looking at _____ in _____ _____ store.,0.3333,A woman _____ _____ _____ in a colorful store.,_____ _____ looking at pants _____ _____ _____ _____,_____ _____ looking at pants in a colorful _____,0.3333
362,Eight people meditating on the beach.,_____ _____ _____ on the beach.,Eight people meditating _____ _____ _____,Eight people meditating _____ _____ _____,0.5000,_____ _____ _____ on the beach.,Eight people meditating _____ _____ _____,Eight people meditating _____ _____ _____,0.5000,_____ _____ _____ on the beach.,Eight people meditating _____ _____ _____,Eight people meditating _____ _____ _____,0.5000,_____ _____ _____ on the beach.,Eight people meditating _____ _____ _____,Eight people meditating _____ _____ _____,0.5000
365,A man in the crowd records two people covered in aluminum foil.,A _____ _____ _____ _____ records two people covered in aluminum foil.,_____ man in the crowd _____ _____ _____ _____ _____ _____ _____,_____ man in the crowd records two _____ _____ in aluminum _____,0.3333,_____ _____ _____ _____ _____ records two people covered in aluminum foil.,A man in the crowd _____ _____ _____ _____ _____ _____ _____,A man in the crowd _____ _____ _____ covered _____ aluminum _____,0.4167,A _____ _____ _____ _____ records two people covered in aluminum foil.,_____ man in the crowd _____ _____ _____ _____ _____ _____ _____,A man in the crowd _____ _____ people _____ in _____ foil.,0.3333,_____ _____ _____ _____ _____ records two people covered in aluminum foil.,A man in the crowd _____ _____ _____ _____ _____ _____ _____,A man in the crowd records _____ _____ covered _____ _____ _____,0.4167
366,A family having a good time eating.,_____ _____ having a good time _____,A family _____ _____ _____ _____ eating.,A family _____ _____ _____ time eating.,0.4286,A family having a good time _____,_____ _____ _____ _____ _____ _____ eating.,A family having _____ good time eating.,0.1429,_____ _____ having a good time _____,A family _____ _____ _____ _____ eating.,A family _____ _____ _____ time eating.,0.4286,_____ _____ having a good time _____,A family _____ _____ _____ _____ eating.,A family _____ a _____ _____ eating.,0.4286
367,A couple with sunglasses are laying on the beach.,A couple with sunglasses are _____ _____ _____ _____,_____ _____ _____ _____ _____ laying on the beach.,_____ _____ _____ sunglasses _____ laying on the beach.,0.4444,A couple with sunglasses are _____ _____ _____ _____,_____ _____ _____ _____ _____ laying on the beach.,_____ couple _____ _____ _____ laying on the beach.,0.4444,A couple with _____ are _____ _____ _____ _____,_____ _____ _____ sunglasses _____ laying on the beach.,_____ _____ _____ sunglasses _____ laying on the beach.,0.5556,A couple with sunglasses are _____ _____ _____ _____,_____ _____ _____ _____ _____ laying on the beach.,_____ _____ _____ sunglasses _____ laying on the beach.,0.4444
368,The dogs are playing with a tennis ball in the yard.,The _____ are playing with a tennis ball _____ _____ _____,_____ dogs _____ _____ _____ _____ _____ _____ in the yard.,_____ dogs are _____ with _____ _____ ball in the yard.,0.3636,The _____ are playing with a tennis ball _____ _____ _____,_____ dogs _____ _____ _____ _____ _____ _____ in the yard.,_____ dogs _____ playing with _____ tennis _____ in the yard.,0.3636,The _____ are playing with a tennis ball _____ _____ _____,_____ dogs _____ _____ _____ _____ _____ _____ in the yard.,The dogs are playing _____ _____ _____ _____ in the yard.,0.3636,The _____ are playing with a tennis ball _____ _____ _____,_____ dogs _____ _____ _____ _____ _____ _____ in the yard.,_____ dogs are _____ with a _____ _____ in the yard.,0.3636
369,A man is working on his wooden boat.,A man is _____ _____ his _____ _____,_____ _____ _____ working on _____ wooden boat.,_____ _____ _____ working on _____ wooden boat.,0.5000,A man is _____ on his _____ _____,_____ _____ _____ working _____ _____ wooden boat.,A _____ _____ working on _____ wooden boat.,0.3750,A man is _____ _____ _____ _____ _____,_____ _____ _____ working on his wooden boat.,_____ _____ _____ working on his wooden boat.,0.6250,A man is _____ _____ his _____ _____,_____ _____ _____ working on _____ wooden boat.,_____ _____ _____ working on _____ wooden boat.,0.5000
370,Five young men are playing music in the street.,Five young men are _____ _____ in the street.,_____ _____ _____ _____ playing music _____ _____ _____,Five _____ men are playing music _____ the street.,0.2222,_____ _____ _____ _____ _____ _____ _____ _____ _____,Five young men are playing music in the street.,Five young men are playing music in the street.,1.0000,_____ _____ _____ are _____ _____ _____ _____ _____,Five young men _____ playing music in the street.,Five young men _____ playing music in the street.,0.8889,_____ _____ _____ _____ _____ _____ _____ _____ _____,Five young men are playing music in the street.,Five young men are playing music in the street.,1.0000
371,A woman in a striped skirt rolls a black ball.,_____ _____ in _____ _____ _____ _____ _____ _____ _____,A woman _____ a striped skirt rolls a black ball.,A woman _____ a striped skirt rolls a black ball.,0.9000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A woman in a striped skirt rolls a black ball.,A woman in a striped skirt rolls a black ball.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A woman in a striped skirt rolls a black ball.,A woman in a striped skirt rolls a black ball.,1.0000,A _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ woman in a striped skirt rolls a black ball.,_____ woman in a striped skirt rolls a black ball.,0.9000
372,A man and woman both wearing hats and carrying backpacks.,_____ _____ _____ _____ both _____ _____ and _____ _____,A man and woman _____ wearing hats _____ carrying backpacks.,A man and woman _____ wearing hats _____ carrying backpacks.,0.8000,A _____ _____ _____ both _____ _____ and _____ _____,_____ man and woman _____ wearing hats _____ carrying backpacks.,_____ man and woman _____ wearing hats _____ carrying backpacks.,0.7000,A man and woman both _____ _____ and _____ _____,_____ _____ _____ _____ _____ wearing hats _____ carrying backpacks.,A _____ _____ _____ _____ wearing hats and carrying backpacks.,0.4000,A _____ and _____ both _____ _____ and _____ _____,_____ man _____ woman _____ wearing hats _____ carrying backpacks.,_____ man _____ woman _____ wearing hats _____ carrying backpacks.,0.6000
373,A man juggling in front of a group of kids.,A man _____ in front of a group of kids.,_____ _____ juggling _____ _____ _____ _____ _____ _____ _____,A man juggling _____ front of a group of kids.,0.1000,A man _____ in front of a group of kids.,_____ _____ juggling _____ _____ _____ _____ _____ _____ _____,A _____ juggling in front of a group of kids.,0.1000,A man _____ in front of a group of kids.,_____ _____ juggling _____ _____ _____ _____ _____ _____ _____,A man juggling in front of a group of _____,0.1000,A man _____ in front of a group of kids.,_____ _____ juggling _____ _____ _____ _____ _____ _____ _____,A man juggling in front of _____ group of kids.,0.1000
374,a skateboarder in a green shirt is taking a jump of a step in front of a pink building.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ of a step in front of a pink building.,a skateboarder in a green shirt is taking a jump _____ _____ _____ _____ _____ _____ _____ _____ _____,a skateboarder in a green shirt is taking a jump _____ _____ _____ _____ _____ _____ _____ _____ _____,0.5263,_____ _____ _____ _____ _____ _____ is _____ _____ _____ of a step in front of a pink building.,a skateboarder in a green shirt _____ taking a jump _____ _____ _____ _____ _____ _____ _____ _____ _____,a skateboarder in a green shirt _____ taking a jump _____ _____ _____ in _____ _____ _____ _____ _____,0.4737,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ of a step in front of a pink building.,a skateboarder in a green shirt is taking a jump _____ _____ _____ _____ _____ _____ _____ _____ _____,a skateboarder in a green shirt is taking a jump _____ _____ _____ _____ _____ _____ _____ _____ _____,0.5263,a _____ _____ _____ _____ _____ is _____ _____ _____ of a step in front of a pink building.,_____ skateboarder in a green shirt _____ taking a jump _____ _____ _____ _____ _____ _____ _____ _____ _____,a skateboarder in a green shirt _____ taking a jump _____ _____ _____ in front _____ _____ _____ _____,0.4211
375,"In the middle of a shopping center, there are two statues of men on bicycles with skeletons by them.","In the middle of a shopping center, there are two _____ _____ _____ _____ _____ _____ _____ by them.",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ statues of men on bicycles with skeletons _____ _____,In _____ _____ of _____ shopping _____ there _____ _____ statues of men on bicycles with skeletons by _____,0.3684,"In the middle of a shopping center, there are two _____ _____ _____ _____ _____ _____ _____ by them.",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ statues of men on bicycles with skeletons _____ _____,"In _____ middle _____ _____ shopping center, there _____ _____ statues of men on bicycles with skeletons _____ _____",0.3684,"In the middle of a shopping center, there are two _____ _____ _____ _____ _____ _____ _____ by them.",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ statues of men on bicycles with skeletons _____ _____,_____ the _____ of a _____ _____ there are _____ statues of men on bicycles with skeletons _____ _____,0.3684,"In the middle of a shopping center, there are two _____ _____ _____ _____ _____ _____ _____ by them.",_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ statues of men on bicycles with skeletons _____ _____,_____ _____ _____ of _____ _____ _____ _____ are two statues of men on bicycles with skeletons by them.,0.3684
376,"A woman wearing a short skirt, yellow top, and denim jacket stands in front of a brick building covered with worn out signs.","A _____ wearing a _____ _____ yellow top, and _____ _____ _____ _____ _____ _____ _____ _____ _____ covered with worn out signs.","_____ woman _____ _____ short skirt, _____ _____ _____ denim jacket stands in front of a brick building _____ _____ _____ _____ _____","_____ woman _____ _____ short skirt, _____ _____ _____ denim jacket stands in front of a brick building _____ _____ _____ _____ _____",0.5217,"_____ _____ wearing a _____ _____ yellow top, and _____ _____ stands _____ _____ _____ _____ _____ _____ covered with worn out signs.","A woman _____ _____ short skirt, _____ _____ _____ denim jacket _____ in front of a brick building _____ _____ _____ _____ _____","A woman _____ _____ short skirt, _____ _____ _____ denim jacket _____ in front of a brick building _____ _____ _____ _____ _____",0.5217,"_____ _____ _____ _____ _____ _____ yellow top, and _____ _____ _____ _____ _____ _____ _____ _____ _____ covered with worn out signs.","A woman wearing a short skirt, _____ _____ _____ denim jacket stands in front of a brick building _____ _____ _____ _____ _____","A woman wearing a short skirt, _____ _____ _____ denim jacket stands in front of a brick building _____ _____ _____ _____ _____",0.6522,"_____ _____ wearing a _____ _____ yellow top, and _____ _____ _____ _____ _____ _____ _____ _____ _____ covered with worn out signs.","A woman _____ _____ short skirt, _____ _____ _____ denim jacket stands in front of a brick building _____ _____ _____ _____ _____","A woman _____ _____ short skirt, _____ _____ _____ denim jacket stands in front of a brick building _____ _____ _____ _____ _____",0.5652
377,Two children are sitting at a desk.,_____ _____ are _____ _____ _____ _____,Two children _____ sitting at a desk.,Two children _____ sitting at a desk.,0.8571,_____ _____ _____ _____ _____ _____ _____,Two children are sitting at a desk.,Two children are sitting at a desk.,1.0000,_____ _____ are _____ _____ _____ _____,Two children _____ sitting at a desk.,Two children _____ sitting at a desk.,0.8571,_____ _____ are _____ _____ _____ _____,Two children _____ sitting at a desk.,Two children _____ sitting at a desk.,0.8571
378,The woman stands near a dangerously cracked window.,_____ _____ _____ near a dangerously cracked window.,The woman stands _____ _____ _____ _____ _____,The woman stands _____ _____ dangerously cracked _____,0.3750,The _____ _____ near a dangerously cracked window.,_____ woman stands _____ _____ _____ _____ _____,The woman stands _____ a _____ cracked window.,0.2500,The _____ _____ near a dangerously cracked window.,_____ woman stands _____ _____ _____ _____ _____,The woman stands near a _____ _____ window.,0.2500,The _____ _____ near a dangerously cracked window.,_____ woman stands _____ _____ _____ _____ _____,The woman stands near a dangerously _____ _____,0.2500
379,A man in jeans is lying on a wooden floor.,A man in jeans is _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ lying on a wooden floor.,_____ _____ _____ _____ _____ lying on a wooden floor.,0.5000,A man in jeans is _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ lying on a wooden floor.,_____ _____ _____ _____ _____ lying on a wooden floor.,0.5000,A _____ in jeans is _____ on a wooden floor.,_____ man _____ _____ _____ lying _____ _____ _____ _____,_____ man in _____ is lying on a wooden floor.,0.2000,A _____ in jeans _____ _____ on a wooden floor.,_____ man _____ _____ is lying _____ _____ _____ _____,_____ man in jeans is lying _____ a wooden _____,0.3000
381,"A city sidewalk scene consisting of two men with dreadlocks sitting on the ground, a punk rocker holding books, a woman with a camera walking away, and a man wearing a long coat, scarf, hat, and sunglasses looking away from the picture.","A _____ _____ _____ consisting of _____ _____ with dreadlocks sitting on the ground, _____ _____ _____ holding books, _____ _____ with a camera walking away, and _____ _____ wearing a long coat, scarf, hat, and sunglasses looking away from the picture.",_____ city sidewalk scene _____ _____ two men _____ _____ _____ _____ _____ _____ a punk rocker _____ _____ a woman _____ _____ _____ _____ _____ _____ a man _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,"A city sidewalk scene consisting of two men with _____ _____ on _____ _____ a punk rocker holding books, a woman with _____ camera walking away, _____ a man _____ _____ long coat, _____ hat, _____ sunglasses looking away from _____ _____",0.2857,"A _____ _____ scene consisting of _____ _____ with dreadlocks sitting on the ground, _____ _____ _____ holding books, _____ _____ with a camera walking away, and _____ _____ wearing a long coat, scarf, hat, and sunglasses looking away from the picture.",_____ city sidewalk _____ _____ _____ two men _____ _____ _____ _____ _____ _____ a punk rocker _____ _____ a woman _____ _____ _____ _____ _____ _____ a man _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,"A city sidewalk scene _____ of two men _____ _____ sitting on _____ _____ a punk rocker holding books, a woman with _____ camera _____ away, and a man wearing a long coat, scarf, hat, _____ sunglasses looking away _____ _____ _____",0.2619,"A _____ _____ _____ consisting of _____ _____ with dreadlocks sitting on the ground, _____ _____ _____ holding books, _____ _____ with a camera walking away, and _____ _____ wearing a long coat, scarf, hat, and sunglasses looking away from the picture.",_____ city sidewalk scene _____ _____ two men _____ _____ _____ _____ _____ _____ a punk rocker _____ _____ a woman _____ _____ _____ _____ _____ _____ a man _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,"A city sidewalk scene consisting _____ two men with dreadlocks sitting _____ _____ _____ a punk rocker holding books, a woman _____ a camera _____ _____ and a man wearing a _____ _____ _____ hat, _____ sunglasses _____ away from the picture.",0.2857,"A _____ _____ _____ consisting of _____ _____ with dreadlocks sitting on the ground, _____ _____ _____ holding books, _____ _____ with a camera walking away, and _____ _____ wearing a long coat, scarf, hat, and sunglasses looking away from the picture.",_____ city sidewalk scene _____ _____ two men _____ _____ _____ _____ _____ _____ a punk rocker _____ _____ a woman _____ _____ _____ _____ _____ _____ a man _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,"_____ city sidewalk scene consisting of two men _____ _____ sitting on the ground, a punk rocker _____ _____ a woman with _____ _____ _____ away, and a man wearing a _____ coat, _____ hat, and _____ _____ away from the picture.",0.2857
382,"A man with a green hat in a small boat named ""Texas Mooring"", in the water.",_____ _____ with a green hat _____ _____ _____ _____ _____ _____ _____ in the water.,"A man _____ _____ _____ _____ in a small boat named ""Texas Mooring"", _____ _____ _____","A man _____ _____ _____ _____ in a small boat named ""Texas Mooring"", _____ _____ _____",0.5625,"A _____ with a green hat _____ _____ _____ _____ named ""Texas Mooring"", in the water.",_____ man _____ _____ _____ _____ in a small boat _____ _____ _____ _____ _____ _____,"A man with _____ green _____ in a small boat named ""Texas Mooring"", _____ _____ _____",0.3125,_____ _____ with a green hat _____ _____ _____ _____ _____ _____ _____ in the water.,"A man _____ _____ _____ _____ in a small boat named ""Texas Mooring"", _____ _____ _____","A man _____ _____ _____ _____ in a small boat named ""Texas Mooring"", _____ _____ _____",0.5625,"_____ _____ with a green hat _____ _____ _____ _____ named ""Texas Mooring"", in the water.",A man _____ _____ _____ _____ in a small boat _____ _____ _____ _____ _____ _____,"A man with _____ _____ _____ in a small boat named ""Texas Mooring"", _____ _____ _____",0.3750
383,A religious gathering reading a book.,A _____ _____ _____ _____ _____,_____ religious gathering reading a book.,_____ religious gathering reading a book.,0.8333,A religious gathering _____ _____ _____,_____ _____ _____ reading a book.,_____ _____ _____ reading a book.,0.5000,A _____ _____ _____ a _____,_____ religious gathering reading _____ book.,_____ religious gathering reading _____ book.,0.6667,A religious gathering reading a book.,_____ _____ _____ _____ _____ _____,A religious gathering reading a book.,0.0000
384,A football player prepares to throw the ball.,A _____ _____ _____ to throw the ball.,_____ football player prepares _____ _____ _____ _____,A football player prepares _____ throw _____ _____,0.3750,A _____ _____ _____ _____ _____ _____ _____,_____ football player prepares to throw the ball.,_____ football player prepares to throw the ball.,0.8750,A _____ _____ _____ to throw the ball.,_____ football player prepares _____ _____ _____ _____,A football player prepares _____ _____ _____ ball.,0.3750,A _____ _____ _____ to throw the ball.,_____ football player prepares _____ _____ _____ _____,_____ football player prepares to _____ the _____,0.3750
385,A man with two dogs plays ball in a field of grass.,A man with two dogs _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ plays ball in a field of grass.,_____ _____ _____ _____ _____ plays ball in a field of grass.,0.5833,A man with two dogs plays ball in a _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ field of grass.,A man _____ _____ dogs _____ ball in a field of grass.,0.2500,A man with two dogs plays ball in a _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ field of grass.,_____ man with two dogs _____ ball in _____ field of grass.,0.2500,A man with two dogs _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ plays ball in a field of grass.,_____ _____ _____ _____ _____ plays ball in a field of grass.,0.5833
386,"A man in a business suit is walking down the street, pulling luggage.",_____ _____ _____ _____ _____ _____ is _____ _____ _____ _____ _____ _____,"A man in a business suit _____ walking down the street, pulling luggage.","A man in a business suit _____ walking down the street, pulling luggage.",0.9231,A _____ _____ _____ _____ _____ is _____ _____ _____ _____ _____ _____,"_____ man in a business suit _____ walking down the street, pulling luggage.","_____ man in a business suit _____ walking down the street, pulling luggage.",0.8462,_____ _____ _____ _____ _____ _____ is _____ _____ _____ _____ _____ _____,"A man in a business suit _____ walking down the street, pulling luggage.","A man in a business suit _____ walking down the street, pulling luggage.",0.9231,_____ _____ _____ _____ _____ _____ is _____ _____ _____ _____ _____ _____,"A man in a business suit _____ walking down the street, pulling luggage.","A man in a business suit _____ walking down the street, pulling luggage.",0.9231
387,A man excitedly pushing in lawn mower in the backyard of a house.,A man excitedly pushing in lawn mower _____ _____ _____ of a house.,_____ _____ _____ _____ _____ _____ _____ in the backyard _____ _____ _____,A man excitedly _____ in lawn mower in the backyard _____ a _____,0.2308,A man excitedly _____ _____ _____ _____ _____ _____ _____ of a house.,_____ _____ _____ pushing in lawn mower in the backyard _____ _____ _____,_____ _____ _____ pushing in lawn mower in the backyard _____ _____ _____,0.5385,A _____ excitedly pushing in lawn mower in the _____ of a house.,_____ man _____ _____ _____ _____ _____ _____ _____ backyard _____ _____ _____,A man _____ pushing in _____ mower in the backyard of a house.,0.1538,A man excitedly pushing in lawn mower _____ _____ _____ of a house.,_____ _____ _____ _____ _____ _____ _____ in the backyard _____ _____ _____,A man _____ pushing in lawn _____ in the backyard _____ a house.,0.2308
388,A man is playing tug-of-war with his dog.,A man is _____ _____ with his _____,_____ _____ _____ playing tug-of-war _____ _____ dog.,A _____ _____ playing tug-of-war _____ his dog.,0.3750,A _____ is _____ _____ with his _____,_____ man _____ playing tug-of-war _____ _____ dog.,_____ man _____ playing tug-of-war _____ _____ dog.,0.5000,A _____ is _____ _____ with his _____,_____ man _____ playing tug-of-war _____ _____ dog.,_____ man _____ playing tug-of-war _____ _____ dog.,0.5000,A _____ is _____ _____ with his _____,_____ man _____ playing tug-of-war _____ _____ dog.,_____ man _____ playing tug-of-war _____ _____ dog.,0.5000
389,A fluffy white dog is coming out of a blue striped obstacle shute.,A _____ white dog is coming out of a blue striped obstacle shute.,_____ fluffy _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A fluffy white dog is coming out of a blue striped obstacle _____,0.0769,A _____ white dog is coming out of a blue striped obstacle shute.,_____ fluffy _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A fluffy white dog is coming out of a _____ striped obstacle shute.,0.0769,A _____ _____ _____ is coming out of a blue striped obstacle shute.,_____ fluffy white dog _____ _____ _____ _____ _____ _____ _____ _____ _____,A fluffy white dog _____ coming out of a blue striped _____ _____,0.2308,A _____ white dog is coming out of a blue striped obstacle shute.,_____ fluffy _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A fluffy white dog _____ coming out of a blue striped obstacle shute.,0.0769
390,Young woman trying to keep the Jenga tower stable.,Young woman _____ _____ _____ the _____ _____ _____,_____ _____ trying to keep _____ Jenga tower stable.,_____ _____ trying to keep _____ Jenga tower stable.,0.6667,Young woman _____ _____ _____ _____ _____ _____ _____,_____ _____ trying to keep the Jenga tower stable.,_____ _____ trying to keep the Jenga tower stable.,0.7778,_____ _____ _____ _____ _____ the _____ _____ _____,Young woman trying to keep _____ Jenga tower stable.,Young woman trying to keep _____ Jenga tower stable.,0.8889,_____ _____ _____ _____ _____ _____ _____ _____ _____,Young woman trying to keep the Jenga tower stable.,Young woman trying to keep the Jenga tower stable.,1.0000
393,A shirtless man is rock climbing on a vertical rock face.,A _____ _____ is _____ _____ on a vertical rock face.,_____ shirtless man _____ rock climbing _____ _____ _____ _____ _____,A shirtless man _____ rock climbing _____ a vertical _____ _____,0.3636,A _____ _____ is _____ _____ on a vertical rock face.,_____ shirtless man _____ rock climbing _____ _____ _____ _____ _____,_____ shirtless man is rock climbing on _____ _____ _____ face.,0.3636,A _____ _____ is _____ _____ on a vertical rock face.,_____ shirtless man _____ rock climbing _____ _____ _____ _____ _____,_____ shirtless man is rock climbing _____ _____ vertical rock _____,0.3636,A _____ _____ is _____ _____ on a vertical rock face.,_____ shirtless man _____ rock climbing _____ _____ _____ _____ _____,_____ shirtless man _____ rock climbing _____ a vertical rock _____,0.3636
394,A person in a hard hat is doing some work on a train track.,_____ _____ _____ _____ _____ _____ is _____ _____ _____ _____ _____ _____ _____,A person in a hard hat _____ doing some work on a train track.,A person in a hard hat _____ doing some work on a train track.,0.9286,_____ _____ _____ _____ _____ _____ is doing some work on a train track.,A person in a hard hat _____ _____ _____ _____ _____ _____ _____ _____,A person in a hard hat is doing _____ _____ _____ _____ _____ _____,0.4286,_____ _____ _____ _____ _____ _____ is doing some work on a train track.,A person in a hard hat _____ _____ _____ _____ _____ _____ _____ _____,A person in a hard hat _____ _____ _____ _____ on _____ train _____,0.4286,_____ _____ in _____ _____ _____ is doing some work on a train track.,A person _____ a hard hat _____ _____ _____ _____ _____ _____ _____ _____,A person _____ a hard hat _____ doing some work _____ _____ _____ track.,0.3571
395,A goalie is catching a soccer ball.,A _____ is _____ a _____ _____,_____ goalie _____ catching _____ soccer ball.,_____ goalie _____ catching _____ soccer ball.,0.5714,A _____ is _____ _____ _____ _____,_____ goalie _____ catching a soccer ball.,_____ goalie _____ catching a soccer ball.,0.7143,A _____ is _____ a _____ _____,_____ goalie _____ catching _____ soccer ball.,_____ goalie _____ catching _____ soccer ball.,0.5714,A _____ is _____ a _____ _____,_____ goalie _____ catching _____ soccer ball.,_____ goalie _____ catching _____ soccer ball.,0.5714
397,Two female members of team USA performing a jump high-five surrounded by two other female members.,Two _____ members of team USA performing a jump high-five surrounded by two other _____ members.,_____ female _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ female _____,Two female members of team _____ _____ a jump high-five surrounded by two other female members.,0.1250,Two _____ members of team USA performing a jump high-five surrounded by two other _____ members.,_____ female _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ female _____,Two female members of team USA _____ a _____ high-five surrounded by two other female members.,0.1250,Two _____ _____ of team USA performing a jump high-five surrounded by two other _____ _____,_____ female members _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ female members.,Two female members of team _____ performing _____ jump _____ _____ by two other female members.,0.2500,Two _____ members of team USA performing a jump high-five surrounded by two other _____ members.,_____ female _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ female _____,Two female _____ of team USA performing a _____ high-five surrounded by two other female members.,0.1250
399,A shirtless man with a race placard on his butt is posing like a body-builder.,A shirtless _____ with a _____ _____ _____ _____ _____ is _____ _____ _____ _____,_____ _____ man _____ _____ race placard on his butt _____ posing like a body-builder.,_____ _____ man _____ _____ race placard on his butt _____ posing like a body-builder.,0.6667,A shirtless _____ with a race placard on his butt is _____ _____ _____ _____,_____ _____ man _____ _____ _____ _____ _____ _____ _____ _____ posing like a body-builder.,_____ shirtless man _____ a race _____ on _____ butt _____ posing like a body-builder.,0.3333,A shirtless _____ with a _____ _____ _____ _____ _____ is _____ _____ _____ _____,_____ _____ man _____ _____ race placard on his butt _____ posing like a body-builder.,_____ _____ man _____ _____ race placard on his butt _____ posing like a body-builder.,0.6667,A shirtless _____ with a race placard on his butt is _____ _____ _____ _____,_____ _____ man _____ _____ _____ _____ _____ _____ _____ _____ posing like a body-builder.,_____ _____ man _____ a race placard _____ his butt _____ posing like a body-builder.,0.3333
400,A person with a variety of different wares standing amongst several others on a dirt road.,_____ _____ _____ _____ _____ _____ _____ _____ standing _____ _____ _____ _____ _____ _____ _____,A person with a variety of different wares _____ amongst several others on a dirt road.,A person with a variety of different wares _____ amongst several others on a dirt road.,0.9375,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A person with a variety of different wares standing amongst several others on a dirt road.,A person with a variety of different wares standing amongst several others on a dirt road.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A person with a variety of different wares standing amongst several others on a dirt road.,A person with a variety of different wares standing amongst several others on a dirt road.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ standing _____ _____ _____ _____ _____ _____ _____,A person with a variety of different wares _____ amongst several others on a dirt road.,A person with a variety of different wares _____ amongst several others on a dirt road.,0.9375
401,A man in a heavy coat makes repairs at a train station.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man in a heavy coat makes repairs at a train station.,A man in a heavy coat makes repairs at a train station.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man in a heavy coat makes repairs at a train station.,A man in a heavy coat makes repairs at a train station.,1.0000,_____ _____ in a _____ _____ _____ _____ _____ _____ _____ _____,A man _____ _____ heavy coat makes repairs at a train station.,A man _____ _____ heavy coat makes repairs at a train station.,0.8333,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man in a heavy coat makes repairs at a train station.,A man in a heavy coat makes repairs at a train station.,1.0000
