id,cot_original_parsed,cot_lexical_parsed,cot_syntactic_parsed,cot_contextual_parsed
438,"[{""step_text"": ""Total number of people = 150"", ""derived_number_str"": ""150"", ""derived_value"": 150.0, ""preceding_context"": ""Total number of people ="", ""is_final_answer"": false}, {""step_text"": ""x = 50"", ""derived_number_str"": ""50"", ""derived_value"": 50.0, ""preceding_context"": ""x = 150 / 3"", ""is_final_answer"": true}]","[{""step_text"": ""x = 100"", ""derived_number_str"": ""100"", ""derived_value"": 100.0, ""preceding_context"": ""equation by 3:"", ""is_final_answer"": true}]","[{""step_text"": ""300 / 2 = 150"", ""derived_number_str"": ""150"", ""derived_value"": 150.0, ""preceding_context"": ""attendees is:"", ""is_final_answer"": false}, {""step_text"": ""150 / 3"", ""derived_number_str"": ""50"", ""derived_value"": 50.0, ""preceding_context"": ""x = ("", ""is_final_answer"": true}]","[{""step_text"": ""150 attendees"", ""derived_number_str"": ""150"", ""derived_value"": 150.0, ""preceding_context"": ""So, there are"", ""is_final_answer"": false}, {""step_text"": ""3W"", ""derived_number_str"": ""3"", ""derived_value"": 3.0, ""preceding_context"": ""we get"", ""is_final_answer"": false}, {""step_text"": ""W = 50"", ""derived_number_str"": ""50"", ""derived_value"": 50.0, ""preceding_context"": ""So, W ="", ""is_final_answer"": true}, {""step_text"": ""M = 2 * 50 = 100"", ""derived_number_str"": ""100"", ""derived_value"": 100.0, ""preceding_context"": ""2 * 50 ="", ""is_final_answer"": true}]"
440,"[{""step_text"": ""2 * 20 = <40>"", ""derived_number_str"": ""40"", ""derived_value"": 40.0, ""preceding_context"": ""composes 2 *"", ""is_final_answer"": false}, {""step_text"": ""3 * 40 = <120>"", ""derived_number_str"": ""120"", ""derived_value"": 120.0, ""preceding_context"": ""composes 3 *"", ""is_final_answer"": false}, {""step_text"": ""20 / 4 = <5>"", ""derived_number_str"": ""5"", ""derived_value"": 5.0, ""preceding_context"": ""Bill is 20 / 4 ="", ""is_final_answer"": false}, {""step_text"": ""40 / 4 = <10>"", ""derived_number_str"": ""10"", ""derived_value"": 10.0, ""preceding_context"": ""Ryan is 40 / 4 ="", ""is_final_answer"": false}, {""step_text"": ""120 / 4 = <30>"", ""derived_number_str"": ""30"", ""derived_value"": 30.0, ""preceding_context"": ""Frank is 120 / 4 ="", ""is_final_answer"": false}, {""step_text"": ""3 * 10 = <30>"", ""derived_number_str"": ""30"", ""derived_value"": 30.0, ""preceding_context"": ""composes 3 * 10 ="", ""is_final_answer"": true}]","[{""step_text"": ""20 * 2 = 40"", ""derived_number_str"": ""40"", ""derived_value"": 40.0, ""preceding_context"": ""Ryan writes "", ""is_final_answer"": false}, {""step_text"": ""40 * 3 = 120"", ""derived_number_str"": ""120"", ""derived_value"": 120.0, ""preceding_context"": ""Frank writes "", ""is_final_answer"": false}, {""step_text"": ""120 / 4 = 30"", ""derived_number_str"": ""30"", ""derived_value"": 30.0, ""preceding_context"": ""Frank writes "", ""is_final_answer"": true}]","[{""step_text"": ""2 * 20 = 40"", ""derived_number_str"": ""40"", ""derived_value"": 40.0, ""preceding_context"": ""Ryan makes 2 * 20"", ""is_final_answer"": false}, {""step_text"": ""3 * 40 = 120"", ""derived_number_str"": ""120"", ""derived_value"": 120.0, ""preceding_context"": ""Frank makes 3 * 40"", ""is_final_answer"": false}, {""step_text"": ""120 / 4 = 30"", ""derived_number_str"": ""30"", ""derived_value"": 30.0, ""preceding_context"": ""type is 120 / 4"", ""is_final_answer"": true}]","[{""step_text"": ""20 * 2 = 40"", ""derived_number_str"": ""40"", ""derived_value"": 40.0, ""preceding_context"": ""writes 20 * 2 ="", ""is_final_answer"": false}, {""step_text"": ""40 * 3 = 120"", ""derived_number_str"": ""120"", ""derived_value"": 120.0, ""preceding_context"": ""writes 40 * 3 ="", ""is_final_answer"": false}, {""step_text"": ""120 / 4 = 30"", ""derived_number_str"": ""30"", ""derived_value"": 30.0, ""preceding_context"": ""writes is 120 / 4 ="", ""is_final_answer"": true}]"
441,"[{""step_text"": ""$120 * 1.3"", ""derived_number_str"": ""$156"", ""derived_value"": 156.0, ""preceding_context"": ""mouse = "", ""is_final_answer"": false}, {""step_text"": ""25 * 5"", ""derived_number_str"": ""125"", ""derived_value"": 125.0, ""preceding_context"": ""week = "", ""is_final_answer"": false}, {""step_text"": ""125 * $156"", ""derived_number_str"": ""$19,520"", ""derived_value"": 19520.0, ""preceding_context"": ""week = "", ""is_final_answer"": true}]","[{""step_text"": ""120 * 1.3 = <156>"", ""derived_number_str"": ""156"", ""derived_value"": 156.0, ""preceding_context"": ""costs $"", ""is_final_answer"": false}, {""step_text"": ""25 * 1.3 = <32.5>"", ""derived_number_str"": ""32.5"", ""derived_value"": 32.5, ""preceding_context"": ""sells "", ""is_final_answer"": false}, {""step_text"": ""he sells 32 special mice daily instead."", ""derived_number_str"": ""32"", ""derived_value"": 32.0, ""preceding_context"": ""sells "", ""is_final_answer"": false}, {""step_text"": ""32 * 5 = <160>"", ""derived_number_str"": ""160"", ""derived_value"": 160.0, ""preceding_context"": ""sells "", ""is_final_answer"": false}, {""step_text"": ""160 * $<156> = $<25120>"", ""derived_number_str"": ""25120"", ""derived_value"": 25120.0, ""preceding_context"": ""earns $"", ""is_final_answer"": false}, {""step_text"": ""$<25,120>"", ""derived_number_str"": ""25,120"", ""derived_value"": 25120.0, ""preceding_context"": ""Answer: $"", ""is_final_answer"": true}]","[{""step_text"": ""Price of one left-handed mouse = $156"", ""derived_number_str"": ""$156"", ""derived_value"": 156.0, ""preceding_context"": ""mouse = $120 * 1.3"", ""is_final_answer"": false}, {""step_text"": ""he's open 5 days a week."", ""derived_number_str"": ""5"", ""derived_value"": 5.0, ""preceding_context"": ""so he's open"", ""is_final_answer"": false}, {""step_text"": ""Number of left-handed mice Ned sells in a week = 125"", ""derived_number_str"": ""125"", ""derived_value"": 125.0, ""preceding_context"": ""week = 5 * 25"", ""is_final_answer"": false}, {""step_text"": ""Money Ned makes in a week = $19,520"", ""derived_number_str"": ""$19,520"", ""derived_value"": 19520.0, ""preceding_context"": ""week = 125 * $156"", ""is_final_answer"": false}, {""step_text"": ""Final Answer: $19,520"", ""derived_number_str"": ""$19,520"", ""derived_value"": 19520.0, ""preceding_context"": ""Final Answer:"", ""is_final_answer"": true}]","[{""step_text"": ""0.3 * $120 = $36"", ""derived_number_str"": ""36"", ""derived_value"": 36.0, ""preceding_context"": ""Price difference = "", ""is_final_answer"": false}, {""step_text"": ""$120 + $36 = $156"", ""derived_number_str"": ""156"", ""derived_value"": 156.0, ""preceding_context"": ""one Ned's mouse = "", ""is_final_answer"": false}, {""step_text"": ""5 * 25 = 125"", ""derived_number_str"": ""125"", ""derived_value"": 125.0, ""preceding_context"": ""sold per day = "", ""is_final_answer"": false}, {""step_text"": ""125 * $156 = $19,520"", ""derived_number_str"": ""19,520"", ""derived_value"": 19520.0, ""preceding_context"": ""one Ned's mouse = "", ""is_final_answer"": true}]"
443,"[{""step_text"": ""Cost of ice cream cones = $75"", ""derived_number_str"": ""75"", ""derived_value"": 75.0, ""preceding_context"": ""15 * $5"", ""is_final_answer"": false}, {""step_text"": ""Cost of pudding = $10"", ""derived_number_str"": ""10"", ""derived_value"": 10.0, ""preceding_context"": ""5 * $2"", ""is_final_answer"": false}, {""step_text"": ""Difference = $65"", ""derived_number_str"": ""65"", ""derived_value"": 65.0, ""preceding_context"": ""$75 - $10"", ""is_final_answer"": true}]","[{""step_text"": ""Cost of ice cream cones = $75"", ""derived_number_str"": ""75"", ""derived_value"": 75.0, ""preceding_context"": ""ice cream cones ="", ""is_final_answer"": false}, {""step_text"": ""Cost of pudding cups = $10"", ""derived_number_str"": ""10"", ""derived_value"": 10.0, ""preceding_context"": ""pudding cups ="", ""is_final_answer"": false}, {""step_text"": ""Difference = $65"", ""derived_number_str"": ""65"", ""derived_value"": 65.0, ""preceding_context"": ""Difference ="", ""is_final_answer"": true}]","[{""step_text"": ""Cost of cones = 15 * $5"", ""derived_number_str"": ""$75"", ""derived_value"": 75.0, ""preceding_context"": ""Cost of cones = 15 * $5"", ""is_final_answer"": false}, {""step_text"": ""Cost of puddings = 5 * $2"", ""derived_number_str"": ""$10"", ""derived_value"": 10.0, ""preceding_context"": ""Cost of puddings = 5 * $2"", ""is_final_answer"": false}, {""step_text"": ""Difference = $75 - $10"", ""derived_number_str"": ""$65"", ""derived_value"": 65.0, ""preceding_context"": ""Difference = $75 - $10"", ""is_final_answer"": false}, {""step_text"": ""Final Answer: $65"", ""derived_number_str"": ""$65"", ""derived_value"": 65.0, ""preceding_context"": ""Difference = $65"", ""is_final_answer"": true}]","[{""step_text"": ""15 * $5"", ""derived_number_str"": ""75"", ""derived_value"": 75.0, ""preceding_context"": ""ice creams ="", ""is_final_answer"": false}, {""step_text"": ""5 * $2"", ""derived_number_str"": ""10"", ""derived_value"": 10.0, ""preceding_context"": ""of puddings ="", ""is_final_answer"": false}, {""step_text"": ""$75 + $10"", ""derived_number_str"": ""85"", ""derived_value"": 85.0, ""preceding_context"": ""Total cost ="", ""is_final_answer"": false}]"
444,"[{""step_text"": ""3 * 200 = 600"", ""derived_number_str"": ""600"", ""derived_value"": 600.0, ""preceding_context"": ""shirts is"", ""is_final_answer"": false}, {""step_text"": ""5 * 200 = 1000"", ""derived_number_str"": ""1000"", ""derived_value"": 1000.0, ""preceding_context"": ""shirts is"", ""is_final_answer"": false}, {""step_text"": ""600 + 1000 = 1600"", ""derived_number_str"": ""1600"", ""derived_value"": 1600.0, ""preceding_context"": ""buttons used is"", ""is_final_answer"": true}]","[{""step_text"": ""3 * 200 = 600"", ""derived_number_str"": ""600"", ""derived_value"": 600.0, ""preceding_context"": ""Style 1 is"", ""is_final_answer"": false}, {""step_text"": ""5 * 200 = 1000"", ""derived_number_str"": ""1000"", ""derived_value"": 1000.0, ""preceding_context"": ""Style 2 is"", ""is_final_answer"": false}, {""step_text"": ""600 + 1000 = 1600"", ""derived_number_str"": ""1600"", ""derived_value"": 1600.0, ""preceding_context"": ""buttons for each style:"", ""is_final_answer"": true}]","[{""step_text"": ""200 shirts * 3 buttons = 600 buttons"", ""derived_number_str"": ""600"", ""derived_value"": 600.0, ""preceding_context"": ""Type 1:"", ""is_final_answer"": false}, {""step_text"": ""200 shirts * 5 buttons = 1000 buttons"", ""derived_number_str"": ""1000"", ""derived_value"": 1000.0, ""preceding_context"": ""Type 2:"", ""is_final_answer"": false}, {""step_text"": ""600 buttons + 1000 buttons = 1600 buttons"", ""derived_number_str"": ""1600"", ""derived_value"": 1600.0, ""preceding_context"": ""Total Buttons:"", ""is_final_answer"": true}]","[{""step_text"": ""200 * 3 = 600"", ""derived_number_str"": ""600"", ""derived_value"": 600.0, ""preceding_context"": ""Buttons per shirt ="", ""is_final_answer"": false}, {""step_text"": ""200 * 5 = 1000"", ""derived_number_str"": ""1000"", ""derived_value"": 1000.0, ""preceding_context"": ""Buttons per shirt ="", ""is_final_answer"": false}, {""step_text"": ""600 + 1000 = 1600"", ""derived_number_str"": ""1600"", ""derived_value"": 1600.0, ""preceding_context"": ""5 buttons ="", ""is_final_answer"": true}]"
446,"[{""step_text"": ""20000 = 80000 - 1200x"", ""derived_number_str"": ""20000"", ""derived_value"": 20000.0, ""preceding_context"": ""both sides by 4:"", ""is_final_answer"": false}, {""step_text"": ""-1200x = 60000"", ""derived_number_str"": ""60000"", ""derived_value"": 60000.0, ""preceding_context"": ""from both sides:"", ""is_final_answer"": false}, {""step_text"": ""x \u2248 41.67 days"", ""derived_number_str"": ""41.67"", ""derived_value"": 41.67, ""preceding_context"": ""Simplify the fraction:"", ""is_final_answer"": false}, {""step_text"": ""\u2248 42 days."", ""derived_number_str"": ""42"", ""derived_value"": 42.0, ""preceding_context"": ""Final Answer:"", ""is_final_answer"": true}]","[{""step_text"": ""-1,200x = -60,000"", ""derived_number_str"": ""-60,000"", ""derived_value"": -60000.0, ""preceding_context"": ""from both sides:"", ""is_final_answer"": false}, {""step_text"": ""x = 50 days"", ""derived_number_str"": ""50"", ""derived_value"": 50.0, ""preceding_context"": ""sides by -1,200:"", ""is_final_answer"": true}]","[{""step_text"": ""Target population = 20,000"", ""derived_number_str"": ""20,000"", ""derived_value"": 20000.0, ""preceding_context"": ""Target population ="", ""is_final_answer"": false}, {""step_text"": ""1,200x = 60,000"", ""derived_number_str"": ""60,000"", ""derived_value"": 60000.0, ""preceding_context"": ""sides:"", ""is_final_answer"": false}, {""step_text"": ""x = 50 days"", ""derived_number_str"": ""50"", ""derived_value"": 50.0, ""preceding_context"": ""sides by 1,200:"", ""is_final_answer"": true}]","[{""step_text"": ""80,000 * (1/4) = 20,000"", ""derived_number_str"": ""20,000"", ""derived_value"": 20000.0, ""preceding_context"": ""*(1/4) ="", ""is_final_answer"": false}, {""step_text"": ""80,000 * (1 - (3/4)) = 80,000 * (1/4) = 20,000"", ""derived_number_str"": ""20,000"", ""derived_value"": 20000.0, ""preceding_context"": ""*(1/4) ="", ""is_final_answer"": false}, {""step_text"": ""80,000 - 20,000 = 60,000"", ""derived_number_str"": ""60,000"", ""derived_value"": 60000.0, ""preceding_context"": ""20,000 ="", ""is_final_answer"": false}, {""step_text"": ""-60,000 = 1,200x"", ""derived_number_str"": ""-60,000"", ""derived_value"": -60000.0, ""preceding_context"": ""from both sides:"", ""is_final_answer"": false}, {""step_text"": ""x \u2248 50 days"", ""derived_number_str"": ""50"", ""derived_value"": 50.0, ""preceding_context"": ""by 1,200: x \u2248"", ""is_final_answer"": false}, {""step_text"": ""50 days (for the first one-fourth) + 50 days (for the second one-fourth) = 100 days"", ""derived_number_str"": ""100"", ""derived_value"": 100.0, ""preceding_context"": ""second one-fourth) ="", ""is_final_answer"": true}]"
447,"[{""step_text"": ""80-degree increment (from 20 degrees to 100 degrees)"", ""derived_number_str"": ""80"", ""derived_value"": 80.0, ""preceding_context"": ""heat up a"", ""is_final_answer"": false}, {""step_text"": ""16 increments of 5 degrees each"", ""derived_number_str"": ""16"", ""derived_value"": 16.0, ""preceding_context"": ""there are"", ""is_final_answer"": false}, {""step_text"": ""16 * 1 = 16"", ""derived_number_str"": ""16"", ""derived_value"": 16.0, ""preceding_context"": ""increment: 16"", ""is_final_answer"": true}]","[{""step_text"": ""80 degrees"", ""derived_number_str"": ""80"", ""derived_value"": 80.0, ""preceding_context"": ""Time = "", ""is_final_answer"": false}, {""step_text"": ""16 minutes"", ""derived_number_str"": ""16"", ""derived_value"": 16.0, ""preceding_context"": ""Time = "", ""is_final_answer"": true}]","[{""step_text"": ""100 - 20 = 80"", ""derived_number_str"": ""80"", ""derived_value"": 80.0, ""preceding_context"": ""in degrees is"", ""is_final_answer"": false}, {""step_text"": ""80 degrees / 5 degrees per minute = 16"", ""derived_number_str"": ""16"", ""derived_value"": 16.0, ""preceding_context"": ""Time ="", ""is_final_answer"": true}]","[{""step_text"": ""Time to reach 5\u00b0C = 1 minute"", ""derived_number_str"": ""1"", ""derived_value"": 1.0, ""preceding_context"": ""reach 5\u00b0C ="", ""is_final_answer"": false}, {""step_text"": ""Time to reach 10\u00b0C = 2 minutes"", ""derived_number_str"": ""2"", ""derived_value"": 2.0, ""preceding_context"": ""reach 10\u00b0C ="", ""is_final_answer"": false}, {""step_text"": ""Time to reach 15\u00b0C = 3 minutes"", ""derived_number_str"": ""3"", ""derived_value"": 3.0, ""preceding_context"": ""reach 15\u00b0C ="", ""is_final_answer"": false}, {""step_text"": ""Time to reach 95\u00b0C = 19 minutes"", ""derived_number_str"": ""19"", ""derived_value"": 19.0, ""preceding_context"": ""reach 95\u00b0C ="", ""is_final_answer"": false}, {""step_text"": ""Final Answer: 20 minutes."", ""derived_number_str"": ""20"", ""derived_value"": 20.0, ""preceding_context"": ""Final Answer:"", ""is_final_answer"": true}]"
449,"[{""step_text"": ""10 * $8 = $80"", ""derived_number_str"": ""80"", ""derived_value"": 80.0, ""preceding_context"": ""at $8 ="", ""is_final_answer"": false}, {""step_text"": ""5 * $10 = $50"", ""derived_number_str"": ""50"", ""derived_value"": 50.0, ""preceding_context"": ""at $10 ="", ""is_final_answer"": false}, {""step_text"": ""20 * $4 = $80"", ""derived_number_str"": ""80"", ""derived_value"": 80.0, ""preceding_context"": ""at $4 ="", ""is_final_answer"": false}, {""step_text"": ""$80 (from 10 meals) + $50 (from 5 meals) + $80 (from 20 meals) = $210"", ""derived_number_str"": ""210"", ""derived_value"": 210.0, ""preceding_context"": ""20 meals) ="", ""is_final_answer"": true}]","[{""step_text"": ""10 * $8"", ""derived_number_str"": ""80"", ""derived_value"": 80.0, ""preceding_context"": ""dishes of $8:"", ""is_final_answer"": false}, {""step_text"": ""5 * $10"", ""derived_number_str"": ""50"", ""derived_value"": 50.0, ""preceding_context"": ""dishes of $10:"", ""is_final_answer"": false}, {""step_text"": ""20 * $4"", ""derived_number_str"": ""80"", ""derived_value"": 80.0, ""preceding_context"": ""dishes of $4:"", ""is_final_answer"": false}, {""step_text"": ""$80 + $50 + $80"", ""derived_number_str"": ""210"", ""derived_value"": 210.0, ""preceding_context"": ""Total revenue:"", ""is_final_answer"": true}]","[{""step_text"": ""10 * $8 = $80"", ""derived_number_str"": ""80"", ""derived_value"": 80.0, ""preceding_context"": ""of $8 ="", ""is_final_answer"": false}, {""step_text"": ""5 * $10 = $50"", ""derived_number_str"": ""50"", ""derived_value"": 50.0, ""preceding_context"": ""of $10 ="", ""is_final_answer"": false}, {""step_text"": ""20 * $4 = $80"", ""derived_number_str"": ""80"", ""derived_value"": 80.0, ""preceding_context"": ""of $4 ="", ""is_final_answer"": false}, {""step_text"": ""$80 + $50 + $80 = $210"", ""derived_number_str"": ""210"", ""derived_value"": 210.0, ""preceding_context"": ""Total revenue ="", ""is_final_answer"": true}]","[{""step_text"": ""10 * $8 = $80"", ""derived_number_str"": ""80"", ""derived_value"": 80.0, ""preceding_context"": ""for meals at $8:"", ""is_final_answer"": false}, {""step_text"": ""5 * $10 = $50"", ""derived_number_str"": ""50"", ""derived_value"": 50.0, ""preceding_context"": ""for meals at $10:"", ""is_final_answer"": false}, {""step_text"": ""20 * $4 = $80"", ""derived_number_str"": ""80"", ""derived_value"": 80.0, ""preceding_context"": ""for meals at $4:"", ""is_final_answer"": false}, {""step_text"": ""$80 (meals at $8) + $50 (meals at $10) + $80 (meals at $4)"", ""derived_number_str"": ""210"", ""derived_value"": 210.0, ""preceding_context"": ""Total revenue ="", ""is_final_answer"": true}]"
450,"[{""step_text"": ""7 + 2 + 4 = 13"", ""derived_number_str"": ""13"", ""derived_value"": 13.0, ""preceding_context"": ""a total of"", ""is_final_answer"": false}, {""step_text"": ""13 + 2 = 15"", ""derived_number_str"": ""15"", ""derived_value"": 15.0, ""preceding_context"": ""a total of"", ""is_final_answer"": false}, {""step_text"": ""13 (Ed's shells) + 15 (Jacob's shells) = 28"", ""derived_number_str"": ""28"", ""derived_value"": 28.0, ""preceding_context"": ""a total of"", ""is_final_answer"": true}]","[{""step_text"": ""Ed has 2 shells and Jacob has 2 shells, making a total of 4 shells."", ""derived_number_str"": ""4"", ""derived_value"": 4.0, ""preceding_context"": ""making a total of"", ""is_final_answer"": false}, {""step_text"": ""2 oysters * 2 shells = 4 shells"", ""derived_number_str"": ""4"", ""derived_value"": 4.0, ""preceding_context"": ""2 shells ="", ""is_final_answer"": false}, {""step_text"": ""Ed found 7 + 4 + 4 = 15 shells."", ""derived_number_str"": ""15"", ""derived_value"": 15.0, ""preceding_context"": ""4 + 4 ="", ""is_final_answer"": false}, {""step_text"": ""Jacob has 15 + 2 = 17 shells."", ""derived_number_str"": ""17"", ""derived_value"": 17.0, ""preceding_context"": ""15 + 2 ="", ""is_final_answer"": false}, {""step_text"": ""4 (starting shells) + 15 (shells Ed found) + 17 (shells Jacob found) = 36 shells."", ""derived_number_str"": ""36"", ""derived_value"": 36.0, ""preceding_context"": ""Jacob found) ="", ""is_final_answer"": true}]","[{""step_text"": ""7 (limpet) + 2 (oyster) + 4 (conch)"", ""derived_number_str"": ""13"", ""derived_value"": 13.0, ""preceding_context"": ""Ed's shells ="", ""is_final_answer"": false}, {""step_text"": ""(7+2+4)"", ""derived_number_str"": ""13"", ""derived_value"": 13.0, ""preceding_context"": ""Total shells ="", ""is_final_answer"": false}, {""step_text"": ""(7+2+4+2)"", ""derived_number_str"": ""15"", ""derived_value"": 15.0, ""preceding_context"": ""(7+2+4) +"", ""is_final_answer"": false}, {""step_text"": ""12 + 13 + 2"", ""derived_number_str"": ""27"", ""derived_value"": 27.0, ""preceding_context"": ""Total shells ="", ""is_final_answer"": true}]","[{""step_text"": ""7 + 2 + 4 = 13"", ""derived_number_str"": ""13"", ""derived_value"": 13.0, ""preceding_context"": ""Ed found ="", ""is_final_answer"": false}, {""step_text"": ""13 + 1 = 14"", ""derived_number_str"": ""14"", ""derived_value"": 14.0, ""preceding_context"": ""Jacob found ="", ""is_final_answer"": false}, {""step_text"": ""13 + 14 = 27"", ""derived_number_str"": ""27"", ""derived_value"": 27.0, ""preceding_context"": ""Total shells ="", ""is_final_answer"": true}]"
451,"[{""step_text"": ""237 - 60 = 177"", ""derived_number_str"": ""177"", ""derived_value"": 177.0, ""preceding_context"": ""cucumbers = "", ""is_final_answer"": false}, {""step_text"": ""177 * 2 = 354"", ""derived_number_str"": ""354"", ""derived_value"": 354.0, ""preceding_context"": ""peppers = "", ""is_final_answer"": false}, {""step_text"": ""237 + 177 + 354 = 768"", ""derived_number_str"": ""768"", ""derived_value"": 768.0, ""preceding_context"": ""vegetables = "", ""is_final_answer"": true}]","[{""step_text"": ""3 * 237 = 611"", ""derived_number_str"": ""611"", ""derived_value"": 611.0, ""preceding_context"": ""be 3 * 237 = "", ""is_final_answer"": false}, {""step_text"": ""x = 100.333..."", ""derived_number_str"": ""100.333..."", ""derived_value"": 100.333, ""preceding_context"": ""3x = 301 x = "", ""is_final_answer"": false}, {""step_text"": ""x = 11"", ""derived_number_str"": ""11"", ""derived_value"": 11.0, ""preceding_context"": ""that x = 11. This"", ""is_final_answer"": false}, {""step_text"": ""22 peppers (2 * 11)"", ""derived_number_str"": ""22"", ""derived_value"": 22.0, ""preceding_context"": ""and 22 peppers (2"", ""is_final_answer"": false}, {""step_text"": ""237 + 11 + 22 = 260"", ""derived_number_str"": ""260"", ""derived_value"": 260.0, ""preceding_context"": ""11 + 22 = 260"", ""is_final_answer"": true}]","[{""step_text"": ""Number of cucumbers = 237 - 60"", ""derived_number_str"": ""177"", ""derived_value"": 177.0, ""preceding_context"": ""Number of potatoes - 60"", ""is_final_answer"": false}, {""step_text"": ""Number of peppers = 2 * 177"", ""derived_number_str"": ""354"", ""derived_value"": 354.0, ""preceding_context"": ""2 * Number of cucumbers"", ""is_final_answer"": false}, {""step_text"": ""Total number of vegetables = 237 + 177 + 354"", ""derived_number_str"": ""778"", ""derived_value"": 778.0, ""preceding_context"": ""cucumbers + Number of peppers"", ""is_final_answer"": true}]","[{""step_text"": ""237 - 60 = 177"", ""derived_number_str"": ""177"", ""derived_value"": 177.0, ""preceding_context"": ""so it produced"", ""is_final_answer"": false}, {""step_text"": ""177 * 2 = 354"", ""derived_number_str"": ""354"", ""derived_value"": 354.0, ""preceding_context"": ""so it produced"", ""is_final_answer"": false}, {""step_text"": ""778 vegetables"", ""derived_number_str"": ""778"", ""derived_value"": 778.0, ""preceding_context"": ""Final Answer:"", ""is_final_answer"": true}]"
452,"[{""step_text"": ""= 30"", ""derived_number_str"": ""30"", ""derived_value"": 30.0, ""preceding_context"": ""180 * (1/6)"", ""is_final_answer"": false}, {""step_text"": ""= 180 + 60"", ""derived_number_str"": ""60"", ""derived_value"": 60.0, ""preceding_context"": ""180 + 30 * 2"", ""is_final_answer"": false}, {""step_text"": ""= 240"", ""derived_number_str"": ""240"", ""derived_value"": 240.0, ""preceding_context"": ""180 + 60"", ""is_final_answer"": true}]","[{""step_text"": ""180 * (1/6)"", ""derived_number_str"": ""30"", ""derived_value"": 30.0, ""preceding_context"": ""="", ""is_final_answer"": false}, {""step_text"": ""30 * 2"", ""derived_number_str"": ""60"", ""derived_value"": 60.0, ""preceding_context"": ""180 +"", ""is_final_answer"": false}, {""step_text"": ""180 + 60"", ""derived_number_str"": ""240"", ""derived_value"": 240.0, ""preceding_context"": ""="", ""is_final_answer"": true}]","[{""step_text"": ""(1/6 * 180)"", ""derived_number_str"": ""30"", ""derived_value"": 30.0, ""preceding_context"": ""Teeth = 180 + ("", ""is_final_answer"": false}, {""step_text"": ""180 + 30"", ""derived_number_str"": ""210"", ""derived_value"": 210.0, ""preceding_context"": ""White Shark Teeth ="", ""is_final_answer"": true}]","[{""step_text"": ""1/6 * 180\n= 30"", ""derived_number_str"": ""30"", ""derived_value"": 30.0, ""preceding_context"": ""Shark Teeth ="", ""is_final_answer"": false}, {""step_text"": ""180 + 30\n= 210"", ""derived_number_str"": ""210"", ""derived_value"": 210.0, ""preceding_context"": ""180 +"", ""is_final_answer"": false}, {""step_text"": ""2 * 210\n= 420"", ""derived_number_str"": ""420"", ""derived_value"": 420.0, ""preceding_context"": ""2 *"", ""is_final_answer"": false}]"
453,"[{""step_text"": ""5 * $2 = $10"", ""derived_number_str"": ""10"", ""derived_value"": 10.0, ""preceding_context"": ""tuna is"", ""is_final_answer"": false}, {""step_text"": ""4 * $1.5 = $6"", ""derived_number_str"": ""6"", ""derived_value"": 6.0, ""preceding_context"": ""water is"", ""is_final_answer"": false}, {""step_text"": ""$10 + $6 = $16"", ""derived_number_str"": ""16"", ""derived_value"": 16.0, ""preceding_context"": ""goods ="", ""is_final_answer"": false}, {""step_text"": ""$56 - $16 = $40"", ""derived_number_str"": ""40"", ""derived_value"": 40.0, ""preceding_context"": ""goods ="", ""is_final_answer"": true}]","[{""step_text"": ""5 * $2"", ""derived_number_str"": ""10"", ""derived_value"": 10.0, ""preceding_context"": ""packs ="", ""is_final_answer"": false}, {""step_text"": ""4 * $1.50"", ""derived_number_str"": ""6"", ""derived_value"": 6.0, ""preceding_context"": ""bottles ="", ""is_final_answer"": false}, {""step_text"": ""$10 + $6"", ""derived_number_str"": ""16"", ""derived_value"": 16.0, ""preceding_context"": ""bottles ="", ""is_final_answer"": false}, {""step_text"": ""$56 - $16"", ""derived_number_str"": ""40"", ""derived_value"": 40.0, ""preceding_context"": ""items ="", ""is_final_answer"": true}]","[{""step_text"": ""$2 * 5 = $10"", ""derived_number_str"": ""10"", ""derived_value"": 10.0, ""preceding_context"": ""2 * 5 ="", ""is_final_answer"": false}, {""step_text"": ""$1.50 * 4 = $6"", ""derived_number_str"": ""6"", ""derived_value"": 6.0, ""preceding_context"": ""1.50 * 4 ="", ""is_final_answer"": false}, {""step_text"": ""$10 + $6 = $16"", ""derived_number_str"": ""16"", ""derived_value"": 16.0, ""preceding_context"": ""10 + $6 ="", ""is_final_answer"": false}, {""step_text"": ""$16 - $10 - $6 = $0"", ""derived_number_str"": ""0"", ""derived_value"": 0.0, ""preceding_context"": ""10 - $6 ="", ""is_final_answer"": true}]","[{""step_text"": ""Cost of 5 tuna packs = 5 * $2"", ""derived_number_str"": ""10"", ""derived_value"": 10.0, ""preceding_context"": ""cost of tuna packs."", ""is_final_answer"": false}, {""step_text"": ""Cost of 4 water bottles = 4 * $1.50"", ""derived_number_str"": ""6"", ""derived_value"": 6.0, ""preceding_context"": ""cost of water bottles."", ""is_final_answer"": false}, {""step_text"": ""Total cost of tuna and water bottles = $10 + $6"", ""derived_number_str"": ""16"", ""derived_value"": 16.0, ""preceding_context"": ""tuna packs and water bottles."", ""is_final_answer"": false}, {""step_text"": ""Amount spent on other groceries = $56 - $16"", ""derived_number_str"": ""40"", ""derived_value"": 40.0, ""preceding_context"": ""the total amount Barbara spent."", ""is_final_answer"": true}]"
