id,premise_text,evidence_original,evidence_lexical,evidence_syntactic,evidence_pragmatic
330,"A woman with a brown coat and a woman with a black top stand along displays of oranges, apples, and other fruits.","[""A woman"", ""displays of oranges, apples, and other fruits""]","[""A woman"", ""a woman"", ""stand"", ""displays of oranges, apples, and other fruits""]","[""A woman"", ""stand along displays"", ""oranges, apples, and other fruits""]","[""A woman"", ""displays of oranges, apples, and other fruits""]"
332,A man riding a BMX bike is attempting a bicycle trick in a skate park.,"[""man"", ""riding a BMX bike"", ""attempting a bicycle trick""]","[""A man"", ""riding a BMX bike"", ""attempting a bicycle trick"", ""in a skate park""]","[""A man"", ""riding a BMX bike"", ""attempting a bicycle trick"", ""in a skate park""]","[""bicycle trick"", ""skate park""]"
333,A white dog is running along a path outside.,"[""dog"", ""running"", ""along a path outside""]","[""dog"", ""running along a path outside""]","[""dog"", ""running along a path outside""]","[""dog"", ""running""]"
334,a man in black clothes is watching a child making a splash in a pool.,"[""child"", ""in a pool""]","[""making a splash"", ""a pool""]","[""child making a splash in a pool""]","[""child"", ""making a splash"", ""in a pool""]"
335,Telephone wires are visible.,"[""Telephone wires"", ""are visible""]","[""Telephone wires"", ""visible""]","[""Telephone wires"", ""visible""]","[""Telephone wires"", ""visible""]"
337,A man tucks in a sheet on the bed.,"[""A man"", ""tucks in a sheet"", ""on the bed""]","[""tucks in a sheet""]","[""tucks in a sheet""]","[""tucks in a sheet""]"
338,Two small blond children holding stick while standing in a crowd n the city.,"[""Two"", ""children"", ""holding stick"", ""in a crowd""]","[""Two small blond children"", ""holding stick""]","[""Two small blond children"", ""holding stick""]","[""Two children"", ""holding stick""]"
339,A man is holding a bride's dress up to prevent it from getting dirty on a rain soaked boardwalk.,"[""holding a bride's dress up"", ""to prevent it from getting dirty""]","[""holding a bride's dress"", ""prevent it from getting dirty"", ""rain soaked boardwalk""]","[""A man is holding a bride's dress"", ""to prevent it from getting dirty""]","[""A man is holding a bride's dress"", ""to prevent it from getting dirty""]"
340,A woman balancing on pews and dancing.,"[""balancing on pews"", ""dancing""]","[""balancing on pews and dancing""]","[""balancing on pews"", ""dancing""]","[""dancing""]"
341,A rock climber clings to a steep overhanging rock high above a mesa.,"[""clings to a steep overhanging rock""]","[""climber clings to a steep overhanging rock""]","[""climber"", ""clings to a steep overhanging rock"", ""high above a mesa""]","[""A rock climber"", ""clings to a steep overhanging rock high above a mesa""]"
342,The man and woman at the window are turned around to the man and woman behind them.,"[""The man and woman at the window"", ""are turned around to"", ""the man and woman behind them""]","[""The man and woman at the window"", ""turned around"", ""to the man and woman behind them""]","[""man and woman at the window"", ""turned around"", ""man and woman behind them""]","[""The man and woman at the window are turned around to the man and woman behind them.""]"
343,Three police officers on motorcycles on the street with pedestrians walking on the sidewalk in the background.,"[""on the street""]","[""police officers"", ""on the street"", ""sidewalk""]","[""on the street"", ""pedestrians walking on the sidewalk""]","[""on the street"", ""sidewalk""]"
345,A group of children walk together on a bright day.,"[""children"", ""walk""]","[""children"", ""walk""]","[""walk""]","[""walk""]"
346,Group of people dance with smiles at their faces.,"[""Group of people"", ""dance"", ""smiles""]","[""people"", ""dance"", ""smiles""]","[""people"", ""smiles at their faces""]","[""people"", ""dance"", ""smiles""]"
347,Outside a theater at night.,"[""Outside a theater""]","[""Outside a theater""]","[""Outside a theater""]","[""Outside a theater""]"
348,Some people and their bicycles lined up at a waterfront dock.,"[""waterfront dock""]","[""people and their bicycles""]","[""people and their bicycles lined up"", ""at a waterfront dock""]","[""a waterfront dock""]"
349,A man is grinding his skateboard on a guard rail.,"[""grinding"", ""skateboard""]","[""grinding"", ""skateboard""]","[""grinding his skateboard on a guard rail""]","[""grinding"", ""skateboard""]"
351,"A man in a black shirt, and black shorts is walking down the street, holding hands with a woman in a black sundress.","[""A man"", ""a woman"", ""holding hands""]","[""A man"", ""holding hands"", ""a woman""]","[""A man"", ""a woman"", ""holding hands""]","[""A man"", ""holding hands"", ""a woman""]"
352,A girl in a black shirt is looking to the side while sitting on a wooden bench.,"[""A girl"", ""in a black shirt"", ""is looking to the side"", ""sitting on a wooden bench""]","[""black shirt"", ""looking to the side"", ""sitting on a wooden bench""]","[""A girl"", ""in a black shirt"", ""looking to the side"", ""sitting on a wooden bench""]","[""A girl"", ""in a black shirt"", ""is looking to the side"", ""sitting on a wooden bench""]"
353,A woman in a green skirt and pink underskirt leans back as she kneels.,"[""green skirt"", ""pink underskirt""]","[""green skirt"", ""pink underskirt""]","[""green skirt"", ""pink underskirt""]","[""green skirt"", ""pink underskirt""]"
355,A man with one leg is playing volleyball.,"[""one leg""]","[""one leg""]","[""A man with one leg""]","[""A man with one leg""]"
356,Two people sit in shadow in the open back of a vehicle followed by another vehicle.,"[""Two people"", ""sit"", ""in the"", ""back of a vehicle""]","[""Two people"", ""in the open back of a vehicle""]","[""Two people"", ""in the open back of a vehicle""]","[""Two people sit"", ""in the open back of a vehicle""]"
357,Three men in suits hold hands and celebrate.,"[""hold hands"", ""celebrate""]","[""hold hands"", ""celebrate""]","[""celebrate""]","[""celebrate""]"
358,A man with a dog.,"[""dog""]","[""man"", ""dog""]","[""man"", ""dog""]","[""a dog""]"
360,When struggling to work on scaffolding in humid weather.,"[""humid weather""]","[""struggling to work on scaffolding"", ""humid weather""]","[""to work"", ""humid weather""]","[""struggling to work on scaffolding"", ""humid weather""]"
361,A woman looking at pants in a colorful store.,"[""looking at pants""]","[""looking at pants""]","[""woman""]","[""woman"", ""looking""]"
362,Eight people meditating on the beach.,"[""Eight people"", ""meditating""]","[""Eight people"", ""meditating""]","[""Eight people meditating""]","[""Eight people meditating""]"
365,A man in the crowd records two people covered in aluminum foil.,"[""man in the crowd""]","[""in the crowd""]","[""A man"", ""in the crowd""]","[""in the crowd""]"
366,A family having a good time eating.,"[""A family"", ""eating""]","[""eating""]","[""family"", ""eating""]","[""A family"", ""eating""]"
367,A couple with sunglasses are laying on the beach.,"[""laying on the beach"", ""sunglasses""]","[""sunglasses"", ""laying on the beach""]","[""sunglasses"", ""laying on the beach""]","[""sunglasses""]"
368,The dogs are playing with a tennis ball in the yard.,"[""dogs"", ""playing with a tennis ball"", ""in the yard""]","[""dogs"", ""in the yard""]","[""dogs"", ""in the yard""]","[""dogs"", ""in the yard""]"
369,A man is working on his wooden boat.,"[""working on his wooden boat""]","[""working on his wooden boat""]","[""man"", ""working"", ""wooden boat""]","[""working on his wooden boat""]"
370,Five young men are playing music in the street.,"[""are playing music""]","[""are playing""]","[""Five young men are playing music in the street""]","[""men"", ""playing music""]"
371,A woman in a striped skirt rolls a black ball.,"[""woman in a striped skirt"", ""rolls a black ball""]","[""woman in a striped skirt"", ""rolls a black ball""]","[""woman in a striped skirt"", ""rolls a black ball""]","[""A woman in a striped skirt"", ""rolls a black ball""]"
372,A man and woman both wearing hats and carrying backpacks.,"[""A man and woman"", ""wearing hats"", ""carrying backpacks""]","[""wearing hats"", ""carrying backpacks""]","[""wearing hats"", ""carrying backpacks""]","[""wearing hats"", ""carrying backpacks""]"
373,A man juggling in front of a group of kids.,"[""juggling""]","[""juggling""]","[""juggling""]","[""juggling""]"
374,a skateboarder in a green shirt is taking a jump of a step in front of a pink building.,"[""a skateboarder in a green shirt is taking a jump""]","[""a skateboarder"", ""in a green shirt"", ""taking a jump""]","[""a skateboarder in a green shirt"", ""taking a jump""]","[""a skateboarder"", ""green shirt"", ""taking a jump""]"
375,"In the middle of a shopping center, there are two statues of men on bicycles with skeletons by them.","[""statues"", ""skeletons by them""]","[""statues of men on bicycles"", ""skeletons by them""]","[""skeletons"", ""statues of men on bicycles""]","[""skeletons""]"
376,"A woman wearing a short skirt, yellow top, and denim jacket stands in front of a brick building covered with worn out signs.","[""A woman"", ""short skirt"", ""denim jacket"", ""stands in front of a brick building""]","[""A woman"", ""short skirt"", ""denim jacket"", ""stands in front of a brick building""]","[""A woman"", ""wearing a short skirt"", ""yellow top"", ""denim jacket"", ""in front of a brick building""]","[""A woman"", ""short skirt"", ""yellow top"", ""denim jacket"", ""in front of a brick building""]"
377,Two children are sitting at a desk.,"[""Two children"", ""sitting at a desk""]","[""sitting at a desk""]","[""Two children"", ""at a desk""]","[""sitting at a desk""]"
378,The woman stands near a dangerously cracked window.,"[""woman"", ""stands""]","[""woman"", ""stands""]","[""woman stands""]","[""woman"", ""near a dangerously cracked window""]"
379,A man in jeans is lying on a wooden floor.,"[""lying""]","[""lying""]","[""man"", ""lying on a wooden floor""]","[""man"", ""lying"", ""wooden floor""]"
381,"A city sidewalk scene consisting of two men with dreadlocks sitting on the ground, a punk rocker holding books, a woman with a camera walking away, and a man wearing a long coat, scarf, hat, and sunglasses looking away from the picture.","[""two men"", ""a punk rocker"", ""a woman"", ""a man"", ""city sidewalk""]","[""two men"", ""a punk rocker"", ""a woman"", ""a man""]","[""two men"", ""a punk rocker"", ""a woman"", ""a man""]","[""city sidewalk"", ""two men"", ""a punk rocker"", ""a woman"", ""a man""]"
382,"A man with a green hat in a small boat named ""Texas Mooring"", in the water.","[""A man"", ""in a small boat""]","[""man with a green hat"", ""in a small boat""]","[""A man"", ""in a small boat""]","[""A man"", ""in a small boat""]"
383,A religious gathering reading a book.,"[""reading a book""]","[""reading a book""]","[""reading a book""]","[""reading a book""]"
384,A football player prepares to throw the ball.,"[""football player"", ""prepares to throw the ball""]","[""football player"", ""prepares to throw the ball""]","[""football player"", ""prepares to throw the ball""]","[""football player"", ""prepares to throw the ball""]"
385,A man with two dogs plays ball in a field of grass.,"[""field of grass""]","[""plays ball"", ""field of grass""]","[""field of grass"", ""plays ball""]","[""in a field of grass""]"
386,"A man in a business suit is walking down the street, pulling luggage.","[""A man"", ""is walking down the street"", ""pulling luggage""]","[""man"", ""is walking"", ""pulling luggage""]","[""A man"", ""is walking down the street"", ""pulling luggage""]","[""A man"", ""is walking"", ""pulling luggage""]"
387,A man excitedly pushing in lawn mower in the backyard of a house.,"[""pushing in lawn mower"", ""in the backyard of a house""]","[""backyard"", ""pushing in lawn mower""]","[""backyard of a house""]","[""man"", ""in the backyard of a house""]"
388,A man is playing tug-of-war with his dog.,"[""man"", ""playing tug-of-war"", ""dog""]","[""man"", ""playing tug-of-war"", ""dog""]","[""man"", ""playing tug-of-war"", ""dog""]","[""A man"", ""playing"", ""his dog""]"
389,A fluffy white dog is coming out of a blue striped obstacle shute.,"[""fluffy white""]","[""fluffy""]","[""fluffy""]","[""fluffy""]"
390,Young woman trying to keep the Jenga tower stable.,"[""trying to keep the Jenga tower stable""]","[""trying to keep the Jenga tower stable""]","[""trying to keep the Jenga tower stable""]","[""Jenga tower"", ""trying to keep the Jenga tower stable""]"
393,A shirtless man is rock climbing on a vertical rock face.,"[""shirtless""]","[""shirtless""]","[""shirtless"", ""rock climbing""]","[""A shirtless man""]"
394,A person in a hard hat is doing some work on a train track.,"[""A person in a hard hat""]","[""A person in a hard hat""]","[""person"", ""in a hard hat""]","[""A person in a hard hat""]"
395,A goalie is catching a soccer ball.,"[""goalie"", ""catching a soccer ball""]","[""goalie"", ""catching a soccer ball""]","[""A goalie"", ""catching a soccer ball""]","[""goalie"", ""catching a soccer ball""]"
397,Two female members of team USA performing a jump high-five surrounded by two other female members.,"[""female""]","[""female""]","[""female""]","[""female""]"
399,A shirtless man with a race placard on his butt is posing like a body-builder.,"[""A shirtless man"", ""posing like a body-builder""]","[""A shirtless man with a race placard on his butt"", ""posing like a body-builder""]","[""A shirtless man"", ""posing like a body-builder""]","[""shirtless man with a race placard on his butt"", ""posing like a body-builder""]"
400,A person with a variety of different wares standing amongst several others on a dirt road.,"[""a variety of different wares"", ""several others"", ""on a dirt road""]","[""A person with a variety of different wares"", ""standing amongst several others"", ""on a dirt road""]","[""A person with a variety of different wares"", ""standing amongst several others"", ""on a dirt road""]","[""wares"", ""dirt road"", ""several others""]"
401,A man in a heavy coat makes repairs at a train station.,"[""A man"", ""a heavy coat"", ""makes repairs"", ""at a train station""]","[""man"", ""heavy coat"", ""makes repairs"", ""train station""]","[""A man in a heavy coat"", ""makes repairs"", ""at a train station""]","[""A man in a heavy coat"", ""makes repairs"", ""at a train station""]"
402,A ceremonial parade being held is passing over a street corner by the bay.,"[""parade"", ""by the bay""]","[""parade"", ""by the bay""]","[""parade"", ""by the bay""]","[""parade"", ""by the bay""]"
403,Three people in a group of cars in what appears to be a city scene; two of them carrying a large bottle and one is a female dressed in high heels.,"[""Three people in a group of cars"", ""carrying a large bottle"", ""dressed in high heels""]","[""Three people"", ""a group of cars"", ""a city scene"", ""two of them carrying a large bottle""]","[""Three people"", ""group of cars"", ""city scene""]","[""Three people"", ""in a group of cars""]"
404,Asian girls line up near some flags.,"[""Asian girls"", ""line up"", ""near some flags""]","[""Asian girls"", ""line up"", ""near some flags""]","[""Asian girls"", ""line up"", ""flags""]","[""girls"", ""line up"", ""flags""]"
405,Men working with hoses and a large blue and white truck.,"[""Men"", ""hoses"", ""blue and white truck""]","[""Men"", ""hoses"", ""blue and white truck""]","[""Men working with hoses"", ""a large blue and white truck""]","[""Men working with hoses"", ""a large blue and white truck""]"
407,A boy wearing a blue shirt riding a gray horse on a gravel path through the green overgrown field.,"[""gravel path"", ""green overgrown field""]","[""boy"", ""riding"", ""horse"", ""gravel path"", ""field""]","[""gravel path"", ""green overgrown field""]","[""gravel path"", ""green overgrown field""]"
409,A crowd of people gathered in a public place outdoors sitting at picnic tables.,"[""public place outdoors"", ""picnic tables""]","[""public place outdoors""]","[""public place outdoors"", ""picnic tables""]","[""public place outdoors"", ""picnic tables""]"
410,A couple sharing in an embrace,"[""sharing in an embrace""]","[""sharing in an embrace""]","[""sharing in an embrace""]","[""sharing in an embrace""]"
411,"At the corner of an intersection, a black vehicle waits as a woman in black holding a bag is crossing the street.","[""a woman"", ""is crossing the street""]","[""a woman"", ""crossing the street""]","[""a woman"", ""is crossing the street""]","[""a woman"", ""is crossing the street""]"
412,A young man is shooting pool.,"[""shooting pool""]","[""shooting pool""]","[""shooting pool""]","[""shooting pool""]"
413,A group of men stand in line in a dimly-lit restaurant bar.,"[""men stand in line"", ""restaurant bar""]","[""stand in line""]","[""men stand in line"", ""restaurant bar""]","[""men stand in line"", ""restaurant bar""]"
414,"Two men, one in yellow, are on a wooden boat.","[""Two men"", ""wooden boat""]","[""Two men"", ""on a wooden boat""]","[""Two men"", ""on a wooden boat""]","[""Two men"", ""on a wooden boat""]"
415,Five men stand outside and look like they are about to work.,"[""Five men"", ""look like they are about to work""]","[""look like they are about to work""]","[""look like they are about to work""]","[""Five men"", ""look like they are about to work""]"
416,a man in scrubs stands next to a computer,"[""computer""]","[""scrubs"", ""computer""]","[""scrubs"", ""computer""]","[""computer""]"
417,The women is washing the newborn baby.,"[""washing the newborn baby""]","[""washing"", ""newborn baby""]","[""washing the newborn baby""]","[""washing"", ""newborn baby""]"
420,"Man grilling hotdogs, buns, peppers and other foods while another man stands behind him posing.","[""grilling hotdogs, buns, peppers and other foods"", ""another man stands behind him posing""]","[""Man grilling hotdogs, buns, peppers and other foods"", ""another man stands behind him"", ""posing""]","[""Man grilling"", ""another man stands behind him"", ""posing""]","[""Man grilling"", ""another man stands behind him"", ""posing""]"
421,"Two men who appear to be in good spirits, one in a red shirt and another in a blue shirt are climbing on a crosswalk signal pole.","[""climbing on a crosswalk signal pole""]","[""climbing on a crosswalk signal pole""]","[""climbing on a crosswalk signal pole""]","[""appear to be in good spirits"", ""climbing on a crosswalk signal pole""]"
422,A man in a white shirt is walking a dog on the side of a street.,"[""A man"", ""walking a dog""]","[""walking a dog""]","[""walking a dog on the side of a street""]","[""A man"", ""walking a dog""]"
424,A mid sized mixed gender choir sings while the director motions to keep beat.,"[""sings""]","[""choir"", ""sings""]","[""choir sings"", ""director motions to keep beat""]","[""sings"", ""director motions""]"
425,A large amount of people at an outdoor festival.,"[""people"", ""outdoor festival""]","[""people"", ""outdoor festival""]","[""people"", ""festival""]","[""people"", ""outdoor festival""]"
429,En exotic young lady looks perplexed while speaking with an older gentleman.,"[""young lady"", ""looks perplexed"", ""speaking with"", ""older gentleman""]","[""young lady"", ""perplexed"", ""speaking with"", ""older gentleman""]","[""young lady"", ""looks perplexed"", ""speaking with an older gentleman""]","[""young lady"", ""looks perplexed"", ""speaking with an older gentleman""]"
430,A man is sitting on top of a mountain.,"[""man"", ""on top of a mountain""]","[""A man"", ""sitting"", ""on top of a mountain""]","[""A man"", ""is sitting"", ""on top of a mountain""]","[""A man is sitting on top of a mountain""]"
431,a firefighter standing proud in front of his truck.,"[""standing proud""]","[""standing proud""]","[""standing proud""]","[""standing proud""]"
432,Two children and a man are looking at the grass beside a lake.,"[""Two children"", ""a man"", ""beside a lake""]","[""Two children"", ""a man"", ""a lake""]","[""Two children"", ""a man"", ""are looking at the grass beside a lake""]","[""Two children"", ""a man"", ""beside a lake""]"
433,A man wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while crossing a busy street.,"[""A man"", ""wearing headphones and a checkered shirt with tan jacket"", ""reaches inside his jacket while crossing a busy street""]","[""A man""]","[""A man"", ""wearing headphones"", ""checkered shirt"", ""tan jacket"", ""reaches inside his jacket"", ""crossing a busy street""]","[""A man wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while crossing a busy street.""]"
434,waiting for someone on the street.,"[""waiting"", ""someone"", ""on the street""]","[""waiting for someone""]","[""waiting"", ""on the street""]","[""waiting for someone"", ""on the street""]"
435,a young girl in red riding a unicycle,"[""a young girl"", ""riding a unicycle""]","[""young girl"", ""riding a unicycle""]","[""riding a unicycle""]","[""a young girl"", ""riding a unicycle""]"
437,"A middle-aged man with a white beard and glasses holds up a small, wooden handmade cabinet.","[""holds up"", ""a small, wooden handmade cabinet""]","[""holds up"", ""a small, wooden handmade cabinet""]","[""holds up a small, wooden handmade cabinet""]","[""holds up"", ""a small, wooden handmade cabinet""]"
442,Four runners race down the street.,"[""Four runners"", ""race down the street""]","[""runners"", ""race down the street""]","[""Four runners"", ""race down the street""]","[""Four runners"", ""race down the street""]"
443,A man working on something alone in an industrial setting.,"[""alone""]","[""man working on something alone""]","[""A man working on something"", ""alone""]","[""working on something alone""]"
444,A group of professionally dressed people are sitting near each other is a downtown area of a city.,"[""professionally dressed people"", ""sitting near each other"", ""downtown area of a city""]","[""A group of professionally dressed people"", ""sitting near each other"", ""downtown area of a city""]","[""downtown area"", ""near each other""]","[""professionally dressed people"", ""downtown area"", ""city""]"
445,Two scientists are examining a petri dish.,"[""scientists"", ""examining"", ""a petri dish""]","[""examining a petri dish""]","[""examining a petri dish""]","[""Two scientists"", ""are examining"", ""a petri dish""]"
446,Four children are smiling as they pose together with a bicycle that is much too big for them.,"[""children"", ""smiling"", ""bicycle"", ""much too big for them""]","[""smiling"", ""pose together"", ""bicycle that is much too big for them""]","[""children"", ""smiling"", ""bicycle"", ""much too big for them""]","[""children"", ""smiling"", ""bicycle"", ""much too big for them""]"
447,A white man in the background watches a black man in the foreground playing with a soccer ball on a beach.,"[""A white man"", ""a black man"", ""on a beach""]","[""A white man"", ""a black man"", ""on a beach""]","[""A white man"", ""a black man"", ""playing with a soccer ball"", ""on a beach""]","[""A white man"", ""a black man"", ""a beach""]"
448,Three kids and one adult walking on a path.,"[""Three kids and one adult"", ""walking"", ""on a path""]","[""kids"", ""adult"", ""path""]","[""Three kids and one adult"", ""walking on a path""]","[""on a path""]"
449,Three adults wearing lab coats pose for a picture with alcohol.,"[""lab coats"", ""alcohol""]","[""lab coats"", ""alcohol""]","[""lab coats"", ""alcohol""]","[""lab coats""]"
450,A young blond girl with a pink shirt on jumps high into the air while kicking her foot out and sticking her tongue out.,"[""jumps high into the air"", ""kicking her foot out"", ""sticking her tongue out""]","[""jumps high into the air"", ""kicking her foot out"", ""sticking her tongue out""]","[""jumps high into the air"", ""kicking her foot out""]","[""jumps high into the air"", ""kicking her foot out""]"
452,A large group of swimmers entering the water.,"[""entering the water""]","[""entering the water""]","[""entering the water""]","[""entering the water""]"
453,Woman in green tops is watching the dark clouds.,"[""Woman in green tops"", ""watching the dark clouds""]","[""Woman"", ""in green tops"", ""watching"", ""dark clouds""]","[""Woman in green tops""]","[""Woman in green tops is watching the dark clouds""]"
454,A black man is sitting on a bench in front of a public transit map.,"[""sitting on a bench"", ""public transit map""]","[""A black man""]","[""A black man"", ""sitting on a bench"", ""public transit map""]","[""A black man"", ""sitting on a bench"", ""in front of a public transit map""]"
456,A young lady with an umbrella is walking by while two women are adoring the adorable puppy one gentleman was walking.,"[""an umbrella"", ""A young lady"", ""two women"", ""one gentleman""]","[""umbrella""]","[""umbrella""]","[""an umbrella"", ""is walking by"", ""two women are adoring the adorable puppy"", ""one gentleman was walking""]"
457,A person is sitting behind two large baskets of bread.,"[""A person"", ""is sitting"", ""behind two large baskets of bread""]","[""sitting""]","[""A person"", ""is sitting behind"", ""baskets of bread""]","[""A person"", ""sitting"", ""two large baskets of bread""]"
458,A large brown and a small white dog play indoors on a carpet.,"[""brown"", ""white""]","[""brown"", ""white"", ""dog""]","[""brown"", ""white""]","[""brown"", ""white""]"
459,A group of people walk down a path in a wooded area.,"[""A group of people"", ""a wooded area""]","[""A group of people"", ""walk"", ""a path in a wooded area""]","[""A group of people"", ""walk"", ""a wooded area""]","[""A group of people"", ""walk down a path""]"
460,Regal horse and white carriage scene with female driver and two blond little flower girls dressed in white.,"[""regal horse"", ""female driver""]","[""horse""]","[""regal horse""]","[""regal horse""]"
461,A man in heavy clothing with a cart of tools bending to inspect the floor,"[""heavy clothing"", ""cart of tools"", ""bending to inspect the floor""]","[""heavy clothing"", ""cart of tools"", ""bending to inspect the floor""]","[""heavy clothing"", ""cart of tools"", ""bending to inspect the floor""]","[""heavy clothing"", ""cart of tools"", ""bending to inspect the floor""]"
462,"While others gather in areas, a man in a brown shirt sits with reading material in hand.","[""brown shirt"", ""sits""]","[""brown shirt""]","[""brown shirt""]","[""brown shirt""]"
463,Passengers boarding a train.,"[""boarding""]","[""boarding""]","[""Passengers"", ""boarding"", ""a train""]","[""Passengers boarding a train""]"
467,There are people sitting in seats that are in rows.,"[""seats that are in rows""]","[""people sitting"", ""seats that are in rows""]","[""people sitting"", ""seats"", ""rows""]","[""people sitting in seats"", ""rows""]"
468,A man in a plaid shirt is selling products to customers.,"[""A man in a plaid shirt"", ""selling"", ""products""]","[""man in a plaid shirt"", ""selling products""]","[""A man in a plaid shirt"", ""is selling products to customers""]","[""A man"", ""plaid shirt"", ""selling products""]"
470,Four women sitting on a black couch drinking beer.,"[""drinking beer""]","[""drinking beer""]","[""women"", ""couch"", ""drinking beer""]","[""women"", ""couch"", ""drinking beer""]"
472,A costumes woman applies makeup while looking in a mirror.,"[""costumes woman"", ""applies makeup""]","[""woman"", ""applies makeup""]","[""costumes woman"", ""applies makeup""]","[""woman"", ""applies makeup"", ""a mirror""]"
473,An older woman sews happily whilst sitting.,"[""woman"", ""sews"", ""sitting""]","[""older woman"", ""sews""]","[""sews""]","[""woman"", ""sews"", ""sitting""]"
474,A woman in colonial clothing being plunged into the water.,"[""plunged into the water""]","[""being plunged into the water""]","[""plunged into the water""]","[""plunged into the water""]"
475,A surfer does a flip on a wave.,"[""does a flip"", ""on a wave""]","[""surfer"", ""does a flip"", ""on a wave""]","[""surfer"", ""does a flip on a wave""]","[""on a wave""]"
476,A little boy aims a basketball at the hoop.,"[""aims a basketball at the hoop""]","[""aims a basketball""]","[""aims a basketball"", ""at the hoop""]","[""aims a basketball""]"
479,The cute baby in a diaper and shirt plays in the dirt.,"[""The cute baby in a diaper and shirt plays in the dirt.""]","[""baby""]","[""baby"", ""plays in the dirt""]","[""baby""]"
481,A blank wall of whiteness.,"[""blank wall""]","[""blank wall""]","[""blank wall""]","[""blank"", ""wall""]"
483,a man pushes a boy on a zip line.,"[""pushes"", ""zip line""]","[""boy"", ""pushes"", ""zip line""]","[""boy"", ""zip line"", ""on a zip line""]","[""pushes"", ""zip line""]"
484,A man wearing all black walking down the sidewalk looking at his I-Pod.,"[""wearing all black""]","[""wearing all black""]","[""all black""]","[""man wearing all black""]"
485,A man in a black shirt is playing bowling where the pins are replaced with spray paint cans and there is a graffiti filled wall in the background.,"[""A man"", ""is playing bowling"", ""pins are replaced with spray paint cans"", ""graffiti filled wall in the background""]","[""A man"", ""playing bowling"", ""spray paint cans"", ""graffiti filled wall""]","[""A man"", ""is playing bowling"", ""pins are replaced with spray paint cans""]","[""A man"", ""is playing"", ""bowling"", ""pins are replaced with spray paint cans"", ""graffiti filled wall""]"
486,A shirtless man in blue pants repairs a steel tea pot.,"[""shirtless"", ""blue pants""]","[""shirtless""]","[""shirtless"", ""blue pants""]","[""shirtless man""]"
487,a woman in a blue shirt sitting on a red couch,"[""blue shirt"", ""red couch""]","[""blue"", ""red""]","[""a woman"", ""blue shirt"", ""red couch""]","[""blue shirt"", ""red couch""]"
489,A group of men in a yellow boat with their dogs.,"[""boat"", ""dogs""]","[""men"", ""boat""]",[],"[""group of men"", ""boat""]"
490,A little girl is hugging a woman.,"[""hugging"", ""woman""]","[""little girl"", ""woman""]","[""A little girl"", ""hugging"", ""a woman""]","[""A little girl"", ""hugging"", ""a woman""]"
491,A soccer player prepares for a corner kick.,"[""prepares for a corner kick""]","[""soccer player"", ""prepares for a corner kick""]","[""soccer player""]","[""prepares for a corner kick""]"
492,A heavyset man running a Pro-Saw concrete saw with a piece of white construction equipment in the background.,"[""piece of white construction equipment"", ""in the background""]","[""piece of white construction equipment"", ""in the background""]","[""A heavyset man"", ""a piece of white construction equipment in the background""]","[""a piece of white construction equipment in the background""]"
493,A dog walking through a small stream with a rag in his mouth.,"[""A dog walking through a small stream with a rag in his mouth""]","[""A dog"", ""walking through a small stream"", ""with a rag in his mouth""]","[""A dog"", ""small stream"", ""a rag in his mouth""]","[""walking through a small stream"", ""a rag in his mouth""]"
495,Two girls cleaning a floor.,"[""cleaning a floor""]","[""cleaning a floor""]","[""Two girls"", ""cleaning"", ""a floor""]","[""Two girls cleaning a floor""]"
496,A group of children play jump rope in the streets while others watch in the background.,"[""children"", ""play jump rope"", ""in the streets""]","[""children"", ""play jump rope"", ""in the streets"", ""others watch""]","[""children"", ""others watch"", ""in the streets""]","[""children"", ""play jump rope"", ""in the streets""]"
497,"Four men are rollerskating in a line, with the last three holding onto the hips of the man ahead of them.","[""Four men are rollerskating""]","[""Four men are rollerskating in a line, with the last three holding onto the hips of the man ahead of them.""]","[""Four men"", ""rollerskating""]","[""Four men"", ""rollerskating""]"
499,An Asian man is standing on a busy sidewalk as people walk by with bags.,"[""busy sidewalk""]","[""sidewalk"", ""people walk by with bags""]","[""busy sidewalk""]","[""busy sidewalk"", ""people walk by with bags""]"
500,A dog is plling a very large branch out of the water.,"[""pulling"", ""branch""]","[""dog"", ""plling a very large branch""]","[""A dog"", ""plling a very large branch out of the water""]","[""dog"", ""plling a very large branch out of the water""]"
501,Three women down the street with trees in the background.,"[""women"", ""down the street"", ""trees in the background""]","[""Three women"", ""trees in the background""]","[""women"", ""down the street"", ""trees""]","[""women"", ""down the street"", ""trees""]"
502,a girl in a blue hoodie is carrying a brown bag,"[""a blue hoodie"", ""a brown bag""]","[""a girl in a blue hoodie"", ""a brown bag""]","[""a blue hoodie"", ""a brown bag""]","[""a girl in a blue hoodie"", ""a brown bag""]"
503,A tennis player on a tennis court bent over and running.,"[""A tennis player"", ""on a tennis court""]","[""on a tennis court""]","[""tennis court""]","[""A tennis player"", ""on a tennis court""]"
504,A man in a flannel shirt and denim overalls working with tools in a workshop.,"[""working with tools""]","[""working with tools"", ""in a workshop""]","[""flannel shirt and denim overalls"", ""working with tools"", ""in a workshop""]","[""working with tools"", ""in a workshop""]"
505,A door in a tall concrete wall,"[""A door"", ""wall""]","[""door"", ""wall""]","[""door"", ""wall""]","[""door""]"
