id,gold_label,bucket_original,coverage_original,pred_original_raw,pred_original_nec,pred_original_suff,pred_original_gho,score_original_nec_flip,score_original_gho_flip,score_original_suff_stay,truth_original_correct,bucket_lexical,coverage_lexical,pred_lexical_raw,pred_lexical_nec,pred_lexical_suff,pred_lexical_gho,score_lexical_nec_flip,score_lexical_gho_flip,score_lexical_suff_stay,truth_lexical_correct,bucket_syntactic,coverage_syntactic,pred_syntactic_raw,pred_syntactic_nec,pred_syntactic_suff,pred_syntactic_gho,score_syntactic_nec_flip,score_syntactic_gho_flip,score_syntactic_suff_stay,truth_syntactic_correct,bucket_pragmatic,coverage_pragmatic,pred_pragmatic_raw,pred_pragmatic_nec,pred_pragmatic_suff,pred_pragmatic_gho,score_pragmatic_nec_flip,score_pragmatic_gho_flip,score_pragmatic_suff_stay,truth_pragmatic_correct
247,neutral,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,1
249,entailment,Local,0.3500,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2500,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3500,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2500,entailment,neutral,neutral,neutral,1,1,0,1
250,contradiction,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1667,neutral,neutral,neutral,neutral,0,0,1,0
251,entailment,Local,0.1333,entailment,neutral,neutral,neutral,1,1,0,1,Local,0.3333,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.4000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3333,entailment,neutral,entailment,neutral,1,1,1,1
252,contradiction,Local,0.2727,contradiction,neutral,neutral,neutral,1,1,0,1,Local,0.2727,contradiction,neutral,neutral,contradiction,1,0,0,1,Mixed,0.5000,contradiction,neutral,neutral,neutral,1,1,0,1,Local,0.2727,contradiction,neutral,contradiction,contradiction,1,0,1,1
253,neutral,Local,0.3846,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4615,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4615,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2308,neutral,neutral,neutral,neutral,0,0,1,1
255,contradiction,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4500,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.5500,neutral,neutral,neutral,neutral,0,0,1,0
256,entailment,Mixed,0.7273,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.3636,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3636,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.7273,entailment,neutral,entailment,entailment,1,0,1,1
258,contradiction,Local,0.3571,contradiction,contradiction,neutral,contradiction,0,0,0,1,Local,0.3571,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3571,contradiction,unknown,neutral,contradiction,0,0,0,1,Local,0.3571,contradiction,neutral,neutral,contradiction,1,0,0,1
259,contradiction,Local,0.1667,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1667,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1667,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1667,contradiction,neutral,neutral,contradiction,1,0,0,1
260,entailment,Mixed,0.6250,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3750,entailment,neutral,neutral,entailment,1,0,0,1,Mixed,0.5000,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.6250,entailment,neutral,entailment,entailment,1,0,1,1
261,entailment,Local,0.0909,entailment,neutral,neutral,entailment,1,0,0,1,Mixed,0.4545,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.4545,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.0909,entailment,neutral,neutral,entailment,1,0,0,1
262,neutral,Local,0.1364,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5455,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5455,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2273,neutral,neutral,neutral,neutral,0,0,1,1
263,neutral,Mixed,0.5000,entailment,neutral,neutral,neutral,1,1,0,0,Mixed,0.6500,entailment,neutral,neutral,neutral,1,1,0,0,Mixed,0.6500,entailment,neutral,entailment,neutral,1,1,1,0,Mixed,0.5000,entailment,neutral,entailment,entailment,1,0,1,0
264,contradiction,Local,0.2857,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.2857,contradiction,neutral,neutral,unknown,1,0,0,1,Local,0.2857,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.2857,contradiction,neutral,contradiction,contradiction,1,0,1,1
265,contradiction,Local,0.2500,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.2500,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.2000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.2000,contradiction,neutral,contradiction,contradiction,1,0,1,1
267,neutral,Mixed,0.4167,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4167,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4167,neutral,neutral,neutral,neutral,0,0,1,1
269,contradiction,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6250,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.8750,neutral,neutral,neutral,neutral,0,0,1,0
270,neutral,Local,0.2667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.8000,neutral,neutral,neutral,neutral,0,0,1,1
271,contradiction,Mixed,0.7727,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.8182,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.7727,neutral,neutral,neutral,neutral,0,0,1,0
272,contradiction,Local,0.3125,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3125,contradiction,neutral,contradiction,contradiction,1,0,1,1,Mixed,0.5000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3750,contradiction,neutral,contradiction,contradiction,1,0,1,1
274,entailment,Local,0.3636,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3636,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3636,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3636,entailment,neutral,entailment,entailment,1,0,1,1
275,contradiction,Mixed,0.6364,contradiction,neutral,contradiction,neutral,1,1,1,1,Mixed,0.6364,contradiction,neutral,neutral,contradiction,1,0,0,1,Mixed,0.6364,contradiction,neutral,neutral,neutral,1,1,0,1,Mixed,0.6364,contradiction,neutral,contradiction,contradiction,1,0,1,1
276,contradiction,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3000,neutral,neutral,neutral,contradiction,0,1,1,0
277,contradiction,Local,0.2632,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.2632,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.2632,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.2632,contradiction,neutral,contradiction,contradiction,1,0,1,1
279,neutral,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2727,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1
280,neutral,Mixed,0.7143,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7143,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7143,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7143,neutral,neutral,neutral,neutral,0,0,1,1
281,neutral,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,unknown,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1
282,entailment,Mixed,0.4286,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.7143,entailment,neutral,neutral,neutral,1,1,0,1,Global,0.8571,entailment,neutral,neutral,entailment,1,0,0,1,Global,0.9286,entailment,neutral,entailment,entailment,1,0,1,1
284,entailment,Local,0.3333,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.5333,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.4000,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.6667,entailment,neutral,entailment,entailment,1,0,1,1
285,neutral,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2857,neutral,neutral,neutral,unknown,0,0,1,1,Mixed,0.4286,neutral,neutral,neutral,neutral,0,0,1,1
286,neutral,Mixed,0.7500,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1250,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.9375,neutral,neutral,neutral,neutral,0,0,1,1
288,contradiction,Local,0.2222,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.2222,contradiction,neutral,neutral,neutral,1,1,0,1,Local,0.2222,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.2222,contradiction,neutral,neutral,contradiction,1,0,0,1
289,neutral,Local,0.3000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1
290,neutral,Local,0.2857,entailment,neutral,neutral,neutral,1,1,0,0,Local,0.2857,entailment,neutral,neutral,entailment,1,0,0,0,Local,0.2857,entailment,neutral,neutral,neutral,1,1,0,0,Local,0.2857,entailment,neutral,neutral,entailment,1,0,0,0
291,neutral,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1111,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,1
294,contradiction,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6250,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6250,neutral,neutral,neutral,neutral,0,0,1,0
295,entailment,Global,0.8750,entailment,neutral,entailment,entailment,1,0,1,1,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1,Global,0.8750,entailment,neutral,neutral,entailment,1,0,0,1,Global,0.8750,entailment,neutral,entailment,entailment,1,0,1,1
297,contradiction,Local,0.2222,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1111,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1111,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1111,contradiction,neutral,neutral,contradiction,1,0,0,1
298,neutral,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,1
299,neutral,Local,0.3636,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3636,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4545,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8182,neutral,neutral,neutral,neutral,0,0,1,1
300,neutral,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2857,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,1
301,contradiction,Local,0.1250,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1250,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2500,neutral,neutral,neutral,contradiction,0,1,1,0,Local,0.1250,neutral,neutral,neutral,neutral,0,0,1,0
302,neutral,Mixed,0.6000,entailment,neutral,entailment,entailment,1,0,1,0,Local,0.4000,entailment,neutral,entailment,entailment,1,0,1,0,Mixed,0.6000,entailment,neutral,entailment,entailment,1,0,1,0,Local,0.4000,entailment,neutral,entailment,entailment,1,0,1,0
305,contradiction,Local,0.2222,contradiction,neutral,neutral,neutral,1,1,0,1,Local,0.2222,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.2222,contradiction,neutral,neutral,contradiction,1,0,0,1,Mixed,0.4444,contradiction,neutral,neutral,contradiction,1,0,0,1
306,neutral,Mixed,0.7143,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7143,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,1
307,neutral,Local,0.0588,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1765,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1176,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1176,neutral,neutral,neutral,neutral,0,0,1,1
308,entailment,Local,0.2381,contradiction,neutral,contradiction,contradiction,1,0,1,0,Local,0.2381,contradiction,neutral,contradiction,contradiction,1,0,1,0,Local,0.3333,contradiction,neutral,contradiction,contradiction,1,0,1,0,Local,0.2381,contradiction,neutral,contradiction,contradiction,1,0,1,0
310,contradiction,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,0
311,entailment,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.7778,entailment,neutral,neutral,entailment,1,0,0,1,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3333,entailment,neutral,entailment,entailment,1,0,1,1
312,neutral,Local,0.1905,entailment,neutral,neutral,entailment,1,0,0,0,Local,0.1905,neutral,neutral,neutral,entailment,0,1,1,1,Local,0.1905,neutral,neutral,neutral,entailment,0,1,1,1,Local,0.1905,entailment,neutral,neutral,entailment,1,0,0,0
314,neutral,Local,0.3636,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3636,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3636,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3636,neutral,neutral,neutral,neutral,0,0,1,1
315,contradiction,Local,0.3043,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3043,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3043,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4783,neutral,neutral,neutral,neutral,0,0,1,0
316,contradiction,Local,0.1053,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.2105,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.1053,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.1053,contradiction,neutral,neutral,contradiction,1,0,0,1
318,contradiction,Local,0.3333,contradiction,neutral,neutral,neutral,1,1,0,1,Local,0.3333,contradiction,neutral,unknown,contradiction,1,0,0,1,Local,0.3333,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.3333,contradiction,neutral,neutral,neutral,1,1,0,1
319,contradiction,Local,0.1111,contradiction,neutral,neutral,neutral,1,1,0,1,Mixed,0.7778,contradiction,neutral,contradiction,neutral,1,1,1,1,Local,0.2222,contradiction,contradiction,neutral,contradiction,0,0,0,1,Local,0.3333,contradiction,neutral,neutral,neutral,1,1,0,1
320,neutral,Mixed,0.7143,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5714,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,entailment,neutral,neutral,1,0,1,1
321,entailment,Local,0.1667,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2500,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1667,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2500,entailment,neutral,entailment,entailment,1,0,1,1
322,contradiction,Local,0.2857,contradiction,neutral,contradiction,neutral,1,1,1,1,Mixed,0.5714,contradiction,neutral,neutral,neutral,1,1,0,1,Local,0.2857,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.2857,contradiction,neutral,contradiction,contradiction,1,0,1,1
323,entailment,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.4167,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,0
324,contradiction,Mixed,0.6923,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6154,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6923,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6154,neutral,neutral,neutral,neutral,0,0,1,0
326,contradiction,Local,0.2727,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.0455,contradiction,contradiction,neutral,contradiction,0,0,0,1,Local,0.1818,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1818,contradiction,neutral,neutral,neutral,1,1,0,1
327,contradiction,Local,0.2308,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.3846,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.3846,contradiction,neutral,neutral,neutral,1,1,0,1,Local,0.3846,contradiction,neutral,neutral,neutral,1,1,0,1
328,entailment,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6667,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6667,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6667,entailment,neutral,entailment,entailment,1,0,1,1
329,neutral,Global,0.8750,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8750,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6250,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,1
330,neutral,Mixed,0.4091,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5909,neutral,neutral,neutral,neutral,0,0,1,1,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4091,neutral,neutral,neutral,neutral,0,0,1,1
332,neutral,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2667,neutral,neutral,neutral,neutral,0,0,1,1
333,neutral,Mixed,0.7778,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1111,neutral,neutral,neutral,neutral,0,0,1,1
334,entailment,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,0
335,entailment,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0
337,contradiction,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0
338,neutral,Local,0.0714,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1429,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0714,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0714,neutral,neutral,neutral,neutral,0,0,1,1
339,neutral,Mixed,0.5789,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4737,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7368,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.7368,neutral,neutral,neutral,neutral,0,0,1,1
340,entailment,Local,0.1429,entailment,neutral,neutral,neutral,1,1,0,1,Local,0.1429,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.1429,entailment,neutral,neutral,neutral,1,1,0,1,Local,0.1429,entailment,neutral,neutral,neutral,1,1,0,1
341,neutral,Mixed,0.4615,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.0769,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4615,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1538,neutral,neutral,neutral,neutral,0,0,1,1
342,contradiction,Mixed,0.6471,neutral,neutral,neutral,neutral,0,0,1,0,Global,0.9412,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.7059,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6471,neutral,neutral,neutral,neutral,0,0,1,0
343,entailment,Local,0.1765,entailment,entailment,neutral,entailment,0,0,0,1,Local,0.1765,entailment,entailment,neutral,entailment,0,0,0,1,Local,0.1765,entailment,entailment,neutral,entailment,0,0,0,1,Local,0.1765,entailment,entailment,neutral,entailment,0,0,0,1
345,neutral,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.1000,neutral,neutral,neutral,neutral,0,0,1,1
346,neutral,Mixed,0.5556,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2222,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1,Global,0.8889,neutral,neutral,neutral,neutral,0,0,1,1
347,contradiction,Mixed,0.6000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Mixed,0.6000,contradiction,neutral,neutral,neutral,1,1,0,1,Mixed,0.6000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Mixed,0.6000,contradiction,neutral,neutral,neutral,1,1,0,1
348,contradiction,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3636,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1818,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2727,neutral,neutral,neutral,neutral,0,0,1,0
349,entailment,Local,0.3000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3000,entailment,neutral,entailment,entailment,1,0,1,1
351,entailment,Local,0.1739,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2609,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.2609,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1739,entailment,neutral,entailment,entailment,1,0,1,1
352,contradiction,Mixed,0.7647,neutral,neutral,contradiction,contradiction,0,1,0,0,Local,0.2353,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.7647,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.6471,neutral,neutral,neutral,neutral,0,0,1,0
353,entailment,Local,0.1429,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3571,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3571,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.1429,neutral,neutral,neutral,neutral,0,0,1,0
355,neutral,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1,Local,0.2500,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5000,neutral,neutral,neutral,neutral,0,0,1,1
356,entailment,Mixed,0.6250,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6250,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.6250,entailment,neutral,entailment,entailment,1,0,1,1,Mixed,0.7500,entailment,neutral,entailment,entailment,1,0,1,1
357,contradiction,Local,0.1250,contradiction,neutral,neutral,contradiction,1,0,0,1,Local,0.1250,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.1250,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.1250,contradiction,neutral,contradiction,contradiction,1,0,1,1
358,contradiction,Global,1.0000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.4000,neutral,neutral,neutral,neutral,0,0,1,0,Mixed,0.8000,neutral,neutral,neutral,neutral,0,0,1,0
360,entailment,Local,0.2222,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2222,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.3333,neutral,neutral,neutral,neutral,0,0,1,0,Local,0.2222,neutral,neutral,neutral,neutral,0,0,1,0
361,entailment,Local,0.1111,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.2222,entailment,entailment,neutral,entailment,0,0,0,1,Local,0.3333,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1111,entailment,neutral,neutral,entailment,1,0,0,1
362,contradiction,Mixed,0.5000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Mixed,0.5000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Mixed,0.5000,contradiction,neutral,contradiction,contradiction,1,0,1,1,Local,0.1667,contradiction,neutral,contradiction,contradiction,1,0,1,1
365,entailment,Local,0.2500,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.2500,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.2500,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.2500,entailment,neutral,neutral,neutral,1,1,0,1
366,entailment,Global,1.0000,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1429,entailment,neutral,neutral,entailment,1,0,0,1,Local,0.2857,entailment,neutral,neutral,neutral,1,1,0,1,Mixed,0.4286,entailment,neutral,entailment,neutral,1,1,1,1
367,neutral,Mixed,0.4444,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.4444,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6667,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.5556,neutral,neutral,neutral,neutral,0,0,1,1
368,entailment,Local,0.1818,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3636,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.1818,entailment,neutral,entailment,entailment,1,0,1,1,Local,0.3636,entailment,neutral,neutral,entailment,1,0,0,1
369,neutral,Mixed,0.6250,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6250,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6250,neutral,neutral,neutral,neutral,0,0,1,1,Mixed,0.6250,neutral,neutral,neutral,neutral,0,0,1,1
